ano;mes;mes_nome;mes_ordem;produto;volume_importacao_barris;dispendio_importacao_usd_fob;volume_producao_barris;volume_derivado_usado_barris;volume_derivado_base;custo_medio_ponderado_usd_por_barril;receita_liquida_nao_obtida_usd;lucro_nao_auferido_usd;unidade_valor
2026;SET;Setembro;9;GLP;0,0;0,0;0,0;0,0;producao_brasil;;;;US$
2026;OUT;Outubro;10;GLP;0,0;0,0;0,0;0,0;producao_brasil;;;;US$
2026;NOV;Novembro;11;GLP;0,0;0,0;0,0;0,0;producao_brasil;;;;US$
2026;DEZ;Dezembro;12;GLP;0,0;0,0;0,0;0,0;producao_brasil;;;;US$
2010;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;867754,76722;77486957,0;2455982,1107;2455982,1107;producao_brasil;41,786252904115386;41226736,83819331;118713693,83819331;US$
2010;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;825770,28547;61101892,0;2317342,11868;2317342,11868;producao_brasil;37,87183837581878;29828453,213126425;90930345,21312642;US$
2010;MAR;Março;3;QUEROSENE DE AVIAÇÃO;877952,2732204755;77464180,0;1801433,03305;1801433,03305;producao_brasil;45,719443761808854;37324690,418944225;114788870,41894422;US$
2010;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1141069,1480725908;103602773,0;2395656,54299;2395656,54299;producao_brasil;46,22755646215498;50853934,530251235;154456707,53025123;US$
2010;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;950531,4378001252;87471705,0;2408393,40824;2408393,40824;producao_brasil;43,966908155180505;45679776,575630225;133151481,57563022;US$
2010;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1047313,192979975;91337694,0;2178997,74773;2178997,74773;producao_brasil;45,19484958916043;44004531,770526685;135342225,77052668;US$
2010;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;1078518,656508348;92940521,0;2459875,50309;2459875,50309;producao_brasil;43,64618570215495;45867295,43479797;138807816,43479797;US$
2010;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;1025436,0372403755;88929815,0;2635675,69259;2635675,69259;producao_brasil;42,28816784073484;45566003,747240975;134495818,74724096;US$
2010;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;949715,4156416772;82126112,0;2618617,72787;2618617,72787;producao_brasil;41,36148427315893;42844472,77196018;124970584,77196017;US$
2010;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1273340,2154611766;110220198,0;2584181,01812;2584181,01812;producao_brasil;45,32048247228943;52511805,08393051;162732003,0839305;US$
2010;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1183836,4789405633;112052153,0;2596056,1794000003;2596056,1794000003;producao_brasil;46,81443984779335;56631511,36701354;168683664,36701354;US$
2010;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;872792,90503;86488346,0;2886934,73266;2886934,73266;producao_brasil;42,20032130146075;49656204,97809869;136144550,9780987;US$
2011;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;721885,7210191113;78214316,0;2783196,89633;2783196,89633;producao_brasil;42,16569323550682;47775504,13641546;125989820,13641545;US$
2011;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1115875,1921;115915039,0;2658180,63277;2658180,63277;producao_brasil;48,32190176347798;61993827,58704168;177908866,58704168;US$
2011;MAR;Março;3;QUEROSENE DE AVIAÇÃO;486464,4722808;56860555,0;2871524,69816;2871524,69816;producao_brasil;38,3112231529658;38223506,04646053;95084061,04646054;US$
2011;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1051832,34668;141121545,0;2624247,10782;2624247,10782;producao_brasil;56,235923421741695;81970781,69959265;223092326,69959265;US$
2011;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1073393,8153600001;147729110,0;2982237,93378;2982237,93378;producao_brasil;54,80898466475308;88897484,83469294;236626594,83469296;US$
2011;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1265924,89946;166829049,0;2600188,5845700004;2600188,5845700004;producao_brasil;59,96558677646179;90917119,58894771;257746168,5889477;US$
2011;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;781678,71737;99518541,0;2840591,4125800002;2840591,4125800002;producao_brasil;47,079129992122915;62717787,052861884;162236328,05286187;US$
2011;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;871751,1345844807;112785895,0;2977753,29925;2977753,29925;producao_brasil;48,63735857416612;70386222,47977845;183172117,47977847;US$
2011;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;1209348,0585100001;154414422,0;2696768,61712;2696768,61712;producao_brasil;56,791349529317735;85733913,70655675;240148335,70655674;US$
2011;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;875491,23352;109032569,0;2724751,98181;2724751,98181;producao_brasil;49,20538917785648;65953682,13284677;174986251,13284677;US$
2011;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1093219,29648;135213553,0;3168410,01997;3168410,01997;producao_brasil;50,31498227017741;80208243,480193;215421796,48019302;US$
2011;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;791487,1728802;102182879,0;3006787,06221;3006787,06221;producao_brasil;46,692930678039446;65226023,30414741;167408902,30414742;US$
2012;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1151475,5167;141462717,0;2890312,36063;2890312,36063;producao_brasil;52,87771958901848;80575317,5143172;222038034,5143172;US$
2012;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1066556,79189;135352903,0;2769063,69326;2769063,69326;producao_brasil;53,33674072384132;78466239,92371109;213819142,9237111;US$
2012;MAR;Março;3;QUEROSENE DE AVIAÇÃO;1260477,845278974;165684857,0;2979810,0671200003;2979810,0671200003;producao_brasil;56,642405808268876;94288359,37537597;259973216,375376;US$
2012;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;885443,1063021652;121716768,0;2867084,0923;2867084,0923;producao_brasil;51,53696697509353;76083715,8721811;197800483,87218112;US$
2012;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;870532,9660632666;118520563,0;2818243,71765;2818243,71765;producao_brasil;51,23016982177916;73923011,31312174;192443574,31312174;US$
2012;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1917167,7176224284;242267935,0;2771195,93885;2771195,93885;producao_brasil;66,4512943745626;114869658,63086371;357137593,6308637;US$
2012;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;6216,937945969962;752707,0;2730513,44777;2730513,44777;producao_brasil;25,218247129665457;595926,7224887329;1348633,722488733;US$
2012;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;2838207,57459;2838207,57459;producao_brasil;25,0;0,0;0,0;US$
2012;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;321685,6490348686;35567785,0;2858366,4156400003;2858366,4156400003;producao_brasil;33,655721105919234;24741222,51230586;60309007,512305856;US$
2012;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;568712,5207782603;67233383,0;2686057,07069;2686057,07069;producao_brasil;41,28857849708115;43752051,44357391;110985434,4435739;US$
2012;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;2413211,434188411;312404540,0;2817709,0838;2817709,0838;producao_brasil;73,18927247669723;135783350,7993031;448187890,7993031;US$
2012;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;0,0;0,0;3081623,22159;3081623,22159;producao_brasil;25,0;0,0;0,0;US$
2013;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1063994,3122750563;142003806,0;3042129,5046;3042129,5046;producao_brasil;53,105325932658104;85500041,25613873;227503847,25613874;US$
2013;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;713930,0875098372;89384361,0;2543278,38369;2543278,38369;producao_brasil;46,96239799962904;55856492,086453035;145240853,08645302;US$
2013;MAR;Março;3;QUEROSENE DE AVIAÇÃO;417460,1922997372;52518340,0;3248995,06569;3248995,06569;producao_brasil;36,47752590211053;37290425,02228627;89808765,02228627;US$
2013;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;2181280,91727159;281103119,0;2886519,6052;2886519,6052;producao_brasil;69,7079744089277;129050444,64014968;410153563,6401497;US$
2013;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1330634,2285769212;173403854,0;3194833,5117800003;3194833,5117800003;producao_brasil;55,966522429463694;98932883,60093763;272336737,6009376;US$
2013;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;880249,2189416644;110159355,0;2997157,3631;2997157,3631;producao_brasil;47,735073730658655;68140593,63246498;178299948,63246498;US$
2013;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;841909,1428476345;98632763,0;3118154,43807;3118154,43807;producao_brasil;44,59186584848493;61090463,44552535;159723226,44552535;US$
2013;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;601321,8163683354;72191942,0;3062577,67691;3062577,67691;producao_brasil;40,6005634695093;47777937,42893679;119969879,42893678;US$
2013;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;336411,24357185233;41450315,0;2451057,18947;2451057,18947;producao_brasil;36,85306119310862;29052530,854596745;70502845,85459675;US$
2013;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1864605,7592222905;231854785,0;2156109,12914;2156109,12914;producao_brasil;71,07131969382047;99334792,98337378;331189577,98337376;US$
2013;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;679821,0382875344;85688115,0;3116940,50474;3116940,50474;producao_brasil;43,0924159350909;56392984,05668824;142081099,05668825;US$
2013;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;1426779,5557476848;242117882,0;3118311,68332;3118311,68332;producao_brasil;70,42227696811996;141640816,95268542;383758698,9526854;US$
2014;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1008842,2746681602;125516730,0;3228546,8933800003;3228546,8933800003;producao_brasil;48,66921449876989;76417168,93874839;201933898,9387484;US$
2014;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;340768,7436444055;42363203,0;2787882,80478;2787882,80478;producao_brasil;35,81743488690319;30157740,713024694;72520943,71302469;US$
2014;MAR;Março;3;QUEROSENE DE AVIAÇÃO;808604,7248512766;102364023,0;3409498,43727;3409498,43727;producao_brasil;44,47531905251117;66401069,874871485;168765092,8748715;US$
2014;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1445167,1264737046;178580584,0;2919805,27972;2919805,27972;producao_brasil;57,63512173319242;95288200,74088015;273868784,74088013;US$
2014;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;231675,79141997496;27587958,0;3224099,9977100003;3224099,9977100003;producao_brasil;31,30714043516926;20334851,46258586;47922809,46258586;US$
2014;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1501947,9965796245;185209678,0;3166126,81894;3166126,81894;producao_brasil;56,632093297774745;100151218,92929685;285360896,92929685;US$
2014;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;987331,7778526783;119187632,0;3282978,90912;3282978,90912;producao_brasil;47,13055313328486;72654139,18373373;191841771,18373373;US$
2014;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;3584084,69344;3584084,69344;producao_brasil;25,0;0,0;0,0;US$
2014;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;1017825,823722328;123961807,0;3028719,6296800002;3028719,6296800002;producao_brasil;49,34574442358223;73736434,03487591;197698241,03487593;US$
2014;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;478642,4809387734;57382995,0;3047752,59474;3047752,59474;producao_brasil;37,87913917807086;39252429,84798305;96635424,84798305;US$
2014;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;511733,24219769717;59950422,0;3333876,05164;3333876,05164;producao_brasil;37,26257982593897;40881921,21302174;100832343,21302174;US$
2014;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;1124751,5467326783;120497442,0;3223099,91792;3223099,91792;producao_brasil;46,24696625050474;68481095,17805085;188978537,17805085;US$
2015;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;323570,805067572;31441884,0;3318258,45341;3318258,45341;producao_brasil;31,412330786499588;21277770,838363454;52719654,838363454;US$
2015;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1521712,4610321529;141693277,0;2818067,6029700004;2818067,6029700004;producao_brasil;48,88380607901349;67306180,14688587;208999457,14688587;US$
2015;MAR;Março;3;QUEROSENE DE AVIAÇÃO;324291,5669121152;20468060,0;2851617,4495099997;2851617,4495099997;producao_brasil;28,892041857396283;11098614,47477455;31566674,47477455;US$
2015;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;735587,6824350313;47902302,0;2820627,55564;2820627,55564;producao_brasil;33,29888180646212;23408054,704306517;71310356,70430651;US$
2015;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1333140,9264726408;92228529,0;2981369,94;2981369,94;producao_brasil;38,651606789517274;40700490,114966705;132929019,1149667;US$
2015;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1012245,6995184731;75431456,0;3005749,2435600003;3005749,2435600003;producao_brasil;37,4752057237866;37497340,16752696;112928796,16752696;US$
2015;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;770549,9967333166;54713045,0;3332599,22021;3332599,22021;producao_brasil;33,63953349180788;28792102,577777125;83505147,57777712;US$
2015;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;3139489,47359;3139489,47359;producao_brasil;25,0;0,0;0,0;US$
2015;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;16449,577140475594;1396736,0;2844396,74763;2844396,74763;producao_brasil;25,344477283856612;979830,0658341645;2376566,0658341646;US$
2015;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1076186,089522766;81149413,0;2975488,96765;2975488,96765;producao_brasil;38,38823079257064;39836533,01964595;120985946,01964596;US$
2015;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1268467,8326441175;86865773,0;2647355,86976;2647355,86976;producao_brasil;39,08492347345343;37287804,83256735;124153577,83256735;US$
2015;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;259695,28906103878;15030559,0;2845547,78286;2845547,78286;producao_brasil;27,749600136195436;7824118,571302478;22854677,571302477;US$
2016;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;252191,6559404756;14547913,0;3199393,6240300005;3199393,6240300005;producao_brasil;27,388213221710874;7640834,154365917;22188747,154365916;US$
2016;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1011175,8492828787;59528150,0;2875078,44081;2875078,44081;producao_brasil;33,812792784877054;25337470,539125938;84865620,53912593;US$
2016;MAR;Março;3;QUEROSENE DE AVIAÇÃO;759909,070935995;37637143,0;2925918,97504;2925918,97504;producao_brasil;30,057049866162288;14796518,16112773;52433661,16112773;US$
2016;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1432837,335522716;77588525,0;2697850,46444;2697850,46444;producao_brasil;35,111534358105956;27279407,66421717;104867932,66421717;US$
2016;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1925170,111421314;84605061,0;2435099,9415;2435099,9415;producao_brasil;33,365492910245074;20370811,296356447;104975872,29635644;US$
2016;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;157166,9619393617;7497807,0;3216545,9359;3216545,9359;producao_brasil;26,057776123688956;3402385,4917437686;10900192,49174377;US$
2016;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;345199,33618986234;17241319,0;3447790,8005500003;3447790,8005500003;producao_brasil;27,27032902401772;7827619,523229955;25068938,523229957;US$
2016;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;258798,14488500624;14608898,0;3251385,19349;3251385,19349;producao_brasil;27,318666460778843;7538877,799218192;22147775,799218193;US$
2016;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;667861,9761377221;35345172,0;2737734,14965;2737734,14965;producao_brasil;30,475876148480022;14991493,130947672;50336665,13094767;US$
2016;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;933895,7247930038;56645033,0;3434726,86518;3434726,86518;producao_brasil;32,62199965650515;26179486,98659098;82824519,98659098;US$
2016;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;0,0;0,0;3186059,22683;3186059,22683;producao_brasil;25,0;0,0;0,0;US$
2016;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;270806,5336298874;39449900,0;3005875,03976;3005875,03976;producao_brasil;34,97342461490514;29978868,110871356;69428768,11087136;US$
2017;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;764166,7606193242;46016903,0;3416593,34295;3416593,34295;producao_brasil;31,437282531839163;21993576,644970004;68010479,64497;US$
2017;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;166605,1800250313;8332727,0;3085554,35284;3085554,35284;producao_brasil;26,281486180877085;3954095,263509597;12286822,263509598;US$
2017;MAR;Março;3;QUEROSENE DE AVIAÇÃO;490875,85437677096;32109877,0;3182033,74843;3182033,74843;producao_brasil;30,40116223536264;17186680,513669543;49296557,51366954;US$
2017;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;0,0;168,0;3123544,80524;3123544,80524;producao_brasil;25,0;0,0;168,0;US$
2017;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;318780,5361530288;19497916,0;2838534,64471;2838534,64471;producao_brasil;28,65133093650254;10364429,362563867;29862345,362563867;US$
2017;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;615777,9645765582;41144893,0;3143823,1526800003;3143823,1526800003;producao_brasil;31,84924891829391;21532827,32780084;62677720,32780084;US$
2017;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;0,0;0,0;3179083,82754;3179083,82754;producao_brasil;25,0;0,0;0,0;US$
2017;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;315605,92183770967;17673469,0;3104222,5089200004;3104222,5089200004;producao_brasil;27,860763676349002;8880446,996823303;26553915,996823303;US$
2017;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;302868,86765724653;16554974,0;3094328,63779;3094328,63779;producao_brasil;27,644312641276997;8182372,333173527;24737346,33317353;US$
2017;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;640639,2927246934;40897537,0;3510758,08846;3510758,08846;producao_brasil;30,993537211025114;21041859,24209241;61939396,24209241;US$
2017;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;0,0;0,0;3359947,31409;3359947,31409;producao_brasil;25,0;0,0;0,0;US$
2017;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;6318,637639824781;469103,0;3760897,5423500002;3760897,5423500002;producao_brasil;25,082590709993504;310615,1982355097;779718,1982355097;US$
2018;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1004184,0681473091;63758335,0;4286562,1232900005;4286562,1232900005;producao_brasil;32,30591336225419;31317251,494677097;95075586,4946771;US$
2018;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;297646,2628663579;22953199,0;3315792,8478900003;3315792,8478900003;producao_brasil;29,292875001592073;14234284,227164768;37187483,22716477;US$
2018;MAR;Março;3;QUEROSENE DE AVIAÇÃO;152984,655510801;12030759,0;3230962,18042;3230962,18042;producao_brasil;27,425021139545407;7835151,588590222;19865910,588590223;US$
2018;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;2580,4516252440553;225250,0;3581128,48274;3581128,48274;producao_brasil;25,04485261284127;160622,96937118768;385872,9693711877;US$
2018;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;0,0;0,0;3478308,95867;3478308,95867;producao_brasil;25,0;0,0;0,0;US$
2018;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;351727,7181321152;31498334,0;3357827,64812;3357827,64812;producao_brasil;31,12071766154467;20552314,990271088;52050648,99027109;US$
2018;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;317166,5189511514;26040256,0;3499643,99419;3499643,99419;producao_brasil;29,745085710664785;16606110,709244804;42646366,7092448;US$
2018;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,28339569461827285;988,0;2832282,57357;2832282,57357;producao_brasil;25,000346333737546;980,9150094921616;1968,9150094921615;US$
2018;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;632961,8829386107;56066562,0;2850661,3983899998;2850661,3983899998;producao_brasil;36,551913532736165;32930593,98531004;88997155,98531005;US$
2018;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1221339,065652278;109100217,0;3074987,47204;3074987,47204;producao_brasil;43,28695739707305;56232164,897728845;165332381,89772886;US$
2018;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;822109,679026821;76806487,0;3167586,05486;3167586,05486;producao_brasil;39,099758171164154;44662197,359877914;121468684,35987791;US$
2018;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;592836,4848174093;55017942,0;3430179,33255;3430179,33255;producao_brasil;34,99176530851151;34273546,85694626;89291488,85694626;US$
2019;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1240986,2593919525;106941405,0;3774590,4587200005;3774590,4587200005;producao_brasil;40,1361952536894;57132938,18589897;164074343,18589896;US$
2019;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;653893,1504427034;51998993,0;3248479,30127;3248479,30127;producao_brasil;34,13589481272741;29677765,19772495;81676758,19772495;US$
2019;MAR;Março;3;QUEROSENE DE AVIAÇÃO;0,0;0,0;3107266,77696;3107266,77696;producao_brasil;25,0;0,0;0,0;US$
2019;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1009459,0460369838;82945852,0;2943888,96221;2943888,96221;producao_brasil;39,5975956907131;42973700,82869455;125919552,82869455;US$
2019;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;324644,4968892491;27587125,0;3553208,01615;3553208,01615;producao_brasil;30,021081258840468;17840946,178652484;45428071,17865248;US$
2019;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;4384,737547647059;393645,0;3058432,69212;3058432,69212;producao_brasil;25,09273375505756;283619,9481310858;677264,9481310858;US$
2019;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;73187,74108963704;5833200,0;3351053,52275;3351053,52275;producao_brasil;26,16916600329438;3917937,854019166;9751137,854019165;US$
2019;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;899793,5242999875;68019748,0;3146206,99067;3146206,99067;producao_brasil;36,25182997976904;35400586,14017965;103420334,14017965;US$
2019;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;991862,2358920776;78155136,0;2802336,78816;2802336,78816;producao_brasil;39,063200102168835;39409823,0055632;117564959,0055632;US$
2019;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;680115,2817395745;53656527,0;2482940,23636;2482940,23636;producao_brasil;36,588049829278006;28772435,18205899;82428962,18205899;US$
2019;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;328808,02048093866;25960621,0;2807840,37191;2807840,37191;producao_brasil;30,655852447795;15880730,840484794;41841351,8404848;US$
2019;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;320144,38580548187;24623877,0;3881982,67466;3881982,67466;producao_brasil;28,955203428099548;15354031,182638284;39977908,18263829;US$
2020;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;956070,6619254089;78953444,0;3669743,57793156;3669743,57793156;producao_brasil;36,90097020704554;43673508,9884602;122626952,9884602;US$
2020;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;583825,8210731447;45326397,0;3234199,0864708703;3234199,0864708703;producao_brasil;33,048860920852206;26031618,637351293;71358015,63735129;US$
2020;MAR;Março;3;QUEROSENE DE AVIAÇÃO;0,0;0,0;2914231,42621268;2914231,42621268;producao_brasil;25,0;0,0;0,0;US$
2020;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;0,0;0,0;479515,71033615;479515,71033615;producao_brasil;25,0;0,0;0,0;US$
2020;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;0,0;0,0;238040,8785588;238040,8785588;producao_brasil;25,0;0,0;0,0;US$
2020;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;0,0;0,0;802498,40359746;802498,40359746;producao_brasil;25,0;0,0;0,0;US$
2020;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;0,0;0,0;1217744,25669109;1217744,25669109;producao_brasil;25,0;0,0;0,0;US$
2020;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;1338394,7694199;1338394,7694199;producao_brasil;25,0;0,0;0,0;US$
2020;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;0,0;0,0;1041253,88633979;1041253,88633979;producao_brasil;25,0;0,0;0,0;US$
2020;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;0,0;0,0;1505462,39427963;1505462,39427963;producao_brasil;25,0;0,0;0,0;US$
2020;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;0,0;0,0;1864015,68020907;1864015,68020907;producao_brasil;25,0;0,0;0,0;US$
2020;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;514894,26632298116;28725951,0;2256949,02985965;2256949,02985965;producao_brasil;30,71951320760411;12908649,785171548;41634600,785171546;US$
2021;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;0,0;0,0;2496833,38254154;2496833,38254154;producao_brasil;25,0;0,0;0,0;US$
2021;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;648509,9897618239;39754322,0;2047847,48534332;2047847,48534332;producao_brasil;33,73087951924342;17879509,66831814;57633831,66831814;US$
2021;MAR;Março;3;QUEROSENE DE AVIAÇÃO;324348,90293096856;23691889,0;1552027,44903156;1552027,44903156;producao_brasil;33,30492582707468;12889472,84579104;36581361,84579104;US$
2021;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;429130,7448687296;29689388,0;1052708,2656206;1052708,2656206;producao_brasil;37,79566757526545;13470105,020615438;43159493,020615436;US$
2021;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;0,0;0,0;1236476,24805278;1236476,24805278;producao_brasil;25,0;0,0;0,0;US$
2021;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;0,0;0,0;1874352,15268915;1874352,15268915;producao_brasil;25,0;0,0;0,0;US$
2021;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;310024,9643396101;24167479,0;2230191,25351758;2230191,25351758;producao_brasil;31,462778552511665;14413232,201232523;38580711,20123252;US$
2021;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;312005,9538446038;23556486,0;2421312,23140349;2421312,23140349;producao_brasil;30,764545539894677;13957764,624229416;37514250,624229416;US$
2021;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;0,0;0,0;2408624,1121809897;2408624,1121809897;producao_brasil;25,0;0,0;0,0;US$
2021;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;0,0;0,0;2892132,86436697;2892132,86436697;producao_brasil;25,0;0,0;0,0;US$
2021;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;327391,5886288302;30216915,0;2772464,9080175;2772464,9080175;producao_brasil;32,10746620306951;19705200,632930588;49922115,63293059;US$
2021;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;0,0;0,0;2885683,00386171;2885683,00386171;producao_brasil;25,0;0,0;0,0;US$
2022;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;677216,2949280001;67217112,0;2964901,17952156;2964901,17952156;producao_brasil;38,8069968856235;40936381,351835616;108153493,35183561;US$
2022;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;316317,598820327;36243813,0;2651060,08982444;2651060,08982444;producao_brasil;34,549129232158215;25315315,39995054;61559128,39995054;US$
2022;MAR;Março;3;QUEROSENE DE AVIAÇÃO;0,0;0,0;2486672,11900882;2486672,11900882;producao_brasil;25,0;0,0;0,0;US$
