ano;mes;mes_nome;mes_ordem;produto;volume_barris;unidade;escopo
2013;JAN;Janeiro;1;ÓLEO DIESEL;25926074,080484845;b;Brasil - refinarias
2013;FEV;Fevereiro;2;ÓLEO DIESEL;23033613,378915336;b;Brasil - refinarias
2013;MAR;Março;3;ÓLEO DIESEL;26818194,6014475;b;Brasil - refinarias
2013;ABR;Abril;4;ÓLEO DIESEL;25876578,885505315;b;Brasil - refinarias
2013;MAI;Maio;5;ÓLEO DIESEL;27150545,96150083;b;Brasil - refinarias
2013;JUN;Junho;6;ÓLEO DIESEL;24964952,45285707;b;Brasil - refinarias
2013;JUL;Julho;7;ÓLEO DIESEL;27132626,854500104;b;Brasil - refinarias
2013;AGO;Agosto;8;ÓLEO DIESEL;27813237,713356737;b;Brasil - refinarias
2013;SET;Setembro;9;ÓLEO DIESEL;24959674,62666013;b;Brasil - refinarias
2013;OUT;Outubro;10;ÓLEO DIESEL;25485500,851382654;b;Brasil - refinarias
2013;NOV;Novembro;11;ÓLEO DIESEL;26281970,859767243;b;Brasil - refinarias
2013;DEZ;Dezembro;12;ÓLEO DIESEL;26149099,10576023;b;Brasil - refinarias
2014;JAN;Janeiro;1;ÓLEO DIESEL;24646071,603481278;b;Brasil - refinarias
2014;FEV;Fevereiro;2;ÓLEO DIESEL;22564779,15407706;b;Brasil - refinarias
2014;MAR;Março;3;ÓLEO DIESEL;26848967,30806086;b;Brasil - refinarias
2014;ABR;Abril;4;ÓLEO DIESEL;26350272,738512162;b;Brasil - refinarias
2014;MAI;Maio;5;ÓLEO DIESEL;25170849,12154007;b;Brasil - refinarias
2014;JUN;Junho;6;ÓLEO DIESEL;26612617,71897016;b;Brasil - refinarias
2014;JUL;Julho;7;ÓLEO DIESEL;27912788,474579383;b;Brasil - refinarias
2014;AGO;Agosto;8;ÓLEO DIESEL;26405291,190352406;b;Brasil - refinarias
2014;SET;Setembro;9;ÓLEO DIESEL;25723372,98105104;b;Brasil - refinarias
2014;OUT;Outubro;10;ÓLEO DIESEL;27021470,3531141;b;Brasil - refinarias
2014;NOV;Novembro;11;ÓLEO DIESEL;26544349,704241853;b;Brasil - refinarias
2014;DEZ;Dezembro;12;ÓLEO DIESEL;26645840,95354875;b;Brasil - refinarias
2015;JAN;Janeiro;1;ÓLEO DIESEL;24279826,285329215;b;Brasil - refinarias
2015;FEV;Fevereiro;2;ÓLEO DIESEL;22154127,61846087;b;Brasil - refinarias
2015;MAR;Março;3;ÓLEO DIESEL;25589820,964406703;b;Brasil - refinarias
2015;ABR;Abril;4;ÓLEO DIESEL;25027860,29712817;b;Brasil - refinarias
2015;MAI;Maio;5;ÓLEO DIESEL;27849398,273120787;b;Brasil - refinarias
2015;JUN;Junho;6;ÓLEO DIESEL;26760648,86216436;b;Brasil - refinarias
2015;JUL;Julho;7;ÓLEO DIESEL;26855004,65800754;b;Brasil - refinarias
2015;AGO;Agosto;8;ÓLEO DIESEL;27156284,37086152;b;Brasil - refinarias
2015;SET;Setembro;9;ÓLEO DIESEL;28121648,034626164;b;Brasil - refinarias
2015;OUT;Outubro;10;ÓLEO DIESEL;27746722,947871704;b;Brasil - refinarias
2015;NOV;Novembro;11;ÓLEO DIESEL;24641709,57767244;b;Brasil - refinarias
2015;DEZ;Dezembro;12;ÓLEO DIESEL;24895912,203157548;b;Brasil - refinarias
2016;JAN;Janeiro;1;ÓLEO DIESEL;27298141,302349526;b;Brasil - refinarias
2016;FEV;Fevereiro;2;ÓLEO DIESEL;23508197,682379097;b;Brasil - refinarias
2016;MAR;Março;3;ÓLEO DIESEL;24637503,48811782;b;Brasil - refinarias
2016;ABR;Abril;4;ÓLEO DIESEL;24681154,545512233;b;Brasil - refinarias
2016;MAI;Maio;5;ÓLEO DIESEL;24506337,815146245;b;Brasil - refinarias
2016;JUN;Junho;6;ÓLEO DIESEL;24685765,13340826;b;Brasil - refinarias
2016;JUL;Julho;7;ÓLEO DIESEL;23306759,65579965;b;Brasil - refinarias
2016;AGO;Agosto;8;ÓLEO DIESEL;24300836,94692835;b;Brasil - refinarias
2016;SET;Setembro;9;ÓLEO DIESEL;22613306,97290879;b;Brasil - refinarias
2016;OUT;Outubro;10;ÓLEO DIESEL;24977529,85226022;b;Brasil - refinarias
2016;NOV;Novembro;11;ÓLEO DIESEL;21494504,947620217;b;Brasil - refinarias
2016;DEZ;Dezembro;12;ÓLEO DIESEL;19357424,94444913;b;Brasil - refinarias
2017;JAN;Janeiro;1;ÓLEO DIESEL;20848934,645626377;b;Brasil - refinarias
2017;FEV;Fevereiro;2;ÓLEO DIESEL;19440967,97505746;b;Brasil - refinarias
2017;MAR;Março;3;ÓLEO DIESEL;22081875,879116487;b;Brasil - refinarias
2017;ABR;Abril;4;ÓLEO DIESEL;21820853,552294742;b;Brasil - refinarias
2017;MAI;Maio;5;ÓLEO DIESEL;22035882,480545882;b;Brasil - refinarias
2017;JUN;Junho;6;ÓLEO DIESEL;20878051,42841486;b;Brasil - refinarias
2017;JUL;Julho;7;ÓLEO DIESEL;21383738,75338024;b;Brasil - refinarias
2017;AGO;Agosto;8;ÓLEO DIESEL;21182423,76604031;b;Brasil - refinarias
2017;SET;Setembro;9;ÓLEO DIESEL;21599432,4805983;b;Brasil - refinarias
2017;OUT;Outubro;10;ÓLEO DIESEL;22146385,32839797;b;Brasil - refinarias
2017;NOV;Novembro;11;ÓLEO DIESEL;21349972,00145425;b;Brasil - refinarias
2017;DEZ;Dezembro;12;ÓLEO DIESEL;20760230,55906;b;Brasil - refinarias
2018;JAN;Janeiro;1;ÓLEO DIESEL;18504242,19770048;b;Brasil - refinarias
2018;FEV;Fevereiro;2;ÓLEO DIESEL;17470560,04536256;b;Brasil - refinarias
2018;MAR;Março;3;ÓLEO DIESEL;20778739,829206258;b;Brasil - refinarias
2018;ABR;Abril;4;ÓLEO DIESEL;21263871,122621927;b;Brasil - refinarias
2018;MAI;Maio;5;ÓLEO DIESEL;24238109,71726146;b;Brasil - refinarias
2018;JUN;Junho;6;ÓLEO DIESEL;23567637,370339192;b;Brasil - refinarias
2018;JUL;Julho;7;ÓLEO DIESEL;24803985,942620438;b;Brasil - refinarias
2018;AGO;Agosto;8;ÓLEO DIESEL;23053419,118186433;b;Brasil - refinarias
2018;SET;Setembro;9;ÓLEO DIESEL;21800895,116162613;b;Brasil - refinarias
2018;OUT;Outubro;10;ÓLEO DIESEL;24169660,19238084;b;Brasil - refinarias
2018;NOV;Novembro;11;ÓLEO DIESEL;22587583,859377004;b;Brasil - refinarias
2018;DEZ;Dezembro;12;ÓLEO DIESEL;21665307,41117221;b;Brasil - refinarias
2019;JAN;Janeiro;1;ÓLEO DIESEL;20015397,817657556;b;Brasil - refinarias
2019;FEV;Fevereiro;2;ÓLEO DIESEL;19389754,592319332;b;Brasil - refinarias
2019;MAR;Março;3;ÓLEO DIESEL;22441193,01908637;b;Brasil - refinarias
2019;ABR;Abril;4;ÓLEO DIESEL;22039071,852307368;b;Brasil - refinarias
2019;MAI;Maio;5;ÓLEO DIESEL;22335130,851758495;b;Brasil - refinarias
2019;JUN;Junho;6;ÓLEO DIESEL;21882985,649444137;b;Brasil - refinarias
2019;JUL;Julho;7;ÓLEO DIESEL;22087095,363231394;b;Brasil - refinarias
2019;AGO;Agosto;8;ÓLEO DIESEL;22699503,371747613;b;Brasil - refinarias
2019;SET;Setembro;9;ÓLEO DIESEL;21217943,957883872;b;Brasil - refinarias
2019;OUT;Outubro;10;ÓLEO DIESEL;20734543,143464237;b;Brasil - refinarias
2019;NOV;Novembro;11;ÓLEO DIESEL;20944289,685221035;b;Brasil - refinarias
2019;DEZ;Dezembro;12;ÓLEO DIESEL;22085909,447006304;b;Brasil - refinarias
2020;JAN;Janeiro;1;ÓLEO DIESEL;21423773,823020928;b;Brasil - refinarias
2020;FEV;Fevereiro;2;ÓLEO DIESEL;20147020,576003537;b;Brasil - refinarias
2020;MAR;Março;3;ÓLEO DIESEL;20054583,986805417;b;Brasil - refinarias
2020;ABR;Abril;4;ÓLEO DIESEL;16384735,919497509;b;Brasil - refinarias
2020;MAI;Maio;5;ÓLEO DIESEL;21317830,494912162;b;Brasil - refinarias
2020;JUN;Junho;6;ÓLEO DIESEL;22562759,798779212;b;Brasil - refinarias
2020;JUL;Julho;7;ÓLEO DIESEL;24236903,539823174;b;Brasil - refinarias
2020;AGO;Agosto;8;ÓLEO DIESEL;25256086,839037474;b;Brasil - refinarias
2020;SET;Setembro;9;ÓLEO DIESEL;24295267,008129667;b;Brasil - refinarias
2020;OUT;Outubro;10;ÓLEO DIESEL;25084423,34532081;b;Brasil - refinarias
2020;NOV;Novembro;11;ÓLEO DIESEL;22433617,169639185;b;Brasil - refinarias
2020;DEZ;Dezembro;12;ÓLEO DIESEL;22433363,30020945;b;Brasil - refinarias
2021;JAN;Janeiro;1;ÓLEO DIESEL;22031152,26627092;b;Brasil - refinarias
2021;FEV;Fevereiro;2;ÓLEO DIESEL;20632080,66212195;b;Brasil - refinarias
2021;MAR;Março;3;ÓLEO DIESEL;22424183,69921864;b;Brasil - refinarias
2021;ABR;Abril;4;ÓLEO DIESEL;21191576,10573313;b;Brasil - refinarias
2021;MAI;Maio;5;ÓLEO DIESEL;22337549,63629487;b;Brasil - refinarias
2021;JUN;Junho;6;ÓLEO DIESEL;22026310,068622038;b;Brasil - refinarias
2021;JUL;Julho;7;ÓLEO DIESEL;24035215,27090787;b;Brasil - refinarias
2021;AGO;Agosto;8;ÓLEO DIESEL;22739677,32956649;b;Brasil - refinarias
2021;SET;Setembro;9;ÓLEO DIESEL;22031881,27411935;b;Brasil - refinarias
2021;OUT;Outubro;10;ÓLEO DIESEL;24606246,93051777;b;Brasil - refinarias
2021;NOV;Novembro;11;ÓLEO DIESEL;22711361,542128183;b;Brasil - refinarias
2021;DEZ;Dezembro;12;ÓLEO DIESEL;22769887,488270413;b;Brasil - refinarias
2022;JAN;Janeiro;1;ÓLEO DIESEL;23673447,48952059;b;Brasil - refinarias
2022;FEV;Fevereiro;2;ÓLEO DIESEL;21837872,95895294;b;Brasil - refinarias
2022;MAR;Março;3;ÓLEO DIESEL;24325650,19757876;b;Brasil - refinarias
2022;ABR;Abril;4;ÓLEO DIESEL;23950599,809287023;b;Brasil - refinarias
2022;MAI;Maio;5;ÓLEO DIESEL;24185111,173543938;b;Brasil - refinarias
2022;JUN;Junho;6;ÓLEO DIESEL;24317531,66306012;b;Brasil - refinarias
2022;JUL;Julho;7;ÓLEO DIESEL;26036759,10600286;b;Brasil - refinarias
2022;AGO;Agosto;8;ÓLEO DIESEL;24607618,92677307;b;Brasil - refinarias
2022;SET;Setembro;9;ÓLEO DIESEL;22400115,0871134;b;Brasil - refinarias
2022;OUT;Outubro;10;ÓLEO DIESEL;23667641,09544776;b;Brasil - refinarias
2022;NOV;Novembro;11;ÓLEO DIESEL;23806797,9463147;b;Brasil - refinarias
2022;DEZ;Dezembro;12;ÓLEO DIESEL;23562327,271744538;b;Brasil - refinarias
2023;JAN;Janeiro;1;ÓLEO DIESEL;23299351,284275282;b;Brasil - refinarias
2023;FEV;Fevereiro;2;ÓLEO DIESEL;20656467,46942528;b;Brasil - refinarias
2023;MAR;Março;3;ÓLEO DIESEL;23332529,63576725;b;Brasil - refinarias
2023;ABR;Abril;4;ÓLEO DIESEL;23654232,85587836;b;Brasil - refinarias
2023;MAI;Maio;5;ÓLEO DIESEL;25523164,13581901;b;Brasil - refinarias
2023;JUN;Junho;6;ÓLEO DIESEL;25526533,297704753;b;Brasil - refinarias
2023;JUL;Julho;7;ÓLEO DIESEL;26201490,613661062;b;Brasil - refinarias
2023;AGO;Agosto;8;ÓLEO DIESEL;27023227,15592072;b;Brasil - refinarias
2023;SET;Setembro;9;ÓLEO DIESEL;24960840,65525601;b;Brasil - refinarias
2023;OUT;Outubro;10;ÓLEO DIESEL;27109447,74560452;b;Brasil - refinarias
2023;NOV;Novembro;11;ÓLEO DIESEL;24451632,36839103;b;Brasil - refinarias
2023;DEZ;Dezembro;12;ÓLEO DIESEL;26120263,69283056;b;Brasil - refinarias
2024;JAN;Janeiro;1;ÓLEO DIESEL;25113149,17805264;b;Brasil - refinarias
2024;FEV;Fevereiro;2;ÓLEO DIESEL;23750373,21812974;b;Brasil - refinarias
2024;MAR;Março;3;ÓLEO DIESEL;24682060,652167972;b;Brasil - refinarias
2024;ABR;Abril;4;ÓLEO DIESEL;24157065,747298673;b;Brasil - refinarias
2024;MAI;Maio;5;ÓLEO DIESEL;24844375,7594898;b;Brasil - refinarias
2024;JUN;Junho;6;ÓLEO DIESEL;25716771,79637823;b;Brasil - refinarias
2024;JUL;Julho;7;ÓLEO DIESEL;25666176,75972234;b;Brasil - refinarias
2024;AGO;Agosto;8;ÓLEO DIESEL;26294642,410429798;b;Brasil - refinarias
2024;SET;Setembro;9;ÓLEO DIESEL;26409941,57796985;b;Brasil - refinarias
2024;OUT;Outubro;10;ÓLEO DIESEL;28282126,62065217;b;Brasil - refinarias
2024;NOV;Novembro;11;ÓLEO DIESEL;25903020,46100498;b;Brasil - refinarias
2024;DEZ;Dezembro;12;ÓLEO DIESEL;26866838,76044721;b;Brasil - refinarias
2025;JAN;Janeiro;1;ÓLEO DIESEL;24051465,2026066;b;Brasil - refinarias
2025;FEV;Fevereiro;2;ÓLEO DIESEL;22394742,4572076;b;Brasil - refinarias
2025;MAR;Março;3;ÓLEO DIESEL;25128441,693742603;b;Brasil - refinarias
2025;ABR;Abril;4;ÓLEO DIESEL;24060030,70989327;b;Brasil - refinarias
2025;MAI;Maio;5;ÓLEO DIESEL;23944400,710926842;b;Brasil - refinarias
2025;JUN;Junho;6;ÓLEO DIESEL;24889048,07832672;b;Brasil - refinarias
2025;JUL;Julho;7;ÓLEO DIESEL;26173777,943524033;b;Brasil - refinarias
2025;AGO;Agosto;8;ÓLEO DIESEL;27291562,53324573;b;Brasil - refinarias
2025;SET;Setembro;9;ÓLEO DIESEL;26779840,83201494;b;Brasil - refinarias
2025;OUT;Outubro;10;ÓLEO DIESEL;25266439,43955331;b;Brasil - refinarias
2025;NOV;Novembro;11;ÓLEO DIESEL;23442843,65714655;b;Brasil - refinarias
2025;DEZ;Dezembro;12;ÓLEO DIESEL;24398177,93379066;b;Brasil - refinarias
2026;JAN;Janeiro;1;ÓLEO DIESEL;23228847,67181948;b;Brasil - refinarias
2026;FEV;Fevereiro;2;ÓLEO DIESEL;23627058,17206006;b;Brasil - refinarias
2026;MAR;Março;3;ÓLEO DIESEL;27934133,38478907;b;Brasil - refinarias
2026;ABR;Abril;4;ÓLEO DIESEL;26589485,10386268;b;Brasil - refinarias
2026;MAI;Maio;5;ÓLEO DIESEL;27763675,86054003;b;Brasil - refinarias
2026;JUN;Junho;6;ÓLEO DIESEL;25652122,707621377;b;Brasil - refinarias
2026;JUL;Julho;7;ÓLEO DIESEL;28064905,62959475;b;Brasil - refinarias
2026;AGO;Agosto;8;ÓLEO DIESEL;0,0;b;Brasil - refinarias
2026;SET;Setembro;9;ÓLEO DIESEL;0,0;b;Brasil - refinarias
2026;OUT;Outubro;10;ÓLEO DIESEL;0,0;b;Brasil - refinarias
2026;NOV;Novembro;11;ÓLEO DIESEL;0,0;b;Brasil - refinarias
2026;DEZ;Dezembro;12;ÓLEO DIESEL;0,0;b;Brasil - refinarias
