ano;mes;mes_nome;mes_ordem;produto;volume_barris;dispendio_usd_fob;unidade_volume;unidade_dispendio
2025;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;0,0316468427672956;1115,0;b;US$ FOB
2025;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;787551,5485696981;68048189,0;b;US$ FOB
2025;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;319795,1833432075;30011495,0;b;US$ FOB
2025;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;1102392,537353346;102154859,0;b;US$ FOB
2025;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;937048,5675558993;81158524,0;b;US$ FOB
2025;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;759174,5920962013;69357457,0;b;US$ FOB
2025;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1263600,8107091445;115488342,0;b;US$ FOB
2025;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1739587,1193666165;164621613,0;b;US$ FOB
2025;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;812457,091654654;73356511,0;b;US$ FOB
2026;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1534603,2874592706;127855394,0;b;US$ FOB
2026;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;953723,0437469559;89294392,0;b;US$ FOB
2026;MAR;Março;3;QUEROSENE DE AVIAÇÃO;645798,8205653711;94719961,0;b;US$ FOB
2026;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;136496,07665672957;25895624,0;b;US$ FOB
2026;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;307454,0223034591;52592094,0;b;US$ FOB
2026;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;0,0158234213836478;10,0;b;US$ FOB
2026;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;662855,479853107;85538252,0;b;US$ FOB
2026;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2026;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2026;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2026;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2026;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2010;JAN;Janeiro;1;ÓLEO DIESEL;2067479,41643;180072903,0;b;US$ FOB
2010;FEV;Fevereiro;2;ÓLEO DIESEL;2079191,04265;184117552,0;b;US$ FOB
2010;MAR;Março;3;ÓLEO DIESEL;4214900,538800129;374709156,0;b;US$ FOB
2010;ABR;Abril;4;ÓLEO DIESEL;6364902,60202081;596225840,0;b;US$ FOB
2010;MAI;Maio;5;ÓLEO DIESEL;4968323,414253263;467138356,0;b;US$ FOB
2010;JUN;Junho;6;ÓLEO DIESEL;4195371,143841714;396207629,0;b;US$ FOB
2010;JUL;Julho;7;ÓLEO DIESEL;3703036,5835351762;322920295,0;b;US$ FOB
2010;AGO;Agosto;8;ÓLEO DIESEL;7113142,925035752;626186329,0;b;US$ FOB
2010;SET;Setembro;9;ÓLEO DIESEL;7185458,169909224;625645021,0;b;US$ FOB
2010;OUT;Outubro;10;ÓLEO DIESEL;6139971,673073956;558833261,0;b;US$ FOB
2010;NOV;Novembro;11;ÓLEO DIESEL;6967423,390122851;639301744,0;b;US$ FOB
2010;DEZ;Dezembro;12;ÓLEO DIESEL;1653094,15401;159721274,0;b;US$ FOB
2011;JAN;Janeiro;1;ÓLEO DIESEL;1036890,4748454461;110053088,0;b;US$ FOB
2011;FEV;Fevereiro;2;ÓLEO DIESEL;2894111,40587;320207704,0;b;US$ FOB
2011;MAR;Março;3;ÓLEO DIESEL;4215996,7449;494171855,0;b;US$ FOB
2011;ABR;Abril;4;ÓLEO DIESEL;4306211,4897300005;561107052,0;b;US$ FOB
2011;MAI;Maio;5;ÓLEO DIESEL;3616068,37729;500883269,0;b;US$ FOB
2011;JUN;Junho;6;ÓLEO DIESEL;6021599,92198;779528504,0;b;US$ FOB
2011;JUL;Julho;7;ÓLEO DIESEL;5847435,08308;745260095,0;b;US$ FOB
2011;AGO;Agosto;8;ÓLEO DIESEL;7452560,001125;968300374,0;b;US$ FOB
2011;SET;Setembro;9;ÓLEO DIESEL;6677023,283220001;849739832,0;b;US$ FOB
2011;OUT;Outubro;10;ÓLEO DIESEL;6231478,30206;773495225,0;b;US$ FOB
2011;NOV;Novembro;11;ÓLEO DIESEL;6639793,89783;836240273,0;b;US$ FOB
2011;DEZ;Dezembro;12;ÓLEO DIESEL;3762299,5409990004;482954577,0;b;US$ FOB
2012;JAN;Janeiro;1;ÓLEO DIESEL;1883156,53438;243451929,0;b;US$ FOB
2012;FEV;Fevereiro;2;ÓLEO DIESEL;4229727,40013;547549087,0;b;US$ FOB
2012;MAR;Março;3;ÓLEO DIESEL;4351919,302763005;601000045,0;b;US$ FOB
2012;ABR;Abril;4;ÓLEO DIESEL;6204213,2897782875;864484972,0;b;US$ FOB
2012;MAI;Maio;5;ÓLEO DIESEL;5433212,580567359;744227654,0;b;US$ FOB
2012;JUN;Junho;6;ÓLEO DIESEL;5263073,042889613;685110392,0;b;US$ FOB
2012;JUL;Julho;7;ÓLEO DIESEL;3145767,693212418;384968077,0;b;US$ FOB
2012;AGO;Agosto;8;ÓLEO DIESEL;2301866,6539147063;267862531,0;b;US$ FOB
2012;SET;Setembro;9;ÓLEO DIESEL;3947249,353216585;469384152,0;b;US$ FOB
2012;OUT;Outubro;10;ÓLEO DIESEL;2262983,447144636;295702703,0;b;US$ FOB
2012;NOV;Novembro;11;ÓLEO DIESEL;9413684,555173416;1246241786,0;b;US$ FOB
2012;DEZ;Dezembro;12;ÓLEO DIESEL;1694217,9284148237;223736590,0;b;US$ FOB
2013;JAN;Janeiro;1;ÓLEO DIESEL;8246885,584832197;1075508570,0;b;US$ FOB
2013;FEV;Fevereiro;2;ÓLEO DIESEL;2970157,2020196477;377912020,0;b;US$ FOB
2013;MAR;Março;3;ÓLEO DIESEL;4609130,688285212;610020884,0;b;US$ FOB
2013;ABR;Abril;4;ÓLEO DIESEL;9043269,693422042;1167412168,0;b;US$ FOB
2013;MAI;Maio;5;ÓLEO DIESEL;7035189,190323147;932578245,0;b;US$ FOB
2013;JUN;Junho;6;ÓLEO DIESEL;2694801,0213333215;354487484,0;b;US$ FOB
2013;JUL;Julho;7;ÓLEO DIESEL;4841542,091218028;594086608,0;b;US$ FOB
2013;AGO;Agosto;8;ÓLEO DIESEL;5077131,287770035;634231013,0;b;US$ FOB
2013;SET;Setembro;9;ÓLEO DIESEL;3743942,879638604;466907846,0;b;US$ FOB
2013;OUT;Outubro;10;ÓLEO DIESEL;5810375,891680306;735398292,0;b;US$ FOB
2013;NOV;Novembro;11;ÓLEO DIESEL;4717584,376104366;600695205,0;b;US$ FOB
2013;DEZ;Dezembro;12;ÓLEO DIESEL;5888385,304499742;735547149,0;b;US$ FOB
2014;JAN;Janeiro;1;ÓLEO DIESEL;8244826,255267279;1036978743,0;b;US$ FOB
2014;FEV;Fevereiro;2;ÓLEO DIESEL;6000993,618531267;758666009,0;b;US$ FOB
2014;MAR;Março;3;ÓLEO DIESEL;3646777,008869871;466543691,0;b;US$ FOB
2014;ABR;Abril;4;ÓLEO DIESEL;3897443,736350986;502823423,0;b;US$ FOB
2014;MAI;Maio;5;ÓLEO DIESEL;4913674,444362699;628179406,0;b;US$ FOB
2014;JUN;Junho;6;ÓLEO DIESEL;6449158,202202583;801130473,0;b;US$ FOB
2014;JUL;Julho;7;ÓLEO DIESEL;6480090,720012348;815297159,0;b;US$ FOB
2014;AGO;Agosto;8;ÓLEO DIESEL;3567603,2946366663;449336107,0;b;US$ FOB
2014;SET;Setembro;9;ÓLEO DIESEL;8010567,61929689;987650137,0;b;US$ FOB
2014;OUT;Outubro;10;ÓLEO DIESEL;4095243,459126749;496939373,0;b;US$ FOB
2014;NOV;Novembro;11;ÓLEO DIESEL;5631480,872040904;668071844,0;b;US$ FOB
2014;DEZ;Dezembro;12;ÓLEO DIESEL;9980434,536771314;1113204987,0;b;US$ FOB
2015;JAN;Janeiro;1;ÓLEO DIESEL;4751529,03372277;481060475,0;b;US$ FOB
2015;FEV;Fevereiro;2;ÓLEO DIESEL;4883310,59329507;472130125,0;b;US$ FOB
2015;MAR;Março;3;ÓLEO DIESEL;5415049,1669750465;389998734,0;b;US$ FOB
2015;ABR;Abril;4;ÓLEO DIESEL;3060415,060101291;208451361,0;b;US$ FOB
2015;MAI;Maio;5;ÓLEO DIESEL;4190446,5105255516;309510334,0;b;US$ FOB
2015;JUN;Junho;6;ÓLEO DIESEL;3962992,2677901876;310183480,0;b;US$ FOB
2015;JUL;Julho;7;ÓLEO DIESEL;5630566,45030892;423852704,0;b;US$ FOB
2015;AGO;Agosto;8;ÓLEO DIESEL;180007,3489142019;12322797,0;b;US$ FOB
2015;SET;Setembro;9;ÓLEO DIESEL;3288792,6498976173;240001587,0;b;US$ FOB
2015;OUT;Outubro;10;ÓLEO DIESEL;2162717,0470189904;150245441,0;b;US$ FOB
2015;NOV;Novembro;11;ÓLEO DIESEL;4865912,019122276;339782482,0;b;US$ FOB
2015;DEZ;Dezembro;12;ÓLEO DIESEL;1260170,1219599296;77607685,0;b;US$ FOB
2016;JAN;Janeiro;1;ÓLEO DIESEL;1005607,9940743544;58075521,0;b;US$ FOB
2016;FEV;Fevereiro;2;ÓLEO DIESEL;2609444,7044015494;158641123,0;b;US$ FOB
2016;MAR;Março;3;ÓLEO DIESEL;5935335,074476315;315949542,0;b;US$ FOB
2016;ABR;Abril;4;ÓLEO DIESEL;3719138,22398615;181131255,0;b;US$ FOB
2016;MAI;Maio;5;ÓLEO DIESEL;4184933,5880318317;209223922,0;b;US$ FOB
2016;JUN;Junho;6;ÓLEO DIESEL;3866153,186610024;228087966,0;b;US$ FOB
2016;JUL;Julho;7;ÓLEO DIESEL;5419062,36105129;309155065,0;b;US$ FOB
2016;AGO;Agosto;8;ÓLEO DIESEL;4908104,337751304;292954014,0;b;US$ FOB
2016;SET;Setembro;9;ÓLEO DIESEL;4841879,8879740955;293039586,0;b;US$ FOB
2016;OUT;Outubro;10;ÓLEO DIESEL;4145134,7192855515;265856228,0;b;US$ FOB
2016;NOV;Novembro;11;ÓLEO DIESEL;4572711,374316924;292184466,0;b;US$ FOB
2016;DEZ;Dezembro;12;ÓLEO DIESEL;4597246,2547031455;292517525,0;b;US$ FOB
2017;JAN;Janeiro;1;ÓLEO DIESEL;5237420,259511985;329705864,0;b;US$ FOB
2017;FEV;Fevereiro;2;ÓLEO DIESEL;7321389,439011431;482049409,0;b;US$ FOB
2017;MAR;Março;3;ÓLEO DIESEL;5245808,747301432;356665390,0;b;US$ FOB
2017;ABR;Abril;4;ÓLEO DIESEL;5048440,297307816;346923659,0;b;US$ FOB
2017;MAI;Maio;5;ÓLEO DIESEL;5053624,872525282;341106131,0;b;US$ FOB
2017;JUN;Junho;6;ÓLEO DIESEL;7714152,172870551;492780485,0;b;US$ FOB
2017;JUL;Julho;7;ÓLEO DIESEL;7359913,801785635;457784510,0;b;US$ FOB
2017;AGO;Agosto;8;ÓLEO DIESEL;7908512,676262194;518082834,0;b;US$ FOB
2017;SET;Setembro;9;ÓLEO DIESEL;6207464,383307676;442086564,0;b;US$ FOB
2017;OUT;Outubro;10;ÓLEO DIESEL;8463222,01994729;632835389,0;b;US$ FOB
2017;NOV;Novembro;11;ÓLEO DIESEL;8022212,56024256;611416300,0;b;US$ FOB
2017;DEZ;Dezembro;12;ÓLEO DIESEL;7903774,249375174;611012298,0;b;US$ FOB
2018;JAN;Janeiro;1;ÓLEO DIESEL;10302115,81775938;797492005,0;b;US$ FOB
2018;FEV;Fevereiro;2;ÓLEO DIESEL;6094123,631237019;482270621,0;b;US$ FOB
2018;MAR;Março;3;ÓLEO DIESEL;6695410,051508968;530279263,0;b;US$ FOB
2018;ABR;Abril;4;ÓLEO DIESEL;7287328,080317348;582503613,0;b;US$ FOB
2018;MAI;Maio;5;ÓLEO DIESEL;4633078,504973287;397968566,0;b;US$ FOB
2018;JUN;Junho;6;ÓLEO DIESEL;4214692,768362759;374957548,0;b;US$ FOB
2018;JUL;Julho;7;ÓLEO DIESEL;4493918,009028568;392857692,0;b;US$ FOB
2018;AGO;Agosto;8;ÓLEO DIESEL;4636440,762773779;418898343,0;b;US$ FOB
2018;SET;Setembro;9;ÓLEO DIESEL;2975395,5654479815;277594965,0;b;US$ FOB
2018;OUT;Outubro;10;ÓLEO DIESEL;7023462,636878006;660464457,0;b;US$ FOB
2018;NOV;Novembro;11;ÓLEO DIESEL;5743569,110327265;544111231,0;b;US$ FOB
2018;DEZ;Dezembro;12;ÓLEO DIESEL;9176479,290866151;834624906,0;b;US$ FOB
2019;JAN;Janeiro;1;ÓLEO DIESEL;5420491,543196045;462885063,0;b;US$ FOB
2019;FEV;Fevereiro;2;ÓLEO DIESEL;4073130,030089624;322058985,0;b;US$ FOB
2019;MAR;Março;3;ÓLEO DIESEL;4946289,951439049;404714452,0;b;US$ FOB
2019;ABR;Abril;4;ÓLEO DIESEL;6462715,658802993;547288654,0;b;US$ FOB
2019;MAI;Maio;5;ÓLEO DIESEL;6903387,29222203;588743972,0;b;US$ FOB
2019;JUN;Junho;6;ÓLEO DIESEL;5519068,140094272;467029152,0;b;US$ FOB
2019;JUL;Julho;7;ÓLEO DIESEL;6908534,350051678;558514835,0;b;US$ FOB
2019;AGO;Agosto;8;ÓLEO DIESEL;6424100,056871761;508841749,0;b;US$ FOB
2019;SET;Setembro;9;ÓLEO DIESEL;7815353,207756091;605189772,0;b;US$ FOB
2019;OUT;Outubro;10;ÓLEO DIESEL;9759197,69739689;798813266,0;b;US$ FOB
2019;NOV;Novembro;11;ÓLEO DIESEL;12015877,758296704;973941107,0;b;US$ FOB
2019;DEZ;Dezembro;12;ÓLEO DIESEL;5568227,678307335;448858430,0;b;US$ FOB
2020;JAN;Janeiro;1;ÓLEO DIESEL;7472706,135261226;596249420,0;b;US$ FOB
2020;FEV;Fevereiro;2;ÓLEO DIESEL;7062734,821887417;532926221,0;b;US$ FOB
2020;MAR;Março;3;ÓLEO DIESEL;5949011,59093662;376359647,0;b;US$ FOB
2020;ABR;Abril;4;ÓLEO DIESEL;6271860,626933487;279945942,0;b;US$ FOB
2020;MAI;Maio;5;ÓLEO DIESEL;4435416,302502119;169208021,0;b;US$ FOB
2020;JUN;Junho;6;ÓLEO DIESEL;5248603,283940549;191578337,0;b;US$ FOB
2020;JUL;Julho;7;ÓLEO DIESEL;7117039,513902131;331316749,0;b;US$ FOB
2020;AGO;Agosto;8;ÓLEO DIESEL;7094441,334776751;349310675,0;b;US$ FOB
2020;SET;Setembro;9;ÓLEO DIESEL;6197740,090686238;300786957,0;b;US$ FOB
2020;OUT;Outubro;10;ÓLEO DIESEL;7396666,757691833;342126843,0;b;US$ FOB
2020;NOV;Novembro;11;ÓLEO DIESEL;5359678,6928106425;252555239,0;b;US$ FOB
2020;DEZ;Dezembro;12;ÓLEO DIESEL;5837597,093916702;304843216,0;b;US$ FOB
2021;JAN;Janeiro;1;ÓLEO DIESEL;4974731,029104118;284198203,0;b;US$ FOB
2021;FEV;Fevereiro;2;ÓLEO DIESEL;4483621,63097819;274917970,0;b;US$ FOB
2021;MAR;Março;3;ÓLEO DIESEL;5612418,054639881;394418285,0;b;US$ FOB
2021;ABR;Abril;4;ÓLEO DIESEL;8821108,916394167;619012653,0;b;US$ FOB
2021;MAI;Maio;5;ÓLEO DIESEL;8590388,412237832;621711277,0;b;US$ FOB
2021;JUN;Junho;6;ÓLEO DIESEL;7858926,624387809;590533200,0;b;US$ FOB
2021;JUL;Julho;7;ÓLEO DIESEL;7782117,56127114;619022221,0;b;US$ FOB
2021;AGO;Agosto;8;ÓLEO DIESEL;10518446,00577696;847173699,0;b;US$ FOB
2021;SET;Setembro;9;ÓLEO DIESEL;6130404,230216477;488336906,0;b;US$ FOB
2021;OUT;Outubro;10;ÓLEO DIESEL;11655508,68493738;994665640,0;b;US$ FOB
2021;NOV;Novembro;11;ÓLEO DIESEL;7140950,586034845;667324247,0;b;US$ FOB
2021;DEZ;Dezembro;12;ÓLEO DIESEL;7235186,578618833;669483911,0;b;US$ FOB
2022;JAN;Janeiro;1;ÓLEO DIESEL;8774905,52961093;806804759,0;b;US$ FOB
2022;FEV;Fevereiro;2;ÓLEO DIESEL;3535093,1836411427;342948252,0;b;US$ FOB
2022;MAR;Março;3;ÓLEO DIESEL;7499551,066804834;866756379,0;b;US$ FOB
2022;ABR;Abril;4;ÓLEO DIESEL;9796984,379358072;1438433406,0;b;US$ FOB
2022;MAI;Maio;5;ÓLEO DIESEL;9108734,559631024;1381759387,0;b;US$ FOB
2022;JUN;Junho;6;ÓLEO DIESEL;6037179,654056226;1009214055,0;b;US$ FOB
2022;JUL;Julho;7;ÓLEO DIESEL;8410438,490638858;1365707457,0;b;US$ FOB
2022;AGO;Agosto;8;ÓLEO DIESEL;11616031,239086825;1748231212,0;b;US$ FOB
2022;SET;Setembro;9;ÓLEO DIESEL;12570176,381923702;1799455665,0;b;US$ FOB
2022;OUT;Outubro;10;ÓLEO DIESEL;9178285,286837855;1402017922,0;b;US$ FOB
2022;NOV;Novembro;11;ÓLEO DIESEL;4273110,458572845;614038871,0;b;US$ FOB
2022;DEZ;Dezembro;12;ÓLEO DIESEL;9407839,51795068;1181537428,0;b;US$ FOB
2023;JAN;Janeiro;1;ÓLEO DIESEL;4665708,148619083;585100572,0;b;US$ FOB
2023;FEV;Fevereiro;2;ÓLEO DIESEL;6479300,627385343;768434415,0;b;US$ FOB
2023;MAR;Março;3;ÓLEO DIESEL;10808451,892826678;1160416791,0;b;US$ FOB
2023;ABR;Abril;4;ÓLEO DIESEL;5864586,458966369;567880350,0;b;US$ FOB
2023;MAI;Maio;5;ÓLEO DIESEL;8573720,28095619;752551636,0;b;US$ FOB
2023;JUN;Junho;6;ÓLEO DIESEL;6793248,638760714;580802433,0;b;US$ FOB
2023;JUL;Julho;7;ÓLEO DIESEL;6673126,768388608;681163753,0;b;US$ FOB
2023;AGO;Agosto;8;ÓLEO DIESEL;8257929,115639012;879229255,0;b;US$ FOB
2023;SET;Setembro;9;ÓLEO DIESEL;7141006,617758929;848716145,0;b;US$ FOB
2023;OUT;Outubro;10;ÓLEO DIESEL;7651925,218377547;947359884,0;b;US$ FOB
2023;NOV;Novembro;11;ÓLEO DIESEL;6452938,513637927;720748026,0;b;US$ FOB
2023;DEZ;Dezembro;12;ÓLEO DIESEL;11814567,549235798;1198239390,0;b;US$ FOB
2024;JAN;Janeiro;1;ÓLEO DIESEL;6584149,670969882;637827241,0;b;US$ FOB
2024;FEV;Fevereiro;2;ÓLEO DIESEL;5391791,512450238;560692836,0;b;US$ FOB
2024;MAR;Março;3;ÓLEO DIESEL;7793799,505578238;804040599,0;b;US$ FOB
2024;ABR;Abril;4;ÓLEO DIESEL;7447163,546317464;727295648,0;b;US$ FOB
2024;MAI;Maio;5;ÓLEO DIESEL;6723638,56270381;615817797,0;b;US$ FOB
2024;JUN;Junho;6;ÓLEO DIESEL;9524180,336432107;846512022,0;b;US$ FOB
2024;JUL;Julho;7;ÓLEO DIESEL;7849779,166508082;736314005,0;b;US$ FOB
2024;AGO;Agosto;8;ÓLEO DIESEL;7964095,370029202;717712051,0;b;US$ FOB
2024;SET;Setembro;9;ÓLEO DIESEL;10036578,824513558;863917559,0;b;US$ FOB
2024;OUT;Outubro;10;ÓLEO DIESEL;9368439,968401821;832868019,0;b;US$ FOB
2024;NOV;Novembro;11;ÓLEO DIESEL;5248509,603210893;471051301,0;b;US$ FOB
2024;DEZ;Dezembro;12;ÓLEO DIESEL;6132915,429371107;545443014,0;b;US$ FOB
2025;JAN;Janeiro;1;ÓLEO DIESEL;7830801,312164274;724824768,0;b;US$ FOB
2025;FEV;Fevereiro;2;ÓLEO DIESEL;6751965,740389;638933193,0;b;US$ FOB
2025;MAR;Março;3;ÓLEO DIESEL;8156210,353246228;709015067,0;b;US$ FOB
2025;ABR;Abril;4;ÓLEO DIESEL;9161402,0964693;739467764,0;b;US$ FOB
2025;MAI;Maio;5;ÓLEO DIESEL;9177071,053993095;735063110,0;b;US$ FOB
2025;JUN;Junho;6;ÓLEO DIESEL;8132290,490355252;687861173,0;b;US$ FOB
2025;JUL;Julho;7;ÓLEO DIESEL;10868396,328002153;996161881,0;b;US$ FOB
2025;AGO;Agosto;8;ÓLEO DIESEL;8133625,068231344;736730741,0;b;US$ FOB
2025;SET;Setembro;9;ÓLEO DIESEL;10994858,716223452;990603847,0;b;US$ FOB
2025;OUT;Outubro;10;ÓLEO DIESEL;10059365,158812368;896181603,0;b;US$ FOB
2025;NOV;Novembro;11;ÓLEO DIESEL;8617533,487524346;821300179,0;b;US$ FOB
2025;DEZ;Dezembro;12;ÓLEO DIESEL;9625531,122476285;815525053,0;b;US$ FOB
2026;JAN;Janeiro;1;ÓLEO DIESEL;8312761,148319274;659223925,0;b;US$ FOB
2026;FEV;Fevereiro;2;ÓLEO DIESEL;8686194,251543393;783691312,0;b;US$ FOB
2026;MAR;Março;3;ÓLEO DIESEL;6536189,248226751;762413171,0;b;US$ FOB
2026;ABR;Abril;4;ÓLEO DIESEL;7480238,564617547;1056626147,0;b;US$ FOB
2026;MAI;Maio;5;ÓLEO DIESEL;8790999,303897275;1337369244,0;b;US$ FOB
2026;JUN;Junho;6;ÓLEO DIESEL;3637029,064284833;481008945,0;b;US$ FOB
2026;JUL;Julho;7;ÓLEO DIESEL;9323273,906069227;1232008983,0;b;US$ FOB
2026;AGO;Agosto;8;ÓLEO DIESEL;0,0;0,0;b;US$ FOB
2026;SET;Setembro;9;ÓLEO DIESEL;0,0;0,0;b;US$ FOB
2026;OUT;Outubro;10;ÓLEO DIESEL;0,0;0,0;b;US$ FOB
2026;NOV;Novembro;11;ÓLEO DIESEL;0,0;0,0;b;US$ FOB
2026;DEZ;Dezembro;12;ÓLEO DIESEL;0,0;0,0;b;US$ FOB
