ano;mes;mes_nome;mes_ordem;produto;volume_barris;dispendio_usd_fob;unidade_volume;unidade_dispendio
2019;FEV;Fevereiro;2;GLP;954056,6349225001;31860953,0;b;US$ FOB
2019;MAR;Março;3;GLP;1653493,96715;55890779,0;b;US$ FOB
2019;ABR;Abril;4;GLP;1967251,1801341665;65768594,0;b;US$ FOB
2019;MAI;Maio;5;GLP;2747859,6612645835;95836918,0;b;US$ FOB
2019;JUN;Junho;6;GLP;1520617,2642233332;46392408,0;b;US$ FOB
2019;JUL;Julho;7;GLP;1745856,157944167;50551891,0;b;US$ FOB
2019;AGO;Agosto;8;GLP;1597255,1693037502;42146768,0;b;US$ FOB
2019;SET;Setembro;9;GLP;636511,6003629167;14764911,0;b;US$ FOB
2019;OUT;Outubro;10;GLP;2973094,1338870833;72750746,0;b;US$ FOB
2019;NOV;Novembro;11;GLP;1095406,6234858334;28842496,0;b;US$ FOB
2019;DEZ;Dezembro;12;GLP;2544167,0700333333;78239046,0;b;US$ FOB
2020;JAN;Janeiro;1;GLP;1275556,1482333334;35585179,0;b;US$ FOB
2020;FEV;Fevereiro;2;GLP;1020510,414651667;24550902,0;b;US$ FOB
2020;MAR;Março;3;GLP;1422873,5826395834;35463851,0;b;US$ FOB
2020;ABR;Abril;4;GLP;2402376,9998725;45967604,0;b;US$ FOB
2020;MAI;Maio;5;GLP;3033675,6581225;57478441,0;b;US$ FOB
2020;JUN;Junho;6;GLP;2822420,3338033333;62972935,0;b;US$ FOB
2020;JUL;Julho;7;GLP;1558747,6307120835;36914036,0;b;US$ FOB
2020;AGO;Agosto;8;GLP;827075,0222345834;21773491,0;b;US$ FOB
2020;SET;Setembro;9;GLP;1397661,5971133334;36072156,0;b;US$ FOB
2020;OUT;Outubro;10;GLP;1337613,4419291664;36113711,0;b;US$ FOB
2020;NOV;Novembro;11;GLP;3382683,0173716666;95131164,0;b;US$ FOB
2020;DEZ;Dezembro;12;GLP;2270950,1323345834;72760549,0;b;US$ FOB
2021;JAN;Janeiro;1;GLP;1704005,7790454167;57515342,0;b;US$ FOB
2021;FEV;Fevereiro;2;GLP;1651692,7456004168;64971335,0;b;US$ FOB
2021;MAR;Março;3;GLP;2444167,2609495833;105107484,0;b;US$ FOB
2021;ABR;Abril;4;GLP;1848822,1024099998;80703388,0;b;US$ FOB
2021;MAI;Maio;5;GLP;2129153,2823966667;87614172,0;b;US$ FOB
2021;JUN;Junho;6;GLP;2261471,912815417;92043205,0;b;US$ FOB
2021;JUL;Julho;7;GLP;3370053,8081449997;152714787,0;b;US$ FOB
2021;AGO;Agosto;8;GLP;3844327,382534166;197819019,0;b;US$ FOB
2021;SET;Setembro;9;GLP;1390486,268464167;76342770,0;b;US$ FOB
2021;OUT;Outubro;10;GLP;2236262,821513334;147855905,0;b;US$ FOB
2021;NOV;Novembro;11;GLP;712108,1772616669;47152712,0;b;US$ FOB
2021;DEZ;Dezembro;12;GLP;1674473,6739833332;90984403,0;b;US$ FOB
2022;JAN;Janeiro;1;GLP;1412219,8067470833;79535722,0;b;US$ FOB
2022;FEV;Fevereiro;2;GLP;721223,1146750001;43320554,0;b;US$ FOB
2022;MAR;Março;3;GLP;2334515,0433512507;155832006,0;b;US$ FOB
2022;ABR;Abril;4;GLP;962732,4023050002;65235386,0;b;US$ FOB
2022;MAI;Maio;5;GLP;2477119,97435;150654204,0;b;US$ FOB
2022;JUN;Junho;6;GLP;2646032,4344841666;161401877,0;b;US$ FOB
2022;JUL;Julho;7;GLP;3412682,9840254164;195138728,0;b;US$ FOB
2022;AGO;Agosto;8;GLP;1483614,0157341666;81076293,0;b;US$ FOB
2022;SET;Setembro;9;GLP;1436406,8381079168;73927983,0;b;US$ FOB
2022;OUT;Outubro;10;GLP;1660384,1691404164;72053024,0;b;US$ FOB
2022;NOV;Novembro;11;GLP;1129144,12741875;48803046,0;b;US$ FOB
2022;DEZ;Dezembro;12;GLP;2392760,7007925;91985750,0;b;US$ FOB
2023;JAN;Janeiro;1;GLP;1581840,633943333;62491823,0;b;US$ FOB
2023;FEV;Fevereiro;2;GLP;925604,2919716666;41403169,0;b;US$ FOB
2023;MAR;Março;3;GLP;1211559,6559783332;55542862,0;b;US$ FOB
2023;ABR;Abril;4;GLP;2766254,7689441666;112666031,0;b;US$ FOB
2023;MAI;Maio;5;GLP;2085568,0553962502;75305613,0;b;US$ FOB
2023;JUN;Junho;6;GLP;1487706,0612899996;45207364,0;b;US$ FOB
2023;JUL;Julho;7;GLP;1955508,5606475002;59371996,0;b;US$ FOB
2023;AGO;Agosto;8;GLP;1453479,365105417;52392887,0;b;US$ FOB
2023;SET;Setembro;9;GLP;1252897,4723349998;50161172,0;b;US$ FOB
2023;OUT;Outubro;10;GLP;1094396,6076191664;41890882,0;b;US$ FOB
2023;NOV;Novembro;11;GLP;1452123,8540775003;52636822,0;b;US$ FOB
2023;DEZ;Dezembro;12;GLP;923777,8997874998;32788544,0;b;US$ FOB
2024;JAN;Janeiro;1;GLP;1895648,7579258333;77510644,0;b;US$ FOB
2024;FEV;Fevereiro;2;GLP;1098259,0067425;50488416,0;b;US$ FOB
2024;MAR;Março;3;GLP;1711921,8011895833;73754809,0;b;US$ FOB
2024;ABR;Abril;4;GLP;2019013,786836667;84015983,0;b;US$ FOB
2024;MAI;Maio;5;GLP;2292479,9924404165;87938181,0;b;US$ FOB
2024;JUN;Junho;6;GLP;2650535,6649741665;100577680,0;b;US$ FOB
2024;JUL;Julho;7;GLP;1077749,1669475;43421586,0;b;US$ FOB
2024;AGO;Agosto;8;GLP;2173917,0967295836;91560511,0;b;US$ FOB
2024;SET;Setembro;9;GLP;2212061,8545770836;88892648,0;b;US$ FOB
2024;OUT;Outubro;10;GLP;576101,0746395834;24525542,0;b;US$ FOB
2024;NOV;Novembro;11;GLP;2130180,5724516665;101686309,0;b;US$ FOB
2024;DEZ;Dezembro;12;GLP;1396755,8872625;63917587,0;b;US$ FOB
2025;JAN;Janeiro;1;GLP;1760975,9382229168;84242951,0;b;US$ FOB
2025;FEV;Fevereiro;2;GLP;1382960,9893716667;65830019,0;b;US$ FOB
2025;MAR;Março;3;GLP;1810548,893424583;81446835,0;b;US$ FOB
2025;ABR;Abril;4;GLP;1182094,5396716665;50024335,0;b;US$ FOB
2025;MAI;Maio;5;GLP;2252901,3174370835;89855456,0;b;US$ FOB
2025;JUN;Junho;6;GLP;2060129,249294167;77459194,0;b;US$ FOB
2025;JUL;Julho;7;GLP;1852545,2255412503;69274939,0;b;US$ FOB
2025;AGO;Agosto;8;GLP;1171037,3613454166;42963095,0;b;US$ FOB
2025;SET;Setembro;9;GLP;884251,0359545832;33687850,0;b;US$ FOB
2025;OUT;Outubro;10;GLP;1140070,5984795839;42174424,0;b;US$ FOB
2025;NOV;Novembro;11;GLP;1626916,0559466667;52162980,0;b;US$ FOB
2025;DEZ;Dezembro;12;GLP;1053417,526929583;37085350,0;b;US$ FOB
2026;JAN;Janeiro;1;GLP;370777,32601500006;13272533,0;b;US$ FOB
2026;FEV;Fevereiro;2;GLP;720972,5022091666;24749225,0;b;US$ FOB
2026;MAR;Março;3;GLP;1376155,46053;53506770,0;b;US$ FOB
2026;ABR;Abril;4;GLP;333281,6492125;15497653,0;b;US$ FOB
2026;MAI;Maio;5;GLP;1876626,4240120836;95484927,0;b;US$ FOB
2026;JUN;Junho;6;GLP;1603136,4379129165;67712060,0;b;US$ FOB
2026;JUL;Julho;7;GLP;1576579,5611104167;61948974,0;b;US$ FOB
2026;AGO;Agosto;8;GLP;0,0;0,0;b;US$ FOB
2026;SET;Setembro;9;GLP;0,0;0,0;b;US$ FOB
2026;OUT;Outubro;10;GLP;0,0;0,0;b;US$ FOB
2026;NOV;Novembro;11;GLP;0,0;0,0;b;US$ FOB
2026;DEZ;Dezembro;12;GLP;0,0;0,0;b;US$ FOB
2010;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;867754,76722;77486957,0;b;US$ FOB
2010;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;825770,28547;61101892,0;b;US$ FOB
2010;MAR;Março;3;QUEROSENE DE AVIAÇÃO;877952,2732204755;77464180,0;b;US$ FOB
2010;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1141069,1480725908;103602773,0;b;US$ FOB
2010;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;950531,4378001252;87471705,0;b;US$ FOB
2010;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1047313,192979975;91337694,0;b;US$ FOB
2010;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;1078518,656508348;92940521,0;b;US$ FOB
2010;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;1025436,0372403755;88929815,0;b;US$ FOB
2010;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;949715,4156416772;82126112,0;b;US$ FOB
2010;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1273340,2154611766;110220198,0;b;US$ FOB
2010;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1183836,4789405633;112052153,0;b;US$ FOB
2010;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;872792,90503;86488346,0;b;US$ FOB
2011;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;721885,7210191113;78214316,0;b;US$ FOB
2011;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1115875,1921;115915039,0;b;US$ FOB
2011;MAR;Março;3;QUEROSENE DE AVIAÇÃO;486464,4722808;56860555,0;b;US$ FOB
2011;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1051832,34668;141121545,0;b;US$ FOB
2011;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1073393,8153600001;147729110,0;b;US$ FOB
2011;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1265924,89946;166829049,0;b;US$ FOB
2011;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;781678,71737;99518541,0;b;US$ FOB
2011;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;871751,1345844807;112785895,0;b;US$ FOB
2011;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;1209348,0585100001;154414422,0;b;US$ FOB
2011;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;875491,23352;109032569,0;b;US$ FOB
2011;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1093219,29648;135213553,0;b;US$ FOB
2011;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;791487,1728802;102182879,0;b;US$ FOB
2012;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1151475,5167;141462717,0;b;US$ FOB
2012;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1066556,79189;135352903,0;b;US$ FOB
2012;MAR;Março;3;QUEROSENE DE AVIAÇÃO;1260477,845278974;165684857,0;b;US$ FOB
2012;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;885443,1063021652;121716768,0;b;US$ FOB
2012;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;870532,9660632666;118520563,0;b;US$ FOB
2012;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1917167,7176224284;242267935,0;b;US$ FOB
2012;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;6216,937945969962;752707,0;b;US$ FOB
2012;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2012;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;321685,6490348686;35567785,0;b;US$ FOB
2012;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;568712,5207782603;67233383,0;b;US$ FOB
2012;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;2413211,434188411;312404540,0;b;US$ FOB
2012;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2013;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1063994,3122750563;142003806,0;b;US$ FOB
2013;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;713930,0875098372;89384361,0;b;US$ FOB
2013;MAR;Março;3;QUEROSENE DE AVIAÇÃO;417460,1922997372;52518340,0;b;US$ FOB
2013;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;2181280,91727159;281103119,0;b;US$ FOB
2013;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1330634,2285769212;173403854,0;b;US$ FOB
2013;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;880249,2189416644;110159355,0;b;US$ FOB
2013;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;841909,1428476345;98632763,0;b;US$ FOB
2013;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;601321,8163683354;72191942,0;b;US$ FOB
2013;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;336411,24357185233;41450315,0;b;US$ FOB
2013;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1864605,7592222905;231854785,0;b;US$ FOB
2013;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;679821,0382875344;85688115,0;b;US$ FOB
2013;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;1426779,5557476848;242117882,0;b;US$ FOB
2014;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1008842,2746681602;125516730,0;b;US$ FOB
2014;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;340768,7436444055;42363203,0;b;US$ FOB
2014;MAR;Março;3;QUEROSENE DE AVIAÇÃO;808604,7248512766;102364023,0;b;US$ FOB
2014;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1445167,1264737046;178580584,0;b;US$ FOB
2014;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;231675,79141997496;27587958,0;b;US$ FOB
2014;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1501947,9965796245;185209678,0;b;US$ FOB
2014;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;987331,7778526783;119187632,0;b;US$ FOB
2014;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2014;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;1017825,823722328;123961807,0;b;US$ FOB
2014;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;478642,4809387734;57382995,0;b;US$ FOB
2014;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;511733,24219769717;59950422,0;b;US$ FOB
2014;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;1124751,5467326783;120497442,0;b;US$ FOB
2015;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;323570,805067572;31441884,0;b;US$ FOB
2015;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1521712,4610321529;141693277,0;b;US$ FOB
2015;MAR;Março;3;QUEROSENE DE AVIAÇÃO;324291,5669121152;20468060,0;b;US$ FOB
2015;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;735587,6824350313;47902302,0;b;US$ FOB
2015;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1333140,9264726408;92228529,0;b;US$ FOB
2015;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1012245,6995184731;75431456,0;b;US$ FOB
2015;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;770549,9967333166;54713045,0;b;US$ FOB
2015;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2015;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;16449,577140475594;1396736,0;b;US$ FOB
2015;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1076186,089522766;81149413,0;b;US$ FOB
2015;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1268467,8326441175;86865773,0;b;US$ FOB
2015;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;259695,28906103878;15030559,0;b;US$ FOB
2016;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;252191,6559404756;14547913,0;b;US$ FOB
2016;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1011175,8492828787;59528150,0;b;US$ FOB
2016;MAR;Março;3;QUEROSENE DE AVIAÇÃO;759909,070935995;37637143,0;b;US$ FOB
2016;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1432837,335522716;77588525,0;b;US$ FOB
2016;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1925170,111421314;84605061,0;b;US$ FOB
2016;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;157166,9619393617;7497807,0;b;US$ FOB
2016;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;345199,33618986234;17241319,0;b;US$ FOB
2016;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;258798,14488500624;14608898,0;b;US$ FOB
2016;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;667861,9761377221;35345172,0;b;US$ FOB
2016;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;933895,7247930038;56645033,0;b;US$ FOB
2016;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2016;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;270806,5336298874;39449900,0;b;US$ FOB
2017;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;764166,7606193242;46016903,0;b;US$ FOB
2017;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;166605,1800250313;8332727,0;b;US$ FOB
2017;MAR;Março;3;QUEROSENE DE AVIAÇÃO;490875,85437677096;32109877,0;b;US$ FOB
2017;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;0,0;168,0;b;US$ FOB
2017;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;318780,5361530288;19497916,0;b;US$ FOB
2017;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;615777,9645765582;41144893,0;b;US$ FOB
2017;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2017;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;315605,92183770967;17673469,0;b;US$ FOB
2017;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;302868,86765724653;16554974,0;b;US$ FOB
2017;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;640639,2927246934;40897537,0;b;US$ FOB
2017;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2017;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;6318,637639824781;469103,0;b;US$ FOB
2018;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1004184,0681473091;63758335,0;b;US$ FOB
2018;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;297646,2628663579;22953199,0;b;US$ FOB
2018;MAR;Março;3;QUEROSENE DE AVIAÇÃO;152984,655510801;12030759,0;b;US$ FOB
2018;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;2580,4516252440553;225250,0;b;US$ FOB
2018;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2018;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;351727,7181321152;31498334,0;b;US$ FOB
2018;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;317166,5189511514;26040256,0;b;US$ FOB
2018;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,28339569461827285;988,0;b;US$ FOB
2018;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;632961,8829386107;56066562,0;b;US$ FOB
2018;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1221339,065652278;109100217,0;b;US$ FOB
2018;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;822109,679026821;76806487,0;b;US$ FOB
2018;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;592836,4848174093;55017942,0;b;US$ FOB
2019;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1240986,2593919525;106941405,0;b;US$ FOB
2019;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;653893,1504427034;51998993,0;b;US$ FOB
2019;MAR;Março;3;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2019;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1009459,0460369838;82945852,0;b;US$ FOB
2019;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;324644,4968892491;27587125,0;b;US$ FOB
2019;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;4384,737547647059;393645,0;b;US$ FOB
2019;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;73187,74108963704;5833200,0;b;US$ FOB
2019;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;899793,5242999875;68019748,0;b;US$ FOB
2019;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;991862,2358920776;78155136,0;b;US$ FOB
2019;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;680115,2817395745;53656527,0;b;US$ FOB
2019;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;328808,02048093866;25960621,0;b;US$ FOB
2019;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;320144,38580548187;24623877,0;b;US$ FOB
2020;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;956070,6619254089;78953444,0;b;US$ FOB
2020;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;583825,8210731447;45326397,0;b;US$ FOB
2020;MAR;Março;3;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2020;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2020;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2020;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2020;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2020;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2020;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2020;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2020;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2020;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;514894,26632298116;28725951,0;b;US$ FOB
2021;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2021;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;648509,9897618239;39754322,0;b;US$ FOB
2021;MAR;Março;3;QUEROSENE DE AVIAÇÃO;324348,90293096856;23691889,0;b;US$ FOB
2021;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;429130,7448687296;29689388,0;b;US$ FOB
2021;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2021;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2021;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;310024,9643396101;24167479,0;b;US$ FOB
2021;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;312005,9538446038;23556486,0;b;US$ FOB
2021;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2021;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2021;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;327391,5886288302;30216915,0;b;US$ FOB
2021;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2022;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;677216,2949280001;67217112,0;b;US$ FOB
2022;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;316317,598820327;36243813,0;b;US$ FOB
2022;MAR;Março;3;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2022;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;331963,10165393713;53523639,0;b;US$ FOB
2022;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;324231,7858775975;56773868,0;b;US$ FOB
2022;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;658042,4143888679;106945691,0;b;US$ FOB
2022;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;1161308,0483370062;170864601,0;b;US$ FOB
2022;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;815275,8284696729;114414075,0;b;US$ FOB
2022;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;998820,9656235346;132077839,0;b;US$ FOB
2022;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;523261,564963283;67966140,0;b;US$ FOB
2022;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1021523,0181637107;139775609,0;b;US$ FOB
2022;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;1313162,8045796354;155581641,0;b;US$ FOB
2023;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;947991,8005217989;139843839,0;b;US$ FOB
2023;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;311048,1146779874;42998063,0;b;US$ FOB
2023;MAR;Março;3;QUEROSENE DE AVIAÇÃO;504961,99174928304;57500268,0;b;US$ FOB
2023;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2023;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;517325,36887265404;47301275,0;b;US$ FOB
2023;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;988304,007718;96935504,0;b;US$ FOB
2023;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;475003,6504544151;48391045,0;b;US$ FOB
2023;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;968554,2654044528;121404119,0;b;US$ FOB
2023;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2023;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;508066,3254968553;60016619,0;b;US$ FOB
2023;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;492545,17893189937;56781586,0;b;US$ FOB
2023;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;526477,2876856856;54088030,0;b;US$ FOB
2024;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;490306,7265375723;55916551,0;b;US$ FOB
2024;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;515392,33224616357;57375299,0;b;US$ FOB
2024;MAR;Março;3;QUEROSENE DE AVIAÇÃO;827109,0814181385;87926544,0;b;US$ FOB
2024;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;467071,55919584905;49950849,0;b;US$ FOB
2024;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;320535,110262239;32362026,0;b;US$ FOB
2024;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;0,0;0,0;b;US$ FOB
2024;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;762468,5220787924;79876797,0;b;US$ FOB
2024;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;989205,8003260755;86088486,0;b;US$ FOB
2024;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;333192,518201761;26714068,0;b;US$ FOB
2024;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1042463,1089976856;88367996,0;b;US$ FOB
2024;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;980908,5677956605;87789858,0;b;US$ FOB
2024;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;319897,06244178617;29180997,0;b;US$ FOB
2025;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;800123,9135309937;76419237,0;b;US$ FOB
2025;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;803650,669335824;75941678,0;b;US$ FOB
2025;MAR;Março;3;QUEROSENE DE AVIAÇÃO;790324,0809942768;70729608,0;b;US$ FOB
