ano;mes;mes_nome;mes_ordem;produto;volume_importacao_barris;dispendio_importacao_usd_fob;volume_producao_barris;preco_importacao_usd_por_barril;peso_importacao;peso_producao;custo_producao_nacional_usd_por_barril;custo_medio_ponderado_usd_por_barril;unidade_custo
2025;ABR;Abril;4;GASOLINA A;718520,5932247028;58059587,0;15222717,52372437;80,80434652461386;0,045073073242708546;0,9549269267572915;25,0;27,51527339816541;US$/barril
2025;MAI;Maio;5;GASOLINA A;1704184,7761854462;124324515,0;16484046,27661288;72,95248539790455;0,09369711497717371;0,9063028850228262;25,0;29,493009537768707;US$/barril
2025;JUN;Junho;6;GASOLINA A;1159219,4627740541;86330392,0;15719574,88179114;74,47286279459823;0,0686790441965016;0,9313209558034985;25,0;28,397748930397675;US$/barril
2025;JUL;Julho;7;GASOLINA A;1432621,2774642028;111100614,0;16327845,49359205;77,55058210265629;0,08066349245949474;0,9193365075405052;25,0;29,238913483179672;US$/barril
2025;AGO;Agosto;8;GASOLINA A;942290,579672757;71225003,0;16748310,165577741;75,58709015719477;0,05326504132007724;0,9467349586799229;25,0;27,694523447485455;US$/barril
2025;SET;Setembro;9;GASOLINA A;996479,8682449594;76278530,0;15417586,33521726;76,54798900688765;0,06070889783756154;0,9392911021624385;25,0;28,12942159835089;US$/barril
2025;OUT;Outubro;10;GASOLINA A;2133444,3852872844;150476214,0;15503158,79771942;70,53205372388334;0,12096685303567468;0,8790331469643254;25,0;30,507869251229444;US$/barril
2025;NOV;Novembro;11;GASOLINA A;3303762,7107914463;242647117,0;14915368,44254932;73,44568549291232;0,18133481135765628;0,8186651886423438;25,0;33,78488923994961;US$/barril
2025;DEZ;Dezembro;12;GASOLINA A;5746264,24570715;367250591,0;16040050,85304448;63,91119087054884;0,2637556750492613;0,7362443249507387;25,0;35,26304741503226;US$/barril
2026;JAN;Janeiro;1;GASOLINA A;1697989,6363256893;109385848,0;14155041,523042971;64,42079837230457;0,10710820027135498;0,8928917997286451;25,0;29,222290766917503;US$/barril
2026;FEV;Fevereiro;2;GASOLINA A;2585236,992221568;180580827,0;13211039,19452802;69,85078255623355;0,16366116682551712;0,8363388331744829;25,0;32,340331406190735;US$/barril
2026;MAR;Março;3;GASOLINA A;2125396,1314056353;177169427,0;15686667,16824385;83,35830877928089;0,11932340996382267;0,8806765900361774;25,0;31,963512403265483;US$/barril
2026;ABR;Abril;4;GASOLINA A;1622091,162035662;169615825,0;15276548,277657041;104,56614829658443;0,09598945334176319;0,9040105466582369;25,0;32,63751107949881;US$/barril
2026;MAI;Maio;5;GASOLINA A;1395081,396453527;174885807,0;15196728,82761024;125,358855364699;0,08408253093626786;0,9159174690637321;25,0;33,438426560930736;US$/barril
2026;JUN;Junho;6;GASOLINA A;2285721,9263497973;228479892,0;14330629,27421022;99,9596186071824;0,1375585950706652;0,8624414049293347;25,0;35,3113398226369;US$/barril
2026;JUL;Julho;7;GASOLINA A;4425377,822002325;447844024,0;14156638,430324249;101,19904831026757;0,23815380214449242;0,7618461978555076;25,0;43,14709307488208;US$/barril
2026;AGO;Agosto;8;GASOLINA A;0,0;0,0;0,0;;;;25,0;;US$/barril
2026;SET;Setembro;9;GASOLINA A;0,0;0,0;0,0;;;;25,0;;US$/barril
2026;OUT;Outubro;10;GASOLINA A;0,0;0,0;0,0;;;;25,0;;US$/barril
2026;NOV;Novembro;11;GASOLINA A;0,0;0,0;0,0;;;;25,0;;US$/barril
2026;DEZ;Dezembro;12;GASOLINA A;0,0;0,0;0,0;;;;25,0;;US$/barril
2010;JAN;Janeiro;1;GLP;727441,68574;45445759,0;4232982,67871588;62,47340493522815;0,1466490832825741;0,853350916717426;25,0;30,4954404812279;US$/barril
2010;FEV;Fevereiro;2;GLP;1023106,8413829167;61588982,0;3739705,9648164804;60,19799644458558;0,2148114744403171;0,7851885255596829;25,0;32,56093351360647;US$/barril
2010;MAR;Março;3;GLP;1786226,2665220832;108559848,0;3828526,9226118308;60,77608981272803;0,3181308610285703;0,6818691389714296;25,0;36,381478256358626;US$/barril
2010;ABR;Abril;4;GLP;1804856,3988775;102623860,0;3845189,0034866724;56,859847721860405;0,31944104345113516;0,6805589565488649;25,0;35,177343000465356;US$/barril
2010;MAI;Maio;5;GLP;1531654,3538991665;89402592,0;4261934,578803542;58,369952576053365;0,2643705605783546;0,7356294394216453;25,0;33,822033069004334;US$/barril
2010;JUN;Junho;6;GLP;1670355,0448645833;91761644,0;4040692,7657374474;54,93541285256463;0,2924778605011368;0,7075221394988632;25,0;33,755445504336336;US$/barril
2010;JUL;Julho;7;GLP;2387682,2147629163;121532985,0;4266546,380614243;50,89998335983231;0,3588217898648225;0,6411782101351774;25,0;34,293478386644146;US$/barril
2010;AGO;Agosto;8;GLP;2056869,3159754165;104049699,0;3843296,3217018163;50,586441341635336;0,34861213096132015;0,6513878690386798;25,0;33,919743839824314;US$/barril
2010;SET;Setembro;9;GLP;1702721,1081420833;90787498,0;3717421,6518023675;53,31906532776961;0,314146911539934;0,685853088460066;25,0;33,896346910416455;US$/barril
2010;OUT;Outubro;10;GLP;2084529,2568120833;123502104,0;3915012,172984613;59,24699957863604;0,34744809769281326;0,6525519023071867;25,0;36,899054855283666;US$/barril
2010;NOV;Novembro;11;GLP;1445922,8876437503;90226100,0;4125394,285102343;62,400353968413086;0,25952981006304066;0,7404701899369592;25,0;34,70650676171273;US$/barril
2010;DEZ;Dezembro;12;GLP;1419037,74429;98657571,0;4323504,9490097165;69,5242754443873;0,24710965509158597;0,7528903449084141;25,0;36,002378348265324;US$/barril
2011;JAN;Janeiro;1;GLP;1219966,5453779167;89669096,0;4185155,160190329;73,50127455521549;0,22570565693666658;0,7742943430633334;25,0;35,94701203575055;US$/barril
2011;FEV;Fevereiro;2;GLP;1499427,8059;100507793,0;3776311,4833018435;67,0307650721952;0,2842118845730236;0,7157881154269764;25,0;36,94564295121461;US$/barril
2011;MAR;Março;3;GLP;2192124,5812;153431123,0;4084644,514341262;69,9919723157384;0,34924410119804916;0,6507558988019508;25,0;40,71318093253757;US$/barril
2011;ABR;Abril;4;GLP;1797023,8762400001;132590411,0;3581324,2211095854;73,78333296128781;0,33412189834376127;0,6658781016562386;25,0;41,29957981656126;US$/barril
2011;MAI;Maio;5;GLP;1576672,96251;121334361,0;4402652,8665756835;76,95594703852889;0,26368741352753705;0,7363125864724629;25,0;38,70012929196338;US$/barril
2011;JUN;Junho;6;GLP;2050729,6524;160786035,0;4696699,5563099515;78,40430590732896;0,30392755358630597;0,696072446413694;25,0;41,2310400453892;US$/barril
2011;JUL;Julho;7;GLP;1816289,56427;139452734,0;4522810,517511104;76,77891055661524;0,2865216735558583;0,7134783264441418;25,0;39,835780107580504;US$/barril
2011;AGO;Agosto;8;GLP;2228196,493420417;168549588,0;3762960,312933219;75,64395173302968;0,3719142338350098;0,6280857661649901;25,0;43,83520650716695;US$/barril
2011;SET;Setembro;9;GLP;2090990,72621;156563370,0;3976981,4607405146;74,87521012767812;0,3445946457544389;0,6554053542455612;25,0;42,18673036587545;US$/barril
2011;OUT;Outubro;10;GLP;2031451,38475;149446672,0;4306955,375627132;73,5664525973343;0,32049874070075135;0,6795012592992486;25,0;40,56548689774838;US$/barril
2011;NOV;Novembro;11;GLP;1185471,9397500001;84565519,0;4407051,47221718;71,3348972374949;0,2119744259296732;0,7880255740703268;25,0;34,821813242428384;US$/barril
2011;DEZ;Dezembro;12;GLP;1632288,4060015;111085079,0;4358441,865279388;68,05481101965134;0,2724690199835183;0,7275309800164818;25,0;36,73110216409998;US$/barril
2012;JAN;Janeiro;1;GLP;1886496,42349;128686691,0;4394310,9992443165;68,21464880486276;0,3003589023700274;0,6996410976299726;25,0;37,9799044813348;US$/barril
2012;FEV;Fevereiro;2;GLP;961051,51895;68600417,0;4076634,7520551784;71,38058225530887;0,1907724036888545;0,8092275963111454;25,0;33,8481351613339;US$/barril
2012;MAR;Março;3;GLP;1278708,0039291666;101076601,0;4399102,333178187;79,04588122496736;0,22521146850787974;0,7747885314921203;25,0;37,171752277477346;US$/barril
2012;ABR;Abril;4;GLP;1390817,9078120834;102614151,0;4093833,048542124;73,77971654206256;0,25358366810940997;0,7464163318905901;25,0;37,36973945007349;US$/barril
2012;MAI;Maio;5;GLP;1744422,7535445828;121441985,0;4892952,159914706;69,61729016274052;0,2628181737944676;0,7371818262055324;25,0;36,72623472022933;US$/barril
2012;JUN;Junho;6;GLP;1255341,7130112501;79950060,0;4393661,426265252;63,68788607224709;0,22222358211895568;0,7777764178810443;25,0;33,597360627584806;US$/barril
2012;JUL;Julho;7;GLP;1251202,0950700003;68863851,0;4614327,453067055;55,038151927125185;0,21331443048776272;0,7866855695122372;25,0;31,407571271239597;US$/barril
2012;AGO;Agosto;8;GLP;849700,847549167;47903206,0;4415566,507648004;56,37655433458672;0,1613784809446486;0,8386215190553514;25,0;30,063500675792838;US$/barril
2012;SET;Setembro;9;GLP;585348,3601383333;36561710,0;4225209,426450677;62,46145456247542;0,12167993528113967;0,8783200647188603;25,0;29,558307366699363;US$/barril
2012;OUT;Outubro;10;GLP;2552909,7008308326;182972835,0;4164592,279922316;71,67227064100715;0,38003854827961026;0,6199614517203899;25,0;42,73726197932143;US$/barril
2012;NOV;Novembro;11;GLP;1169055,9116712501;62257192,0;4082404,551505061;53,254246763098635;0,22261538858928293;0,7773846114107171;25,0;31,289830122464693;US$/barril
2012;DEZ;Dezembro;12;GLP;926868,55517625;74147023,0;4581040,640087357;79,99734437630205;0,1682795634999372;0,8317204365000629;25,0;34,25492910529984;US$/barril
2013;JAN;Janeiro;1;GLP;3001282,7378120837;209695282,0;4361648,77274364;69,86855298840207;0,4076206241371868;0,5923793758628131;25,0;43,28934757326489;US$/barril
2013;FEV;Fevereiro;2;GLP;811135,0826366666;43371204,0;3800115,4475917565;53,469767155204345;0,17590349457687918;0,8240965054231209;25,0;30,0079315323905;US$/barril
2013;MAR;Março;3;GLP;1427347,16442375;89315480,0;4387670,361314945;62,57446136872982;0,24545878978110747;0,7545412102188925;25,0;34,222981814245394;US$/barril
2013;ABR;Abril;4;GLP;1097531,0523916667;60536708,0;4476853,358745222;55,15717105960914;0,1968882967954172;0,8031117032045828;25,0;30,93759404609449;US$/barril
2013;MAI;Maio;5;GLP;1770441,6692787495;105248711,0;4717971,986658922;59,447714559766716;0,27286202193021164;0,7271379780697884;25,0;34,39947304565274;US$/barril
2013;JUN;Junho;6;GLP;949470,7823087501;52805206,0;4141807,3310274463;55,615409114115046;0,1864896713895254;0,8135103286104747;25,0;30,7094575851472;US$/barril
2013;JUL;Julho;7;GLP;2580795,97227625;143977315,0;4264353,560962427;55,78794935618746;0,37702550685626673;0,6229744931437333;25,0;36,60784221108165;US$/barril
2013;AGO;Agosto;8;GLP;2889476,7274666666;161245330,0;4258080,963132146;55,80433594333566;0,4042607072996693;0,5957392927003308;25,0;37,4529826363495;US$/barril
2013;SET;Setembro;9;GLP;1304948,28223375;84211308,0;3812812,15329394;64,53229537637384;0,25498424529111385;0,7450157547088861;25,0;35,08011250117007;US$/barril
2013;OUT;Outubro;10;GLP;1663513,7256366664;104022867,0;4011954,5468017915;62,532016055465945;0,29310598628753143;0,7068940137124685;25,0;36,000858583296804;US$/barril
2013;NOV;Novembro;11;GLP;1658355,3293941668;103995977,0;3932109,6723025274;62,71031012273587;0,2966399626669444;0,7033600373330555;25,0;36,18638498696726;US$/barril
2013;DEZ;Dezembro;12;GLP;1755734,1564195836;126883095,0;3814249,5827481113;72,2678285525577;0,31521351562903077;0,6847864843709692;25,0;39,899458414201995;US$/barril
2014;JAN;Janeiro;1;GLP;2942846,87059125;203331854,0;3916228,6027872027;69,09358962301305;0,4290442468541236;0,5709557531458763;25,0;43,91810095090043;US$/barril
2014;FEV;Fevereiro;2;GLP;1696101,4933220833;125826236,0;3234860,7160761966;74,1855581729071;0,34396968001282996;0,6560303199871701;25,0;41,91834070598729;US$/barril
2014;MAR;Março;3;GLP;1829362,5469391667;124721958,0;4066627,45422017;68,1778241326089;0,3102723285791626;0,6897276714208375;25,0;38,396884036606124;US$/barril
2014;ABR;Abril;4;GLP;1422568,3559358332;91977052,0;3820608,3416798273;64,65562910647841;0,27131802683337897;0,728681973166621;25,0;35,75928704200604;US$/barril
2014;MAI;Maio;5;GLP;1479756,5732545834;97239976,0;4217602,657030147;65,71349487985714;0,25972674592622297;0,740273254073777;25,0;35,57438354042924;US$/barril
2014;JUN;Junho;6;GLP;1151692,2758587499;65590563,0;4274669,625994083;56,95146557364287;0,212240225898959;0,787759774101041;25,0;31,781386271152776;US$/barril
2014;JUL;Julho;7;GLP;5262131,526443333;313721075,0;4170444,4288844564;59,6186304776847;0,5578679197882451;0,4421320802117548;25,0;44,31262337050391;US$/barril
2014;AGO;Agosto;8;GLP;2279244,317910417;134452638,0;4175650,461282524;58,99000688230936;0,3531032489108044;0,6468967510891955;25,0;37,00198186064404;US$/barril
2014;SET;Setembro;9;GLP;891785,3167679168;53844642,0;3930472,4838562654;60,37848009782026;0,1849310745378412;0,8150689254621588;25,0;31,54258034000553;US$/barril
2014;OUT;Outubro;10;GLP;1151993,9246633335;66688453,0;4051205,5321596526;57,889587412094635;0,22140106951939295;0,7785989304806071;25,0;32,28178982908932;US$/barril
2014;NOV;Novembro;11;GLP;2577619,6182262497;144505023,0;3875786,481725634;56,06142270884754;0,3994200238298142;0,6005799761701858;25,0;37,40655419855582;US$/barril
2014;DEZ;Dezembro;12;GLP;1611938,7421433332;85906344,0;3933697,4554799963;53,29380190079284;0,2906679566961416;0,7093320433038585;25,0;33,22410158566886;US$/barril
2015;JAN;Janeiro;1;GLP;1625073,187195;67011285,0;4004598,530995227;41,23585665434957;0,2886621580338637;0,7113378419661364;25,0;29,686677419373012;US$/barril
2015;FEV;Fevereiro;2;GLP;1159231,2170566663;42291751,0;3739183,0792971784;36,482584645520866;0,23665438383183407;0,7633456161681659;25,0;27,717403994082616;US$/barril
2015;MAR;Março;3;GLP;1708278,155277083;52731866,0;4011227,4509340036;30,86843078634749;0,2986758424402944;0,7013241575597056;25,0;26,752758508914894;US$/barril
2015;ABR;Abril;4;GLP;2269572,0600316664;68716670,0;3666381,8519559596;30,27736867673689;0,38234327518080596;0,6176567248191941;25,0;27,017766424200182;US$/barril
2015;MAI;Maio;5;GLP;612867,9994704167;19114577,0;3930963,793865391;31,188733979449136;0,13487911246390702;0,8651208875360931;25,0;25,834730946423324;US$/barril
2015;JUN;Junho;6;GLP;1497554,1148004169;45418737,0;3895414,4377111136;30,328611534717783;0,2776864170852617;0,7223135829147384;25,0;26,47968304511498;US$/barril
2015;JUL;Julho;7;GLP;1222197,3427191672;38387355,0;4151026,1621116437;31,408475258664122;0,2274607303456384;0,7725392696543616;25,0;26,457676462737695;US$/barril
2015;AGO;Agosto;8;GLP;1001002,8651958335;24878610,0;3890634,704463919;24,853685104220773;0,20463553379435268;0,7953644662056473;25,0;24,97005877320015;US$/barril
2015;SET;Setembro;9;GLP;1555787,4319079167;41975512,0;3926388,048322908;26,980235949408563;0,2837901554808331;0,7162098445191669;25,0;25,561971467971393;US$/barril
2015;OUT;Outubro;10;GLP;1426814,99180375;33928814,0;3861765,505418586;23,779406716989914;0,2697916752053109;0,7302083247946891;25,0;24,67069409343236;US$/barril
2015;NOV;Novembro;11;GLP;4112129,8990975004;115143473,0;3681727,848111794;28,000932807417108;0,5276116183375184;0,4723883816624817;25,0;26,583327015043494;US$/barril
2015;DEZ;Dezembro;12;GLP;1881348,8976800004;46942949,0;3951389,777135185;24,951750872944434;0,3225498350891937;0,6774501649108062;25,0;24,984437252025025;US$/barril
2016;JAN;Janeiro;1;GLP;496081,2572258333;10502633,0;3884945,803483544;21,17119493433883;0,11323400890966141;0,8867659910903387;25,0;24,56644905308157;US$/barril
2016;FEV;Fevereiro;2;GLP;4215591,997905417;97194767,0;3541579,0834592637;23,056018478138476;0,5434445049217336;0,4565554950782665;25,0;23,943553924274966;US$/barril
2016;MAR;Março;3;GLP;1224404,8837158333;26324031,0;3978113,99976569;21,49944952858374;0,2353484746789544;0,7646515253210456;25,0;24,17615078601549;US$/barril
2016;ABR;Abril;4;GLP;3252710,3493479174;81645630,0;4100833,9286766835;25,100799404523613;0,44233232661267124;0,5576676733873288;25,0;25,044586835124104;US$/barril
2016;MAI;Maio;5;GLP;2711196,6550337505;61457452,0;3961473,3079804615;22,66801704918559;0,40631361509884045;0,5936863849011595;25,0;24,052483576905736;US$/barril
2016;JUN;Junho;6;GLP;2812459,6562312506;69911608,0;3640979,064320699;24,857817193965683;0,4358079123420741;0,564192087657926;25,0;24,938035608131248;US$/barril
2016;JUL;Julho;7;GLP;2330815,8716341667;59403676,0;3605553,1815470965;25,486215673635034;0,3926332495088218;0,6073667504911783;25,0;25,190904439901445;US$/barril
2016;AGO;Agosto;8;GLP;2754161,5837066662;72612015,0;4007060,5012626937;26,36447165248587;0,40734671174747356;0,5926532882525264;25,0;25,55581304091276;US$/barril
2016;SET;Setembro;9;GLP;2338744,7810520832;50940056,0;4047796,8095270237;21,780938395973518;0,36619894318108004;0,6338010568189199;25,0;23,821183042570706;US$/barril
2016;OUT;Outubro;10;GLP;1509975,6919295834;40513400,0;3991107,920641114;26,83049814413126;0,2744869553480502;0,7255130446519499;25,0;25,502447862352845;US$/barril
2016;NOV;Novembro;11;GLP;1402832,4248462503;39279503,0;3683047,7602219298;28,000139078839023;0,275828838627555;0,7241711613724451;25,0;25,827524877837313;US$/barril
2016;DEZ;Dezembro;12;GLP;1051026,852189583;31841666,0;3660097,4387378427;30,29576830854978;0,22309469826844225;0,7769053017315577;25,0;26,18145783289549;US$/barril
2017;JAN;Janeiro;1;GLP;1296214,3455033335;40581273,0;3930503,8198577072;31,307532693785973;0,24799775011664438;0,7520022498833555;25,0;26,564253916846095;US$/barril
2017;FEV;Fevereiro;2;GLP;3389494,2890833328;107332782,0;3603432,715439732;31,666311504253184;0,4847032275456313;0,5152967724543688;25,0;28,231182701936092;US$/barril
2017;MAR;Março;3;GLP;1017986,5714162502;28068765,0;3671612,003485347;27,57282442434381;0,21707328573162804;0,7829267142683719;25,0;25,558491451402894;US$/barril
2017;ABR;Abril;4;GLP;637086,0354925;20758259,0;3645954,5713874223;32,583132957784585;0,1487462048501566;0,8512537951498433;25,0;26,1279622483446;US$/barril
2017;MAI;Maio;5;GLP;951185,4278141666;31281884,0;3708209,2526787724;32,88726160564305;0,20414356220914434;0,7958564377908556;25,0;26,610133680251387;US$/barril
2017;JUN;Junho;6;GLP;2907597,385212083;101796898,0;3897171,9302069354;35,010658118532746;0,42728816370361283;0,5727118362963872;25,0;29,277435724932523;US$/barril
2017;JUL;Julho;7;GLP;2517244,6663920833;88576291,0;4325205,884191204;35,187795680963596;0,36788642428369467;0,6321135757163053;25,0;28,74795172440257;US$/barril
2017;AGO;Agosto;8;GLP;3007280,629981667;101706807,0;4157816,1910048206;33,82019156643191;0,41971249030067204;0,5802875096993281;25,0;28,701944567276122;US$/barril
2017;SET;Setembro;9;GLP;2842660,3042866667;99765464,0;3734125,5944588026;35,0958093197263;0,43222637136916797;0,5677736286308319;25,0;29,363675028300324;US$/barril
2017;OUT;Outubro;10;GLP;1281575,5533762502;48770363,0;4200702,894329639;38,055004148227376;0,23376695758905452;0,7662330424109455;25,0;28,0518286010436;US$/barril
2017;NOV;Novembro;11;GLP;709217,13218375;31861774,0;3748515,8551982534;44,92527401572271;0,15909816361618118;0,8409018363838189;25,0;28,170074505450696;US$/barril
2017;DEZ;Dezembro;12;GLP;153252,75891875;7679310,0;4205485,131954495;50,10878795383604;0,03515989324332756;0,9648401067566724;25,0;25,882822303926222;US$/barril
2018;JAN;Janeiro;1;GLP;3135637,5802725;140558144,0;3745651,7579596173;44,82601716611169;0,45567588080493093;0,5443241191950692;25,0;34,03423783502163;US$/barril
2018;FEV;Fevereiro;2;GLP;3298176,9473970835;138343683,0;3644007,8352576117;41,945500561812075;0,4750920712507826;0,5249079287492173;25,0;33,050672960292594;US$/barril
2018;MAR;Março;3;GLP;2343434,6776062497;100087559,0;3904539,8404857963;42,70977124151654;0,37507110037348046;0,6249288996265197;25,0;31,64242338691823;US$/barril
2018;ABR;Abril;4;GLP;1869493,5515804167;70402531,0;3829691,8813503645;37,65861130704821;0,3280282022020536;0,6719717977979464;25,0;29,15238150942561;US$/barril
2018;MAI;Maio;5;GLP;1078962,4735754167;46159438,0;4032309,4068293665;42,781319212186276;0,2110947135705818;0,7889052864294182;25,0;28,753542486003546;US$/barril
2018;JUN;Junho;6;GLP;1556823,3476625;62861327,0;4079477,906054226;40,37794467457303;0,2762136510421422;0,7237863489578579;25,0;29,247598244087886;US$/barril
2018;JUL;Julho;7;GLP;2194016,047849584;96434416,0;4064817,8964940775;43,95337768587338;0,3505470934937325;0,6494529065062675;25,0;31,64405145967188;US$/barril
2018;AGO;Agosto;8;GLP;4392623,827917917;198426816,0;4052753,374216115;45,172731327201625;0,5201216858387285;0,4798783141612715;25,0;35,49227502587584;US$/barril
2018;SET;Setembro;9;GLP;1348556,9934704169;67709129,0;3936111,6896813144;50,208578004371404;0,2551828836062716;0,7448171163937284;25,0;31,432797626769123;US$/barril
2018;OUT;Outubro;10;GLP;1382287,4669454168;67921274,0;4073507,550810254;49,136865973394556;0,2533613272578637;0,7466386727421364;25,0;31,115348398864413;US$/barril
2018;NOV;Novembro;11;GLP;2997223,668180417;150438819,0;3799557,431736529;50,19272355183617;0,4409769307146057;0,5590230692853942;25,0;36,10940990823027;US$/barril
2018;DEZ;Dezembro;12;GLP;2022968,1630366663;93278851,0;3606277,7937693917;46,10989569899095;0,35936752072287587;0,6406324792771241;25,0;32,586210880064876;US$/barril
2019;JAN;Janeiro;1;GLP;2926847,0752470833;106793850,0;3755515,97118183;36,48767675741463;0,4379958189807129;0,5620041810192872;25,0;30,031554389549523;US$/barril
2019;FEV;Fevereiro;2;GLP;954056,6349225001;31860953,0;3382318,2493191794;33,39524283334409;0,2200124897848494;0,7799875102151506;25,0;26,84705827811245;US$/barril
2019;MAR;Março;3;GLP;1653493,96715;55890779,0;3619503,0258030337;33,80162257037722;0,31357764272571576;0,6864223572742841;25,0;27,75999205778034;US$/barril
2019;ABR;Abril;4;GLP;1967251,1801341665;65768594,0;3722471,4702687142;33,43172171614333;0,3457551977502573;0,6542448022497426;25,0;27,91531160934027;US$/barril
2019;MAI;Maio;5;GLP;2747859,6612645835;95836918,0;3893040,392247971;34,87693325498843;0,4137781986059503;0,5862218013940498;25,0;29,086859650000317;US$/barril
2019;JUN;Junho;6;GLP;1520617,2642233332;46392408,0;3650106,4534006827;30,50893153162724;0,29408209513117584;0,7059179048688241;25,0;26,620078126755136;US$/barril
2019;JUL;Julho;7;GLP;1745856,157944167;50551891,0;4464106,655969722;28,955358532817147;0,2811379407993305;0,7188620592006695;25,0;26,112001353039272;US$/barril
2019;AGO;Agosto;8;GLP;1597255,1693037502;42146768,0;4291936,314857244;26,386997400278844;0,27121807358439187;0,7287819264156082;25,0;25,37617876297019;US$/barril
2019;SET;Setembro;9;GLP;636511,6003629167;14764911,0;3969994,061594699;23,196609443695234;0,13817666732063016;0,8618233326793698;25,0;24,75081350305231;US$/barril
2019;OUT;Outubro;10;GLP;2973094,1338870833;72750746,0;3520348,5649210815;24,46970823116327;0,45786099482063314;0,5421390051793669;25,0;24,75720008317522;US$/barril
2019;NOV;Novembro;11;GLP;1095406,6234858334;28842496,0;3638413,511488937;26,330401315464577;0,23140013609572252;0,7685998639042775;25,0;25,307855045460432;US$/barril
2019;DEZ;Dezembro;12;GLP;2544167,0700333333;78239046,0;3850708,650386499;30,7523224089898;0,39784464644237144;0,6021553535576286;25,0;27,28853067502708;US$/barril
2020;JAN;Janeiro;1;GLP;1275556,1482333334;35585179,0;3922483,080298333;27,897775452132052;0,24539178951014776;0,7546082104898523;25,0;25,711090303797263;US$/barril
2020;FEV;Fevereiro;2;GLP;1020510,414651667;24550902,0;3728129,78582625;24,05747324820787;0,21490581968053926;0,7850941803194608;25,0;24,79744551583528;US$/barril
2020;MAR;Março;3;GLP;1422873,5826395834;35463851,0;3740732,2975441664;24,924105298385502;0,27555813043363986;0,7244418695663601;25,0;24,97908659791329;US$/barril
2020;ABR;Abril;4;GLP;2402376,9998725;45967604,0;3553792,9570854167;19,134217486447636;0,40334258713791;0,5966574128620901;25,0;22,634080105395476;US$/barril
2020;MAI;Maio;5;GLP;3033675,6581225;57478441,0;3915130,839348333;18,946798365245353;0,4365750664127244;0,5634249335872755;25,0;22,357323094297378;US$/barril
2020;JUN;Junho;6;GLP;2822420,3338033333;62972935,0;3811827,034092083;22,31167847176797;0,42543188055688824;0,5745681194431117;25,0;23,856302316702678;US$/barril
2020;JUL;Julho;7;GLP;1558747,6307120835;36914036,0;4193046,7892679167;23,68185540281241;0,2710019720623992;0,7289980279376007;25,0;24,642780214698764;US$/barril
2020;AGO;Agosto;8;GLP;827075,0222345834;21773491,0;4176352,0952591663;26,32589597636813;0,165301702775451;0,834698297224549;25,0;25,21917286259677;US$/barril
2020;SET;Setembro;9;GLP;1397661,5971133334;36072156,0;3838524,0756641664;25,808934061364916;0,26692361280839627;0,7330763871916036;25,0;25,21592360218329;US$/barril
2020;OUT;Outubro;10;GLP;1337613,4419291664;36113711,0;3718300,86382125;26,998615495307206;0,2645641047372604;0,7354358952627396;25,0;25,528761919229968;US$/barril
2020;NOV;Novembro;11;GLP;3382683,0173716666;95131164,0;3723450,7483099997;28,12299098421483;0,4760229864667032;0,5239770135332967;25,0;26,486615495014533;US$/barril
2020;DEZ;Dezembro;12;GLP;2270950,1323345834;72760549,0;3582869,8713324997;32,03969473570107;0,38794327992865574;0,6120567200713444;25,0;27,73100226546437;US$/barril
2021;JAN;Janeiro;1;GLP;1704005,7790454167;57515342,0;3578080,1126499996;33,753020504554904;0,32260092205703866;0,6773990779429613;25,0;27,823732485553577;US$/barril
2021;FEV;Fevereiro;2;GLP;1651692,7456004168;64971335,0;3478291,0942422496;39,33621139468157;0,32196841104495044;0,6780315889550497;25,0;29,61580720315014;US$/barril
2021;MAR;Março;3;GLP;2444167,2609495833;105107484,0;3635669,1914104163;43,00339247616168;0,402012008069861;0,597987991930139;25,0;32,23757996141158;US$/barril
2021;ABR;Abril;4;GLP;1848822,1024099998;80703388,0;3352352,5964066666;43,651245782274295;0,3554624117568346;0,6445375882431654;25,0;31,629816808036708;US$/barril
2021;MAI;Maio;5;GLP;2129153,2823966667;87614172,0;3270264,7760637496;41,14977194191379;0,3943301406455219;0,6056698593544781;25,0;31,36834184124797;US$/barril
2021;JUN;Junho;6;GLP;2261471,912815417;92043205,0;3580447,4284941666;40,700574028094344;0,3871111154897361;0,6128888845102639;25,0;31,07786672584478;US$/barril
2021;JUL;Julho;7;GLP;3370053,8081449997;152714787,0;4333634,899526916;45,315236994408636;0,43745975934734294;0,5625402406526571;25,0;33,88709868665824;US$/barril
2021;AGO;Agosto;8;GLP;3844327,382534166;197819019,0;3926704,753733493;51,45738104895699;0,49469971493137516;0,5053002850686249;25,0;38,08845886274979;US$/barril
2021;SET;Setembro;9;GLP;1390486,268464167;76342770,0;4108892,88967497;54,90364898340409;0,2528442263171168;0,7471557736828833;25,0;32,56096499126745;US$/barril
2021;OUT;Outubro;10;GLP;2236262,821513334;147855905,0;4065130,3635959835;66,1174096253777;0,3548838734262444;0,6451161265737556;25,0;39,59190559310758;US$/barril
2021;NOV;Novembro;11;GLP;712108,1772616669;47152712,0;4005256,752371293;66,21565866764868;0,15095465114187664;0,8490453488581233;25,0;31,22169537575757;US$/barril
2021;DEZ;Dezembro;12;GLP;1674473,6739833332;90984403,0;4128993,4494366664;54,336120306723686;0,28852988022038817;0,7114701197796117;25,0;33,46434727822988;US$/barril
