ano;mes;mes_nome;mes_ordem;produto;volume_importacao_barris;dispendio_importacao_usd_fob;volume_producao_barris;preco_importacao_usd_por_barril;peso_importacao;peso_producao;custo_producao_nacional_usd_por_barril;custo_medio_ponderado_usd_por_barril;unidade_custo
2022;JAN;Janeiro;1;GLP;1412219,8067470833;79535722,0;4193395,7151103164;56,31964770640282;0,2519294805789944;0,7480705194210057;25,0;32,89034257859116;US$/barril
2022;FEV;Fevereiro;2;GLP;721223,1146750001;43320554,0;3328658,2426726497;60,06539879066584;0,17808499830902302;0,821915001690977;25,0;31,244621484340943;US$/barril
2022;MAR;Março;3;GLP;2334515,0433512507;155832006,0;4073249,053445583;66,75133940293635;0,36432599703822544;0,6356740029617746;25,0;40,211098355656134;US$/barril
2022;ABR;Abril;4;GLP;962732,4023050002;65235386,0;4062491,481103016;67,76066313319429;0,19158000213357507;0,8084199978664249;25,0;33,19208793429044;US$/barril
2022;MAI;Maio;5;GLP;2477119,97435;150654204,0;3864336,1485352535;60,81829122528952;0,39062321434512315;0,6093767856548769;25,0;38,991456050772314;US$/barril
2022;JUN;Junho;6;GLP;2646032,4344841666;161401877,0;3750946,6243587025;60,997694093445475;0,4136378140595007;0,5863621859404993;25,0;39,890007495995384;US$/barril
2022;JUL;Julho;7;GLP;3412682,9840254164;195138728,0;4277846,489542057;57,18044392445292;0,4437513692334041;0,5562486307665959;25,0;39,28011605401477;US$/barril
2022;AGO;Agosto;8;GLP;1483614,0157341666;81076293,0;4317560,782785066;54,64783436942619;0,2557437186883014;0,7442562813116985;25,0;32,582247412691885;US$/barril
2022;SET;Setembro;9;GLP;1436406,8381079168;73927983,0;4029664,7384676165;51,467300933613224;0,26278595477299227;0,7372140452270077;25,0;31,95523494610366;US$/barril
2022;OUT;Outubro;10;GLP;1660384,1691404164;72053024,0;3956022,2541246433;43,395393270523634;0,2956310573007221;0,704368942699278;25,0;30,43824956202749;US$/barril
2022;NOV;Novembro;11;GLP;1129144,12741875;48803046,0;3733066,85541406;43,22127247968327;0,23222853376899139;0,7677714662310087;25,0;29,23149939136212;US$/barril
2022;DEZ;Dezembro;12;GLP;2392760,7007925;91985750,0;4766756,739218193;38,44335539677397;0,33420697984764264;0,6657930201523573;25,0;29,492863206174334;US$/barril
2023;JAN;Janeiro;1;GLP;1581840,633943333;62491823,0;4042831,8118630797;39,505764145289156;0,28123248939104106;0,7187675106089589;25,0;29,079492161098976;US$/barril
2023;FEV;Fevereiro;2;GLP;925604,2919716666;41403169,0;3666407,3210501;44,73096047535115;0,20156836915370385;0,7984316308462961;25,0;28,97713752485272;US$/barril
2023;MAR;Março;3;GLP;1211559,6559783332;55542862,0;4147650,3163104397;45,84409997966563;0,22607057052121976;0,7739294294787803;25,0;29,712237574404355;US$/barril
2023;ABR;Abril;4;GLP;2766254,7689441666;112666031,0;4084626,097598153;40,72872544671753;0,40378088932384426;0,5962191106761557;25,0;31,350958748806185;US$/barril
2023;MAI;Maio;5;GLP;2085568,0553962502;75305613,0;4475073,585805833;36,10796243505572;0,3178908663900317;0,6821091336099682;25,0;28,531119802307785;US$/barril
2023;JUN;Junho;6;GLP;1487706,0612899996;45207364,0;4431642,7692653965;30,38729570060392;0,25132934447291433;0,7486706555270857;25,0;26,353985496914532;US$/barril
2023;JUL;Julho;7;GLP;1955508,5606475002;59371996,0;4688465,303343333;30,361409402544872;0,29432815370421783;0,7056718462957821;25,0;26,578013730703464;US$/barril
2023;AGO;Agosto;8;GLP;1453479,365105417;52392887,0;4604252,279262916;36,04652962940418;0,239937892669225;0,760062107330775;25,0;27,650481040587394;US$/barril
2023;SET;Setembro;9;GLP;1252897,4723349998;50161172,0;4370595,89918;40,03613472578537;0,22279700349277062;0,7772029965072295;25,0;28,350005761018576;US$/barril
2023;OUT;Outubro;10;GLP;1094396,6076191664;41890882,0;4313791,223536249;38,27760585911593;0,20235920825726153;0,7976407917427385;25,0;27,686845809202676;US$/barril
2023;NOV;Novembro;11;GLP;1452123,8540775003;52636822,0;4188254,7402741658;36,24816289065021;0,2574514865955403;0,7425485134044597;25,0;27,895856257666686;US$/barril
2023;DEZ;Dezembro;12;GLP;923777,8997874998;32788544,0;4169227,8371324996;35,49396885067555;0,18138167273028746;0,8186183272697126;25,0;26,903413623715064;US$/barril
2024;JAN;Janeiro;1;GLP;1895648,7579258333;77510644,0;4104524,652363383;40,888716159005114;0,31593232866822435;0,6840676713317756;25,0;30,019759095662927;US$/barril
2024;FEV;Fevereiro;2;GLP;1098259,0067425;50488416,0;3867682,6076708464;45,97131977979546;0,2211582600075018;0,7788417399924983;25,0;29,63798059256047;US$/barril
2024;MAR;Março;3;GLP;1711921,8011895833;73754809,0;4219466,452497916;43,083047922369545;0,2886207626225268;0,7113792373774733;25,0;30,219143081893996;US$/barril
2024;ABR;Abril;4;GLP;2019013,786836667;84015983,0;3769110,5301249996;41,6123869721731;0,3488200453677364;0,6511799546322635;25,0;30,794733577299812;US$/barril
2024;MAI;Maio;5;GLP;2292479,9924404165;87938181,0;4208572,52500518;38,35941045940692;0,3526321293803639;0,6473678706196361;25,0;29,71095735756697;US$/barril
2024;JUN;Junho;6;GLP;2650535,6649741665;100577680,0;4112351,8633019165;37,94617115668213;0,3919236648387394;0,6080763351612606;25,0;30,073910845356444;US$/barril
2024;JUL;Julho;7;GLP;1077749,1669475;43421586,0;4522043,5851799995;40,289139005305465;0,19246233113502934;0,8075376688649707;25,0;27,942583334008596;US$/barril
2024;AGO;Agosto;8;GLP;2173917,0967295836;91560511,0;4296418,118825;42,11775653162791;0,335982143784996;0,6640178562150039;25,0;30,75126053628596;US$/barril
2024;SET;Setembro;9;GLP;2212061,8545770836;88892648,0;4027654,8793625;40,18542601603475;0,35451318527731457;0,6454868147226854;25,0;30,38343374673748;US$/barril
2024;OUT;Outubro;10;GLP;576101,0746395834;24525542,0;4295027,62642625;42,57159564464189;0,11826849791784991;0,8817315020821501;25,0;27,07816622291163;US$/barril
2024;NOV;Novembro;11;GLP;2130180,5724516665;101686309,0;3978530,061364123;47,73600431580654;0,34871197870458875;0,6512880212954113;25,0;32,92831705280097;US$/barril
2024;DEZ;Dezembro;12;GLP;1396755,8872625;63917587,0;4243036,683668333;45,76145880814721;0,24766086158235587;0,7523391384176441;25,0;30,141800776132328;US$/barril
2025;JAN;Janeiro;1;GLP;1760975,9382229168;84242951,0;4000184,8406516663;47,838785966044206;0,3056633907319829;0,694336609268017;25,0;31,980980758583094;US$/barril
2025;FEV;Fevereiro;2;GLP;1382960,9893716667;65830019,0;3515476,175213333;47,600777972709956;0,2823269836694603;0,7176730163305397;25,0;31,380809473618385;US$/barril
2025;MAR;Março;3;GLP;1810548,893424583;81446835,0;4021921,8770716665;44,984609526863686;0,31042571230417576;0,6895742876958243;25,0;31,20373664749748;US$/barril
2025;ABR;Abril;4;GLP;1182094,5396716665;50024335,0;3614176,078835833;42,318387676415924;0,24646118488608343;0,7535388151139166;25,0;29,268310347046015;US$/barril
2025;MAI;Maio;5;GLP;2252901,3174370835;89855456,0;3915322,1771916663;39,88432840113042;0,36524314000601565;0,6347568599939843;25,0;30,436398842109593;US$/barril
2025;JUN;Junho;6;GLP;2060129,249294167;77459194,0;3922643,4818479167;37,59919142283852;0,3443435580580541;0,6556564419419459;25,0;29,338450403194734;US$/barril
2025;JUL;Julho;7;GLP;1852545,2255412503;69274939,0;3932862,35666744;37,39446575711005;0,32020997643073673;0,6797900235692632;25,0;28,96883158795578;US$/barril
2025;AGO;Agosto;8;GLP;1171037,3613454166;42963095,0;4060246,7490979163;36,68806514476982;0,22385275519783904;0,7761472448021609;25,0;27,616405585588552;US$/barril
2025;SET;Setembro;9;GLP;884251,0359545832;33687850,0;3988891,6577154165;38,0976087448206;0,18145395929062097;0,818546040709379;25,0;27,376612963987156;US$/barril
2025;OUT;Outubro;10;GLP;1140070,5984795839;42174424,0;3806766,5970825;36,99281786254683;0,2304645480353318;0,7695354519646683;25,0;27,763919348361913;US$/barril
2025;NOV;Novembro;11;GLP;1626916,0559466667;52162980,0;3930193,601132083;32,062490138526236;0,2927629930559802;0,7072370069440197;25,0;27,067635751383282;US$/barril
2025;DEZ;Dezembro;12;GLP;1053417,526929583;37085350,0;4189952,4078504164;35,20479681792784;0,2009046739086858;0,7990953260913142;25,0;27,050191377010186;US$/barril
2026;JAN;Janeiro;1;GLP;370777,32601500006;13272533,0;3904400,628590833;35,79650660586255;0,08672792804228084;0,9132720719577192;25,0;25,93635864802126;US$/barril
2026;FEV;Fevereiro;2;GLP;720972,5022091666;24749225,0;3731235,4592758333;34,32755746462549;0,16193594469219083;0,8380640553078091;25,0;26,510466829704825;US$/barril
2026;MAR;Março;3;GLP;1376155,46053;53506770,0;4228432,052502083;38,88134119628671;0,24554089972368007;0,75445910027632;25,0;28,408437006707626;US$/barril
2026;ABR;Abril;4;GLP;333281,6492125;15497653,0;4172014,576194583;46,50016896105406;0,0739755240361328;0,9260244759638673;25,0;26,590486265759374;US$/barril
2026;MAI;Maio;5;GLP;1876626,4240120836;95484927,0;4178045,0112941666;50,881158752875564;0,3099468640146222;0,6900531359853779;25,0;33,02178399251837;US$/barril
2026;JUN;Junho;6;GLP;1603136,4379129165;67712060,0;3745634,167532083;42,23724094759685;0,2997205444333205;0,7002794555666796;25,0;30,166355241342057;US$/barril
2026;JUL;Julho;7;GLP;1576579,5611104167;61948974,0;3874577,5058704163;39,29327483883407;0,2892192504707295;0,7107807495292705;25,0;29,133890235659727;US$/barril
2026;AGO;Agosto;8;GLP;0,0;0,0;0,0;;;;25,0;;US$/barril
2026;SET;Setembro;9;GLP;0,0;0,0;0,0;;;;25,0;;US$/barril
2026;OUT;Outubro;10;GLP;0,0;0,0;0,0;;;;25,0;;US$/barril
2026;NOV;Novembro;11;GLP;0,0;0,0;0,0;;;;25,0;;US$/barril
2026;DEZ;Dezembro;12;GLP;0,0;0,0;0,0;;;;25,0;;US$/barril
2010;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;867754,76722;77486957,0;2455982,1107;89,29591622785622;0,2610780573470191;0,738921942652981;25,0;41,786252904115386;US$/barril
2010;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;825770,28547;61101892,0;2317342,11868;73,99381289824798;0,2627237525389472;0,7372762474610528;25,0;37,87183837581878;US$/barril
2010;MAR;Março;3;QUEROSENE DE AVIAÇÃO;877952,2732204755;77464180,0;1801433,03305;88,23279164805673;0,3276692871181436;0,6723307128818564;25,0;45,719443761808854;US$/barril
2010;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1141069,1480725908;103602773,0;2395656,54299;90,79447391509805;0,32263433688287046;0,6773656631171294;25,0;46,22755646215498;US$/barril
2010;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;950531,4378001252;87471705,0;2408393,40824;92,02399996620971;0,28298681315264246;0,7170131868473575;25,0;43,966908155180505;US$/barril
2010;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1047313,192979975;91337694,0;2178997,74773;87,21144220489774;0,3246163225512001;0,6753836774487999;25,0;45,19484958916043;US$/barril
2010;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;1078518,656508348;92940521,0;2459875,50309;86,17423578085376;0,3048045547957759;0,6951954452042242;25,0;43,64618570215495;US$/barril
2010;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;1025436,0372403755;88929815,0;2635675,69259;86,72390258423665;0,28008870335347164;0,7199112966465283;25,0;42,28816784073484;US$/barril
2010;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;949715,4156416772;82126112,0;2618617,72787;86,47444344631525;0,26615099472103687;0,7338490052789631;25,0;41,36148427315893;US$/barril
2010;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1273340,2154611766;110220198,0;2584181,01812;86,55989708145721;0,33009285972978447;0,6699071402702155;25,0;45,32048247228943;US$/barril
2010;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1183836,4789405633;112052153,0;2596056,1794000003;94,65171499046684;0,3131931475165984;0,6868068524834017;25,0;46,81443984779335;US$/barril
2010;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;872792,90503;86488346,0;2886934,73266;99,09377757490728;0,23214258827701928;0,7678574117229807;25,0;42,20032130146075;US$/barril
2011;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;721885,7210191113;78214316,0;2783196,89633;108,34722688458515;0,2059539816396888;0,7940460183603111;25,0;42,16569323550682;US$/barril
2011;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1115875,1921;115915039,0;2658180,63277;103,87813961690097;0,29567002818206517;0,7043299718179349;25,0;48,32190176347798;US$/barril
2011;MAR;Março;3;QUEROSENE DE AVIAÇÃO;486464,4722808;56860555,0;2871524,69816;116,88531894920911;0,14486779068943284;0,8551322093105672;25,0;38,3112231529658;US$/barril
2011;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1051832,34668;141121545,0;2624247,10782;134,1673370717639;0,2861288390794764;0,7138711609205236;25,0;56,235923421741695;US$/barril
2011;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1073393,8153600001;147729110,0;2982237,93378;137,62806146824488;0,26466747519362777;0,7353325248063723;25,0;54,80898466475308;US$/barril
2011;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1265924,89946;166829049,0;2600188,5845700004;131,7843175935346;0,3274412157556254;0,6725587842443747;25,0;59,96558677646179;US$/barril
2011;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;781678,71737;99518541,0;2840591,4125800002;127,31386794671279;0,2157980187360543;0,7842019812639458;25,0;47,079129992122915;US$/barril
2011;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;871751,1345844807;112785895,0;2977753,29925;129,37854684153555;0,22645801545840322;0,7735419845415967;25,0;48,63735857416612;US$/barril
2011;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;1209348,0585100001;154414422,0;2696768,61712;127,6840202565415;0,3096036700734111;0,6903963299265888;25,0;56,791349529317735;US$/barril
2011;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;875491,23352;109032569,0;2724751,98181;124,53873302834074;0,24317558041415602;0,7568244195858439;25,0;49,20538917785648;US$/barril
2011;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1093219,29648;135213553,0;3168410,01997;123,6838330931105;0,25652613479547487;0,7434738652045252;25,0;50,31498227017741;US$/barril
2011;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;791487,1728802;102182879,0;3006787,06221;129,1023815688122;0,20838073395756376;0,7916192660424363;25,0;46,692930678039446;US$/barril
2012;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1151475,5167;141462717,0;2890312,36063;122,85343018444397;0,2848926147654892;0,7151073852345108;25,0;52,87771958901848;US$/barril
2012;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1066556,79189;135352903,0;2769063,69326;126,90641888853088;0,27806629879553635;0,7219337012044637;25,0;53,33674072384132;US$/barril
2012;MAR;Março;3;QUEROSENE DE AVIAÇÃO;1260477,845278974;165684857,0;2979810,0671200003;131,44606834666735;0,2972623254173911;0,7027376745826088;25,0;56,642405808268876;US$/barril
2012;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;885443,1063021652;121716768,0;2867084,0923;137,4642448890026;0,23595914418208538;0,7640408558179147;25,0;51,53696697509353;US$/barril
2012;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;870532,9660632666;118520563,0;2818243,71765;136,14712781754255;0,23599503052240997;0,76400496947759;25,0;51,23016982177916;US$/barril
2012;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1917167,7176224284;242267935,0;2771195,93885;126,36762698072555;0,40892043751250395;0,5910795624874959;25,0;66,4512943745626;US$/barril
2012;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;6216,937945969962;752707,0;2730513,44777;121,07359065533718;0,0022716662110445775;0,9977283337889554;25,0;25,218247129665457;US$/barril
2012;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;2838207,57459;;0,0;1,0;25,0;25,0;US$/barril
2012;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;321685,6490348686;35567785,0;2858366,4156400003;110,56690003645357;0,10115735292772887;0,8988426470722711;25,0;33,655721105919234;US$/barril
2012;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;568712,5207782603;67233383,0;2686057,07069;118,22033196665656;0,17473203702929652;0,8252679629707035;25,0;41,28857849708115;US$/barril
2012;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;2413211,434188411;312404540,0;2817709,0838;129,45593393687238;0,46133590175757994;0,53866409824242;25,0;73,18927247669723;US$/barril
2012;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;0,0;0,0;3081623,22159;;0,0;1,0;25,0;25,0;US$/barril
2013;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1063994,3122750563;142003806,0;3042129,5046;133,46293712450804;0,2591237770040757;0,7408762229959243;25,0;53,105325932658104;US$/barril
2013;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;713930,0875098372;89384361,0;2543278,38369;125,20043988028222;0,21918464655314226;0,7808153534468577;25,0;46,96239799962904;US$/barril
2013;MAR;Março;3;QUEROSENE DE AVIAÇÃO;417460,1922997372;52518340,0;3248995,06569;125,80442631112415;0,1138593444963036;0,8861406555036964;25,0;36,47752590211053;US$/barril
2013;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;2181280,91727159;281103119,0;2886519,6052;128,87066345934574;0,43041964805034766;0,5695803519496523;25,0;69,7079744089277;US$/barril
2013;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1330634,2285769212;173403854,0;3194833,5117800003;130,3166943070831;0,2940324193918516;0,7059675806081485;25,0;55,966522429463694;US$/barril
2013;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;880249,2189416644;110159355,0;2997157,3631;125,14564356267886;0,22702009714910154;0,7729799028508985;25,0;47,735073730658655;US$/barril
2013;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;841909,1428476345;98632763,0;3118154,43807;117,15369032148661;0,21259990544205998;0,78740009455794;25,0;44,59186584848493;US$/barril
2013;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;601321,8163683354;72191942,0;3062577,67691;120,05541797236131;0,164120718232446;0,835879281767554;25,0;40,6005634695093;US$/barril
2013;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;336411,24357185233;41450315,0;2451057,18947;123,2132272390796;0,1206870146345443;0,8793129853654557;25,0;36,85306119310862;US$/barril
2013;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1864605,7592222905;231854785,0;2156109,12914;124,34520479905868;0,4637498084281669;0,5362501915718332;25,0;71,07131969382047;US$/barril
2013;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;679821,0382875344;85688115,0;3116940,50474;126,04510624714986;0,17905286665578837;0,8209471333442117;25,0;43,0924159350909;US$/barril
2013;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;1426779,5557476848;242117882,0;3118311,68332;169,6953681629685;0,3139165928031742;0,6860834071968258;25,0;70,42227696811996;US$/barril
2014;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;1008842,2746681602;125516730,0;3228546,8933800003;124,41660421227527;0,23808110009703368;0,7619188999029665;25,0;48,66921449876989;US$/barril
2014;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;340768,7436444055;42363203,0;2787882,80478;124,3165747742589;0,10891872692438928;0,8910812730756107;25,0;35,81743488690319;US$/barril
2014;MAR;Março;3;QUEROSENE DE AVIAÇÃO;808604,7248512766;102364023,0;3409498,43727;126,59340200964989;0,19169866022068335;0,8083013397793167;25,0;44,47531905251117;US$/barril
2014;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1445167,1264737046;178580584,0;2919805,27972;123,57088722032272;0,33108276341519954;0,6689172365848005;25,0;57,63512173319242;US$/barril
2014;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;231675,79141997496;27587958,0;3224099,9977100003;119,08002053606616;0,06704016856322197;0,9329598314367781;25,0;31,30714043516926;US$/barril
2014;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1501947,9965796245;185209678,0;3166126,81894;123,3129764957087;0,3217489127608243;0,6782510872391758;25,0;56,632093297774745;US$/barril
2014;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;987331,7778526783;119187632,0;3282978,90912;120,71690051263013;0,23120841789444144;0,7687915821055585;25,0;47,13055313328486;US$/barril
2014;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;3584084,69344;;0,0;1,0;25,0;25,0;US$/barril
2014;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;1017825,823722328;123961807,0;3028719,6296800002;121,79078591920054;0,25152956650135777;0,7484704334986422;25,0;49,34574442358223;US$/barril
2014;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;478642,4809387734;57382995,0;3047752,59474;119,88696633749119;0,13573138308861848;0,8642686169113815;25,0;37,87913917807086;US$/barril
2014;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;511733,24219769717;59950422,0;3333876,05164;117,15170533486554;0,13306948342820776;0,8669305165717923;25,0;37,26257982593897;US$/barril
2014;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;1124751,5467326783;120497442,0;3223099,91792;107,13249726131636;0,25869134580073044;0,7413086541992696;25,0;46,24696625050474;US$/barril
2015;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;323570,805067572;31441884,0;3318258,45341;97,17157267459258;0,08884842811187621;0,9111515718881238;25,0;31,412330786499588;US$/barril
2015;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1521712,4610321529;141693277,0;2818067,6029700004;93,11435677137831;0,3506427603680973;0,6493572396319027;25,0;48,88380607901349;US$/barril
2015;MAR;Março;3;QUEROSENE DE AVIAÇÃO;324291,5669121152;20468060,0;2851617,4495099997;63,116226533103024;0,10210984169737095;0,8978901583026291;25,0;28,892041857396283;US$/barril
2015;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;735587,6824350313;47902302,0;2820627,55564;65,12113123132787;0,20684565842904457;0,7931543415709555;25,0;33,29888180646212;US$/barril
2015;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1333140,9264726408;92228529,0;2981369,94;69,18137997910512;0,30899004956326825;0,6910099504367316;25,0;38,651606789517274;US$/barril
2015;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;1012245,6995184731;75431456,0;3005749,2435600003;74,51891970090153;0,2519280670729066;0,7480719329270935;25,0;37,4752057237866;US$/barril
2015;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;770549,9967333166;54713045,0;3332599,22021;71,00518490941725;0,18779477810639938;0,8122052218936006;25,0;33,63953349180788;US$/barril
2015;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;0,0;0,0;3139489,47359;;0,0;1,0;25,0;25,0;US$/barril
2015;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;16449,577140475594;1396736,0;2844396,74763;84,91014620450099;0,00574989890161099;0,994250101098389;25,0;25,344477283856612;US$/barril
2015;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;1076186,089522766;81149413,0;2975488,96765;75,40462917150849;0,2656151034662987;0,7343848965337013;25,0;38,38823079257064;US$/barril
2015;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;1268467,8326441175;86865773,0;2647355,86976;68,48086389303901;0,32393384611910453;0,6760661538808955;25,0;39,08492347345343;US$/barril
2015;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;259695,28906103878;15030559,0;2845547,78286;57,87767292331289;0,08363122726504625;0,9163687727349538;25,0;27,749600136195436;US$/barril
2016;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;252191,6559404756;14547913,0;3199393,6240300005;57,685941058389815;0,07306545702461473;0,9269345429753854;25,0;27,388213221710874;US$/barril
2016;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;1011175,8492828787;59528150,0;2875078,44081;58,870225235518724;0,2601929194033034;0,7398070805966965;25,0;33,812792784877054;US$/barril
2016;MAR;Março;3;QUEROSENE DE AVIAÇÃO;759909,070935995;37637143,0;2925918,97504;49,52848234018524;0,2061705162197206;0,7938294837802794;25,0;30,057049866162288;US$/barril
2016;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;1432837,335522716;77588525,0;2697850,46444;54,15026749822567;0,3468762116409885;0,6531237883590115;25,0;35,111534358105956;US$/barril
2016;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;1925170,111421314;84605061,0;2435099,9415;43,94679747938628;0,4415254303185831;0,5584745696814171;25,0;33,365492910245074;US$/barril
2016;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;157166,9619393617;7497807,0;3216545,9359;47,70599945103482;0,04658575483409293;0,953414245165907;25,0;26,057776123688956;US$/barril
2016;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;345199,33618986234;17241319,0;3447790,8005500003;49,94597959052024;0,0910098164627886;0,9089901835372114;25,0;27,27032902401772;US$/barril
2016;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;258798,14488500624;14608898,0;3251385,19349;56,44900587093189;0,07372781417303789;0,926272185826962;25,0;27,318666460778843;US$/barril
2016;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;667861,9761377221;35345172,0;2737734,14965;52,922869189832944;0,196107216319799;0,8038927836802011;25,0;30,475876148480022;US$/barril
2016;OUT;Outubro;10;QUEROSENE DE AVIAÇÃO;933895,7247930038;56645033,0;3434726,86518;60,65455863667784;0,21377349623574943;0,7862265037642506;25,0;32,62199965650515;US$/barril
2016;NOV;Novembro;11;QUEROSENE DE AVIAÇÃO;0,0;0,0;3186059,22683;;0,0;1,0;25,0;25,0;US$/barril
2016;DEZ;Dezembro;12;QUEROSENE DE AVIAÇÃO;270806,5336298874;39449900,0;3005875,03976;145,67558423060933;0,08264658239272386;0,9173534176072762;25,0;34,97342461490514;US$/barril
2017;JAN;Janeiro;1;QUEROSENE DE AVIAÇÃO;764166,7606193242;46016903,0;3416593,34295;60,2184043738114;0,1827817769230329;0,8172182230769671;25,0;31,437282531839163;US$/barril
2017;FEV;Fevereiro;2;QUEROSENE DE AVIAÇÃO;166605,1800250313;8332727,0;3085554,35284;50,01481345746912;0,05122909203604115;0,9487709079639588;25,0;26,281486180877085;US$/barril
2017;MAR;Março;3;QUEROSENE DE AVIAÇÃO;490875,85437677096;32109877,0;3182033,74843;65,41343745816863;0,13364768193631896;0,8663523180636811;25,0;30,40116223536264;US$/barril
2017;ABR;Abril;4;QUEROSENE DE AVIAÇÃO;0,0;168,0;3123544,80524;;0,0;1,0;25,0;25,0;US$/barril
2017;MAI;Maio;5;QUEROSENE DE AVIAÇÃO;318780,5361530288;19497916,0;2838534,64471;61,16407304942902;0,10096569961884276;0,8990343003811573;25,0;28,65133093650254;US$/barril
2017;JUN;Junho;6;QUEROSENE DE AVIAÇÃO;615777,9645765582;41144893,0;3143823,1526800003;66,81774172983508;0,16378811085839376;0,8362118891416063;25,0;31,84924891829391;US$/barril
2017;JUL;Julho;7;QUEROSENE DE AVIAÇÃO;0,0;0,0;3179083,82754;;0,0;1,0;25,0;25,0;US$/barril
2017;AGO;Agosto;8;QUEROSENE DE AVIAÇÃO;315605,92183770967;17673469,0;3104222,5089200004;55,99853417543927;0,09228706299976072;0,9077129370002393;25,0;27,860763676349002;US$/barril
2017;SET;Setembro;9;QUEROSENE DE AVIAÇÃO;302868,86765724653;16554974,0;3094328,63779;54,660533874135545;0,08915256389174034;0,9108474361082597;25,0;27,644312641276997;US$/barril
