ano;mes;mes_nome;mes_ordem;produto;unidade;volume_barris
2020;MAI;Maio;5;GASOLINA DE AVIAÇÃO;b;0,026207541666666667
2020;JUN;Junho;6;GASOLINA DE AVIAÇÃO;b;43562,75232425
2020;JUL;Julho;7;GASOLINA DE AVIAÇÃO;b;55834,91418126389
2020;AGO;Agosto;8;GASOLINA DE AVIAÇÃO;b;0,0
2020;SET;Setembro;9;GASOLINA DE AVIAÇÃO;b;0,0
2020;OUT;Outubro;10;GASOLINA DE AVIAÇÃO;b;0,0
2020;NOV;Novembro;11;GASOLINA DE AVIAÇÃO;b;0,052415083333333334
2020;DEZ;Dezembro;12;GASOLINA DE AVIAÇÃO;b;0,0
2021;JAN;Janeiro;1;GASOLINA DE AVIAÇÃO;b;0,0
2021;FEV;Fevereiro;2;GASOLINA DE AVIAÇÃO;b;0,0
2021;MAR;Março;3;GASOLINA DE AVIAÇÃO;b;0,0
2021;ABR;Abril;4;GASOLINA DE AVIAÇÃO;b;0,0
2021;MAI;Maio;5;GASOLINA DE AVIAÇÃO;b;0,0
2021;JUN;Junho;6;GASOLINA DE AVIAÇÃO;b;0,0
2021;JUL;Julho;7;GASOLINA DE AVIAÇÃO;b;0,0
2021;AGO;Agosto;8;GASOLINA DE AVIAÇÃO;b;0,0
2021;SET;Setembro;9;GASOLINA DE AVIAÇÃO;b;0,0
2021;OUT;Outubro;10;GASOLINA DE AVIAÇÃO;b;0,0
2021;NOV;Novembro;11;GASOLINA DE AVIAÇÃO;b;0,0
2021;DEZ;Dezembro;12;GASOLINA DE AVIAÇÃO;b;0,0
2022;JAN;Janeiro;1;GASOLINA DE AVIAÇÃO;b;0,0
2022;FEV;Fevereiro;2;GASOLINA DE AVIAÇÃO;b;0,0
2022;MAR;Março;3;GASOLINA DE AVIAÇÃO;b;0,0
2022;ABR;Abril;4;GASOLINA DE AVIAÇÃO;b;0,026207541666666667
2022;MAI;Maio;5;GASOLINA DE AVIAÇÃO;b;0,0
2022;JUN;Junho;6;GASOLINA DE AVIAÇÃO;b;0,0
2022;JUL;Julho;7;GASOLINA DE AVIAÇÃO;b;0,0
2022;AGO;Agosto;8;GASOLINA DE AVIAÇÃO;b;0,026207541666666667
2022;SET;Setembro;9;GASOLINA DE AVIAÇÃO;b;0,0
2022;OUT;Outubro;10;GASOLINA DE AVIAÇÃO;b;0,0
2022;NOV;Novembro;11;GASOLINA DE AVIAÇÃO;b;0,0
2022;DEZ;Dezembro;12;GASOLINA DE AVIAÇÃO;b;0,0
2023;JAN;Janeiro;1;GASOLINA DE AVIAÇÃO;b;0,0
2023;FEV;Fevereiro;2;GASOLINA DE AVIAÇÃO;b;0,0
2023;MAR;Março;3;GASOLINA DE AVIAÇÃO;b;0,0
2023;ABR;Abril;4;GASOLINA DE AVIAÇÃO;b;0,0
2023;MAI;Maio;5;GASOLINA DE AVIAÇÃO;b;0,0
2023;JUN;Junho;6;GASOLINA DE AVIAÇÃO;b;0,0
2023;JUL;Julho;7;GASOLINA DE AVIAÇÃO;b;0,0
2023;AGO;Agosto;8;GASOLINA DE AVIAÇÃO;b;0,0
2023;SET;Setembro;9;GASOLINA DE AVIAÇÃO;b;0,0
2023;OUT;Outubro;10;GASOLINA DE AVIAÇÃO;b;0,0
2023;NOV;Novembro;11;GASOLINA DE AVIAÇÃO;b;0,0
2023;DEZ;Dezembro;12;GASOLINA DE AVIAÇÃO;b;0,0
2024;JAN;Janeiro;1;GASOLINA DE AVIAÇÃO;b;0,0
2024;FEV;Fevereiro;2;GASOLINA DE AVIAÇÃO;b;0,0
2024;MAR;Março;3;GASOLINA DE AVIAÇÃO;b;0,0
2024;ABR;Abril;4;GASOLINA DE AVIAÇÃO;b;0,0
2024;MAI;Maio;5;GASOLINA DE AVIAÇÃO;b;0,0
2024;JUN;Junho;6;GASOLINA DE AVIAÇÃO;b;0,0
2024;JUL;Julho;7;GASOLINA DE AVIAÇÃO;b;0,0
2024;AGO;Agosto;8;GASOLINA DE AVIAÇÃO;b;0,0
2024;SET;Setembro;9;GASOLINA DE AVIAÇÃO;b;0,0
2024;OUT;Outubro;10;GASOLINA DE AVIAÇÃO;b;0,0
2024;NOV;Novembro;11;GASOLINA DE AVIAÇÃO;b;0,0
2024;DEZ;Dezembro;12;GASOLINA DE AVIAÇÃO;b;0,0
2025;JAN;Janeiro;1;GASOLINA DE AVIAÇÃO;b;0,0
2025;FEV;Fevereiro;2;GASOLINA DE AVIAÇÃO;b;0,0
2025;MAR;Março;3;GASOLINA DE AVIAÇÃO;b;0,0
2025;ABR;Abril;4;GASOLINA DE AVIAÇÃO;b;0,0
2025;MAI;Maio;5;GASOLINA DE AVIAÇÃO;b;0,0
2025;JUN;Junho;6;GASOLINA DE AVIAÇÃO;b;0,0
2025;JUL;Julho;7;GASOLINA DE AVIAÇÃO;b;0,008735847222222223
2025;AGO;Agosto;8;GASOLINA DE AVIAÇÃO;b;0,0
2025;SET;Setembro;9;GASOLINA DE AVIAÇÃO;b;0,0
2025;OUT;Outubro;10;GASOLINA DE AVIAÇÃO;b;0,0
2025;NOV;Novembro;11;GASOLINA DE AVIAÇÃO;b;0,0
2025;DEZ;Dezembro;12;GASOLINA DE AVIAÇÃO;b;0,0
2026;JAN;Janeiro;1;GASOLINA DE AVIAÇÃO;b;0,0
2026;FEV;Fevereiro;2;GASOLINA DE AVIAÇÃO;b;0,0
2026;MAR;Março;3;GASOLINA DE AVIAÇÃO;b;0,0
2026;ABR;Abril;4;GASOLINA DE AVIAÇÃO;b;0,0
2026;MAI;Maio;5;GASOLINA DE AVIAÇÃO;b;0,0
2026;JUN;Junho;6;GASOLINA DE AVIAÇÃO;b;0,0
2026;JUL;Julho;7;GASOLINA DE AVIAÇÃO;b;0,0
2000;JAN;Janeiro;1;GLP;b;2800787,184824327
2000;FEV;Fevereiro;2;GLP;b;2135743,387649054
2000;MAR;Março;3;GLP;b;1953466,3635077088
2000;ABR;Abril;4;GLP;b;1333708,557915418
2000;MAI;Maio;5;GLP;b;2714475,999004491
2000;JUN;Junho;6;GLP;b;2801183,9574751453
2000;JUL;Julho;7;GLP;b;3595888,4596584905
2000;AGO;Agosto;8;GLP;b;4087735,602669054
2000;SET;Setembro;9;GLP;b;2386966,610110109
2000;OUT;Outubro;10;GLP;b;3395132,1224053823
2000;NOV;Novembro;11;GLP;b;2891953,4749831636
2000;DEZ;Dezembro;12;GLP;b;1960723,6492098726
2001;JAN;Janeiro;1;GLP;b;2729220,628786581
2001;FEV;Fevereiro;2;GLP;b;1704216,8262445633
2001;MAR;Março;3;GLP;b;1450996,8063928548
2001;ABR;Abril;4;GLP;b;1223184,5998323455
2001;MAI;Maio;5;GLP;b;3056390,7910736357
2001;JUN;Junho;6;GLP;b;2405939,696178909
2001;JUL;Julho;7;GLP;b;2419369,584130727
2001;AGO;Agosto;8;GLP;b;2317750,5217613094
2001;SET;Setembro;9;GLP;b;1825029,7241417454
2001;OUT;Outubro;10;GLP;b;1762886,5385739638
2001;NOV;Novembro;11;GLP;b;2602281,5016934727
2001;DEZ;Dezembro;12;GLP;b;725367,9811270726
2002;JAN;Janeiro;1;GLP;b;2894504,290274636
2002;FEV;Fevereiro;2;GLP;b;1401576,5455689093
2002;MAR;Março;3;GLP;b;1612433,1512081637
2002;ABR;Abril;4;GLP;b;1685111,059492818
2002;MAI;Maio;5;GLP;b;2178830,4502200186
2002;JUN;Junho;6;GLP;b;981409,8270291272
2002;JUL;Julho;7;GLP;b;2132808,459378891
2002;AGO;Agosto;8;GLP;b;2211453,727694891
2002;SET;Setembro;9;GLP;b;1070614,4855532183
2002;OUT;Outubro;10;GLP;b;1934427,0057135448
2002;NOV;Novembro;11;GLP;b;1731849,0251242546
2002;DEZ;Dezembro;12;GLP;b;1269787,7691174727
2003;JAN;Janeiro;1;GLP;b;1643847,3698729165
2003;FEV;Fevereiro;2;GLP;b;1374159,7334429165
2003;MAR;Março;3;GLP;b;687181,0563187499
2003;ABR;Abril;4;GLP;b;1451295,2285829165
2003;MAI;Maio;5;GLP;b;774531,4193958334
2003;JUN;Junho;6;GLP;b;1378399,2704854168
2003;JUL;Julho;7;GLP;b;740891,6240150001
2003;AGO;Agosto;8;GLP;b;430896,2073779166
2003;SET;Setembro;9;GLP;b;1121385,635389167
2003;OUT;Outubro;10;GLP;b;1427785,4342824996
2003;NOV;Novembro;11;GLP;b;720804,3751320834
2003;DEZ;Dezembro;12;GLP;b;1079662,442829583
2004;JAN;Janeiro;1;GLP;b;1269053,0772116666
2004;FEV;Fevereiro;2;GLP;b;296619,47478625
2004;MAR;Março;3;GLP;b;1229389,4214058332
2004;ABR;Abril;4;GLP;b;460036,8629241666
2004;MAI;Maio;5;GLP;b;572757,0834795834
2004;JUN;Junho;6;GLP;b;1200678,6948833335
2004;JUL;Julho;7;GLP;b;1069868,6617195834
2004;AGO;Agosto;8;GLP;b;1756468,936125833
2004;SET;Setembro;9;GLP;b;1814952,5922291665
2004;OUT;Outubro;10;GLP;b;954783,1193720832
2004;NOV;Novembro;11;GLP;b;810786,7844079165
2004;DEZ;Dezembro;12;GLP;b;390307,35698374995
2005;JAN;Janeiro;1;GLP;b;399321,50930750003
2005;FEV;Fevereiro;2;GLP;b;354812,27275541663
2005;MAR;Março;3;GLP;b;148461,58730791666
2005;ABR;Abril;4;GLP;b;395139,9934833332
2005;MAI;Maio;5;GLP;b;428660,2482904165
2005;JUN;Junho;6;GLP;b;749330,0080429165
2005;JUL;Julho;7;GLP;b;467814,4978537501
2005;AGO;Agosto;8;GLP;b;663864,5939137499
2005;SET;Setembro;9;GLP;b;476619,1493683333
2005;OUT;Outubro;10;GLP;b;650158,0952004167
2005;NOV;Novembro;11;GLP;b;907914,3950545834
2005;DEZ;Dezembro;12;GLP;b;318091,33646291663
2006;JAN;Janeiro;1;GLP;b;456698,87670958333
2006;FEV;Fevereiro;2;GLP;b;304735,76812708325
2006;MAR;Março;3;GLP;b;215930,59022833328
2006;ABR;Abril;4;GLP;b;1123769,4961683333
2006;MAI;Maio;5;GLP;b;894856,2595275001
2006;JUN;Junho;6;GLP;b;915967,1294095833
2006;JUL;Julho;7;GLP;b;1391183,2865212501
2006;AGO;Agosto;8;GLP;b;578437,2832712498
2006;SET;Setembro;9;GLP;b;772030,3995108332
2006;OUT;Outubro;10;GLP;b;1476517,1501858332
2006;NOV;Novembro;11;GLP;b;977498,8707383332
2006;DEZ;Dezembro;12;GLP;b;864653,1274529166
2007;JAN;Janeiro;1;GLP;b;916521,4417049997
2007;FEV;Fevereiro;2;GLP;b;744560,9647129168
2007;MAR;Março;3;GLP;b;969705,7391754168
2007;ABR;Abril;4;GLP;b;937098,2360716666
2007;MAI;Maio;5;GLP;b;792872,4483829167
2007;JUN;Junho;6;GLP;b;1026466,6596191666
2007;JUL;Julho;7;GLP;b;1714951,5867141664
2007;AGO;Agosto;8;GLP;b;1276240,35877875
2007;SET;Setembro;9;GLP;b;712281,0330908335
2007;OUT;Outubro;10;GLP;b;834195,4517812501
2007;NOV;Novembro;11;GLP;b;799501,9195175
2007;DEZ;Dezembro;12;GLP;b;563043,7937062499
2008;JAN;Janeiro;1;GLP;b;435020,8560271497
2008;FEV;Fevereiro;2;GLP;b;176105,38202000002
2008;MAR;Março;3;GLP;b;1210160,0479129169
2008;ABR;Abril;4;GLP;b;938716,7682666669
2008;MAI;Maio;5;GLP;b;1270119,9406545835
2008;JUN;Junho;6;GLP;b;1296489,44492875
2008;JUL;Julho;7;GLP;b;1517536,7955920834
2008;AGO;Agosto;8;GLP;b;1521203,2876441667
2008;SET;Setembro;9;GLP;b;1452284,4949133333
2008;OUT;Outubro;10;GLP;b;1842549,110815
2008;NOV;Novembro;11;GLP;b;879299,6565020831
2008;DEZ;Dezembro;12;GLP;b;1227809,118037917
2009;JAN;Janeiro;1;GLP;b;862978,64785375
2009;FEV;Fevereiro;2;GLP;b;530223,83859625
2009;MAR;Março;3;GLP;b;1047869,52709375
2009;ABR;Abril;4;GLP;b;1048466,3297904166
2009;MAI;Maio;5;GLP;b;1635336,8695270836
2009;JUN;Junho;6;GLP;b;1526512,85582375
2009;JUL;Julho;7;GLP;b;1481392,0264058332
2009;AGO;Agosto;8;GLP;b;1399403,2249920834
2009;SET;Setembro;9;GLP;b;1616262,29144875
2009;OUT;Outubro;10;GLP;b;2180723,3206408336
2009;NOV;Novembro;11;GLP;b;1267330,8201245833
2009;DEZ;Dezembro;12;GLP;b;1484495,272809167
2010;JAN;Janeiro;1;GLP;b;727441,68574
2010;FEV;Fevereiro;2;GLP;b;1023106,8413829167
2010;MAR;Março;3;GLP;b;1786226,2665220832
2010;ABR;Abril;4;GLP;b;1804856,3988775
2010;MAI;Maio;5;GLP;b;1531654,3538991665
2010;JUN;Junho;6;GLP;b;1670355,0448645833
2010;JUL;Julho;7;GLP;b;2387682,2147629163
2010;AGO;Agosto;8;GLP;b;2056869,3159754165
2010;SET;Setembro;9;GLP;b;1702721,1081420833
2010;OUT;Outubro;10;GLP;b;2084529,2568120833
2010;NOV;Novembro;11;GLP;b;1445922,8876437503
2010;DEZ;Dezembro;12;GLP;b;1419037,74429
2011;JAN;Janeiro;1;GLP;b;1219966,5453779167
2011;FEV;Fevereiro;2;GLP;b;1499427,8059
2011;MAR;Março;3;GLP;b;2192124,5812
2011;ABR;Abril;4;GLP;b;1797023,8762400001
2011;MAI;Maio;5;GLP;b;1576672,96251
2011;JUN;Junho;6;GLP;b;2050729,6524
2011;JUL;Julho;7;GLP;b;1816289,56427
2011;AGO;Agosto;8;GLP;b;2228196,493420417
2011;SET;Setembro;9;GLP;b;2090990,72621
2011;OUT;Outubro;10;GLP;b;2031451,38475
2011;NOV;Novembro;11;GLP;b;1185471,9397500001
2011;DEZ;Dezembro;12;GLP;b;1632288,4060015
2012;JAN;Janeiro;1;GLP;b;1886496,42349
2012;FEV;Fevereiro;2;GLP;b;961051,51895
2012;MAR;Março;3;GLP;b;1278708,0039291666
2012;ABR;Abril;4;GLP;b;1390817,9078120834
2012;MAI;Maio;5;GLP;b;1744422,7535445828
2012;JUN;Junho;6;GLP;b;1255341,7130112501
2012;JUL;Julho;7;GLP;b;1251202,0950700003
2012;AGO;Agosto;8;GLP;b;849700,847549167
2012;SET;Setembro;9;GLP;b;585348,3601383333
2012;OUT;Outubro;10;GLP;b;2552909,7008308326
2012;NOV;Novembro;11;GLP;b;1169055,9116712501
2012;DEZ;Dezembro;12;GLP;b;926868,55517625
2013;JAN;Janeiro;1;GLP;b;3001282,7378120837
2013;FEV;Fevereiro;2;GLP;b;811135,0826366666
2013;MAR;Março;3;GLP;b;1427347,16442375
2013;ABR;Abril;4;GLP;b;1097531,0523916667
2013;MAI;Maio;5;GLP;b;1770441,6692787495
2013;JUN;Junho;6;GLP;b;949470,7823087501
2013;JUL;Julho;7;GLP;b;2580795,97227625
2013;AGO;Agosto;8;GLP;b;2889476,7274666666
2013;SET;Setembro;9;GLP;b;1304948,28223375
2013;OUT;Outubro;10;GLP;b;1663513,7256366664
2013;NOV;Novembro;11;GLP;b;1658355,3293941668
2013;DEZ;Dezembro;12;GLP;b;1755734,1564195836
2014;JAN;Janeiro;1;GLP;b;2942846,87059125
2014;FEV;Fevereiro;2;GLP;b;1696101,4933220833
2014;MAR;Março;3;GLP;b;1829362,5469391667
2014;ABR;Abril;4;GLP;b;1422568,3559358332
2014;MAI;Maio;5;GLP;b;1479756,5732545834
2014;JUN;Junho;6;GLP;b;1151692,2758587499
2014;JUL;Julho;7;GLP;b;5262131,526443333
2014;AGO;Agosto;8;GLP;b;2279244,317910417
2014;SET;Setembro;9;GLP;b;891785,3167679168
2014;OUT;Outubro;10;GLP;b;1151993,9246633335
2014;NOV;Novembro;11;GLP;b;2577619,6182262497
2014;DEZ;Dezembro;12;GLP;b;1611938,7421433332
2015;JAN;Janeiro;1;GLP;b;1625073,187195
2015;FEV;Fevereiro;2;GLP;b;1159231,2170566663
2015;MAR;Março;3;GLP;b;1708278,155277083
2015;ABR;Abril;4;GLP;b;2269572,0600316664
2015;MAI;Maio;5;GLP;b;612867,9994704167
2015;JUN;Junho;6;GLP;b;1497554,1148004169
2015;JUL;Julho;7;GLP;b;1222197,3427191672
2015;AGO;Agosto;8;GLP;b;1001002,8651958335
2015;SET;Setembro;9;GLP;b;1555787,4319079167
2015;OUT;Outubro;10;GLP;b;1426814,99180375
2015;NOV;Novembro;11;GLP;b;4112129,8990975004
2015;DEZ;Dezembro;12;GLP;b;1881348,8976800004
2016;JAN;Janeiro;1;GLP;b;496081,2572258333
2016;FEV;Fevereiro;2;GLP;b;4215591,997905417
2016;MAR;Março;3;GLP;b;1224404,8837158333
2016;ABR;Abril;4;GLP;b;3252710,3493479174
2016;MAI;Maio;5;GLP;b;2711196,6550337505
2016;JUN;Junho;6;GLP;b;2812459,6562312506
2016;JUL;Julho;7;GLP;b;2330815,8716341667
2016;AGO;Agosto;8;GLP;b;2754161,5837066662
2016;SET;Setembro;9;GLP;b;2338744,7810520832
2016;OUT;Outubro;10;GLP;b;1509975,6919295834
2016;NOV;Novembro;11;GLP;b;1402832,4248462503
2016;DEZ;Dezembro;12;GLP;b;1051026,852189583
2017;JAN;Janeiro;1;GLP;b;1296214,3455033335
2017;FEV;Fevereiro;2;GLP;b;3389494,2890833328
2017;MAR;Março;3;GLP;b;1017986,5714162502
2017;ABR;Abril;4;GLP;b;637086,0354925
2017;MAI;Maio;5;GLP;b;951185,4278141666
2017;JUN;Junho;6;GLP;b;2907597,385212083
2017;JUL;Julho;7;GLP;b;2517244,6663920833
2017;AGO;Agosto;8;GLP;b;3007280,629981667
2017;SET;Setembro;9;GLP;b;2842660,3042866667
2017;OUT;Outubro;10;GLP;b;1281575,5533762502
2017;NOV;Novembro;11;GLP;b;709217,13218375
2017;DEZ;Dezembro;12;GLP;b;153252,75891875
2018;JAN;Janeiro;1;GLP;b;3135637,5802725
2018;FEV;Fevereiro;2;GLP;b;3298176,9473970835
2018;MAR;Março;3;GLP;b;2343434,6776062497
2018;ABR;Abril;4;GLP;b;1869493,5515804167
2018;MAI;Maio;5;GLP;b;1078962,4735754167
2018;JUN;Junho;6;GLP;b;1556823,3476625
2018;JUL;Julho;7;GLP;b;2194016,047849584
2018;AGO;Agosto;8;GLP;b;4392623,827917917
2018;SET;Setembro;9;GLP;b;1348556,9934704169
2018;OUT;Outubro;10;GLP;b;1382287,4669454168
2018;NOV;Novembro;11;GLP;b;2997223,668180417
2018;DEZ;Dezembro;12;GLP;b;2022968,1630366663
2019;JAN;Janeiro;1;GLP;b;2926847,0752470833
2019;FEV;Fevereiro;2;GLP;b;954056,6349225001
2019;MAR;Março;3;GLP;b;1653493,96715
2019;ABR;Abril;4;GLP;b;1967251,1801341665
2019;MAI;Maio;5;GLP;b;2747859,6612645835
2019;JUN;Junho;6;GLP;b;1520617,2642233332
2019;JUL;Julho;7;GLP;b;1745856,157944167
2019;AGO;Agosto;8;GLP;b;1597255,1693037502
2019;SET;Setembro;9;GLP;b;636511,6003629167
2019;OUT;Outubro;10;GLP;b;2973094,1338870833
2019;NOV;Novembro;11;GLP;b;1095406,6234858334
2019;DEZ;Dezembro;12;GLP;b;2544167,0700333333
2020;JAN;Janeiro;1;GLP;b;1275556,1482333334
2020;FEV;Fevereiro;2;GLP;b;1020510,414651667
2020;MAR;Março;3;GLP;b;1422873,5826395834
2020;ABR;Abril;4;GLP;b;2402376,9998725
2020;MAI;Maio;5;GLP;b;3033675,6581225
2020;JUN;Junho;6;GLP;b;2822420,3338033333
2020;JUL;Julho;7;GLP;b;1558747,6307120835
2020;AGO;Agosto;8;GLP;b;827075,0222345834
2020;SET;Setembro;9;GLP;b;1397661,5971133334
2020;OUT;Outubro;10;GLP;b;1337613,4419291664
2020;NOV;Novembro;11;GLP;b;3382683,0173716666
2020;DEZ;Dezembro;12;GLP;b;2270950,1323345834
2021;JAN;Janeiro;1;GLP;b;1704005,7790454167
2021;FEV;Fevereiro;2;GLP;b;1651692,7456004168
2021;MAR;Março;3;GLP;b;2444167,2609495833
2021;ABR;Abril;4;GLP;b;1848822,1024099998
2021;MAI;Maio;5;GLP;b;2129153,2823966667
2021;JUN;Junho;6;GLP;b;2261471,912815417
2021;JUL;Julho;7;GLP;b;3370053,8081449997
2021;AGO;Agosto;8;GLP;b;3844327,382534166
2021;SET;Setembro;9;GLP;b;1390486,268464167
2021;OUT;Outubro;10;GLP;b;2236262,821513334
2021;NOV;Novembro;11;GLP;b;712108,1772616669
2021;DEZ;Dezembro;12;GLP;b;1674473,6739833332
2022;JAN;Janeiro;1;GLP;b;1412219,8067470833
2022;FEV;Fevereiro;2;GLP;b;721223,1146750001
2022;MAR;Março;3;GLP;b;2334515,0433512507
2022;ABR;Abril;4;GLP;b;962732,4023050002
2022;MAI;Maio;5;GLP;b;2477119,97435
2022;JUN;Junho;6;GLP;b;2646032,4344841666
2022;JUL;Julho;7;GLP;b;3412682,9840254164
2022;AGO;Agosto;8;GLP;b;1483614,0157341666
2022;SET;Setembro;9;GLP;b;1436406,8381079168
2022;OUT;Outubro;10;GLP;b;1660384,1691404164
2022;NOV;Novembro;11;GLP;b;1129144,12741875
2022;DEZ;Dezembro;12;GLP;b;2392760,7007925
2023;JAN;Janeiro;1;GLP;b;1581840,633943333
2023;FEV;Fevereiro;2;GLP;b;925604,2919716666
2023;MAR;Março;3;GLP;b;1211559,6559783332
2023;ABR;Abril;4;GLP;b;2766254,7689441666
2023;MAI;Maio;5;GLP;b;2085568,0553962502
2023;JUN;Junho;6;GLP;b;1487706,0612899996
2023;JUL;Julho;7;GLP;b;1955508,5606475002
2023;AGO;Agosto;8;GLP;b;1453479,365105417
2023;SET;Setembro;9;GLP;b;1252897,4723349998
2023;OUT;Outubro;10;GLP;b;1094396,6076191664
2023;NOV;Novembro;11;GLP;b;1452123,8540775003
2023;DEZ;Dezembro;12;GLP;b;923777,8997874998
2024;JAN;Janeiro;1;GLP;b;1895648,7579258333
2024;FEV;Fevereiro;2;GLP;b;1098259,0067425
2024;MAR;Março;3;GLP;b;1711921,8011895833
2024;ABR;Abril;4;GLP;b;2019013,786836667
2024;MAI;Maio;5;GLP;b;2292479,9924404165
2024;JUN;Junho;6;GLP;b;2650535,6649741665
2024;JUL;Julho;7;GLP;b;1077749,1669475
2024;AGO;Agosto;8;GLP;b;2173917,0967295836
2024;SET;Setembro;9;GLP;b;2212061,8545770836
2024;OUT;Outubro;10;GLP;b;576101,0746395834
2024;NOV;Novembro;11;GLP;b;2130180,5724516665
2024;DEZ;Dezembro;12;GLP;b;1396755,8872625
2025;JAN;Janeiro;1;GLP;b;1760975,9382229168
2025;FEV;Fevereiro;2;GLP;b;1382960,9893716667
2025;MAR;Março;3;GLP;b;1810548,893424583
2025;ABR;Abril;4;GLP;b;1182094,5396716665
2025;MAI;Maio;5;GLP;b;2252901,3174370835
2025;JUN;Junho;6;GLP;b;2060129,249294167
2025;JUL;Julho;7;GLP;b;1852545,2255412503
2025;AGO;Agosto;8;GLP;b;1171037,3613454166
2025;SET;Setembro;9;GLP;b;884251,0359545832
2025;OUT;Outubro;10;GLP;b;1140070,5984795839
2025;NOV;Novembro;11;GLP;b;1626916,0559466667
2025;DEZ;Dezembro;12;GLP;b;1053417,526929583
2026;JAN;Janeiro;1;GLP;b;370777,32601500006
2026;FEV;Fevereiro;2;GLP;b;720972,5022091666
2026;MAR;Março;3;GLP;b;1376155,46053
2026;ABR;Abril;4;GLP;b;333281,6492125
2026;MAI;Maio;5;GLP;b;1876626,4240120836
2026;JUN;Junho;6;GLP;b;1603136,4379129165
2026;JUL;Julho;7;GLP;b;1576579,5611104167
2000;JAN;Janeiro;1;LUBRIFICANTE;b;74307,57947212501
2000;FEV;Fevereiro;2;LUBRIFICANTE;b;65764,63802243181
2000;MAR;Março;3;LUBRIFICANTE;b;37274,52192426135
2000;ABR;Abril;4;LUBRIFICANTE;b;21537,06707620455
2000;MAI;Maio;5;LUBRIFICANTE;b;55019,03370078408
2000;JUN;Junho;6;LUBRIFICANTE;b;68132,64427476138
2000;JUL;Julho;7;LUBRIFICANTE;b;48652,645264034094
2000;AGO;Agosto;8;LUBRIFICANTE;b;98294,97068903409
2000;SET;Setembro;9;LUBRIFICANTE;b;79164,70655684092
2000;OUT;Outubro;10;LUBRIFICANTE;b;174632,25040562497
2000;NOV;Novembro;11;LUBRIFICANTE;b;211846,85474212497
2000;DEZ;Dezembro;12;LUBRIFICANTE;b;20835,71037613637
2001;JAN;Janeiro;1;LUBRIFICANTE;b;73323,35286232953
2001;FEV;Fevereiro;2;LUBRIFICANTE;b;88427,37381080682
2001;MAR;Março;3;LUBRIFICANTE;b;166882,43255439773
2001;ABR;Abril;4;LUBRIFICANTE;b;257914,48816131815
2001;MAI;Maio;5;LUBRIFICANTE;b;127146,08614364776
2001;JUN;Junho;6;LUBRIFICANTE;b;87025,87548760227
2001;JUL;Julho;7;LUBRIFICANTE;b;105314,22710876136
2001;AGO;Agosto;8;LUBRIFICANTE;b;57559,48795978409
2001;SET;Setembro;9;LUBRIFICANTE;b;114486,28536117043
2001;OUT;Outubro;10;LUBRIFICANTE;b;126702,55447348862
2001;NOV;Novembro;11;LUBRIFICANTE;b;37586,44646768182
2001;DEZ;Dezembro;12;LUBRIFICANTE;b;102563,15713240909
2002;JAN;Janeiro;1;LUBRIFICANTE;b;160725,53052820452
2002;FEV;Fevereiro;2;LUBRIFICANTE;b;69448,7441321932
2002;MAR;Março;3;LUBRIFICANTE;b;174897,3158645455
2002;ABR;Abril;4;LUBRIFICANTE;b;69536,444096625
2002;MAI;Maio;5;LUBRIFICANTE;b;100007,96470497728
2002;JUN;Junho;6;LUBRIFICANTE;b;112198,00245059091
2002;JUL;Julho;7;LUBRIFICANTE;b;138606,49878175
2002;AGO;Agosto;8;LUBRIFICANTE;b;108601,76069802277
2002;SET;Setembro;9;LUBRIFICANTE;b;209710,07048240912
2002;OUT;Outubro;10;LUBRIFICANTE;b;109650,76520330684
2002;NOV;Novembro;11;LUBRIFICANTE;b;175570,2969445
2002;DEZ;Dezembro;12;LUBRIFICANTE;b;113144,27577504542
2003;JAN;Janeiro;1;LUBRIFICANTE;b;104929,56483361144
2003;FEV;Fevereiro;2;LUBRIFICANTE;b;163744,11171933715
2003;MAR;Março;3;LUBRIFICANTE;b;104209,16234380573
2003;ABR;Abril;4;LUBRIFICANTE;b;169015,77040666295
2003;MAI;Maio;5;LUBRIFICANTE;b;114228,07489660571
2003;JUN;Junho;6;LUBRIFICANTE;b;96225,35196118857
2003;JUL;Julho;7;LUBRIFICANTE;b;130278,28985258284
2003;AGO;Agosto;8;LUBRIFICANTE;b;120901,11762864002
2003;SET;Setembro;9;LUBRIFICANTE;b;164154,36547513143
2003;OUT;Outubro;10;LUBRIFICANTE;b;86220,50701772573
2003;NOV;Novembro;11;LUBRIFICANTE;b;91121,05972669716
2003;DEZ;Dezembro;12;LUBRIFICANTE;b;70196,67332197714
2004;JAN;Janeiro;1;LUBRIFICANTE;b;165230,89341295997
2004;FEV;Fevereiro;2;LUBRIFICANTE;b;56734,28747392
2004;MAR;Março;3;LUBRIFICANTE;b;232087,9723474629
2004;ABR;Abril;4;LUBRIFICANTE;b;34542,62296204571
2004;MAI;Maio;5;LUBRIFICANTE;b;189298,07144151998
2004;JUN;Junho;6;LUBRIFICANTE;b;173423,69800808007
2004;JUL;Julho;7;LUBRIFICANTE;b;132412,26064761143
2004;AGO;Agosto;8;LUBRIFICANTE;b;163112,89514115432
2004;SET;Setembro;9;LUBRIFICANTE;b;144124,92917898291
2004;OUT;Outubro;10;LUBRIFICANTE;b;151919,78648084574
2004;NOV;Novembro;11;LUBRIFICANTE;b;128302,46285184003
