codigo_tse,uf,nome_municipio,codigo_ibge,POP_2022
24538,PE,ITAPETIM,2607703,13492
26336,PE,ITAPISSUMA,2607752,27565
24554,PE,ITAQUITINGA,2607802,16562
24490,PE,ITAÍBA,2607505,33498
24570,PE,JABOATÃO DOS GUARARAPES,2607901,653793
23302,PE,JAQUEIRA,2607950,10237
24597,PE,JATAÚBA,2608008,15419
23264,PE,JATOBÁ,2608057,14002
24635,PE,JOAQUIM NABUCO,2608206,13099
24619,PE,JOÃO ALFREDO,2608107,27710
23124,PE,JUCATI,2608255,11536
24651,PE,JUPI,2608305,15336
24678,PE,JUREMA,2608404,12713
24694,PE,LAGOA DE ITAENGA,2608503,18813
23027,PE,LAGOA DO CARRO,2608453,17368
24716,PE,LAGOA DO OURO,2608602,11859
24732,PE,LAGOA DOS GATOS,2608701,14139
23183,PE,LAGOA GRANDE,2608750,23580
24759,PE,LAJEDO,2608800,39436
24775,PE,LIMOEIRO,2608909,55917
24791,PE,MACAPARANA,2609006,23187
24813,PE,MACHADOS,2609105,11068
23248,PE,MANARI,2609154,24255
24830,PE,MARAIAL,2609204,8935
24856,PE,MIRANDIBA,2609303,13359
25852,PE,MOREILÂNDIA,2614303,10503
24872,PE,MORENO,2609402,54637
24899,PE,NAZARÉ DA MATA,2609501,30589
24910,PE,OLINDA,2609600,349920
24937,PE,OROBÓ,2609709,21173
24953,PE,OROCÓ,2609808,13670
24970,PE,OURICURI,2609907,65200
24996,PE,PALMARES,2610004,53987
25011,PE,PALMEIRINA,2610103,7032
25038,PE,PANELAS,2610202,22412
25054,PE,PARANATAMA,2610301,12181
25070,PE,PARNAMIRIM,2610400,18563
25097,PE,PASSIRA,2610509,28235
25119,PE,PAUDALHO,2610608,55072
25135,PE,PAULISTA,2610707,348253
25151,PE,PEDRA,2610806,22884
25178,PE,PESQUEIRA,2610905,60853
25216,PE,PETROLINA,2611101,388145
25194,PE,PETROLÂNDIA,2611002,34302
25259,PE,POMBOS,2611309,29499
25232,PE,POÇÃO,2611200,10499
25275,PE,PRIMAVERA,2611408,13536
25291,PE,QUIPAPÁ,2611507,17873
23000,PE,QUIXABA,2611533,6508
25313,PE,RECIFE,2611606,1494586
25330,PE,RIACHO DAS ALMAS,2611705,20307
25356,PE,RIBEIRÃO,2611804,33484
25372,PE,RIO FORMOSO,2611903,19905
25399,PE,SAIRÉ,2612000,10910
25410,PE,SALGADINHO,2612109,5733
25437,PE,SALGUEIRO,2612208,62206
25453,PE,SALOÁ,2612307,13530
25470,PE,SANHARÓ,2612406,18606
23108,PE,SANTA CRUZ,2612455,14178
23043,PE,SANTA CRUZ DA BAIXA VERDE,2612471,11598
25496,PE,SANTA CRUZ DO CAPIBARIBE,2612505,97386
23329,PE,SANTA FILOMENA,2612554,11613
25518,PE,SANTA MARIA DA BOA VISTA,2612604,40464
25534,PE,SANTA MARIA DO CAMBUCÁ,2612703,13715
25550,PE,SANTA TEREZINHA,2612802,10164
25771,PE,SERRA TALHADA,2613909,91624
25798,PE,SERRITA,2614006,18204
25810,PE,SERTÂNIA,2614105,31593
25836,PE,SIRINHAÉM,2614204,37503
25879,PE,SOLIDÃO,2614402,5246
25895,PE,SURUBIM,2614501,63979
25577,PE,SÃO BENEDITO DO SUL,2612901,15605
25593,PE,SÃO BENTO DO UNA,2613008,48621
25615,PE,SÃO CAITANO,2613107,36982
25658,PE,SÃO JOAQUIM DO MONTE,2613305,20098
25674,PE,SÃO JOSÉ DA COROA GRANDE,2613404,18802
25690,PE,SÃO JOSÉ DO BELMONTE,2613503,34836
25712,PE,SÃO JOSÉ DO EGITO,2613602,31154
25631,PE,SÃO JOÃO,2613206,23411
25739,PE,SÃO LOURENÇO DA MATA,2613701,110765
25755,PE,SÃO VICENTE FERRÉR,2613800,16331
25917,PE,TABIRA,2614600,27505
25933,PE,TACAIMBÓ,2614709,13608
25950,PE,TACARATU,2614808,23166
23280,PE,TAMANDARÉ,2614857,23494
25992,PE,TAQUARITINGA DO NORTE,2615003,24335
26018,PE,TEREZINHA,2615102,6646
26034,PE,TERRA NOVA,2615201,8832
26050,PE,TIMBAÚBA,2615300,46004
26077,PE,TORITAMA,2615409,40375
26093,PE,TRACUNHAÉM,2615508,13874
26115,PE,TRINDADE,2615607,30231
26131,PE,TRIUNFO,2615706,14647
26158,PE,TUPANATINGA,2615805,28352
26174,PE,TUPARETAMA,2615904,8018
26190,PE,VENTUROSA,2616001,17676
26212,PE,VERDEJANTE,2616100,9170
23086,PE,VERTENTE DO LÉRIO,2616183,7549
26239,PE,VERTENTES,2616209,21393
26255,PE,VICÊNCIA,2616308,26254
26271,PE,VITÓRIA DE SANTO ANTÃO,2616407,135182
23060,PE,XEXÉU,2616506,11288
23078,PE,ÁGUA PRETA,2600401,26473
23094,PE,ÁGUAS BELAS,2600500,41549
12327,PI,ACAUÃ,2200053,6422
10014,PI,AGRICOLÂNDIA,2200103,4962
12319,PI,ALAGOINHA DO PIAUÍ,2200251,6819
10022,PI,ALEGRETE DO PIAUÍ,2200277,4571
10057,PI,ALTO LONGÁ,2200301,13185
10073,PI,ALTOS,2200400,46826
12084,PI,ALVORADA DO GURGUÉIA,2200459,5327
10090,PI,AMARANTE,2200509,17194
10111,PI,ANGICAL DO PIAUÍ,2200608,6827
10154,PI,ANTÔNIO ALMEIDA,2200806,3155
10138,PI,ANÍSIO DE ABREU,2200707,9401
10170,PI,AROAZES,2200905,5369
12734,PI,AROEIRAS DO ITAIM,2200954,2709
10197,PI,ARRAIAL,2201002,4519
12106,PI,ASSUNÇÃO DO PIAUÍ,2201051,7467
10219,PI,AVELINO LOPES,2201101,10806
10049,PI,BAIXA GRANDE DO RIBEIRO,2201150,13273
10600,PI,BARRA D'ALCÂNTARA,2201176,3998
10235,PI,BARRAS,2201200,47909
10251,PI,BARREIRAS DO PIAUÍ,2201309,3271
10278,PI,BARRO DURO,2201408,6641
10294,PI,BATALHA,2201507,26300
10626,PI,BELA VISTA DO PIAUÍ,2201556,4093
12335,PI,BELÉM DO PIAUÍ,2201572,3425
10316,PI,BENEDITINOS,2201606,9803
10332,PI,BERTOLÍNIA,2201705,5579
12122,PI,BETÂNIA DO PIAUÍ,2201739,6222
10669,PI,BOA HORA,2201770,6989
10359,PI,BOCAINA,2201804,4078
10375,PI,BOM JESUS,2201903,28857
10065,PI,BOM PRINCÍPIO DO PIAUÍ,2201919,5636
10081,PI,BONFIM DO PIAUÍ,2201929,5918
12149,PI,BOQUEIRÃO DO PIAUÍ,2201945,6594
10006,PI,BRASILEIRA,2201960,8438
10642,PI,BREJO DO PIAUÍ,2201988,3899
10391,PI,BURITI DOS LOPES,2202000,19545
10103,PI,BURITI DOS MONTES,2202026,7440
10120,PI,CABECEIRAS DO PIAUÍ,2202059,10001
12343,PI,CAJAZEIRAS DO PIAUÍ,2202075,3113
12572,PI,CAJUEIRO DA PRAIA,2202083,7963
10146,PI,CALDEIRÃO GRANDE DO PIAUÍ,2202091,5503
10413,PI,CAMPINAS DO PIAUÍ,2202109,4948
12351,PI,CAMPO ALEGRE DO FIDALGO,2202117,4605
10723,PI,CAMPO GRANDE DO PIAUÍ,2202133,6011
10740,PI,CAMPO LARGO DO PIAUÍ,2202174,7422
10430,PI,CAMPO MAIOR,2202208,45252
10162,PI,CANAVIEIRA,2202251,3409
10456,PI,CANTO DO BURITI,2202307,19355
10472,PI,CAPITÃO DE CAMPOS,2202406,11108
10707,PI,CAPITÃO GERVÁSIO OLIVEIRA,2202455,3974
10499,PI,CARACOL,2202505,10326
12670,PI,CARAÚBAS DO PIAUÍ,2202539,5626
12165,PI,CARIDADE DO PIAUÍ,2202554,5040
10510,PI,CASTELO DO PIAUÍ,2202604,19266
12688,PI,CAXINGÓ,2202653,5497
10537,PI,COCAL,2202703,28121
12360,PI,COCAL DE TELHA,2202711,4927
12696,PI,COCAL DOS ALVES,2202729,6362
10189,PI,COIVARAS,2202737,4110
10200,PI,COLÔNIA DO GURGUÉIA,2202752,6157
10227,PI,COLÔNIA DO PIAUÍ,2202778,6991
10553,PI,CONCEIÇÃO DO CANINDÉ,2202802,4943
10243,PI,CORONEL JOSÉ DIAS,2202851,4243
10570,PI,CORRENTE,2202901,27419
10596,PI,CRISTALÂNDIA DO PIAUÍ,2203008,7369
10618,PI,CRISTINO CASTRO,2203107,10509
10634,PI,CURIMATÁ,2203206,11044
10766,PI,CURRAIS,2203230,4832
12181,PI,CURRAL NOVO DO PIAUÍ,2203271,5073
12580,PI,CURRALINHOS,2203255,4396
10650,PI,DEMERVAL LOBÃO,2203305,16359
12297,PI,DIRCEU ARCOVERDE,2203354,7061
10677,PI,DOM EXPEDITO LOPES,2203404,6315
10685,PI,DOM INOCÊNCIO,2203453,9036
11410,PI,DOMINGOS MOURÃO,2203420,4071
10693,PI,ELESBÃO VELOSO,2203503,13574
10715,PI,ELISEU MARTINS,2203602,4377
10731,PI,ESPERANTINA,2203701,40968
10260,PI,FARTURA DO PIAUÍ,2203750,5284
10758,PI,FLORES DO PIAUÍ,2203800,4415
12637,PI,FLORESTA DO PIAUÍ,2203859,2334
10774,PI,FLORIANO,2203909,62593
10790,PI,FRANCINÓPOLIS,2204006,4506
10812,PI,FRANCISCO AYRES,2204105,4407
12378,PI,FRANCISCO MACEDO,2204154,2921
10839,PI,FRANCISCO SANTOS,2204204,8257
10855,PI,FRONTEIRAS,2204303,10293
10782,PI,GEMINIANO,2204352,5447
10871,PI,GILBUÉS,2204402,10926
10898,PI,GUADALUPE,2204501,10305
10804,PI,GUARIBAS,2204550,4281
10910,PI,HUGO NAPOLEÃO,2204600,3526
10820,PI,ILHA GRANDE,2204659,9207
10936,PI,INHUMA,2204709,14803
10952,PI,IPIRANGA DO PIAUÍ,2204808,9275
10979,PI,ISAÍAS COELHO,2204907,7782
10995,PI,ITAINÓPOLIS,2205003,10614
11010,PI,ITAUEIRA,2205102,9939
10286,PI,JACOBINA DO PIAUÍ,2205151,5630
11037,PI,JAICÓS,2205201,17408
10308,PI,JARDIM DO MULATO,2205250,4178
12394,PI,JATOBÁ DO PIAUÍ,2205276,4495
11053,PI,JERUMENHA,2205300,4435
11070,PI,JOAQUIM PIRES,2205409,13893
12408,PI,JOCA MARQUES,2205458,5390
11096,PI,JOSÉ DE FREITAS,2205508,42575
12386,PI,JOÃO COSTA,2205359,2971
12416,PI,JUAZEIRO DO PIAUÍ,2205516,5215
10847,PI,JUREMA,2205532,4426
12203,PI,JÚLIO BORGES,2205524,5388
10324,PI,LAGOA ALEGRE,2205557,8263
10863,PI,LAGOA DE SÃO FRANCISCO,2205573,6329
10340,PI,LAGOA DO BARRO DO PIAUÍ,2205565,4997
12424,PI,LAGOA DO PIAUÍ,2205581,4805
12220,PI,LAGOA DO SÍTIO,2205599,4529
12432,PI,LAGOINHA DO PIAUÍ,2205540,2934
11118,PI,LANDRI SALES,2205607,5315
11134,PI,LUIS CORREIA,2205706,30701
11150,PI,LUZILÂNDIA,2205805,25382
12440,PI,MADEIRO,2205854,8046
11177,PI,MANOEL EMÍDIO,2205904,5212
10367,PI,MARCOLÂNDIA,2205953,8541
11193,PI,MARCOS PARENTE,2206001,4729
12467,PI,MASSAPÊ DO PIAUÍ,2206050,5233
11215,PI,MATIAS OLÍMPIO,2206100,10712
11231,PI,MIGUEL ALVES,2206209,32151
11258,PI,MIGUEL LEÃO,2206308,1318
12246,PI,MILTON BRANDÃO,2206357,6543
11274,PI,MONSENHOR GIL,2206407,10260
11290,PI,MONSENHOR HIPÓLITO,2206506,7550
11312,PI,MONTE ALEGRE DO PIAUÍ,2206605,10683
10880,PI,MORRO CABEÇA NO TEMPO,2206654,4361
12459,PI,MORRO DO CHAPÉU DO PIAUÍ,2206670,6422
12475,PI,MURICI DOS PORTELAS,2206696,9841
11339,PI,NAZARÉ DO PIAUÍ,2206704,6660
12726,PI,NAZÁRIA,2206720,10278
10928,PI,NOSSA SENHORA DE NAZARÉ,2206753,5195
11355,PI,NOSSA SENHORA DOS REMÉDIOS,2206803,8523
10960,PI,NOVA SANTA RITA,2207959,4059
11371,PI,NOVO ORIENTE DO PIAUÍ,2206902,6081
10901,PI,NOVO SANTO ANTÔNIO,2206951,2820
11398,PI,OEIRAS,2207009,38192
12483,PI,OLHO D'ÁGUA DO PIAUÍ,2207108,2646
11436,PI,PADRE MARCOS,2207207,6379
11452,PI,PAES LANDIM,2207306,4100
12262,PI,PAJEÚ DO PIAUÍ,2207355,3001
11479,PI,PALMEIRA DO PIAUÍ,2207405,4954
11495,PI,PALMEIRAIS,2207504,13156
10944,PI,PAQUETÁ,2207553,3818
11517,PI,PARNAGUÁ,2207603,9429
11533,PI,PARNAÍBA,2207702,163087
10405,PI,PASSAGEM FRANCA DO PIAUÍ,2207751,4144
10383,PI,PATOS DO PIAUÍ,2207777,5425
12718,PI,PAU D'ARCO DO PIAUÍ,2207793,3879
11550,PI,PAULISTANA,2207801,21080
12289,PI,PAVUSSU,2207850,3620
11576,PI,PEDRO II,2207900,37945
12491,PI,PEDRO LAURENTINO,2207934,2458
11592,PI,PICOS,2208007,82028
11614,PI,PIMENTEIRAS,2208106,11172
11630,PI,PIO IX,2208205,17586
11657,PI,PIRACURUCA,2208304,28906
11673,PI,PIRIPIRI,2208403,65762
11690,PI,PORTO,2208502,12122
12599,PI,PORTO ALEGRE DO PIAUÍ,2208551,2342
11711,PI,PRATA DO PIAUÍ,2208601,3042
10421,PI,QUEIMADA NOVA,2208650,8734
11738,PI,REDENÇÃO DO GURGUÉIA,2208700,8393
11754,PI,REGENERAÇÃO,2208809,17108
12300,PI,RIACHO FRIO,2208858,4112
12602,PI,RIBEIRA DO PIAUÍ,2208874,4043
11770,PI,RIBEIRO GONÇALVES,2208908,6164
11797,PI,RIO GRANDE DO PIAUÍ,2209005,5789
11819,PI,SANTA CRUZ DO PIAUÍ,2209104,5834
10448,PI,SANTA CRUZ DOS MILAGRES,2209153,3432
11835,PI,SANTA FILOMENA,2209203,6084
11851,PI,SANTA LUZ,2209302,5339
10464,PI,SANTA ROSA DO PIAUÍ,2209377,4645
10480,PI,SANTANA DO PIAUÍ,2209351,4124
11878,PI,SANTO ANTÔNIO DE LISBOA,2209401,5842
12653,PI,SANTO ANTÔNIO DOS MILAGRES,2209450,2141
11894,PI,SANTO INÁCIO DO PIAUÍ,2209500,3645
12041,PI,SEBASTIÃO BARROS,2210623,3187
12068,PI,SEBASTIÃO LEAL,2210631,4427
10545,PI,SIGEFREDO PACHECO,2210656,9465
12157,PI,SIMPLÍCIO MENDES,2210805,13842
12130,PI,SIMÕES,2210706,14344
12173,PI,SOCORRO DO PIAUÍ,2210904,4151
12513,PI,SUSSUAPARA,2210938,6221
10502,PI,SÃO BRAZ DO PIAUÍ,2209559,4359
12505,PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,2209658,5561
11932,PI,SÃO FRANCISCO DO PIAUÍ,2209708,5386
11916,PI,SÃO FÉLIX DO PIAUÍ,2209609,2842
12610,PI,SÃO GONÇALO DO GURGUÉIA,2209757,2960
11959,PI,SÃO GONÇALO DO PIAUÍ,2209807,4842
10529,PI,SÃO JOSÉ DO DIVINO,2210052,4842
12017,PI,SÃO JOSÉ DO PEIXE,2210102,3288
12033,PI,SÃO JOSÉ DO PIAUÍ,2210201,6600
11088,PI,SÃO JOÃO DA CANABRAVA,2209856,4190
12009,PI,SÃO JOÃO DA FRONTEIRA,2209872,5525
11975,PI,SÃO JOÃO DA SERRA,2209906,6118
12025,PI,SÃO JOÃO DA VARJOTA,2209955,4375
10987,PI,SÃO JOÃO DO ARRAIAL,2209971,8202
11991,PI,SÃO JOÃO DO PIAUÍ,2210003,21506
12050,PI,SÃO JULIÃO,2210300,5998
10561,PI,SÃO LOURENÇO DO PIAUÍ,2210359,4411
12629,PI,SÃO LUIS DO PIAUÍ,2210375,2279
12661,PI,SÃO MIGUEL DA BAIXA GRANDE,2210383,2269
12700,PI,SÃO MIGUEL DO FIDALGO,2210391,2824
12076,PI,SÃO MIGUEL DO TAPUIO,2210409,17544
12092,PI,SÃO PEDRO DO PIAUÍ,2210508,13776
12114,PI,SÃO RAIMUNDO NONATO,2210607,39036
12530,PI,TAMBORIL DO PIAUÍ,2210953,2949
12521,PI,TANQUE DO PIAUÍ,2210979,2294
12190,PI,TERESINA,2211001,868523
12211,PI,UNIÃO,2211100,46136
12238,PI,URUÇUÍ,2211209,25166
12254,PI,VALENÇA DO PIAUÍ,2211308,22316
12556,PI,VERA MENDES,2211506,3084
12548,PI,VILA NOVA DO PIAUÍ,2211605,2764
10588,PI,VÁRZEA BRANCA,2211357,5055
12270,PI,VÁRZEA GRANDE,2211407,4418
12564,PI,WALL FERRAZ,2211704,4020
10030,PI,ÁGUA BRANCA,2200202,17642
74012,PR,ABATIÁ,4100103,7321
74039,PR,ADRIANÓPOLIS,4100202,8556
74055,PR,AGUDOS DO SUL,4100301,10092
74071,PR,ALMIRANTE TAMANDARÉ,4100400,122032
84557,PR,ALTAMIRA DO PARANÁ,4100459,3435
74098,PR,ALTO PARANÁ,4100608,13897
74926,PR,ALTO PARAÍSO,4128625,3059
74110,PR,ALTO PIQUIRI,4100707,9646
79510,PR,ALTÔNIA,4100509,18735
74136,PR,ALVORADA DO SUL,4100806,11672
74152,PR,AMAPORÃ,4100905,4765
74179,PR,AMPÉRE,4101002,19506
74101,PR,ANAHY,4101051,3107
74195,PR,ANDIRÁ,4101101,20234
74217,PR,ANTONINA,4101200,17261
74233,PR,ANTONIO OLINTO,4101309,6520
74250,PR,APUCARANA,4101408,135969
74276,PR,ARAPONGAS,4101507,118573
74292,PR,ARAPOTI,4101606,25541
75108,PR,ARAPUÃ,4101655,3537
74314,PR,ARARUNA,4101705,14520
74357,PR,ARAUCÁRIA,4101804,166699
75086,PR,ARIRANHA DO IVAÍ,4101853,2340
74373,PR,ASSAÍ,4101903,17628
79537,PR,ASSIS CHATEAUBRIAND,4102000,36400
74390,PR,ASTORGA,4102109,25477
74411,PR,ATALAIA,4102208,3978
74438,PR,BALSA NOVA,4102307,14608
74454,PR,BANDEIRANTES,4102406,31309
74470,PR,BARBOSA FERRAZ,4102505,10766
74519,PR,BARRA DO JACARÉ,4102703,3022
74497,PR,BARRACÃO,4102604,9886
75124,PR,BELA VISTA DA CAROBA,4102752,3416
74535,PR,BELA VISTA DO PARAÍSO,4102802,14789
74551,PR,BITURUNA,4102901,15443
74578,PR,BOA ESPERANÇA,4103008,4552
74144,PR,BOA ESPERANÇA DO IGUAÇU,4103024,2411
75140,PR,BOA VENTURA DE SÃO ROQUE,4103040,6347
79812,PR,BOA VISTA DA APARECIDA,4103057,7876
74594,PR,BOCAIÚVA DO SUL,4103107,16292
75167,PR,BOM JESUS DO SUL,4103156,3942
74616,PR,BOM SUCESSO,4103206,6583
74160,PR,BOM SUCESSO DO SUL,4103222,3540
74632,PR,BORRAZÓPOLIS,4103305,7706
79839,PR,BRAGANEY,4103354,5212
74187,PR,BRASILÂNDIA DO SUL,4103370,3703
74659,PR,CAFEARA,4103404,2620
79855,PR,CAFELÂNDIA,4103453,18262
74209,PR,CAFEZAL DO SUL,4103479,4474
74675,PR,CALIFÓRNIA,4103503,9438
74691,PR,CAMBARÁ,4103602,23956
74730,PR,CAMBIRA,4103800,10482
74713,PR,CAMBÉ,4103701,107220
74756,PR,CAMPINA DA LAGOA,4103909,15737
75183,PR,CAMPINA DO SIMÃO,4103958,3937
74772,PR,CAMPINA GRANDE DO SUL,4104006,52083
74780,PR,CAMPO BONITO,4104055,4266
74799,PR,CAMPO DO TENENTE,4104105,7583
74810,PR,CAMPO LARGO,4104204,144165
75205,PR,CAMPO MAGRO,4104253,31678
74837,PR,CAMPO MOURÃO,4104303,99170
74225,PR,CANDÓI,4104428,14922
84514,PR,CANTAGALO,4104451,10589
74870,PR,CAPANEMA,4104501,19205
74896,PR,CAPITÃO LEÔNIDAS MARQUES,4104600,14644
75221,PR,CARAMBEÍ,4104659,23386
74918,PR,CARLÓPOLIS,4104709,16908
74934,PR,CASCAVEL,4104808,350644
74950,PR,CASTRO,4104907,75956
74977,PR,CATANDUVAS,4105003,11246
74993,PR,CENTENÁRIO DO SUL,4105102,10836
75019,PR,CERRO AZUL,4105201,16145
75035,PR,CHOPINZINHO,4105409,21646
75051,PR,CIANORTE,4105508,82232
75078,PR,CIDADE GAÚCHA,4105607,11467
75094,PR,CLEVELÂNDIA,4105706,17321
75132,PR,COLOMBO,4105805,238780
75159,PR,COLORADO,4105904,22902
75175,PR,CONGONHINHAS,4106001,8336
75191,PR,CONSELHEIRO MAIRINCK,4106100,4354
75213,PR,CONTENDA,4106209,17435
75230,PR,CORBÉLIA,4106308,17466
75256,PR,CORNÉLIO PROCÓPIO,4106407,44599
75248,PR,CORONEL DOMINGOS SOARES,4106456,7007
75272,PR,CORONEL VIVIDA,4106506,26413
75280,PR,CORUMBATAÍ DO SUL,4106555,3752
75337,PR,CRUZ MACHADO,4106803,15993
74241,PR,CRUZEIRO DO IGUAÇU,4106571,4137
75299,PR,CRUZEIRO DO OESTE,4106605,23852
75310,PR,CRUZEIRO DO SUL,4106704,4495
75264,PR,CRUZMALTINA,4106852,3150
75353,PR,CURITIBA,4106902,1871789
75370,PR,CURIÚVA,4107009,13272
74853,PR,CÂNDIDO DE ABREU,4104402,16727
79570,PR,CÉU AZUL,4105300,11081
75400,PR,DIAMANTE D'OESTE,4107157,5106
75396,PR,DIAMANTE DO NORTE,4107108,5151
74268,PR,DIAMANTE DO SUL,4107124,3173
75418,PR,DOIS VIZINHOS,4107207,44828
84654,PR,DOURADINA,4107256,9168
75434,PR,DOUTOR CAMARGO,4107306,6290
74942,PR,DOUTOR ULYSSES,4128633,6216
75477,PR,ENGENHEIRO BELTRÃO,4107504,12444
74284,PR,ENTRE RIOS DO OESTE,4107538,4511
75450,PR,ENÉAS MARQUES,4107405,5995
75302,PR,ESPERANÇA NOVA,4107520,1845
75329,PR,ESPIGÃO ALTO DO IGUAÇU,4107546,5915
74306,PR,FAROL,4107553,3052
75493,PR,FAXINAL,4107603,16338
74322,PR,FAZENDA RIO GRANDE,4107652,167315
75345,PR,FERNANDES PINHEIRO,4107736,6288
84573,PR,FIGUEIRA,4107751,8064
74349,PR,FLOR DA SERRA DO SUL,4107850,4230
75531,PR,FLORAÍ,4107801,6569
75558,PR,FLORESTA,4107900,11559
75574,PR,FLORESTÓPOLIS,4108007,11475
75590,PR,FLÓRIDA,4108106,2651
75612,PR,FORMOSA DO OESTE,4108205,7641
75639,PR,FOZ DO IGUAÇU,4108304,286323
75361,PR,FOZ DO JORDÃO,4108452,4845
79774,PR,FRANCISCO ALVES,4108320,8141
75655,PR,FRANCISCO BELTRÃO,4108403,96622
75515,PR,FÊNIX,4107702,4492
75671,PR,GENERAL CARNEIRO,4108502,11053
74004,PR,GODOY MOREIRA,4108551,2977
75698,PR,GOIOERÊ,4108601,28470
75388,PR,GOIOXIM,4108650,6570
79596,PR,GRANDES RIOS,4108700,5625
75736,PR,GUAIRAÇÁ,4108908,6582
75426,PR,GUAMIRANGA,4108957,7856
75752,PR,GUAPIRAMA,4109005,4627
75779,PR,GUAPOREMA,4109104,2186
75795,PR,GUARACI,4109203,4751
75817,PR,GUARANIAÇU,4109302,14398
75833,PR,GUARAPUAVA,4109401,190342
75850,PR,GUARAQUEÇABA,4109500,7446
75876,PR,GUARATUBA,4109609,42801
75710,PR,GUAÍRA,4108809,31971
74365,PR,HONÓRIO SERPA,4109658,5471
75892,PR,IBAITI,4109708,30943
74020,PR,IBEMA,4109757,6218
75914,PR,IBIPORÃ,4109807,54917
75930,PR,ICARAÍMA,4109906,8992
75957,PR,IGUARAÇU,4110003,5478
74381,PR,IGUATU,4110052,2142
75442,PR,IMBAÚ,4110078,11619
75973,PR,IMBITUVA,4110102,29893
76015,PR,INAJÁ,4110300,2529
79618,PR,INDIANÓPOLIS,4110409,4223
75990,PR,INÁCIO MARTINS,4110201,10776
76031,PR,IPIRANGA,4110508,14230
76058,PR,IPORÃ,4110607,15730
74403,PR,IRACEMA DO OESTE,4110656,2347
76074,PR,IRATI,4110706,59253
76090,PR,IRETAMA,4110805,10681
76112,PR,ITAGUAJÉ,4110904,4489
75000,PR,ITAIPULÂNDIA,4110953,10909
76139,PR,ITAMBARACÁ,4111001,5920
76155,PR,ITAMBÉ,4111100,6734
76171,PR,ITAPEJARA D'OESTE,4111209,13177
74446,PR,ITAPERUÇU,4111258,31843
76198,PR,ITAÚNA DO SUL,4111308,3566
76236,PR,IVAIPORÃ,4111506,32604
76252,PR,IVATUBA,4111605,2786
74462,PR,IVATÉ,4111555,6771
76210,PR,IVAÍ,4111407,13142
76279,PR,JABOTI,4111704,5425
76295,PR,JACAREZINHO,4111803,40356
76317,PR,JAGUAPITÃ,4111902,15193
76333,PR,JAGUARIAÍVA,4112009,35527
76350,PR,JANDAIA DO SUL,4112108,23006
76376,PR,JANIÓPOLIS,4112207,5862
76392,PR,JAPIRA,4112306,4971
76414,PR,JAPURÁ,4112405,9127
76430,PR,JARDIM ALEGRE,4112504,12070
76457,PR,JARDIM OLINDA,4112603,1280
76473,PR,JATAIZINHO,4112702,11857
79979,PR,JESUÍTAS,4112751,10508
76490,PR,JOAQUIM TÁVORA,4112801,11870
76511,PR,JUNDIAÍ DO SUL,4112900,3446
84638,PR,JURANDA,4112959,7773
76538,PR,JUSSARA,4113007,7477
76554,PR,KALORÉ,4113106,4579
76570,PR,LAPA,4113205,45620
74985,PR,LARANJAL,4113254,5628
76597,PR,LARANJEIRAS DO SUL,4113304,31953
76619,PR,LEÓPOLIS,4113403,3940
74489,PR,LIDIANÓPOLIS,4113429,3936
74047,PR,LINDOESTE,4113452,5147
76635,PR,LOANDA,4113502,23149
76651,PR,LOBATO,4113601,4600
76678,PR,LONDRINA,4113700,588125
75809,PR,LUIZIANA,4113734,6711
84590,PR,LUNARDELLI,4113759,5027
76694,PR,LUPIONÓPOLIS,4113809,4812
76716,PR,MALLET,4113908,13378
76732,PR,MAMBORÊ,4114005,13404
76775,PR,MANDAGUARI,4114203,36827
76759,PR,MANDAGUAÇU,4114104,31544
76791,PR,MANDIRITUBA,4114302,33795
75469,PR,MANFRINÓPOLIS,4114351,2775
75116,PR,MANGUEIRINHA,4114401,17287
76813,PR,MANOEL RIBAS,4114500,13702
76830,PR,MARECHAL CÂNDIDO RONDON,4114609,56530
76856,PR,MARIA HELENA,4114708,5872
76872,PR,MARIALVA,4114807,47028
79758,PR,MARILENA,4115002,7220
76899,PR,MARILUZ,4115101,9846
74330,PR,MARILÂNDIA DO SUL,4114906,9757
76910,PR,MARINGÁ,4115200,454146
74500,PR,MARIPÁ,4115358,6639
76937,PR,MARIÓPOLIS,4115309,6356
76953,PR,MARMELEIRO,4115408,15873
75485,PR,MARQUINHO,4115457,4348
76970,PR,MARUMBI,4115507,4700
76996,PR,MATELÂNDIA,4115606,18472
79634,PR,MATINHOS,4115705,39212
74527,PR,MATO RICO,4115739,3279
74543,PR,MAUÁ DA SERRA,4115754,8937
77011,PR,MEDIANEIRA,4115804,54390
74560,PR,MERCEDES,4115853,5945
77038,PR,MIRADOR,4115903,2240
77054,PR,MIRASELVA,4116000,1965
84697,PR,MISSAL,4116059,12951
77070,PR,MOREIRA SALES,4116109,11170
77097,PR,MORRETES,4116208,18396
77119,PR,MUNHOZ DE MELO,4116307,3937
77135,PR,NOSSA SENHORA DAS GRAÇAS,4116406,3677
77151,PR,NOVA ALIANÇA DO IVAÍ,4116505,1315
77178,PR,NOVA AMÉRICA DA COLINA,4116604,3277
79650,PR,NOVA AURORA,4116703,12848
77194,PR,NOVA CANTU,4116802,6781
77216,PR,NOVA ESPERANÇA,4116901,26616
75027,PR,NOVA ESPERANÇA DO SUDOESTE,4116950,5592
