codigo_tse,uf,nome_municipio,codigo_ibge,POP_2022
8206,MA,SANTA FILOMENA DO MARANHÃO,2109759,6698
8958,MA,SANTA HELENA,2109809,41221
9571,MA,SANTA INÊS,2109908,85261
8974,MA,SANTA LUZIA,2110005,57189
9652,MA,SANTA LUZIA DO PARUÁ,2110039,23413
8990,MA,SANTA QUITÉRIA DO MARANHÃO,2110104,23782
9016,MA,SANTA RITA,2110203,35231
8222,MA,SANTANA DO MARANHÃO,2110237,10325
8249,MA,SANTO AMARO DO MARANHÃO,2110278,13193
9032,MA,SANTO ANTÔNIO DOS LOPES,2110302,14298
8460,MA,SATUBINHA,2111722,8821
8486,MA,SENADOR ALEXANDRE COSTA,2111748,10087
8508,MA,SENADOR LA ROCQUE,2111763,14688
8524,MA,SERRANO DO MARANHÃO,2111789,10194
9318,MA,SUCUPIRA DO NORTE,2111904,10247
8540,MA,SUCUPIRA DO RIACHÃO,2111953,4966
9059,MA,SÃO BENEDITO DO RIO PRETO,2110401,18306
9075,MA,SÃO BENTO,2110500,46307
9091,MA,SÃO BERNARDO,2110609,26899
8265,MA,SÃO DOMINGOS DO AZEITÃO,2110658,7937
9113,MA,SÃO DOMINGOS DO MARANHÃO,2110708,33837
8281,MA,SÃO FRANCISCO DO BREJÃO,2110856,8837
9156,MA,SÃO FRANCISCO DO MARANHÃO,2110906,12049
9130,MA,SÃO FÉLIX DE BALSAS,2110807,4402
8893,MA,SÃO JOSÉ DE RIBAMAR,2111201,269657
8362,MA,SÃO JOSÉ DOS BASÍLIOS,2111250,6977
9172,MA,SÃO JOÃO BATISTA,2111003,18559
8303,MA,SÃO JOÃO DO CARÚ,2111029,12297
8320,MA,SÃO JOÃO DO PARAÍSO,2111052,9622
8346,MA,SÃO JOÃO DO SOTER,2111078,16083
9199,MA,SÃO JOÃO DOS PATOS,2111102,25452
9210,MA,SÃO LUÍS,2111300,1061374
8052,MA,SÃO LUÍS GONZAGA DO MARANHÃO,2111409,17870
9237,MA,SÃO MATEUS DO MARANHÃO,2111508,38902
8389,MA,SÃO PEDRO DA ÁGUA BRANCA,2111532,14379
8400,MA,SÃO PEDRO DOS CRENTES,2111573,5764
9253,MA,SÃO RAIMUNDO DAS MANGABEIRAS,2111607,18593
8427,MA,SÃO RAIMUNDO DO DOCA BEZERRA,2111631,5646
8443,MA,SÃO ROBERTO,2111672,4548
9270,MA,SÃO VICENTE FERRER,2111706,19446
9296,MA,SÍTIO NOVO,2111805,16626
9334,MA,TASSO FRAGOSO,2112001,8891
9350,MA,TIMBIRAS,2112100,26501
9377,MA,TIMON,2112209,175044
8567,MA,TRIZIDELA DO VALE,2112233,22438
8583,MA,TUFILÂNDIA,2112274,5502
9393,MA,TUNTUM,2112308,34411
9415,MA,TURIAÇU,2112407,37522
8605,MA,TURILÂNDIA,2112456,31875
9431,MA,TUTÓIA,2112506,53346
9458,MA,URBANO SANTOS,2112605,32792
9474,MA,VARGEM GRANDE,2112704,48430
9490,MA,VIANA,2112803,51449
8621,MA,VILA NOVA DOS MARTÍRIOS,2112852,10138
9539,MA,VITORINO FREIRE,2113009,30067
9512,MA,VITÓRIA DO MEARIM,2112902,30478
9717,MA,ZÉ DOCA,2114007,40786
7005,MA,ÁGUA DOCE DO MARANHÃO,2100154,12154
40010,MG,ABADIA DOS DOURADOS,3100104,6235
40037,MG,ABAETÉ,3100203,22492
40053,MG,ABRE CAMPO,3100302,13882
40070,MG,ACAIACA,3100401,3920
40150,MG,AGUANIL,3100807,4362
40215,MG,AIMORÉS,3101102,24934
40231,MG,AIURUOCA,3101201,6225
40258,MG,ALAGOA,3101300,2646
40274,MG,ALBERTINA,3101409,2941
40312,MG,ALFENAS,3101607,79175
40002,MG,ALFREDO VASCONCELOS,3101631,6938
40339,MG,ALMENARA,3101706,39915
40355,MG,ALPERCATA,3101805,6403
40371,MG,ALPINÓPOLIS,3101904,17883
40398,MG,ALTEROSA,3102001,13697
41661,MG,ALTO CAPARAÓ,3102050,5796
50695,MG,ALTO JEQUITIBÁ,3153509,8394
40410,MG,ALTO RIO DOCE,3102100,10894
40436,MG,ALVARENGA,3102209,3858
40452,MG,ALVINÓPOLIS,3102308,15178
40479,MG,ALVORADA DE MINAS,3102407,4065
40290,MG,ALÉM PARAÍBA,3101508,30608
40495,MG,AMPARO DO SERRA,3102506,4472
40517,MG,ANDRADAS,3102605,40522
40550,MG,ANDRELÂNDIA,3102803,11730
41688,MG,ANGELÂNDIA,3102852,7730
40576,MG,ANTÔNIO CARLOS,3102902,11095
40592,MG,ANTÔNIO DIAS,3103009,9248
40614,MG,ANTÔNIO PRADO DE MINAS,3103108,1537
40657,MG,ARACITABA,3103306,1804
40690,MG,ARAGUARI,3103504,121424
40711,MG,ARANTINA,3103603,2916
40738,MG,ARAPONGA,3103702,8048
40029,MG,ARAPORÃ,3103751,8543
40754,MG,ARAPUÁ,3103801,2621
40797,MG,ARAXÁ,3104007,116561
40630,MG,ARAÇAÍ,3103207,2174
40673,MG,ARAÇUAÍ,3103405,34807
40770,MG,ARAÚJOS,3103900,9192
40819,MG,ARCEBURGO,3104106,9278
40835,MG,ARCOS,3104205,41635
40851,MG,AREADO,3104304,13752
40878,MG,ARGIRITA,3104403,2717
41700,MG,ARICANDUVA,3104452,4721
40894,MG,ARINOS,3104502,18526
40916,MG,ASTOLFO DUTRA,3104601,14239
40932,MG,ATALÉIA,3104700,13744
40959,MG,AUGUSTO DE LIMA,3104809,4507
40096,MG,AÇUCENA,3100500,9229
40975,MG,BAEPENDI,3104908,18261
40991,MG,BALDIM,3105004,7336
41017,MG,BAMBUÍ,3105103,23545
41033,MG,BANDEIRA,3105202,4606
41050,MG,BANDEIRA DO SUL,3105301,5968
41114,MG,BARBACENA,3105608,122894
41130,MG,BARRA LONGA,3105707,5678
41173,MG,BARROSO,3105905,19802
41076,MG,BARÃO DE COCAIS,3105400,30643
41092,MG,BARÃO DE MONTE ALTO,3105509,4965
41190,MG,BELA VISTA DE MINAS,3106002,9505
41211,MG,BELMIRO BRAGA,3106101,2905
41238,MG,BELO HORIZONTE,3106200,2392678
41254,MG,BELO ORIENTE,3106309,22149
41270,MG,BELO VALE,3106408,8632
41297,MG,BERILO,3106507,9615
41726,MG,BERIZAL,3106655,4191
41319,MG,BERTÓPOLIS,3106606,4457
41335,MG,BETIM,3106705,428956
41351,MG,BIAS FORTES,3106804,3357
41378,MG,BICAS,3106903,13935
41394,MG,BIQUINHAS,3107000,2356
41416,MG,BOA ESPERANÇA,3107109,41060
41432,MG,BOCAINA DE MINAS,3107208,5316
41459,MG,BOCAIÚVA,3107307,50185
41475,MG,BOM DESPACHO,3107406,53750
41491,MG,BOM JARDIM DE MINAS,3107505,6771
41513,MG,BOM JESUS DA PENHA,3107604,4479
41530,MG,BOM JESUS DO AMPARO,3107703,5592
41556,MG,BOM JESUS DO GALHO,3107802,14668
41572,MG,BOM REPOUSO,3107901,12645
41599,MG,BOM SUCESSO,3108008,18045
41610,MG,BONFIM,3108107,7377
41637,MG,BONFINÓPOLIS DE MINAS,3108206,5729
41742,MG,BONITO DE MINAS,3108255,9917
41653,MG,BORDA DA MATA,3108305,17581
41670,MG,BOTELHOS,3108404,14703
41696,MG,BOTUMIRIM,3108503,5760
40045,MG,BRASILÂNDIA DE MINAS,3108552,14696
41718,MG,BRASÍLIA DE MINAS,3108602,31246
41777,MG,BRAZÓPOLIS,3108909,13981
41750,MG,BRAÚNAS,3108800,4443
41793,MG,BRUMADINHO,3109006,38640
41734,MG,BRÁS PIRES,3108701,4258
41815,MG,BUENO BRANDÃO,3109105,10761
41831,MG,BUENÓPOLIS,3109204,9058
41769,MG,BUGRE,3109253,4041
41858,MG,BURITIS,3109303,25223
41874,MG,BURITIZEIRO,3109402,23687
41785,MG,CABECEIRA GRANDE,3109451,6485
41890,MG,CABO VERDE,3109501,11276
41912,MG,CACHOEIRA DA PRATA,3109600,3707
41939,MG,CACHOEIRA DE MINAS,3109709,11759
40533,MG,CACHOEIRA DE PAJEÚ,3102704,9020
41955,MG,CACHOEIRA DOURADA,3109808,2310
41971,MG,CAETANÓPOLIS,3109907,11425
41998,MG,CAETÉ,3110004,39578
42013,MG,CAIANA,3110103,5307
42030,MG,CAJURI,3110202,4080
42056,MG,CALDAS,3110301,15082
42072,MG,CAMACHO,3110400,3028
42099,MG,CAMANDUCAIA,3110509,27942
42137,MG,CAMBUQUIRA,3110707,12309
42110,MG,CAMBUÍ,3110608,29584
42170,MG,CAMPANHA,3110905,15856
42153,MG,CAMPANÁRIO,3110806,2737
42196,MG,CAMPESTRE,3111002,21585
42218,MG,CAMPINA VERDE,3111101,17817
41807,MG,CAMPO AZUL,3111150,3615
42234,MG,CAMPO BELO,3111200,52318
42250,MG,CAMPO DO MEIO,3111309,11268
42277,MG,CAMPO FLORIDO,3111408,8181
42293,MG,CAMPOS ALTOS,3111507,13359
42315,MG,CAMPOS GERAIS,3111606,25972
42374,MG,CANA VERDE,3111903,5272
42331,MG,CANAÃ,3111705,4715
42390,MG,CANDEIAS,3112000,14017
41823,MG,CANTAGALO,3112059,3937
42358,MG,CANÁPOLIS,3111804,9844
42412,MG,CAPARAÓ,3112109,4978
42439,MG,CAPELA NOVA,3112208,4369
42455,MG,CAPELINHA,3112307,39472
42471,MG,CAPETINGA,3112406,6473
42498,MG,CAPIM BRANCO,3112505,10706
42510,MG,CAPINÓPOLIS,3112604,14392
40061,MG,CAPITÃO ANDRADE,3112653,4483
42536,MG,CAPITÃO ENÉAS,3112703,14633
42552,MG,CAPITÓLIO,3112802,9794
42579,MG,CAPUTIRA,3112901,8976
42617,MG,CARANAÍBA,3113107,2937
42633,MG,CARANDAÍ,3113206,23826
42650,MG,CARANGOLA,3113305,30778
42676,MG,CARATINGA,3113404,88311
42595,MG,CARAÍ,3113008,19251
42692,MG,CARBONITA,3113503,8480
42714,MG,CAREAÇU,3113602,6739
42730,MG,CARLOS CHAGAS,3113701,18531
42773,MG,CARMO DA CACHOEIRA,3113909,11537
42790,MG,CARMO DA MATA,3114006,10940
42811,MG,CARMO DE MINAS,3114105,13286
42838,MG,CARMO DO CAJURU,3114204,23374
42854,MG,CARMO DO PARANAÍBA,3114303,28883
42870,MG,CARMO DO RIO CLARO,3114402,20725
42757,MG,CARMÉSIA,3113800,2614
42897,MG,CARMÓPOLIS DE MINAS,3114501,17596
40088,MG,CARNEIRINHO,3114550,9401
42919,MG,CARRANCAS,3114600,4049
42951,MG,CARVALHOS,3114808,4374
42935,MG,CARVALHÓPOLIS,3114709,3333
42978,MG,CASA GRANDE,3114907,2210
42994,MG,CASCALHO RICO,3115003,2705
43052,MG,CATAGUASES,3115300,68214
41840,MG,CATAS ALTAS,3115359,5486
43079,MG,CATAS ALTAS DA NORUEGA,3115409,2918
40100,MG,CATUJI,3115458,7035
41866,MG,CATUTI,3115474,4730
43095,MG,CAXAMBU,3115508,21011
43117,MG,CEDRO DO ABAETÉ,3115607,1072
43133,MG,CENTRAL DE MINAS,3115706,6149
43150,MG,CENTRALINA,3115805,10207
43192,MG,CHALÉ,3116001,6079
43214,MG,CHAPADA DO NORTE,3116100,9913
41882,MG,CHAPADA GAÚCHA,3116159,12237
43230,MG,CHIADOR,3116209,2800
43176,MG,CHÁCARA,3115904,3092
43257,MG,CIPOTÂNEA,3116308,5623
43273,MG,CLARAVAL,3116407,4658
43290,MG,CLARO DOS POÇÕES,3116506,7011
43311,MG,CLÁUDIO,3116605,31388
43338,MG,COIMBRA,3116704,7078
43354,MG,COLUNA,3116803,8072
43370,MG,COMENDADOR GOMES,3116902,2708
43397,MG,COMERCINHO,3117009,6681
43419,MG,CONCEIÇÃO DA APARECIDA,3117108,10408
43036,MG,CONCEIÇÃO DA BARRA DE MINAS,3115201,3588
43451,MG,CONCEIÇÃO DAS ALAGOAS,3117306,26423
43435,MG,CONCEIÇÃO DAS PEDRAS,3117207,2752
43478,MG,CONCEIÇÃO DE IPANEMA,3117405,4366
43494,MG,CONCEIÇÃO DO MATO DENTRO,3117504,23345
43516,MG,CONCEIÇÃO DO PARÁ,3117603,5303
43532,MG,CONCEIÇÃO DO RIO VERDE,3117702,12495
43559,MG,CONCEIÇÃO DOS OUROS,3117801,10774
41920,MG,CONFINS,3117876,7428
43575,MG,CONGONHAL,3117900,10969
43591,MG,CONGONHAS,3118007,55562
43613,MG,CONGONHAS DO NORTE,3118106,4830
43630,MG,CONQUISTA,3118205,6679
43656,MG,CONSELHEIRO LAFAIETE,3118304,134537
43672,MG,CONSELHEIRO PENA,3118403,19998
43699,MG,CONSOLAÇÃO,3118502,1552
43710,MG,CONTAGEM,3118601,615621
43737,MG,COQUEIRAL,3118700,9002
43753,MG,CORAÇÃO DE JESUS,3118809,24951
43770,MG,CORDISBURGO,3118908,7548
43796,MG,CORDISLÂNDIA,3119005,3208
43818,MG,CORINTO,3119104,22992
43834,MG,COROACI,3119203,10870
43850,MG,COROMANDEL,3119302,29233
43877,MG,CORONEL FABRICIANO,3119401,96621
43893,MG,CORONEL MURTA,3119500,8128
43915,MG,CORONEL PACHECO,3119609,2702
43931,MG,CORONEL XAVIER CHAVES,3119708,3474
44016,MG,COUTO DE MAGALHÃES DE MINAS,3120102,4217
44032,MG,CRISTAIS,3120201,12184
44075,MG,CRISTIANO OTONI,3120409,4671
44091,MG,CRISTINA,3120508,10379
44059,MG,CRISTÁLIA,3120300,4977
41963,MG,CRISÓLITA,3120151,4979
44113,MG,CRUCILÂNDIA,3120607,5779
44130,MG,CRUZEIRO DA FORTALEZA,3120706,3492
44156,MG,CRUZÍLIA,3120805,15223
41980,MG,CUPARAQUE,3120839,3963
42005,MG,CURRAL DE DENTRO,3120870,7406
44172,MG,CURVELO,3120904,82335
43010,MG,CÁSSIA,3115102,16923
43958,MG,CÓRREGO DANTA,3119807,3304
43974,MG,CÓRREGO DO BOM JESUS,3119906,4263
41947,MG,CÓRREGO FUNDO,3119955,6105
43990,MG,CÓRREGO NOVO,3120003,2876
41904,MG,CÔNEGO MARINHO,3117836,7246
44199,MG,DATAS,3121001,5459
44210,MG,DELFIM MOREIRA,3121100,7820
44237,MG,DELFINÓPOLIS,3121209,8343
42021,MG,DELTA,3121258,9852
44253,MG,DESCOBERTO,3121308,4917
44270,MG,DESTERRO DE ENTRE RIOS,3121407,7633
44296,MG,DESTERRO DO MELO,3121506,2997
44318,MG,DIAMANTINA,3121605,47798
44334,MG,DIOGO DE VASCONCELOS,3121704,3548
44350,MG,DIONÍSIO,3121803,7010
44393,MG,DIVINO,3122009,20705
44415,MG,DIVINO DAS LARANJEIRAS,3122108,4128
44431,MG,DIVINOLÂNDIA DE MINAS,3122207,6457
44377,MG,DIVINÉSIA,3121902,4190
44458,MG,DIVINÓPOLIS,3122306,248581
40126,MG,DIVISA ALEGRE,3122355,6321
44474,MG,DIVISA NOVA,3122405,5791
40142,MG,DIVISÓPOLIS,3122454,10206
42048,MG,DOM BOSCO,3122470,3698
44490,MG,DOM CAVATI,3122504,4904
44512,MG,DOM JOAQUIM,3122603,4920
44539,MG,DOM SILVÉRIO,3122702,4991
44555,MG,DOM VIÇOSO,3122801,3095
44571,MG,DONA EUSÉBIA,3122900,6122
44598,MG,DORES DE CAMPOS,3123007,9956
44610,MG,DORES DE GUANHÃES,3123106,4984
44636,MG,DORES DO INDAIÁ,3123205,12534
44652,MG,DORES DO TURVO,3123304,4988
44679,MG,DORESÓPOLIS,3123403,1378
44695,MG,DOURADOQUARA,3123502,1779
40169,MG,DURANDÉ,3123528,7832
44717,MG,ELÓI MENDES,3123601,26283
44733,MG,ENGENHEIRO CALDAS,3123700,13629
44750,MG,ENGENHEIRO NAVARRO,3123809,6318
40185,MG,ENTRE FOLHAS,3123858,4862
44776,MG,ENTRE RIOS DE MINAS,3123908,14952
44792,MG,ERVÁLIA,3124005,20028
44814,MG,ESMERALDAS,3124104,102608
44830,MG,ESPERA FELIZ,3124203,24081
44857,MG,ESPINOSA,3124302,29650
44873,MG,ESPÍRITO SANTO DO DOURADO,3124401,5832
44890,MG,ESTIVA,3124500,11520
44911,MG,ESTRELA DALVA,3124609,2142
44938,MG,ESTRELA DO INDAIÁ,3124708,2764
44954,MG,ESTRELA DO SUL,3124807,6717
44970,MG,EUGENÓPOLIS,3124906,10805
44997,MG,EWBANK DA CÂMARA,3125002,3863
45012,MG,EXTREMA,3125101,53520
45039,MG,FAMA,3125200,2542
45055,MG,FARIA LEMOS,3125309,3209
45110,MG,FELISBURGO,3125606,6424
45136,MG,FELIXLÂNDIA,3125705,14084
45071,MG,FELÍCIO DOS SANTOS,3125408,5126
45152,MG,FERNANDES TOURINHO,3125804,2653
45179,MG,FERROS,3125903,9210
40207,MG,FERVEDOURO,3125952,10452
45195,MG,FLORESTAL,3126000,8201
45217,MG,FORMIGA,3126109,68099
45233,MG,FORMOSO,3126208,7801
45250,MG,FORTALEZA DE MINAS,3126307,3479
45276,MG,FORTUNA DE MINAS,3126406,3102
45292,MG,FRANCISCO BADARÓ,3126505,8795
45314,MG,FRANCISCO DUMONT,3126604,4472
45330,MG,FRANCISCO SÁ,3126703,21504
40223,MG,FRANCISCÓPOLIS,3126752,5040
45357,MG,FREI GASPAR,3126802,5617
45373,MG,FREI INOCÊNCIO,3126901,8190
42064,MG,FREI LAGONEGRO,3126950,3391
45390,MG,FRONTEIRA,3127008,13668
49352,MG,FRONTEIRA DOS VALES,3127057,4336
42080,MG,FRUTA DE LEITE,3127073,4594
45411,MG,FRUTAL,3127107,63663
45438,MG,FUNILÂNDIA,3127206,4699
45454,MG,GALILÉIA,3127305,6168
42102,MG,GAMELEIRAS,3127339,4782
42129,MG,GLAUCILÂNDIA,3127354,2637
42145,MG,GOIABEIRA,3127370,2816
42161,MG,GOIANÁ,3127388,4064
45497,MG,GONZAGA,3127503,5189
45470,MG,GONÇALVES,3127404,4649
45519,MG,GOUVEIA,3127602,11398
45535,MG,GOVERNADOR VALADARES,3127701,262499
45578,MG,GRUPIARA,3127909,1392
45551,MG,GRÃO MOGOL,3127800,13094
45594,MG,GUANHÃES,3128006,31702
45616,MG,GUAPÉ,3128105,13781
45632,MG,GUARACIABA,3128204,10487
42188,MG,GUARACIAMA,3128253,5010
45675,MG,GUARANI,3128402,7487
45659,MG,GUARANÉSIA,3128303,19209
45691,MG,GUARARÁ,3128501,3070
45713,MG,GUARDA-MOR,3128600,6539
45730,MG,GUAXUPÉ,3128709,51015
45756,MG,GUIDOVAL,3128808,7163
45772,MG,GUIMARÂNIA,3128907,8600
45799,MG,GUIRICEMA,3129004,7708
45810,MG,GURINHATÃ,3129103,5140
45837,MG,HELIODORA,3129202,6325
45853,MG,IAPU,3129301,12012
45870,MG,IBERTIOGA,3129400,5204
45918,MG,IBIAÍ,3129608,6314
42200,MG,IBIRACATU,3129657,5409
45934,MG,IBIRACI,3129707,10780
45950,MG,IBIRITÉ,3129806,181943
45977,MG,IBITIÚRA DE MINAS,3129905,3368
45993,MG,IBITURUNA,3130002,2464
45896,MG,IBIÁ,3129509,24271
40240,MG,ICARAÍ DE MINAS,3130051,10682
46019,MG,IGARAPÉ,3130101,44920
46035,MG,IGARATINGA,3130200,11095
46051,MG,IGUATAMA,3130309,6749
46078,MG,IJACI,3130408,6263
46094,MG,ILICÍNEA,3130507,12741
42226,MG,IMBÉ DE MINAS,3130556,6992
46116,MG,INCONFIDENTES,3130606,7274
42242,MG,INDAIABIRA,3130655,6346
46132,MG,INDIANÓPOLIS,3130705,6104
46159,MG,INGAÍ,3130804,2476
46175,MG,INHAPIM,3130903,22327
46191,MG,INHAÚMA,3131000,6213
46213,MG,INIMUTABA,3131109,7434
40266,MG,IPABA,3131158,16552
46230,MG,IPANEMA,3131208,19209
46256,MG,IPATINGA,3131307,211094
46272,MG,IPIAÇU,3131406,3715
46299,MG,IPUIÚNA,3131505,9104
46310,MG,IRAÍ DE MINAS,3131604,7868
46337,MG,ITABIRA,3131703,110335
46353,MG,ITABIRINHA,3131802,10112
46370,MG,ITABIRITO,3131901,58544
46396,MG,ITACAMBIRA,3132008,3880
46418,MG,ITACARAMBI,3132107,16355
46434,MG,ITAGUARA,3132206,14408
46450,MG,ITAIPÉ,3132305,10302
46477,MG,ITAJUBÁ,3132404,90776
46493,MG,ITAMARANDIBA,3132503,32321
46515,MG,ITAMARATI DE MINAS,3132602,3696
46531,MG,ITAMBACURI,3132701,21080
46558,MG,ITAMBÉ DO MATO DENTRO,3132800,2140
46574,MG,ITAMOGI,3132909,10781
46590,MG,ITAMONTE,3133006,14569
46612,MG,ITANHANDU,3133105,15226
46639,MG,ITANHOMI,3133204,11158
46655,MG,ITAOBIM,3133303,19025
46671,MG,ITAPAGIPE,3133402,14896
46698,MG,ITAPECERICA,3133501,21534
46710,MG,ITAPEVA,3133600,12305
46736,MG,ITATIAIUÇU,3133709,16257
46779,MG,ITAVERAVA,3133907,5650
54453,MG,ITAÚ DE MINAS,3133758,14293
46752,MG,ITAÚNA,3133808,95967
46795,MG,ITINGA,3134004,12569
46817,MG,ITUETA,3134103,5804
46833,MG,ITUIUTABA,3134202,97409
46850,MG,ITUMIRIM,3134301,6642
46876,MG,ITURAMA,3134400,38172
46892,MG,ITUTINGA,3134509,4218
46914,MG,JABOTICATUBAS,3134608,19697
46930,MG,JACINTO,3134707,10793
46973,MG,JACUTINGA,3134905,25538
46957,MG,JACUÍ,3134806,7515
46990,MG,JAGUARAÇU,3135001,3106
40304,MG,JAMPRUCA,3135076,4261
47015,MG,JANAÚBA,3135100,70001
47031,MG,JANUÁRIA,3135209,65279
47058,MG,JAPARAÍBA,3135308,4509
42269,MG,JAPONVAR,3135357,7861
40282,MG,JAÍBA,3135050,36945
47074,MG,JECEABA,3135407,6344
42285,MG,JENIPAPO DE MINAS,3135456,6000
47090,MG,JEQUERI,3135506,12693
47112,MG,JEQUITAÍ,3135605,6449
47139,MG,JEQUITIBÁ,3135704,5900
47155,MG,JEQUITINHONHA,3135803,22262
47171,MG,JESUÂNIA,3135902,5138
47210,MG,JOANÉSIA,3136108,4333
47279,MG,JOAQUIM FELÍCIO,3136405,3778
47198,MG,JOAÍMA,3136009,12732
47295,MG,JORDÂNIA,3136504,8866
40924,MG,JOSENÓPOLIS,3136579,3607
42307,MG,JOSÉ GONÇALVES DE MINAS,3136520,3922
42323,MG,JOSÉ RAYDAN,3136553,4267
47236,MG,JOÃO MONLEVADE,3136207,75838
47252,MG,JOÃO PINHEIRO,3136306,47702
40320,MG,JUATUBA,3136652,31409
47333,MG,JUIZ DE FORA,3136702,557777
47350,MG,JURAMENTO,3136801,3585
47376,MG,JURUAIA,3136900,11000
40940,MG,JUVENÍLIA,3136959,5793
47392,MG,LADAINHA,3137007,13868
47414,MG,LAGAMAR,3137106,7106
47430,MG,LAGOA DA PRATA,3137205,52051
47457,MG,LAGOA DOS PATOS,3137304,3293
47473,MG,LAGOA DOURADA,3137403,12611
47490,MG,LAGOA FORMOSA,3137502,19050
40347,MG,LAGOA GRANDE,3137536,9096
47511,MG,LAGOA SANTA,3137601,70678
47538,MG,LAJINHA,3137700,20667
47554,MG,LAMBARI,3137809,20449
47570,MG,LAMIM,3137908,3184
47597,MG,LARANJAL,3138005,5806
47619,MG,LASSANCE,3138104,7089
47635,MG,LAVRAS,3138203,98602
47651,MG,LEANDRO FERREIRA,3138302,3121
40967,MG,LEME DO PRADO,3138351,4312
47678,MG,LEOPOLDINA,3138401,49020
47694,MG,LIBERDADE,3138500,4713
47716,MG,LIMA DUARTE,3138609,17248
40363,MG,LIMEIRA DO OESTE,3138625,8582
40380,MG,LONTRA,3138658,8778
40983,MG,LUISBURGO,3138674,6961
41009,MG,LUISLÂNDIA,3138682,6158
47732,MG,LUMINÁRIAS,3138708,5586
47759,MG,LUZ,3138807,17972
47775,MG,MACHACALIS,3138906,6440
47791,MG,MACHADO,3139003,36932
47813,MG,MADRE DE DEUS DE MINAS,3139102,5191
47830,MG,MALACACHETA,3139201,16905
40401,MG,MAMONAS,3139250,5993
47856,MG,MANGA,3139300,18882
47872,MG,MANHUAÇU,3139409,88787
47899,MG,MANHUMIRIM,3139508,19812
47910,MG,MANTENA,3139607,26352
47953,MG,MAR DE ESPANHA,3139805,12400
47937,MG,MARAVILHAS,3139706,7300
47970,MG,MARIA DA FÉ,3139904,14241
47996,MG,MARIANA,3140001,64890
48011,MG,MARILAC,3140100,4044
48038,MG,MARIPÁ DE MINAS,3140209,3383
48054,MG,MARLIÉRIA,3140308,4577
48070,MG,MARMELÓPOLIS,3140407,3169
48097,MG,MARTINHO CAMPOS,3140506,13979
41041,MG,MARTINS SOARES,3140530,8267
40428,MG,MATA VERDE,3140555,10096
48119,MG,MATERLÂNDIA,3140605,3845
48135,MG,MATEUS LEME,3140704,43996
54313,MG,MATHIAS LOBATO,3171501,2912
48151,MG,MATIAS BARBOSA,3140803,14019
40444,MG,MATIAS CARDOSO,3140852,8879
48178,MG,MATIPÓ,3140902,18506
48194,MG,MATO VERDE,3141009,12045
48216,MG,MATOZINHOS,3141108,36927
48232,MG,MATUTINA,3141207,3807
48259,MG,MEDEIROS,3141306,3965
48275,MG,MEDINA,3141405,19199
48291,MG,MENDES PIMENTEL,3141504,5535
48313,MG,MERCÊS,3141603,9865
48330,MG,MESQUITA,3141702,5043
48356,MG,MINAS NOVAS,3141801,24117
48372,MG,MINDURI,3141900,3690
48399,MG,MIRABELA,3142007,13286
48410,MG,MIRADOURO,3142106,8935
41068,MG,MIRAVÂNIA,3142254,3984
48437,MG,MIRAÍ,3142205,13630
48453,MG,MOEDA,3142304,5186
48470,MG,MOEMA,3142403,8302
48496,MG,MONJOLOS,3142502,2154
48518,MG,MONSENHOR PAULO,3142601,8336
48534,MG,MONTALVÂNIA,3142700,14065
48550,MG,MONTE ALEGRE DE MINAS,3142809,20004
48577,MG,MONTE AZUL,3142908,20345
48593,MG,MONTE BELO,3143005,13092
48615,MG,MONTE CARMELO,3143104,47267
41084,MG,MONTE FORMOSO,3143153,4381
48631,MG,MONTE SANTO DE MINAS,3143203,20881
48674,MG,MONTE SIÃO,3143401,23715
48658,MG,MONTES CLAROS,3143302,436970
40460,MG,MONTEZUMA,3143450,6901
48690,MG,MORADA NOVA DE MINAS,3143500,8988
48712,MG,MORRO DA GARÇA,3143609,2593
48739,MG,MORRO DO PILAR,3143708,2977
48755,MG,MUNHOZ,3143807,7618
48771,MG,MURIAÉ,3143906,103649
48798,MG,MUTUM,3144003,27634
48810,MG,MUZAMBINHO,3144102,21935
41025,MG,MÁRIO CAMPOS,3140159,15969
48836,MG,NACIP RAYDAN,3144201,2513
48852,MG,NANUQUE,3144300,34668
40487,MG,NAQUE,3144359,6331
41106,MG,NATALÂNDIA,3144375,3514
48879,MG,NATÉRCIA,3144409,4580
48895,MG,NAZARENO,3144508,8192
48917,MG,NEPOMUCENO,3144607,24869
41122,MG,NINHEIRA,3144656,9331
41149,MG,NOVA BELÉM,3144672,3049
48933,MG,NOVA ERA,3144706,16920
48950,MG,NOVA LIMA,3144805,117819
48976,MG,NOVA MÓDICA,3144904,3614
48992,MG,NOVA PONTE,3145000,15731
41165,MG,NOVA PORTEIRINHA,3145059,6660
49018,MG,NOVA RESENDE,3145109,16545
49034,MG,NOVA SERRANA,3145208,114497
47317,MG,NOVA UNIÃO,3136603,5729
49050,MG,NOVO CRUZEIRO,3145307,26850
40509,MG,NOVO ORIENTE DE MINAS,3145356,10086
41181,MG,NOVORIZONTE,3145372,4545
49077,MG,OLARIA,3145406,1936
41203,MG,OLHOS D'ÁGUA,3145455,5340
49115,MG,OLIVEIRA,3145604,39256
49131,MG,OLIVEIRA FORTES,3145703,1996
49093,MG,OLÍMPIO NORONHA,3145505,2555
49158,MG,ONÇA DE PITANGUI,3145802,2908
