codigo_ibge,codigo_tse,nome_municipio,codigo_meso,nome_meso,codigo_micro,nome_micro
3171709,54356,Virgínia,10,Sul / Sudoeste de Minas,56,Itajubá
3172202,54216,Wenceslau Braz,10,Sul / Sudoeste de Minas,56,Itajubá
3114600,42919,Carrancas,11,Campo das Vertentes,57,Lavras
3130408,46078,Ijaci,11,Campo das Vertentes,57,Lavras
3130804,46159,Ingaí,11,Campo das Vertentes,57,Lavras
3134301,46850,Itumirim,11,Campo das Vertentes,57,Lavras
3134509,46892,Itutinga,11,Campo das Vertentes,57,Lavras
3138203,47635,Lavras,11,Campo das Vertentes,57,Lavras
3138708,47732,Luminárias,11,Campo das Vertentes,57,Lavras
3144607,48917,Nepomuceno,11,Campo das Vertentes,57,Lavras
3154705,50938,Ribeirão Vermelho,11,Campo das Vertentes,57,Lavras
3115201,43036,Conceição da Barra de Minas,11,Campo das Vertentes,58,São João Del Rei
3119708,43931,Coronel Xavier Chaves,11,Campo das Vertentes,58,São João Del Rei
3123007,44598,Dores de Campos,11,Campo das Vertentes,58,São João Del Rei
3137403,47473,Lagoa Dourada,11,Campo das Vertentes,58,São João Del Rei
3139102,47813,Madre de Deus de Minas,11,Campo das Vertentes,58,São João Del Rei
3144508,48895,Nazareno,11,Campo das Vertentes,58,São João Del Rei
3150307,50059,Piedade do Rio Grande,11,Campo das Vertentes,58,São João Del Rei
3152709,50539,Prados,11,Campo das Vertentes,58,São João Del Rei
3154200,50830,Resende Costa,11,Campo das Vertentes,58,São João Del Rei
3156106,51217,Ritápolis,11,Campo das Vertentes,58,São João Del Rei
3157336,41467,Santa Cruz de Minas,11,Campo das Vertentes,58,São João Del Rei
3158706,51730,Santana do Garambéu,11,Campo das Vertentes,58,São João Del Rei
3162500,52493,São João del Rei,11,Campo das Vertentes,58,São João Del Rei
3165008,52990,São Tiago,11,Campo das Vertentes,58,São João Del Rei
3168804,53759,Tiradentes,11,Campo das Vertentes,58,São João Del Rei
3101631,40002,Alfredo Vasconcelos,11,Campo das Vertentes,59,Barbacena
3102902,40576,Antônio Carlos,11,Campo das Vertentes,59,Barbacena
3105608,41114,Barbacena,11,Campo das Vertentes,59,Barbacena
3105905,41173,Barroso,11,Campo das Vertentes,59,Barbacena
3112208,42439,Capela Nova,11,Campo das Vertentes,59,Barbacena
3113107,42617,Caranaíba,11,Campo das Vertentes,59,Barbacena
3113206,42633,Carandaí,11,Campo das Vertentes,59,Barbacena
3121506,44296,Desterro do Melo,11,Campo das Vertentes,59,Barbacena
3129400,45870,Ibertioga,11,Campo das Vertentes,59,Barbacena
3154408,50873,Ressaquinha,11,Campo das Vertentes,59,Barbacena
3157302,51454,Santa Bárbara do Tugúrio,11,Campo das Vertentes,59,Barbacena
3166204,53236,Senhora dos Remédios,11,Campo das Vertentes,59,Barbacena
3100401,40070,Acaiaca,12,Zona da Mata,60,Ponte Nova
3105707,41130,Barra Longa,12,Zona da Mata,60,Ponte Nova
3122702,44539,Dom Silvério,12,Zona da Mata,60,Ponte Nova
3128204,45632,Guaraciaba,12,Zona da Mata,60,Ponte Nova
3135506,47090,Jequeri,12,Zona da Mata,60,Ponte Nova
3145851,41220,Oratórios,12,Zona da Mata,60,Ponte Nova
3150208,50032,Piedade de Ponte Nova,12,Zona da Mata,60,Ponte Nova
3152105,50415,Ponte Nova,12,Zona da Mata,60,Ponte Nova
3154002,50792,Raul Soares,12,Zona da Mata,60,Ponte Nova
3154903,50970,Rio Casca,12,Zona da Mata,60,Ponte Nova
3155009,50997,Rio Doce,12,Zona da Mata,60,Ponte Nova
3157401,51470,Santa Cruz do Escalvado,12,Zona da Mata,60,Ponte Nova
3160108,52019,Santo Antônio do Grama,12,Zona da Mata,60,Ponte Nova
3165560,40827,Sem-Peixe,12,Zona da Mata,60,Ponte Nova
3166303,53252,Sericita,12,Zona da Mata,60,Ponte Nova
3164001,52795,São Pedro dos Ferros,12,Zona da Mata,60,Ponte Nova
3170503,54097,Urucânia,12,Zona da Mata,60,Ponte Nova
3171154,42560,Vermelho Novo,12,Zona da Mata,60,Ponte Nova
3100302,40053,Abre Campo,12,Zona da Mata,61,Manhuaçu
3102050,41661,Alto Caparaó,12,Zona da Mata,61,Manhuaçu
3153509,50695,Alto Jequitibá,12,Zona da Mata,61,Manhuaçu
3112109,42412,Caparaó,12,Zona da Mata,61,Manhuaçu
3112901,42579,Caputira,12,Zona da Mata,61,Manhuaçu
3116001,43192,Chalé,12,Zona da Mata,61,Manhuaçu
3123528,40169,Durandé,12,Zona da Mata,61,Manhuaçu
3137700,47538,Lajinha,12,Zona da Mata,61,Manhuaçu
3138674,40983,Luisburgo,12,Zona da Mata,61,Manhuaçu
3139409,47872,Manhuaçu,12,Zona da Mata,61,Manhuaçu
3139508,47899,Manhumirim,12,Zona da Mata,61,Manhuaçu
3140530,41041,Martins Soares,12,Zona da Mata,61,Manhuaçu
3140902,48178,Matipó,12,Zona da Mata,61,Manhuaçu
3148756,41327,Pedra Bonita,12,Zona da Mata,61,Manhuaçu
3154150,41424,Reduto,12,Zona da Mata,61,Manhuaçu
3157906,51578,Santa Margarida,12,Zona da Mata,61,Manhuaçu
3158904,51772,Santana do Manhuaçu,12,Zona da Mata,61,Manhuaçu
3167608,53511,Simonésia,12,Zona da Mata,61,Manhuaçu
3163607,52710,São José do Mantimento,12,Zona da Mata,61,Manhuaçu
3162559,40720,São João do Manhuaçu,12,Zona da Mata,61,Manhuaçu
3102100,40410,Alto Rio Doce,12,Zona da Mata,62,Viçosa
3102506,40495,Amparo do Serra,12,Zona da Mata,62,Viçosa
3103702,40738,Araponga,12,Zona da Mata,62,Viçosa
3108701,41734,Brás Pires,12,Zona da Mata,62,Viçosa
3110202,42030,Cajuri,12,Zona da Mata,62,Viçosa
3111705,42331,Canaã,12,Zona da Mata,62,Viçosa
3116308,43257,Cipotânea,12,Zona da Mata,62,Viçosa
3116704,43338,Coimbra,12,Zona da Mata,62,Viçosa
3124005,44792,Ervália,12,Zona da Mata,62,Viçosa
3137908,47570,Lamim,12,Zona da Mata,62,Viçosa
3148301,49654,Paula Cândido,12,Zona da Mata,62,Viçosa
3148806,49751,Pedra do Anta,12,Zona da Mata,62,Viçosa
3150802,50156,Piranga,12,Zona da Mata,62,Viçosa
3152303,50458,Porto Firme,12,Zona da Mata,62,Viçosa
3153103,50610,Presidente Bernardes,12,Zona da Mata,62,Viçosa
3155207,51039,Rio Espera,12,Zona da Mata,62,Viçosa
3166006,53198,Senhora de Oliveira,12,Zona da Mata,62,Viçosa
3163805,52752,São Miguel do Anta,12,Zona da Mata,62,Viçosa
3168507,53694,Teixeiras,12,Zona da Mata,62,Viçosa
3171303,54275,Viçosa,12,Zona da Mata,62,Viçosa
3103108,40614,Antônio Prado de Minas,12,Zona da Mata,63,Muriaé
3105509,41092,Barão de Monte Alto,12,Zona da Mata,63,Muriaé
3110103,42013,Caiana,12,Zona da Mata,63,Muriaé
3113305,42650,Carangola,12,Zona da Mata,63,Muriaé
3122009,44393,Divino,12,Zona da Mata,63,Muriaé
3124203,44830,Espera Feliz,12,Zona da Mata,63,Muriaé
3124906,44970,Eugenópolis,12,Zona da Mata,63,Muriaé
3125309,45055,Faria Lemos,12,Zona da Mata,63,Muriaé
3125952,40207,Fervedouro,12,Zona da Mata,63,Muriaé
3142106,48410,Miradouro,12,Zona da Mata,63,Muriaé
3142205,48437,Miraí,12,Zona da Mata,63,Muriaé
3143906,48771,Muriaé,12,Zona da Mata,63,Muriaé
3145877,41246,Orizânia,12,Zona da Mata,63,Muriaé
3148202,49638,Patrocínio do Muriaé,12,Zona da Mata,63,Muriaé
3149002,49794,Pedra Dourada,12,Zona da Mata,63,Muriaé
3156452,40622,Rosário da Limeira,12,Zona da Mata,63,Muriaé
3161403,52272,São Francisco do Glória,12,Zona da Mata,63,Muriaé
3164431,42340,São Sebastião da Vargem Alegre,12,Zona da Mata,63,Muriaé
3169208,53830,Tombos,12,Zona da Mata,63,Muriaé
3171402,54291,Vieiras,12,Zona da Mata,63,Muriaé
3104601,40916,Astolfo Dutra,12,Zona da Mata,64,Ubá
3121902,44377,Divinésia,12,Zona da Mata,64,Ubá
3123304,44652,Dores do Turvo,12,Zona da Mata,64,Ubá
3128402,45675,Guarani,12,Zona da Mata,64,Ubá
3128808,45756,Guidoval,12,Zona da Mata,64,Ubá
3129004,45799,Guiricema,12,Zona da Mata,64,Ubá
3141603,48313,Mercês,12,Zona da Mata,64,Ubá
3151305,50253,Piraúba,12,Zona da Mata,64,Ubá
3155801,51152,Rio Pomba,12,Zona da Mata,64,Ubá
3156304,51250,Rodeiro,12,Zona da Mata,64,Ubá
3165701,53139,Senador Firmino,12,Zona da Mata,64,Ubá
3167301,53457,Silveirânia,12,Zona da Mata,64,Ubá
3161502,52299,São Geraldo,12,Zona da Mata,64,Ubá
3167905,53570,Tabuleiro,12,Zona da Mata,64,Ubá
3169000,53791,Tocantins,12,Zona da Mata,64,Ubá
3169901,53970,Ubá,12,Zona da Mata,64,Ubá
3172004,54410,Visconde do Rio Branco,12,Zona da Mata,64,Ubá
3103306,40657,Aracitaba,12,Zona da Mata,65,Juiz de Fora
3106101,41211,Belmiro Braga,12,Zona da Mata,65,Juiz de Fora
3106804,41351,Bias Fortes,12,Zona da Mata,65,Juiz de Fora
3106903,41378,Bicas,12,Zona da Mata,65,Juiz de Fora
3116209,43230,Chiador,12,Zona da Mata,65,Juiz de Fora
3115904,43176,Chácara,12,Zona da Mata,65,Juiz de Fora
3119609,43915,Coronel Pacheco,12,Zona da Mata,65,Juiz de Fora
3121308,44253,Descoberto,12,Zona da Mata,65,Juiz de Fora
3125002,44997,Ewbank da Câmara,12,Zona da Mata,65,Juiz de Fora
3127388,42161,Goianá,12,Zona da Mata,65,Juiz de Fora
3128501,45691,Guarará,12,Zona da Mata,65,Juiz de Fora
3136702,47333,Juiz de Fora,12,Zona da Mata,65,Juiz de Fora
3138609,47716,Lima Duarte,12,Zona da Mata,65,Juiz de Fora
3139805,47953,Mar de Espanha,12,Zona da Mata,65,Juiz de Fora
3140209,48038,Maripá de Minas,12,Zona da Mata,65,Juiz de Fora
3140803,48151,Matias Barbosa,12,Zona da Mata,65,Juiz de Fora
3145406,49077,Olaria,12,Zona da Mata,65,Juiz de Fora
3145703,49131,Oliveira Fortes,12,Zona da Mata,65,Juiz de Fora
3146602,49310,Paiva,12,Zona da Mata,65,Juiz de Fora
3149408,49875,Pedro Teixeira,12,Zona da Mata,65,Juiz de Fora
3149507,49891,Pequeri,12,Zona da Mata,65,Juiz de Fora
3150109,50016,Piau,12,Zona da Mata,65,Juiz de Fora
3155405,51071,Rio Novo,12,Zona da Mata,65,Juiz de Fora
3155900,51179,Rio Preto,12,Zona da Mata,65,Juiz de Fora
3156205,51233,Rochedo de Minas,12,Zona da Mata,65,Juiz de Fora
3157278,41440,Santa Bárbara do Monte Verde,12,Zona da Mata,65,Juiz de Fora
3159407,51870,Santa Rita de Ibitipoca,12,Zona da Mata,65,Juiz de Fora
3159308,51853,Santa Rita de Jacutinga,12,Zona da Mata,65,Juiz de Fora
3158607,51713,Santana do Deserto,12,Zona da Mata,65,Juiz de Fora
3160702,52132,Santos Dumont,12,Zona da Mata,65,Juiz de Fora
3165602,53112,Senador Cortes,12,Zona da Mata,65,Juiz de Fora
3167509,53490,Simão Pereira,12,Zona da Mata,65,Juiz de Fora
3162906,52574,São João Nepomuceno,12,Zona da Mata,65,Juiz de Fora
3101508,40290,Além Paraíba,12,Zona da Mata,66,Cataguases
3104403,40878,Argirita,12,Zona da Mata,66,Cataguases
3115300,43052,Cataguases,12,Zona da Mata,66,Cataguases
3122900,44571,Dona Eusébia,12,Zona da Mata,66,Cataguases
3124609,44911,Estrela Dalva,12,Zona da Mata,66,Cataguases
3132602,46515,Itamarati de Minas,12,Zona da Mata,66,Cataguases
3138005,47597,Laranjal,12,Zona da Mata,66,Cataguases
3138401,47678,Leopoldina,12,Zona da Mata,66,Cataguases
3146701,49336,Palma,12,Zona da Mata,66,Cataguases
3151107,50210,Pirapetinga,12,Zona da Mata,66,Cataguases
3154101,50814,Recreio,12,Zona da Mata,66,Cataguases
3158409,51675,Santana de Cataguases,12,Zona da Mata,66,Cataguases
3160009,51993,Santo Antônio do Aventureiro,12,Zona da Mata,66,Cataguases
3172103,54437,Volta Grande,12,Zona da Mata,66,Cataguases
