Discriminação;Dez/1997;Dez/1998;Dez/1999;Dez/2000;Dez/2001;Dez/2002;Dez/2003;Dez/2004;Dez/2005;Dez/2006;Dez/2007;Dez/2008;Dez/2009;Dez/2010;Dez/2011;Dez/2012;Dez/2013;Dez/2014;Dez/2015;Dez/2016;Dez/2017;Dez/2018;Dez/2019;Dez/2020;Dez/2021;Dez/2022;Dez/2023;Dez/2024;Dez/2025
1.1.03.1  I.R. - Pessoa Física;14438.224892698556;14908.818867546794;15237.836862531429;16956.73968853788;17655.169898882905;17999.148916594637;17865.174192498627;20211.018980753757;22577.562615273284;25378.94111126838;39191.81876416937;40762.748748932754;38204.9793215923;42476.95215685907;50314.930012218465;52813.123744570345;54127.80230726653;53647.376838434866;50141.61447366951;49818.60185344608;51906.00624589433;53352.3211129671;58418.52348906002;59201.460435220215;73851.40732063126;69696.88987270853;67626.2851010577;78119.69190385946;81713.58312800206
1.1.03.2  I.R. - Pessoa Jurídica;66150.66571019092;62177.074923165535;63997.67930804846;82049.08462545871;73789.5516375616;135625.42198003703;111377.88172757003;119508.70953160294;151371.10382798256;160124.4190626356;193994.14973992176;220977.58988413465;209388.97667568605;208680.14767442373;228025.8342459182;221648.1044220131;235304.9464050825;218933.1366743106;192396.36189957868;218884.8691955706;186529.45730685408;189689.20651940917;193547.86949803017;180190.08875170932;282702.42173492967;345208.856816277;301854.7743159838;309646.45357126836;309573.3156783996
1.1.03.3  I.R. - Retido na fonte;103685.42873612251;148324.38003292034;158885.14601278421;140803.79684441976;171346.3888422808;165657.0943137337;165420.67285933715;164477.80341647894;181897.00788278767;187492.81306306564;190060.47513030114;223999.04407191122;214125.07687041996;227005.6574486414;265506.1883745997;265328.7648512296;271942.7485240472;281278.5870069787;292497.88570833014;288598.00245746446;298284.1045967143;310048.22352431284;333261.0038851402;306498.5098945063;324848.03139353776;387588.27452649875;430689.3431189389;477292.83204688306;518802.0646758637
1.1.03.3.1    IRRF - Rendimentos do Trabalho;54766.09099000468;62404.522328827334;57351.99870867851;64558.672782488145;73999.77333846004;66047.70788356663;69118.4746655326;78077.62469801996;88701.94792600049;88584.34795148116;91790.60061081644;112189.16224363797;108860.22726654002;120778.92033439843;134826.2065132135;139934.77365048722;137943.20299730243;143485.7408733166;135161.5703453598;134540.6880461921;143826.1396056988;155016.1698526107;171626.8783102611;163062.83173182406;171669.91110440044;184416.43550592396;189525.58927462922;203167.42463291917;223792.76780786182
1.1.03.3.2    IRRF - Rendimentos do Capital;27159.753087494348;62700.788377402416;68450.41094569325;49944.65169840563;66451.36779826858;65141.907755055836;66470.92649093633;56721.71674627779;61404.87025101671;63035.130229280185;61287.67100495644;68978.56459224591;60392.78713307556;61629.27488492668;81618.11456510918;73860.140440289;75982.88145794612;79506.65880397003;94684.20995638572;96758.6047981854;93773.1278576364;81462.12590955304;83802.53241359211;68679.9364216136;72616.74471151283;116176.14838539893;141977.94039655608;161669.85126243994;171687.76759736563
1.1.03.3.3    IRRF - Rendimentos de Residentes no Exterior;9070.187007900106;10191.352587714246;17250.541417570967;15157.717526004853;19681.478484877076;21552.85258838289;19660.64570750558;18320.802053763407;19040.661781132745;22140.01763518728;22586.536227146757;26827.230994338308;28170.909124787864;28427.96530724585;32080.332135471504;33279.176671687615;38230.72169773835;38294.625858134226;44048.82198213089;40640.3046215686;43029.76942166401;53724.3313940441;57651.04926154129;56177.70995078804;58081.38759736244;66579.01463675468;76542.72603750866;87818.56519695175;96339.60801369607
1.1.03.3.4    IRRF - Outros Rendimentos;12689.397650723386;13027.716738976356;15832.194940841493;11142.754837521119;11213.769220675116;12914.626086728305;10170.625995362672;11357.659918417801;12749.527924637701;13733.317247116998;14395.667287381544;16004.086241689038;16701.15334601651;16169.496922070397;16981.535160805484;18254.674088765783;19785.942371060308;19991.561471557834;18603.283424453715;16658.40499151837;17655.06771171518;19845.59636810502;20180.543899745637;18578.031790280565;22479.987980262093;20416.67599842116;22643.08741024503;24636.99095457214;26981.921256940273
1.1.04    IOF;20477.709882672327;18549.672621579983;24547.899342866054;14604.044137277513;15660.316601135124;16235.508228390034;15654.448409060627;17325.232964041734;18824.471899371434;20133.24960610545;22451.856741652613;55007.41055194842;49729.537942095485;65231.517593870594;73525.32214737264;67856.45630175478;60991.826411160524;57833.25317149708;61879.61180827219;55172.57283731078;55205.286867656265;55991.68992099923;60203.923767437314;31398.734780279192;64184.102321937375;70982.44583903102;71103.92042734777;74528.4253601728;90395.07861825777
1.1.05    Cofins;103520.71638817326;98159.52709130452;159918.13536567544;186009.7567911373;201830.4710299558;209677.11464864603;208947.15943799156;259799.00943225346;267346.08400458377;271170.66654670757;295049.71729090315;329927.7765622753;306613.9713132074;346778.0974526379;370858.1898341154;382676.0022781503;416770.4701517239;384602.9796249772;360184.35454345803;334314.12651437236;371672.8212420548;382806.89730779984;350312.0634214587;314808.34593680303;360191.76568305714;332611.5778314501;336321.31779011554;404134.00291440496;410260.20312582067
1.1.06    PIS/Pasep;41058.10417644556;39283.19591323707;49098.57860521434;46868.64637982146;49577.12885482777;51447.78796523581;60035.93053565803;65239.16456403066;66662.57919903375;71718.85688591847;76156.88065985624;85280.18395103891;81792.29149141005;99926.06668192288;97005.5115090887;101420.48884687509;107010.64135307277;101710.77198367218;95156.55228057558;88053.08494957534;98642.31985073477;100689.25844298193;95049.70994870184;88797.94962509854;99857.7374480893;96185.68098532424;97285.30759190026;114304.99449484855;111001.09496024543
1.1.07    CSLL;41663.784670459056;40338.24425722599;36547.76262252533;43295.315081376546;40826.375797008805;53760.48441392069;56886.942256214505;65751.52855540317;79875.25529914674;83128.0515625102;98608.87072016326;120876.1088669014;116403.34593939235;114062.15784722798;136156.57271931804;123932.37030351847;132409.4062145808;125847.81521624711;108059.0163470164;111689.16065705977;119498.29902851612;119882.99574660632;120696.79038901754;112811.13165640243;150844.55751465977;191273.21778478782;171304.5589051466;184063.94823871905;186969.45740946312
1.1.08    CPMF;37329.7112661907;42622.1167262859;39260.79136350698;68059.17596455713;75162.3785153811;82066.99236772946;81117.67751521191;87168.11149488654;89569.98748640415;95263.93391436999;104411.50787607822;3072.2687413300023;241.9256900273495;53.54340406619032;177.0411697236967;-601.1530634784713;-429.8157533567934;16.374444071387117;31.417322313654626;0;0;0;0;0;0;0;0;0;0
1.1.09    CIDE - Combustíveis;0;0;0;0;0;29229.274488564697;26366.394971456295;25334.087996160863;23722.555840520494;23187.806722053767;22719.670907384058;16161.148529785247;12606.382961087213;19063.484249665853;20666.365145103162;6363.610260427694;1540.8571304738427;58.407487091064326;5718.649252140656;9816.658461480922;9197.036904064009;6056.309159301685;4101.009387773752;2835.6329955771225;2502.150289751133;2023.5658228862185;1373.8003840743488;3757.727430261882;3467.396050385161
1.1.10  Outras Receitas Administradas pela RFB;5015.991871166189;5120.085778288661;4632.9270726910245;9274.726285572826;15824.682556223384;18507.058911518023;19723.607825952084;21099.76507856151;23202.356884702796;16386.56270388999;25110.604937523603;19195.73807148275;34075.13562293072;37268.55415541323;50315.60052922516;29738.815950324333;35345.39972795372;40200.24242488335;39578.606938462704;62219.919465735074;1091.2530248565236;14261.909946597123;33303.832311651844;35562.83732427405;36221.39622605157;33437.165022111614;46647.85909919203;37025.05053671416;51205.05531321123
1.2 -  Incentivos Fiscais;-4038.6153023571596;-4050.3130215470173;-3768.065890612838;-4662.408678953679;-1030.8480682150123;-991.683587240509;-652.1447954464923;0;-21.061897376895164;0;-28.686351373883134;-2.855374179566242;-142.18601058402305;-243.7889199139541;-631.7838968262837;-313.93018774908643;-107.03727071597771;-12.328416699997197;-18.827643389874233;-262.12500843432076;-2146.829241342884;-21.286322445238984;-70.01734191476943;-197.72416084877995;-207.24478089361776;-67.11904334873788;-89.2332935943396;0;-1.4792255438501665
1.3 -  Arrecadação Líquida para o RGPS;239595.655340271;242979.9386516741;245012.35065277413;260093.2923282063;272990.9062017913;285414.1092135814;283396.5750178078;308722.18388411094;334342.181704284;365835.2706076696;401003.1556411317;441353.48562513;469011.76035950246;519703.3060473907;565421.9475106745;601643.7474029541;631048.7275053394;652258.245871535;620776.3071206715;584298.3051841209;591061.6606333476;595061.1963289877;606040.1045108325;573783.1414852104;604913.8642650605;643106.8594726734;680226.3022108211;705027.7068904398;743273.4261185976
1.3.1    Arrecadação Líquida para o RGPS - Urbana;0;0;0;0;264854.8441595372;276192.92983333603;273232.5416687055;298306.7043088027;324014.5809179055;354562.9844180678;388874.12645567645;427908.92710211675;457240.6906104313;507885.4504492893;553095.1071437455;589058.599628975;618390.6663678226;639355.9673542944;608225.6004080648;571374.417196509;576395.2627312116;579951.1902763931;593763.5037744109;561578.2109381659;591321.9061835236;632223.9941005395;670369.6918079952;694190.5546709632;729437.383025931
1.3.2    Arrecadação Líquida para o RGPS - Rural;0;0;0;0;8136.0620063117585;9221.18093896294;10164.033349102252;10415.483540971289;10327.601217882306;11272.300882225776;12129.026539999788;13444.559458239775;11771.069749934473;11817.855598046704;12326.840366952005;12585.14781012732;12658.061137501292;12902.27854093249;12550.706712606658;12923.887987611844;14666.39790213598;15110.006052594741;12276.600736421438;12204.930547044703;13591.958081537;10882.865372133912;9856.610402825925;10837.15221947645;13836.043092666878
1.4 -  Receitas Não Administradas pela RFB;74592.33942463508;137801.02069429736;134199.66420803996;112774.33076609684;126817.74010580943;118435.20284169525;115378.71979279694;126766.98552493603;143144.07373251524;178274.23719351942;173060.01380935297;232623.4316056318;257634.0623472245;430360.3861902729;262033.66248179539;324983.1017423672;311848.2513805405;280580.42508668103;237362.6754522305;226335.03729252142;275225.35681920545;293345.76814738923;402988.2727675767;233036.79993746814;359547.46078804653;465215.65584566095;369319.2142340872;382670.36842904065;348634.26807557873
1.4.1  Concessões e Permissões;8165.733753434115;49118.98380286768;46132.861011853805;24336.340506309072;19454.592108667937;7509.593459772992;1431.8108119127503;4073.5292213489984;2522.5277126974943;2941.8821976157856;5870.556296391156;16521.902887817047;7969.564777796869;2823.5090120166387;8979.437205276656;4873.757559770847;44937.02590980522;15116.310428093915;10509.306158059946;36298.46549062325;50185.808652541746;33112.51266362087;134420.81858601014;11604.59386649459;12671.638172024715;56129.120369957105;10121.572684634346;17898.67602013507;7538.001437238721
1.4.2  Dividendos e Participações;4441.35693122571;12431.63672778651;8977.894038813229;7433.342096967909;14207.752710643053;12693.265706596789;13516.65300649768;14263.50888688095;15034.37484638303;28932.699161824534;20084.13929162796;36103.50893237784;68541.32822372107;54957.85365483221;45934.68069255442;60877.26591528918;35169.147626007994;36774.78334648689;21049.25005504211;4616.035806036492;8721.883007956536;11732.856616499657;30547.916786806465;9333.131406548373;56103.38910370562;103869.68249775056;57391.7378729392;79198.42021139697;52064.09596542093
1.4.2.1  Banco do Brasil;0;0;0;638.8668914840408;733.9786296394985;1188.8847034377611;1547.7778120333269;2814.325239131502;1986.3964829656577;6726.269277736609;4603.146129994509;4857.13327131594;5879.507989030499;8033.386037368731;6031.731220526614;6486.645478175553;7095.7423119981395;4653.508392017343;5300.416393224497;2161.8331220527352;2164.060575197329;3348.235949098332;5436.292930172165;3010.7139798783387;4249.9912867411285;7152.507621967834;7514.802181416973;8220.156440747924;3560.3767961663602
1.4.2.2  BNB;0;0;0;23.294494278251037;11.52020215079933;0;20.496487223618335;91.03502169545447;114.17871672657326;37.79099884982097;338.3180990018981;462.1661789498179;355.9795884543417;734.932366207346;553.7632663127166;267.49649425354716;469.43486428092956;188.89413405315148;446.9920008991337;60.0667722022075;159.6071667106958;120.16191437148535;258.91532338020954;187.06831873373875;181.54821131813864;257.6220647554707;341.09357644667756;319.70227732563;383.1172703708104
1.4.2.3  BNDES;0;0;0;1447.9834538937794;2661.630203664017;1834.006799003314;2122.4411484087564;878.715437781702;4372.49209085433;9022.532897024681;2662.621571802597;16110.368769304358;28177.232166017297;24944.132609491462;15901.739726285412;28228.171797323943;14374.222018803668;17670.180063929685;8467.866675827947;348.43945907146025;5409.381765180089;2304.2247992208863;13923.72221568285;0;17450.722143071253;22377.543977904723;11968.953337836436;32097.58409748059;23268.164064770528
1.4.2.4  Caixa Econômica Federal;0;0;0;503.2999701682842;0;0;3720.2257286511635;1704.171257228859;1562.5860849674011;3265.252952399996;2846.0170332332186;5726.10384574056;6592.252652543038;9576.212296922004;8478.22581542678;16501.934764506448;8187.875720480244;8445.277260396651;6020.9935485650585;1186.8626393914237;113.82566675099302;4307.708624384165;7002.741844557377;1452.2498987250247;3754.686928960701;4421.862692525616;2086.207058500613;3111.049975154526;4371.186671029898
1.4.2.5  Empresa Brasileira de Correios e Telégrafos (Correios);0;0;0;314.7183947855053;0;519.2269949963819;366.2497044701633;241.7845795927153;260.38213698818817;890.5934732484922;764.0706066373212;1112.3701520491156;1020.939314609887;142.18195015676997;4011.6993453522664;1776.4364346166176;810.4047851788865;0;0;0;0;0;0;0;0;310.5375344800765;0;0;0
1.4.2.6  Eletrobrás;0;0;0;1347.4865336514786;1832.429403598728;3323.1918657458405;665.343659286672;420.73812674230356;442.23021331337975;409.4971805395878;356.5259040782328;711.0287064904135;10985.70214996204;1635.1315024664586;1152.1369214850854;1594.1458010661913;548.4327709700619;447.4268571030052;0.0002829029021168474;0;0.004307191628601152;0;684.8429118241856;1540.7316472729729;2140.7770656315574;566.5656119232731;216.38025417142816;296.8340575720166;3778.3626032791994
1.4.2.7  IRB;0;0;0;91.62653915354049;25.377917781767547;181.82678533514047;299.2661332475784;104.19126211881009;378.92473173066554;540.3663149583538;45.3076860296069;237.09501675306598;535.4158556049681;279.3357600182323;322.70760787675715;324.85963998764703;159.3867561389181;164.00237177804144;218.53419598614425;137.20340087237656;116.58320673990276;124.21006742179944;125.56663171687535;0;0;0;0;0;0
1.4.2.8  Petrobras;0;0;0;2121.5741604152104;5290.056592360671;4284.240383161382;3365.8714232233287;6343.912406417065;5274.377319901714;6974.036656026256;7504.915505149246;5986.168848093528;13692.011767871141;7851.450699294036;7622.158370147892;4166.649789448076;2091.191323879197;3924.503737743919;0;0;0;1131.497029390303;1922.843484488641;2310.9147123840944;27029.033313156477;67302.25612647746;32980.12346373074;32585.793679150345;14493.89398599592
1.4.2.9  Demais Dividendos e Participações;0;0;0;944.4916591378185;3652.759761447571;1361.8881749169707;1408.980909953073;1664.6355561725386;642.807068935118;1066.359411040736;963.216755701332;901.0741436810424;1302.2867396278562;1761.09043290717;1860.5184191409096;1530.9257159111576;1432.4570742779429;1280.9905294650955;594.446957636428;721.6304124462896;758.4203201859001;396.818232612689;1192.9914449841626;831.4528495542031;1296.630154826362;1480.7868677161116;2284.1780008363266;2567.2996839659368;2208.9945738082033
1.4.3  Contr. Plano de Seguridade Social do Servidor;7050.929979516175;6647.494245400422;7881.1728165602935;7443.45643388411;6939.733286841216;8692.44902483852;7328.333556084728;9252.120565767955;12905.720484690048;14532.223987393076;16133.628762488654;17886.289889126347;19475.152938742893;21021.69433192586;21371.95033954626;20718.129095475808;20906.055009909076;21105.461831520064;21130.343150813478;20190.766668002147;21617.37690823383;20890.511957071394;20427.320920757647;24692.41686744885;23501.98146509716;20754.150280462567;19964.4454895723;20456.741620470882;19846.616226034334
1.4.4  Receitas de Exploração de Recursos Naturais;0;0;0;0;19919.108132930523;28818.419669009112;38484.44730253894;40138.109101492635;46727.46214493344;55172.48726509728;48764.03860726302;67783.55488156996;50082.81130163303;60166.61564607418;68249.35327236228;74793.62970177588;75183.02202079623;76439.68641386104;51336.639922248636;38025.56989761342;56936.72624610999;91144.11790341415;95085.63893816675;80398.71872525585;123448.30983319152;159412.17427112613;129850.46305533245;130846.01981319164;146129.59348083107
1.4.5  Receitas Próprias (fontes 50, 81 e 82);0;0;25871.01316045664;29772.74641797965;32075.45473273407;31477.50998491302;29640.460986494545;16306.791436295081;16589.299608209938;18561.543460540575;22983.949083621268;25416.942361872316;26021.840617194073;28070.787438584965;31246.027588258;40708.12725470051;27161.7074214256;24078.888869980663;25878.530290406416;23455.40618339798;21239.142197063582;22515.45359286931;23327.531888354843;18829.490338854688;21846.044996328143;25334.40626922713;24239.920904311857;25863.962730262683;25398.480627707104
1.4.6  Contribuição do Salário Educação;15027.357929006866;12916.002370198887;11709.328914431373;12944.234708832564;13598.166043289273;14675.5010864275;14019.834222907737;15853.397647298676;18141.000233239247;20528.635348193115;20276.549997326216;23779.47934397385;24770.309731907393;27174.011268812013;30257.78350409856;32331.438087336708;34127.01882130693;35481.07145850341;34004.42328675625;31933.70912112397;31732.044027176733;33579.6047979562;32428.613000607744;30181.844778543636;31444.357318201637;32762.82268085648;35344.06385669235;36357.9414570119;37682.81873108233
1.4.7  Complemento para o FGTS (LC nº 110/01);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5279.824265835721;7466.830746750273;7814.534923878456;8504.73055480544;9176.29734629493;8212.91975969869;7658.367777812891;7778.726064936099;51.172109239967334;40.05739450337827;103.21661959176832;115.5973829124485;102.71000149714018;270.0864511130966
1.4.8  Demais Receitas Não Administradas pela RFB;39906.96083145221;56686.9035480439;33627.39426592463;30844.21060212353;20622.93309070335;14568.463910137321;10957.179906360569;26879.528665851725;31223.688702362044;37604.76577285505;38947.15177063467;45131.75330889448;60773.0547562291;236145.91483802706;55994.429879699244;85400.9298621825;66897.44382453916;63769.68781435658;64949.45203409819;62638.78677942921;76579.45602042439;72712.34283814467;58971.706581937055;57945.43184508216;90491.68250499434;66850.08285668919;92291.41298769221;71945.89657507434;59704.575156151106
1.4.8.1 d/q Receitas de Operações com Ativos;0;0;0;0;0;0;0;0;0;0;0;0;0;183110.1911737026;0;26340.16422111557;0;0;1456.1604279384044;1251.7775638766232;1778.2916325834783;7895.300744137819;1690.1019206158576;1965.1214009446392;0;0;0;0;0
2. TRANSF. POR REPARTIÇÃO DE RECEITA 2/;131408.0224891306;142596.2201370742;153054.9033589609;171659.70112557075;188576.19340163755;210071.25647637228;200531.507689667;211415.8139349795;247683.50946322008;267792.13396900974;291411.77386868175;344656.7441957575;308736.2727221354;327320.7050082771;375591.92115258594;374654.2317050195;374394.2827484589;384356.01279388124;363970.9203729646;369880.750869767;360369.438009496;390960.8182667289;422844.1480921406;374699.018456399;463687.0724061568;549313.9626114892;519283.0247743247;569654.7354968743;597093.2689689236
2.1  FPM / FPE / IPI-EE;118149.17855926642;130031.3828083652;137366.34186506644;145744.11523390078;159463.4046288039;180214.30762540517;162879.93694648353;168898.40985490772;196827.04370523355;209380.54776194843;235098.04287144865;275756.58064030914;251677.8412759303;259428.1308534392;299889.02838039625;292700.83619835094;296182.7975801809;303794.5626226014;294656.5733960563;309469.4903651366;289005.67359075596;299526.8399799824;313460.6806497794;290555.43827003345;360704.4569270359;410865.21736521076;405914.54595728044;453371.52653996;476504.61082445143
2.2  Fundos Constitucionais;4948.12942915379;4593.833891987355;3591.9756776536397;3446.680383108171;4695.058193088372;1061.4536142132238;3288.812821484634;4170.701650954805;4553.735750035355;6549.857096390482;6347.724642083126;7220.354738370079;7324.855697640162;7990.375567749292;8722.897834149877;9360.785316430765;9523.310618452662;8819.603707321572;10851.481898693313;12292.135749773675;12375.395502286421;12891.049863639237;14106.816288218428;12190.373138465307;7667.684182027181;12094.26679321025;13077.999145086922;14227.640672737523;19559.65186148968
2.2.1  Repasse Total;0;0;8386.768620225723;9122.182343280665;10509.720832415336;11440.86371746097;10467.462224309595;11496.72969872872;12899.568262491375;13714.253443282909;15322.024270176802;17183.180569615222;16220.138928870037;16778.30810034577;19323.866460609923;18898.96725435083;19152.833384597277;19639.16362653096;18971.6345005335;19877.467886369544;18309.79992070625;19001.308861795475;19952.97509259179;18443.29359524101;21388.42108189421;27892.209498267803;25915.057015241568;28460.15319531113;30293.468854560266
2.2.2  Superávit dos Fundos;0;0;-4794.792942572082;-5675.501960172493;-5814.6626393269635;-10379.410103247745;-7178.649402824963;-7326.028047773914;-8345.832512456022;-7164.396346892427;-8974.299628093675;-9962.825831245143;-8895.283231229874;-8787.93253259648;-10600.968626460044;-9538.181937920066;-9629.522766144613;-10819.55991920939;-8120.152601840185;-7585.3321365958645;-5934.404418419829;-6110.258998156232;-5846.1588043733655;-6252.920456775705;-13720.73689986703;-15797.942705057558;-12837.057870154642;-14232.512522573605;-10733.81699307058
2.3  Transferência de Contribuição do Salário Educação;8014.590895470332;6888.5345974394095;6308.268978254132;8077.767105733293;8800.490298765153;9482.47854525573;9191.394819308456;9519.308644943603;10645.72372492196;11979.0855305989;12995.135245127309;14005.747622623952;14826.054198467518;16111.762218011521;17916.476955537848;19223.413455775204;18673.546708809357;20933.35738255026;22073.29438475549;19106.948569761444;18978.582593331652;19437.347229565992;18016.460534825455;17956.605679675184;18532.74864188699;19419.27262910831;20887.52488063975;21567.770721368244;22434.185652229753
2.4  Transferências de Exploração de Recursos Naturais;0;358.3490382028839;3605.291999277741;8851.796701974301;9941.380188431885;13505.360694315445;19244.213187392;24579.41791575996;29524.974856092154;33982.70098471224;30996.589763997737;42674.543952882916;31472.13893530655;38055.63888500769;42792.68764643479;49441.621477600325;48260.71088894805;48630.280024250475;33447.761118072565;24880.974573407653;35009.26814990171;54705.63266786499;56933.03948221623;50637.13051675961;73567.47313114892;93847.22789859853;75798.11455530146;75749.7909836201;73603.50298533926
2.5  Transferência da CIDE - Combustíveis;0;0;0;0;0;0;0;3653.905975866036;5508.593489208062;5292.967136116022;5314.375476237241;4309.517933028444;2486.3571393738266;4384.229948376583;4881.250930239599;2470.82181832759;118.84356570040022;231.5486419407174;781.9891872933443;2041.0243247151673;2687.4094735787203;2077.305145850047;1209.5725288927572;985.0047090480471;583.8531340743239;836.3668928673325;158.8424917228002;1079.9848481893712;965.8203585250569
2.6  Demais Transferências por Repartição de Receita;296.1236052400916;724.1198010793426;2183.0248387089828;5539.341700854215;5675.8600925482515;5807.655997182699;5927.149914998372;594.0698925474046;623.4379377290719;606.9754592436875;659.9058697877035;689.9993085429621;949.0254754170179;1350.5675356928311;1389.5794058276251;1456.7534385346255;1635.0733863674443;1946.660415216833;2159.820388093588;2090.1772869724628;2313.108699641515;2322.6433798261505;19117.578608208398;2374.466142417372;2630.8563899834917;12251.611032494086;3445.997744293343;3658.021730999162;4025.497286888479
3. RECEITA LÍQUIDA  (1-2);729505.6519041201;820968.0609081887;894196.4686126737;926773.4566725475;994591.1811368415;1080100.7106582492;1052511.2571137587;1170489.863386014;1258135.3770217584;1341010.0807197236;1476359.3690613;1592034.9565470093;1594560.1332850785;1926929.1834799468;1900759.6055504142;1967919.6702019675;2050454.8300967491;1980415.0292360112;1855347.3045225511;1779397.9092930735;1822700.1041182338;1876504.0456378448;1975495.508374657;1709355.3755426425;2070722.978747504;2231061.887588151;2184784.1066925763;2379119.1223650635;2445557.704072463
4. DESPESA TOTAL 2/;719520.2246666925;781144.0783037213;792281.8790268473;827683.9952543745;897669.2335565442;950150.815079967;913372.1849940824;1005976.5220881599;1094221.5074372739;1195925.0541603118;1310202.2613472154;1395536.5989664579;1492866.5686523304;1736044.3149443993;1688185.8309253752;1782208.5987073677;1902511.203089732;2024441.2323178728;2062216.107106433;2040013.879777722;2018542.7476835488;2058113.3713438306;2114012.5192422266;2771309.7495185873;2118199.28392831;2172765.268813486;2443276.5724558164;2426433.704328065;2508173.502803322
4.1  Benefícios Previdenciários ;254507.38527741004;280216.01237216603;292188.377353429;306900.72291186976;328694.5012474055;353348.86395754403;375879.54389423545;413780.74226530246;450115.6072229347;490612.6480320405;529350.2281228462;539581.3506487218;579896.4099279717;625582.525151277;647691.9734351407;691304.3603509169;734214.0609668548;761992.727697587;772688.2069825891;828193.71485059;878989.1010935516;892173.3507657709;918910.3637485097;945067.7196162622;932809.5168535352;956833.4442383812;1031954.1580132137;1033329.7095796629;1076132.408688708
4.1.1 Benefícios Previdenciários - Urbano 3/;0;0;0;0;264998.632903569;284918.449682093;303737.2073986328;337260.3745216864;365910.4141407071;394965.1627149832;424861.1460817538;431682.8594674356;453424.21867192833;487889.57809131587;506280.11870265094;535930.0209312866;568906.9603223645;590497.0086036725;598935.5132717444;646648.0209282556;689615.3728570543;703898.873296308;728106.725573139;753300.0509679372;741443.2485347528;760807.3585823575;818678.2919134786;816506.6684341317;846846.6208716229
4.1.1.1 Sent. Judiciais e Precatórios de Benefícios Previdenciários - Urbano;0;0;0;0;0;0;0;0;0;0;0;0;13529.585195804375;13816.239046052282;12942.673539267409;11509.091277017727;11737.925863094852;13754.09626270714;12891.895648796155;14521.77997831987;16419.737053901128;18177.04822481917;21210.682903577006;22766.059862925886;25790.204120608483;26574.253069693925;50634.42188184576;22946.269929312894;34717.08524336095
4.1.2 Benefícios Previdenciários - Rural 3/;0;0;0;0;63695.868343836446;68430.41427545102;72142.33649560263;76520.36774361605;84205.19308222756;95647.48531705729;104489.08204109245;107898.4911812862;126472.19125604336;137692.94705996118;141411.8547324898;155374.3394196303;165307.10064449048;171495.7190939142;173752.69389233537;181545.66543705706;189373.72823651307;188274.47746946302;190803.63817537064;191767.66864832502;191366.2683187826;196026.085656024;213275.86609973514;216823.04114553126;229285.78781708496
4.1.2.1 Sent. Judiciais e Precatórios de Benefícios Previdenciários - Rural;0;0;0;0;0;0;0;0;0;0;0;0;3389.9709504774105;4022.847129757284;3689.5127517341657;3390.586633408583;3574.3176384608128;4254.895579238153;4013.4477617464813;4303.367745307647;4512.59514977699;4912.397764397377;5627.321385036781;5595.398461336278;6677.71294231236;6907.680911085795;13755.059789230643;6182.651740335147;9484.928072169852
4.2  Pessoal e Encargos Sociais;217324.2399922043;234529.10999622982;241332.7975155269;254838.06981857275;276521.9317992082;289536.3501759609;269590.9170414988;278851.2799446859;287744.49181046773;315999.82576195477;336203.30479059875;357997.6151533926;395828.4960846604;413476.8660996513;417963.1578831667;411635.5051109332;421978.05790118955;430164.725462751;422907.61702545895;420656.3611891632;448169.6786915639;453618.14127875067;459299.10296185734;456631.1496911155;432148.5962593521;405876.5165299058;417363.25363631255;404117.3833180275;421624.7694419242
4.2.1 Sent. Judiciais e Precatórios de Pessoal e Encargos;0;0;0;0;0;0;0;0;0;8968.070608242155;7487.267522557918;10291.320081262767;15536.725285275083;11366.564697285668;12961.893698996457;10111.567856131194;10631.835616585695;8930.0178063425;10172.869846729933;12774.076887864094;11312.358176827198;10315.920309410149;9742.354128178622;9167.795960901889;12857.664588685431;13389.478080252651;22771.055450185995;4687.784017450563;10112.410203647847
4.3  Outras Despesas Obrigatórias;46492.63886271766;46869.45377537111;67703.55584964443;65898.12706825268;70555.26723100687;69783.62236355693;78438.80350340597;87333.60119447918;120774.65487714656;136474.1948955272;161447.35559370066;166691.15012371837;184267.31812775205;219950.72430802358;227599.9902958275;249320.4519264294;292215.7433349887;330328.18810460845;437228.4978139945;349439.7057119856;311350.6274075853;307480.3668090963;287140.54020244256;1026585.5024712542;402500.50909456913;364886.7437193026;409408.2829547899;394821.0373661019;409306.5507424666
4.3.01 Abono e Seguro Desemprego;23381.40784679463;23404.712443109525;24256.488025741608;21670.844962446194;24582.042805564048;28980.114923437486;29067.380991693266;31406.201490694857;35402.48979655358;43710.32462350463;51363.3513661913;55078.41672160953;69392.73788005166;73131.98179479442;78576.70662174211;84871.49116612649;91029.03616300802;104112.31647145463;84288.81421887108;91684.64979286869;86088.75760166904;81626.1614063659;81676.04201682325;84859.35648176874;60864.212636556025;77677.3198174045;83801.206640118;88999.24216015951;92148.75256538526
4.3.01.1 Abono;0;0;0;0;0;0;0;0;0;0;0;0;18679.734127802913;22096.496655867733;23758.38147249983;26725.61081124912;27646.38459154356;32100.522977394863;16047.028029705145;30159.544812152668;26181.132449135577;26301.524098351474;25918.303339083366;27932.091830884678;13887.94434014266;28760.24945526006;28833.968513700504;31252.673545924692;32423.10331591955
