year,month,month_name,period,vol_import_bbl,spend_import_usd_fob,price_import_usd_bbl,vol_national_bbl,vol_total_bbl,wac_c1_usd_bbl,wac_c2_usd_bbl,diff_wac_minus_20,diff_wac_minus_25,foregone_revenue_c1_usd,foregone_revenue_c2_usd
2019,9,Setembro,2019-09,17860255.466372844,1195407999,66.93118142966685,54751566.052495256,72611821.5188681,31.5436146916482,35.313769806009866,11.543614691648202,10.313769806009866,838202889.6725429,748901612.3406793
2019,10,Outubro,2019-10,22577192.28222578,1430599451,63.36480786081891,50062262.23097127,72639454.51319705,33.47828961432538,36.92423111859947,13.478289614325377,11.924231118599472,979055605.3554844,866169643.9443551
2019,11,Novembro,2019-11,22697475.51612654,1589375166,70.0243145926405,52619584.804340154,75317060.3204667,35.07527844085184,38.56848333894857,15.07527844085184,13.568483338948568,1135425655.677469,1021938278.0968367
2019,12,Dezembro,2019-12,13130765.39698105,817573285,62.263947323891095,57786982.946067065,70917748.34304811,27.825375029899412,31.89960075591485,7.825375029899412,6.89960075591485,554957977.060379,489304150.07547385
2020,1,Janeiro,2020-01,18631602.788412362,1223846034,65.68656748957487,56430576.69560061,75062179.48401296,31.340118073883637,35.099040149122565,11.340118073883637,10.099040149122565,851213978.231753,758055964.289691
2020,2,Fevereiro,2020-02,15640407.78967782,1000570464,63.973425594462135,51096733.06041083,66737140.85008865,30.305540504819664,34.133748636719496,10.305540504819664,9.133748636719496,687762308.2064435,609560269.2580541
2020,3,Março,2020-03,14459614.620500008,804888114,55.66456196272866,54353403.17240618,68813017.7929062,27.494160816228028,31.443515525244244,7.494160816228028,6.443515525244244,515695821.58999974,443397748.4874995
2020,4,Abril,2020-04,15513699.675904414,618574912,39.87281724685949,40177512.70922945,55691212.38513386,25.53589884791607,29.14306692601257,5.535898847916069,4.143066926012569,308300918.48191166,230732420.10238966
2020,5,Maio,2020-05,12464285.33762046,382087723,30.654603344706796,51754088.374531195,64218373.712151654,22.06797538727552,26.097514394796203,2.0679753872755207,1.0975143947962032,132802016.24759093,70480589.55948852
2020,6,Junho,2020-06,13129148.919786898,418481368,31.87421900358736,52280965.29747926,65410114.21726616,22.383398828603635,26.37979647467889,2.383398828603635,1.3797964746788907,155898389.60426214,90252645.00532743
2020,7,Julho,2020-07,12479377.061040495,513829797,41.17431459011932,55806914.365226395,68286291.4262669,23.86962375990955,27.955869564126687,3.869623759909551,2.9558695641266866,264242255.77919024,201845370.47398743
2020,8,Agosto,2020-08,13964486.67741071,605557070,43.36407660294192,59541418.54395631,73505905.22136702,24.43865476480038,28.488766001757742,4.438654764800379,3.4887660017577424,326267336.4517858,256444903.06473216
2020,9,Setembro,2020-09,15421677.469348626,663802735,43.04348449248416,55850860.5695275,71272538.03887613,24.986060485445158,28.904179729287947,4.986060485445158,3.9041797292879465,355369185.6130272,278260798.2662843
