year,month,month_name,period,vol_import_bbl,spend_import_usd_fob,price_import_usd_bbl,vol_national_bbl,vol_total_bbl,wac_c1_usd_bbl,wac_c2_usd_bbl,diff_wac_minus_20,diff_wac_minus_25,foregone_revenue_c1_usd,foregone_revenue_c2_usd
2020,10,Outubro,2020-10,15257598.081526939,679421754,44.53005973611315,58117853.69633917,73375451.77786611,25.100749410068513,29.061055771948425,5.100749410068513,4.061055771948425,374269792.3694612,297981801.9618265
2020,11,Novembro,2020-11,17180455.327508535,708520780,41.23993028668745,55642923.86008431,72823379.18759285,25.010913768637646,28.83131626031194,5.010913768637646,3.83131626031194,364911673.4498292,279009396.8122866
2020,12,Dezembro,2020-12,13634360.050763989,699839698,51.32911962089377,56265643.08376747,69900003.13453147,26.11090812346046,30.135632054836908,6.110908123460462,5.135632054836908,427152496.98472005,358980696.7309001
2021,1,Janeiro,2021-01,19494167.624686144,968170632,49.66463050076433,54931518.85632479,74425686.48101094,27.76999590932657,31.460356150097752,7.769995909326571,6.460356150097752,578287279.506277,480816441.3828462
2021,2,Fevereiro,2021-02,12529420.005573118,660342534,52.703360068245615,53206117.83278103,65735537.83835415,26.233373109323857,30.280355881687917,6.233373109323857,5.2803558816879175,409754133.88853765,347107033.860672
2021,3,Março,2021-03,15493262.027268192,920237972,59.39601165851182,54881521.90512218,70374783.93239038,28.673173789649233,32.572405789981005,8.673173789649233,7.572405789981005,610372731.4546362,532906421.31829506
2021,4,Abril,2021-04,20032874.910824902,1237643834,61.780640048385195,44222099.36331514,64254974.274140045,33.0260161993459,36.467158294792405,13.026016199345896,11.467158294792405,836986335.7835021,736821961.2293776
2021,5,Maio,2021-05,18226814.2968775,1138158993,62.44420854142252,51306599.9112691,69533414.2081466,31.125912856035356,34.815261386921826,11.125912856035356,9.815261386921826,773622707.0624498,682488635.5780628
2021,6,Junho,2021-06,19000797.000772044,1215763000,63.984842317435465,55275037.23831245,74275834.2390845,31.25193770687779,34.97286779164729,11.25193770687779,9.972867791647289,835747059.9845593,740743074.9806987
2021,7,Julho,2021-07,17355804.91340273,1176837128,67.80654276029614,58654006.83107526,76009811.74447799,30.915972697330403,34.774290820012524,10.915972697330403,9.774290820012524,829721029.7319455,742942005.1649313
2021,8,Agosto,2021-08,25684584.67841434,1809550260,70.45277479299752,56658020.70354532,82342605.38195966,35.73740058892552,39.177783634903214,15.737400588925517,14.177783634903214,1295858566.4317133,1167435643.0396411
2021,9,Setembro,2021-09,17549233.040297702,1273837225,72.58648979559,57060918.52744315,74610151.56774086,32.368994631463245,36.19293261633893,12.368994631463245,11.192932616338929,922852564.1940457,835106398.9925578
2021,10,Outubro,2021-10,25523097.355141126,2038541525,79.87045994593505,61167364.26781495,86690461.62295607,37.626847859494326,41.154765644374216,17.626847859494326,16.154765644374216,1528079577.8971782,1400464091.1214721
2021,11,Novembro,2021-11,17942065.649049643,1519207158,84.6729238269435,57157392.95408324,75099458.60313289,35.451054729316,39.25650113447149,15.451054729315999,14.256501134471492,1160365845.0190074,1070655516.7737589
2021,12,Dezembro,2021-12,17816089.72580948,1442742948,80.97977559632258,59171905.295550905,76987995.02136038,34.11156574713216,37.95449640658976,14.111565747132161,12.954496406589762,1086421153.4838104,997340704.8547635
2022,1,Janeiro,2022-01,18219827.63504028,1581815933,86.81838075997271,58140774.39296019,76360602.02800047,35.943030148620124,39.75001783918604,15.943030148620124,14.750017839186043,1217419380.2991946,1126320242.123993
2022,2,Fevereiro,2022-02,8327571.009025782,724390827,86.98704895039307,54149798.70168651,62477369.71071229,28.928663440897672,33.26221644996441,8.928663440897672,8.262216449964413,557839406.8194845,516201551.7743555
2022,3,Março,2022-03,16023835.137099553,1549985116,96.72997149174115,61469200.770811684,77493035.90791124,35.86605039863316,39.83216167886862,15.866050398633163,14.832161678868623,1229508413.2580092,1149389237.5725112
2022,4,Abril,2022-04,20798260.52106106,2443159654,117.469422576276,59933815.89486811,80732076.41592917,45.11014869894756,48.82204479747543,25.11014869894756,23.822044797475428,2027194443.578779,1923203140.973474
2022,5,Maio,2022-05,25783622.560673036,2848512277,110.47758205027202,59477039.080484726,85260661.64115776,47.36126814972323,50.84922132388518,27.36126814972323,25.849221323885182,2332839825.786539,2203921712.9831743
2022,6,Junho,2022-06,14083145.056499686,1748677259,124.16809256629409,59649614.93097424,73732759.98747392,39.896371139765144,43.94135839787862,19.896371139765144,18.941358397878624,1467014357.8700063,1396598632.5875082
2022,7,Julho,2022-07,23026337.268468514,2668545266,115.89100059149291,63338980.0806754,86365317.34914392,45.566032620529896,49.23295483101739,25.566032620529896,24.232954831017388,2208018520.63063,2092886834.288287
2022,8,Agosto,2022-08,24412400.475457042,2884343149,118.15073867478819,61185969.33710067,85598369.81255771,47.992298740476016,51.56631361196743,27.992298740476016,26.56631361196743,2396095139.4908595,2274033137.113574
2022,9,Setembro,2022-09,24785239.349393163,2827161995,114.06635841381213,55143571.58598293,79928810.9353761,49.16917167574484,52.61871452147587,29.169171675744842,27.618714521475873,2331457208.012137,2207531011.265171
2022,10,Outubro,2022-10,19600511.309805527,2365358541,120.67841004824626,56768801.69299863,76369313.00280416,45.83954519443473,49.556273776955436,25.839545194434727,24.556273776955436,1973348314.8038898,1875345758.2548616
2022,11,Novembro,2022-11,14270763.152972495,1506727461,105.58142159945803,56091328.95622712,70362092.10919961,37.357531041645466,41.34343646847496,17.357531041645466,16.343436468474962,1221312197.9405499,1149958382.1756873
2022,12,Dezembro,2022-12,29252737.1233273,2726972161,93.22109413226168,60994882.94059011,90247620.06391741,43.73378286337581,47.11308986877888,23.733782863375808,22.11308986877888,2141917418.533454,1995653732.9168177
2023,1,Janeiro,2023-01,15816665.525502818,1505470339,95.18253620351123,60427110.99388214,76243776.51938497,35.59651269618846,39.55926964189921,15.596512696188462,14.559269641899213,1189137028.4899433,1110053700.8624296
2023,2,Fevereiro,2023-02,18416555.637659583,1740288089,94.49585054011541,53750519.29855491,72167074.93621449,39.01084362168516,42.73487700852139,19.01084362168516,17.734877008521387,1371956976.2468083,1279874198.0585105
2023,3,Março,2023-03,21918092.05848303,2054514189,93.73599597620245,58268168.17954093,80186260.23802397,40.15497845931425,43.788279726051115,20.15497845931425,18.788279726051115,1616152347.83034,1506561887.5379243
2023,4,Abril,2023-04,16650086.827705692,1318429980,79.1845708459692,58764136.08299599,75414222.91070168,33.06687525790375,36.96296632765984,13.066875257903753,11.962966327659842,985428243.4458861,902177809.3073575
2023,5,Maio,2023-05,20154023.84742944,1568081438,77.80488153982225,63293707.084983476,83447730.93241292,33.960846484789194,37.75326279004782,13.960846484789194,12.75326279004782,1165000961.0514114,1064230841.8142642
2023,6,Junho,2023-06,16846951.5712018,1342672528,79.6982482157286,62237806.80997577,79084758.38117757,32.71715962927354,36.65203962915912,12.717159629273539,11.65203962915912,1005733496.5759636,921498738.719955
2023,7,Julho,2023-07,17924141.76672307,1403552178,78.30512591714457,62849879.86980392,80774021.63652699,32.93818633134574,36.82866241489526,12.93818633134574,11.828662414895263,1045069342.6655385,955448633.8319235
2023,8,Agosto,2023-08,19950319.82153678,1755312721,87.98418956196902,63838038.4445351,83788358.26607189,36.187288456736226,39.996769855203055,16.187288456736226,14.996769855203055,1356306324.569265,1256554725.4615805
2023,9,Setembro,2023-09,17011656.32238325,1554701251,91.39035150588992,61992834.53563776,79004490.858021,35.37214038547323,39.29551447866529,15.37214038547323,14.29551447866529,1214468124.5523353,1129409842.9404187
2023,10,Outubro,2023-10,15649235.872864053,1582108692,101.09814337602221,63904908.08781434,79554143.9606784,35.9529587191588,39.96939990664747,15.9529587191588,14.969399906647467,1269123974.542719,1190877795.1783984
2023,11,Novembro,2023-11,14500461.671671858,1296681607,89.42347053219697,60258062.93428658,74758524.60595843,33.46565330004291,37.49583335321398,13.46565330004291,12.495833353213982,1006672373.5665632,934170065.2082036
2023,12,Dezembro,2023-12,20885940.812849827,1886043146,90.30204398739052,61828019.32318807,82713960.13603789,37.751832064721384,41.48929181284013,17.751832064721384,16.48929181284013,1468324329.7430036,1363894625.6787543
2024,1,Janeiro,2024-01,18581206.986941174,1501218388,80.79229670360233,63152408.76766509,81733615.75460626,33.82043652213583,37.68374344821575,13.820436522135829,12.68374344821575,1129594248.2611768,1036688213.3264709
2024,2,Fevereiro,2024-02,14209937.60418696,1149207927,80.8735378726354,57721519.842679635,71931457.4468666,32.02546431865661,36.03772278605362,12.02546431865661,11.037722786053621,865009174.9162606,793959486.8953259
2024,3,Março,2024-03,19649388.789629668,1718376063,87.45188368947665,61330376.30495417,80979765.09458384,36.366907037324225,40.15367872240633,16.366907037324225,15.153678722406333,1325388287.2074068,1227141343.2592583
2024,4,Abril,2024-04,17805586.905434076,1420267687,79.76528347776896,58031638.780064,75837225.68549807,34.03210546367351,37.858170978037464,14.03210546367351,12.858170978037464,1064155948.8913186,975128014.3641486
2024,5,Maio,2024-05,19159443.90044375,1451684404,75.76860850154307,59474083.76922756,78633527.66967131,33.588294429314274,37.37001995605588,13.588294429314274,12.370019956055877,1068495525.9911245,972698306.4889061
2024,6,Junho,2024-06,19515954.92461697,1480525712,75.8623248372284,59223537.77975803,78739492.704375,33.84574088635302,37.60646728588108,13.84574088635302,12.606467285881081,1090206613.5076604,992626838.8845755
2024,7,Julho,2024-07,19238028.138292383,1494016467,77.65954266519816,61916377.7123641,81154405.85065648,33.668461898118615,37.483188718145186,13.668461898118615,12.483188718145186,1109255904.2341526,1013065763.5426906
2024,8,Agosto,2024-08,20373731.027411975,1630919350,80.050107062161,62063434.08656547,82437165.11397745,34.840936460639185,38.605223721170084,14.840936460639185,13.605223721170084,1223444729.4517605,1121576074.3147008
2024,9,Setembro,2024-09,20052457.49559633,1517563345,75.67966895495319,60103330.29984654,80155787.79544286,33.92930224748601,37.678459479477155,13.929302247486007,12.678459479477155,1116514195.0880737,1016251907.6100918
2024,10,Outubro,2024-10,18705294.1991146,1453754827,77.71889666770451,61833177.929729015,80538472.1288436,33.40538148390139,37.24411695375297,13.405381483901387,12.244116953752972,1079648943.017708,986122472.0221351
2024,11,Novembro,2024-11,13121927.58551035,1040682852,79.30868732648358,60073570.44750992,73195498.03302027,30.632406653462592,34.73604499611102,10.632406653462592,9.73604499611102,778244300.2897928,712634662.362241
2024,12,Dezembro,2024-12,15731353.085727671,1145314554,72.80457998486418,63081278.0108338,78812631.09656148,30.54002995113417,34.5420076248364,10.54002995113417,9.542007624836401,830687492.2854462,752030726.8568081
2025,1,Janeiro,2025-01,19974276.033368208,1570096505,78.60592806352837,61167845.796799116,81142121.83016732,34.426674554835486,38.19585413858024,14.426674554835486,13.195854138580238,1170610984.3326359,1070739604.1657953
2025,2,Fevereiro,2025-02,15736031.75141858,1214773692,77.19695226787339,54541665.11086679,70277696.86228538,32.80709381719427,36.68753295692202,12.807093817194271,11.68753295692202,900053056.9716283,821372898.2145356
2025,3,Março,2025-03,18317974.82368975,1310654099,71.55016379348848,62148926.47349651,80466901.29718626,31.735192822184953,35.59696241139552,11.735192822184953,10.596962411395523,944294602.5262052,852704728.4077564
2025,4,Abril,2025-04,17053055.53312792,1257509282,73.74099495290533,58141309.00165094,75194364.53477886,32.187724133416495,36.05379237944571,12.187724133416495,11.05379237944571,916448171.3374418,831182893.6718013
2025,5,Maio,2025-05,20625840.659813926,1409329606,68.32834739899101,59706639.914596915,80332480.57441084,32.40858972206625,36.12481007824532,12.408589722066253,11.124810078245318,996812792.8037213,893683589.5046519
2025,6,Junho,2025-06,16504387.98285462,1204067205,72.95436863522782,59701500.63035232,76205888.61320694,31.46866024722716,35.38577883981882,11.46866024722716,10.385778839818819,873979445.3429073,791457505.4286345
2025,7,Julho,2025-07,21772859.83188731,1729035313,79.41241189031824,61129261.48569814,82902121.31758545,35.603679324522375,39.29051269586164,15.603679324522375,14.290512695861644,1293578116.3622537,1184713817.2028172
2025,8,Agosto,2025-08,15908433.942972124,1223711360,76.92217627371168,64032343.48148825,79940777.42446038,31.327669186057708,35.33265547368765,11.327669186057708,10.332655473687652,905542681.1405575,826000511.4256968
2025,9,Setembro,2025-09,22210263.555904005,1613675038,72.65447498803083,62944371.13822045,85154634.69412446,33.73348345727342,37.42936985055764,13.733483457273422,12.429369850557642,1169469766.8819196,1058418449.1024003
2025,10,Outubro,2025-10,20466316.930534795,1578222081,77.11314577784955,59622124.9892991,80088441.9198339,34.595061589028454,38.31732934452925,14.595061589028454,13.317329344529249,1168895742.389304,1066564157.7366303
2025,11,Novembro,2025-11,19731001.606626958,1560494700,79.0884685486967,56645643.52108015,76376645.12770711,35.264805961534925,38.97311518527503,15.264805961534925,13.973115185275027,1165874667.867461,1067219659.8343261
2025,12,Dezembro,2025-12,22873074.205887336,1584453754,69.27156969534839,61703889.2498284,84576963.45571573,33.325050035313026,36.97284529354173,13.325050035313026,11.97284529354173,1126992269.8822534,1012626898.852817
2026,1,Janeiro,2026-01,18459446.2552126,1265149563,68.53670177905502,60588967.787908524,79048414.04312113,31.33432781342076,35.16672397982943,11.33432781342076,10.166723979829428,895960637.895748,803663406.6196848
2026,2,Fevereiro,2026-02,18175560.749100413,1407290204,77.42760861282659,57241779.06407225,75417339.81317267,33.840039858256596,37.63504106128724,13.840039858256596,12.63504106128724,1043778989.0179918,952901185.2724895
2026,3,Março,2026-03,17727454.236259315,1556590216,87.80675415966874,64942306.62882483,82669760.86508414,34.540275896485625,38.468090973561374,14.540275896485625,13.468090973561374,1202041131.2748134,1113403860.093517
2026,4,Abril,2026-04,14122829.59347873,1656959350,117.324884438534,65417388.73385948,79540218.3273382,37.280600770717335,41.39282161380341,17.280600770717335,16.392821613803413,1374502758.1304257,1303888610.163032
2026,5,Maio,2026-05,17759814.92576423,1998673278,112.53908254981404,66337779.732035816,84097594.65780005,39.5424968594186,43.486591812548326,19.5424968594186,18.486591812548326,1643476979.4847157,1554677904.8558943
2026,6,Junho,2026-06,13507676.847697971,1302281785,96.4104930613542,62746257.67163075,76253934.51932871,33.5354097405219,37.649706141563726,13.5354097405219,12.649706141563726,1032128248.046041,964589863.8075507
