mes,ano,selic_am,selic_cf_am,ipca_acum_ano_pct,selic_cf_acum_ano_pct,estoque_selic_act,estoque_selic_cf,juros_selic_act,juros_selic_cf,emissao_selic,residuo_selic,dbgg_act,dbgg_cf,delta_estoque_selic,delta_dbgg,dbgg_pib_cf,dbgg_pib_act
2008-04-01,2008,0.90000000,0.50824226,5.90231342,6.27231342,677066.61177305,629264.37213747,6371.75210212,3339.20723673,48741.06857345,-0.00000007,1602356.93430416,1554554.69466858,47802.23963558,47802.23963558,41.54257432,42.82000000
2008-05-01,2008,0.88000000,0.50824226,5.90231342,6.27231342,663408.74984930,612949.35062124,5736.18079097,3079.02119848,-19394.04271482,0.00000010,1598411.02302704,1547951.62379898,50459.39922806,50459.39922806,41.67160850,43.03000000
2008-06-01,2008,0.96000000,0.50824226,5.90231342,6.27231342,662636.05240933,608955.36036115,6305.76305240,3084.47023228,-7078.46049232,-0.00000005,1612136.72841997,1558456.03637179,53680.69204818,53680.69204818,41.46185508,42.89000000
2008-07-01,2008,1.07000000,0.50824226,5.90231342,6.27231342,741866.72246238,684070.33533779,7303.97796139,3188.28288499,71926.69209164,0.00000002,1632713.67640253,1574917.28927794,57796.38712459,57796.38712459,41.22704790,42.74000000
2008-08-01,2008,1.02000000,0.50824226,5.90231342,6.27231342,729501.00520514,667772.52612907,7274.34551950,3342.25356801,-19640.06277674,0.00000000,1634590.61511133,1572862.13603526,61728.47907607,61728.47907607,40.43316188,42.02000000
2008-09-01,2008,1.10000000,0.50824226,5.90231342,6.27231342,719499.36502673,653194.13886711,7931.17246954,3354.42538600,-17932.81264798,0.00000003,1656166.53259399,1589861.30643437,66305.22615962,66305.22615962,38.36018695,39.96000000
2008-10-01,2008,1.18000000,0.50824226,5.90231342,6.27231342,742373.80756093,670653.08678604,8892.75166380,3477.25704852,13981.69087046,-0.00000006,1684285.47438664,1612564.75361175,71720.72077489,71720.72077489,36.66909856,38.30000000
2008-11-01,2008,1.02000000,0.50824226,5.90231342,6.27231342,726527.36351798,650783.96029721,7315.80662448,3293.12417860,-23162.25066742,-0.00000001,1687694.47632638,1611951.07310561,75743.40322077,75743.40322077,35.29169111,36.95000000
2008-12-01,2008,1.12000000,0.50824226,5.90231342,6.27231342,754748.91465760,673929.53958252,8552.29701564,3476.32516133,19669.25412393,0.00000005,1740887.81455873,1660068.43948365,80819.37507508,80819.37507508,35.82584171,37.57000000
2009-01-01,2009,1.05000000,0.38203848,4.31202833,4.68202833,850848.08416209,764332.72334489,8437.06132286,2741.07558074,87662.10818163,0.00000000,1775483.00270070,1688967.64188350,86515.36081720,86515.36081720,36.19590764,38.05000000
2009-02-01,2009,0.86000000,0.38203848,4.31202833,4.68202833,847366.17249615,756651.60640675,6987.73749205,2788.53221985,-10469.64915798,-0.00000001,1791071.98833643,1700357.42224703,90714.56608940,90714.56608940,36.09435557,38.02000000
2009-03-01,2009,0.97000000,0.38203848,4.31202833,4.68202833,841734.13009426,745637.22072936,8302.11558526,2919.77230976,-13934.15798715,0.00000000,1812527.09966771,1716430.19030281,96096.90936490,96096.90936490,36.02318798,38.04000000
2009-04-01,2009,0.84000000,0.38203848,4.31202833,4.68202833,853924.49299965,753278.15911766,7619.00142701,3069.57690992,4571.36147840,-0.00000002,1797074.17351202,1696427.83963003,100646.33388199,100646.33388199,36.48538105,38.65000000
2009-05-01,2009,0.77000000,0.38203848,4.31202833,4.68202833,884404.01596601,780003.43443739,6676.30166323,2922.05401660,23803.22130309,0.00000004,1813137.24722316,1708736.66569454,104400.58152862,104400.58152862,37.37637416,39.66000000
2009-06-01,2009,0.76000000,0.38203848,4.31202833,4.68202833,883796.80466857,775620.30941245,6783.18974470,3007.27601721,-7390.40104208,-0.00000006,1859801.54945205,1751625.05419593,108176.49525612,108176.49525612,37.65453883,39.98000000
2009-07-01,2009,0.79000000,0.38203848,4.31202833,4.68202833,947379.12366540,835290.35086729,6796.88456737,2884.60702538,56785.43442940,0.00000006,1908617.46290886,1796528.69011075,112088.77279811,112088.77279811,38.25330502,40.64000000
2009-08-01,2009,0.69000000,0.38203848,4.31202833,4.68202833,944103.44911524,828703.05283198,6470.17122972,3158.54774457,-9745.84577983,-0.00000005,1951925.04515341,1836524.64887015,115400.39628326,115400.39628326,38.22790054,40.63000000
2009-09-01,2009,0.69000000,0.38203848,4.31202833,4.68202833,942829.52454721,824025.09029487,6622.65786658,3218.61989751,-7896.58243464,0.00000003,1962852.33866988,1844047.90441754,118804.43425234,118804.43425234,39.04452179,41.56000000
2009-10-01,2009,0.69000000,0.38203848,4.31202833,4.68202833,984749.80539312,862258.63115268,7143.60948706,3456.86949896,34776.67135884,0.00000001,1983867.71854776,1861376.54430732,122491.17424044,122491.17424044,38.86257927,41.42000000
2009-11-01,2009,0.66000000,0.38203848,4.31202833,4.68202833,964397.12613801,838923.71725374,6047.25126051,3065.01661668,-26399.93051558,-0.00000004,1980097.86342176,1854624.45453749,125473.40888427,125473.40888427,38.34574370,40.94000000
2009-12-01,2009,0.73000000,0.38203848,4.31202833,4.68202833,931465.69848925,802087.48526355,7168.07855957,3263.27421814,-40099.50620839,0.00000006,1973423.68412051,1844045.47089481,129378.21322570,129378.21322570,38.19989567,40.88000000
2010-01-01,2010,0.66000000,0.50877463,5.90906835,6.27906835,1027335.65107123,896008.35235754,5797.37598756,3848.29049957,90072.57659446,-0.00000004,2015576.95170473,1884249.65299104,131327.29871369,131327.29871369,37.01046675,39.59000000
2010-02-01,2010,0.59000000,0.50877463,5.90906835,6.27906835,998966.12165380,866251.87243868,5594.70221931,4207.75171788,-33964.23163677,0.00000003,2014967.23917132,1882252.98995620,132714.24921512,132714.24921512,37.19728669,39.82000000
2010-03-01,2010,0.76000000,0.50877463,5.90906835,6.27906835,905828.28974239,770017.40647347,7381.79780106,4285.16374727,-100519.62971245,-0.00000002,1947898.93438518,1812088.05111627,135810.88326892,135810.88326892,37.12740576,39.91000000
2010-04-01,2010,0.67000000,0.50877463,5.90906835,6.27906835,872216.03878561,734227.27469489,6143.76170011,3965.88087830,-39756.01265686,-0.00000003,1968164.59715510,1830175.83306437,137988.76409072,137988.76409072,36.70274338,39.47000000
2010-05-01,2010,0.75000000,0.50877463,5.90906835,6.27906835,869332.98007357,728794.27050993,5944.55770511,3394.61223220,-8827.61641712,-0.00000003,1991352.70085441,1850813.99129077,140538.70956364,140538.70956364,36.21971196,38.97000000
2010-06-01,2010,0.79000000,0.50877463,5.90906835,6.27906835,859864.65602122,716110.49675396,6988.66089168,3773.21118805,-16456.98494411,0.00000008,2010317.66013189,1866563.50086463,143754.15926726,143754.15926726,36.10904684,38.89000000
2010-07-01,2010,0.86000000,0.50877463,5.90906835,6.27906835,894058.10544840,747149.22399423,6218.57377611,3063.85158920,27974.87565110,-0.00000003,2027615.01900785,1880706.13755368,146908.88145417,146908.88145417,36.16501733,38.99000000
2010-08-01,2010,0.89000000,0.50877463,5.90906835,6.27906835,889277.46585216,738346.92419969,7700.25817780,3678.59797951,-12480.89777402,-0.00000002,2034861.82167483,1883931.28002236,150930.54165247,150930.54165247,35.88507860,38.76000000
2010-09-01,2010,0.85000000,0.50877463,5.90906835,6.27906835,883999.71370355,729186.08211439,7719.39199972,3836.30206303,-12997.14414833,0.00000000,2057909.39707811,1903095.76548895,154813.63158916,154813.63158916,35.34476312,38.22000000
2010-10-01,2010,0.81000000,0.50877463,5.90906835,6.27906835,911063.05715813,752553.50800576,7669.71825649,3973.80069328,19393.62519804,0.00000005,2087755.65364188,1929246.10448951,158509.54915237,158509.54915237,35.01326162,37.89000000
2010-11-01,2010,0.81000000,0.50877463,5.90906835,6.27906835,903465.40570566,741445.18654042,7296.18933657,3785.51932370,-14893.84078903,-0.00000001,2099149.01683170,1937128.79766646,162020.21916524,162020.21916524,34.85476929,37.77000000
2010-12-01,2010,0.93000000,0.50877463,5.90906835,6.27906835,787279.46627474,621172.05448806,7417.26693986,3330.07431843,-123603.20637082,0.00000004,2011521.66204921,1845414.25026253,166107.41178668,166107.41178668,34.84368801,37.98000000
2011-01-01,2011,0.86000000,0.55547078,6.50310904,6.87310904,909826.71036267,741057.85887471,5427.29144999,2765.85174870,117119.95263797,-0.00000003,2058854.32328407,1890085.47179611,168768.85148796,168768.85148796,34.49030384,37.57000000
2011-02-01,2011,0.84000000,0.55547078,6.50310904,6.87310904,904301.36807441,731924.19264650,7820.57091863,4212.24697869,-13345.91320684,-0.00000005,2083421.75046490,1911044.57503699,172377.17542791,172377.17542791,34.38816990,37.49000000
2011-03-01,2011,0.92000000,0.55547078,6.50310904,6.87310904,902031.09606930,725333.42755079,8449.71769843,4129.22460783,-10719.98970360,0.00000006,2112891.08633364,1936193.41781513,176697.66851851,176697.66851851,34.39142672,37.53000000
2011-04-01,2011,0.84000000,0.55547078,6.50310904,6.87310904,895230.13384041,714818.26135029,7931.90147121,4217.69749960,-14732.86370010,0.00000000,2135389.03119578,1954977.15870566,180411.87249012,180411.87249012,34.25850944,37.42000000
2011-05-01,2011,0.99000000,0.55547078,6.50310904,6.87310904,904297.35674857,719560.81772458,7834.67197941,3510.00544554,1232.55092883,-0.00000008,2146725.95788381,1961989.41885982,184736.53902399,184736.53902399,34.04445061,37.25000000
2011-06-01,2011,0.96000000,0.55547078,6.50310904,6.87310904,867771.27645885,678403.76359996,8582.41876512,3951.44493022,-45108.49905489,0.00000005,2177090.41137277,1987722.89851388,189367.51285889,189367.51285889,33.85471026,37.08000000
2011-07-01,2011,0.97000000,0.55547078,6.50310904,6.87310904,972320.93023843,778886.77385081,7362.90508993,3296.26156120,97186.74868969,-0.00000004,2204280.74100639,2010846.58461877,193434.15638762,193434.15638762,33.58890266,36.82000000
2011-08-01,2011,1.07000000,0.55547078,6.50310904,6.87310904,958051.55098475,759239.52615482,9206.39616846,3828.52772614,-23475.77542214,-0.00000000,2216647.63841009,2017835.61358016,198812.02482993,198812.02482993,33.27181569,36.55000000
2011-09-01,2011,0.94000000,0.55547078,6.50310904,6.87310904,923421.95025925,719806.96888536,9033.19196171,4230.23541776,-43662.79268729,0.00000008,2226487.18662189,2022872.20524800,203614.98137389,203614.98137389,31.49938602,34.67000000
2011-10-01,2011,0.88000000,0.55547078,6.50310904,6.87310904,931638.06893714,723612.59593730,8682.63744925,4272.14582330,-466.51877129,-0.00000007,2226255.49167493,2018230.01867509,208025.47299984,208025.47299984,32.31879739,35.65000000
2011-11-01,2011,0.86000000,0.55547078,6.50310904,6.87310904,921825.01569339,710230.30750836,7162.45136126,3593.21617607,-16975.50460506,0.00000005,2245928.12983178,2034333.42164675,211594.70818503,211594.70818503,31.48517034,34.76000000
2011-12-01,2011,0.91000000,0.55547078,6.50310904,6.87310904,869045.48143523,653061.53982226,8286.18763778,3896.95420984,-61065.72189589,-0.00000005,2243603.71512325,2027619.77351028,215983.94161297,215983.94161297,31.15169275,34.47000000
2012-01-01,2012,0.89000000,0.50321696,5.83856900,6.20856900,985924.02481136,764991.50315436,8604.58530587,3656.00526184,108273.95807023,0.00000003,2287084.43500277,2066151.91334577,220932.52165700,220932.52165700,31.61899747,35.00000000
2012-02-01,2012,0.75000000,0.50321696,5.83856900,6.20856900,929658.45972208,705385.18509581,6968.66517794,3627.91220867,-64604.55084569,1370.32057847,2322815.99843839,2098542.72381212,224273.27462627,224273.27462627,31.75618594,35.15000000
2012-03-01,2012,0.82000000,0.50321696,5.83856900,6.20856900,930340.14750673,702297.70783926,7053.52201808,3284.35697688,-6371.83423342,-0.00000001,2366667.45596964,2138625.01630217,228042.43966747,228042.43966747,30.95884590,34.26000000
2012-04-01,2012,0.71000000,0.50321696,5.83856900,6.20856900,973145.72042484,741896.56871100,6896.56840149,3689.85635512,35909.00451274,0.00000388,2405973.84435892,2174724.69264508,231249.15171384,231249.15171384,30.28016176,33.50000000
2012-05-01,2012,0.74000000,0.50321696,5.83856900,6.20856900,924837.14230739,690636.16068316,6129.58023748,3177.75032709,-54438.15835108,-0.00000385,2425795.72774399,2191594.74611976,234200.98162423,234200.98162423,29.60618613,32.77000000
2012-06-01,2012,0.64000000,0.50321696,5.83856900,6.20856900,866337.51173886,629504.78971937,6374.78266496,3743.04226970,-64874.41323350,0.00000001,2449693.35819873,2212860.63617924,236832.72201949,236832.72201949,29.61087820,32.78000000
2012-07-01,2012,0.68000000,0.50321696,5.83856900,6.20856900,989554.67560584,749744.81610006,6440.15346190,3463.01597561,116777.01040511,-0.00000003,2480227.82813349,2240417.96862771,239809.85950578,239809.85950578,29.36665226,32.51000000
2012-08-01,2012,0.69000000,0.50321696,5.83856900,6.20856900,1012121.24045866,769286.91411712,6759.49938074,3735.03254498,15807.06547212,-0.00000004,2491332.22375991,2248497.89741837,242834.32634154,242834.32634154,29.42242338,32.60000000
2012-09-01,2012,0.54000000,0.50321696,5.83856900,6.20856900,998719.81842010,754300.04703546,5435.19273045,3849.74768734,-18836.61476905,0.00000004,2542432.69279514,2298012.92141050,244419.77138464,244419.77138464,29.48403775,32.62000000
2012-10-01,2012,0.61000000,0.50321696,5.83856900,6.20856900,1020661.97005254,774036.17581822,5852.36255882,3646.33970915,16089.78907367,-0.00000005,2590520.15177164,2343894.35753732,246625.79423432,246625.79423432,29.35160837,32.44000000
2012-11-01,2012,0.55000000,0.50321696,5.83856900,6.20856900,1010464.61809839,762136.94359387,5559.15845327,3857.27818307,-15756.51040743,0.00000001,2615831.54896786,2367503.87446334,248327.67450452,248327.67450452,29.03456238,32.08000000
2012-12-01,2012,0.55000000,0.50321696,5.83856900,6.20856900,929446.57743525,679502.10630466,5216.95419565,3600.15756958,-87003.25092788,768.25606909,2583946.35443261,2334001.88330202,249944.47113059,249944.47113059,29.07626952,32.19000000
2013-01-01,2013,0.60000000,0.50891252,5.91081808,6.28081808,1054891.22817647,802459.70974181,6546.49866390,4059.45135982,118898.15207734,-0.00000002,2623366.10844450,2370934.59000984,252431.51843466,252431.51843466,29.07446487,32.17000000
2013-02-01,2013,0.49000000,0.50891252,5.91081808,6.28081808,1053290.59219844,799707.83699122,5483.76708502,4332.53031246,-7084.40306303,-0.00000002,2641965.87580785,2388383.12060063,253582.75520722,253582.75520722,29.46192705,32.59000000
2013-03-01,2013,0.55000000,0.50891252,5.91081808,6.28081808,1036093.05539354,780542.59146709,6614.76784275,4647.05912351,-23812.30464769,0.00000004,2663208.83369913,2407658.36977268,255550.46392645,255550.46392645,29.29103050,32.40000000
2013-04-01,2013,0.61000000,0.50891252,5.91081808,6.28081808,1063695.85193194,805621.22445700,6794.67341453,4270.50986604,20808.12312387,-0.00000000,2682330.01080925,2424255.38333431,258074.62747494,258074.62747494,29.04771885,32.14000000
2013-05-01,2013,0.60000000,0.50891252,5.91081808,6.28081808,1100109.36067678,839231.94207174,7837.77583872,5034.98470862,28575.73290616,-0.00000004,2710764.58249674,2449887.16389170,260877.41860504,260877.41860504,28.47755391,31.51000000
2013-06-01,2013,0.61000000,0.50891252,5.91081808,6.28081808,1062571.43543474,799455.92291578,6156.10009728,3918.00618336,-43694.02533938,0.00000006,2715918.69991884,2452803.18739988,263115.51251896,263115.51251896,28.16834371,31.19000000
2013-07-01,2013,0.72000000,0.50891252,5.91081808,6.28081808,1126894.44128390,860065.02413196,7932.27665739,4218.37202441,56390.72919182,-0.00000005,2744022.88316701,2477193.46601507,266829.41715194,266829.41715194,27.80500091,30.80000000
2013-08-01,2013,0.71000000,0.50891252,5.91081808,6.28081808,1105833.61871351,835140.15624424,8530.98087090,4666.93555357,-29591.80344130,0.00000001,2749278.71312196,2478585.25065270,270693.46246927,270693.46246927,27.56909898,30.58000000
2013-09-01,2013,0.71000000,0.50891252,5.91081808,6.28081808,1055314.65154693,781008.42080285,7876.45225483,4263.68398001,-58395.41942136,-0.00000005,2747899.58222914,2473593.35148506,274306.23074408,274306.23074408,28.36454687,31.51000000
2013-10-01,2013,0.81000000,0.50891252,5.91081808,6.28081808,1057929.52784811,779120.19536920,8416.65736731,3913.55563249,-5801.78106621,0.00000008,2779361.47497339,2500552.14249448,278809.33247891,278809.33247891,28.44806602,31.62000000
2013-11-01,2013,0.72000000,0.50891252,5.91081808,6.28081808,1014452.32259739,731663.81542286,8299.37221159,4320.19751597,-51776.57746231,-0.00000000,2783266.91510965,2500478.40793512,282788.50717453,282788.50717453,27.47297764,30.58000000
2013-12-01,2013,0.79000000,0.50891252,5.91081808,6.28081808,916591.99603707,630950.95458675,5328.03490221,2475.50062641,-103956.61753153,768.25606900,2747996.70552741,2462355.66407709,285641.04145032,285641.04145032,27.32967169,30.50000000
2014-01-01,2014,0.85000000,0.54798042,6.40761660,6.77761660,1079881.09149649,790548.02866138,6637.67454960,2945.65316482,156651.42090981,0.00000001,2829599.14148428,2540266.07864917,289333.06283511,289333.06283511,26.94140803,30.01000000
2014-02-01,2014,0.79000000,0.54798042,6.40761660,6.77761660,1060020.57591482,767009.29524319,7472.97164742,3794.75381090,-27333.48722912,0.00000003,2816714.16517875,2523702.88450712,293011.28067163,293011.28067163,27.20177309,30.36000000
2014-03-01,2014,0.77000000,0.54798042,6.40761660,6.77761660,1023907.27956753,726971.42822283,8090.97681122,4166.40613816,-44204.27315851,0.00000000,2835759.15967148,2538823.30832678,296935.85134470,296935.85134470,27.55698810,30.78000000
2014-04-01,2014,0.82000000,0.54798042,6.40761660,6.77761660,1092649.08789254,791186.13289324,8614.34279310,4087.23913849,60127.46553195,-0.00000004,2865058.28150892,2563595.32650962,301462.95499930,301462.95499930,27.54131204,30.78000000
2014-05-01,2014,0.87000000,0.54798042,6.40761660,6.77761660,1064624.01737920,758655.86873107,8282.86749999,3777.67385117,-36307.93801336,0.00000003,2895819.41475039,2589851.26610226,305968.14864813,305968.14864813,27.81401836,31.10000000
2014-06-01,2014,0.82000000,0.54798042,6.40761660,6.77761660,1038517.04594538,727867.92431813,8936.75922332,4255.78624420,-35043.73065712,-0.00000002,2941138.57296413,2630489.45133688,310649.12162725,310649.12162725,28.15501748,31.48000000
2014-07-01,2014,0.95000000,0.54798042,6.40761660,6.77761660,1114693.57646704,799817.86918369,7094.89911196,2868.31345586,69081.63140967,0.00000003,2983108.32741767,2668232.62013432,314875.70728335,314875.70728335,28.26452865,31.60000000
2014-08-01,2014,0.87000000,0.54798042,6.40761660,6.77761660,1169914.87067974,850483.73412687,8311.92669255,3756.49742302,48035.23403634,-1125.86651619,3034679.52962754,2715248.39307467,319431.13655287,319431.13655287,28.75693545,32.14000000
2014-09-01,2014,0.91000000,0.54798042,6.40761660,6.77761660,1206627.24594744,880387.18994005,12110.32864591,5301.40919139,24602.04662183,-0.00000004,3132133.11610231,2805893.06009492,326240.05600739,326240.05600739,28.72961879,32.07000000
2014-10-01,2014,0.95000000,0.54798042,6.40761660,6.77761660,1279767.28550351,946650.01426291,11874.96205720,4997.74682400,61265.07749886,0.00000001,3168712.95527843,2835595.68403783,333117.27124060,333117.27124060,28.83280822,32.22000000
2014-11-01,2014,0.84000000,0.54798042,6.40761660,6.77761660,1274139.88504294,937548.53115565,6713.87889326,3239.79624657,-12341.27935386,0.00000003,3217851.37303640,2881260.01914911,336591.35388729,336591.35388729,28.81393100,32.18000000
2014-12-01,2014,0.96000000,0.54798042,6.40761660,6.77761660,1226853.40074324,882742.56502668,12965.08134824,5445.59951896,-60251.56564793,-0.00000001,3252448.54925185,2908337.71353529,344110.83571656,344110.83571656,29.14196017,32.59000000
2015-01-01,2015,0.94000000,0.87675293,10.67349800,11.04349800,1351390.02919728,1004047.67266711,9825.40109736,6593.88028375,114711.22735670,-0.00000002,3315324.37832781,2967982.02179764,347342.35653017,347342.35653017,29.11292059,32.52000000
2015-02-01,2015,0.82000000,0.87675293,10.67349800,11.04349800,1353169.56707813,1004290.63064110,7473.48884449,5936.90893764,-5693.95096364,0.00000000,3386880.83832404,3038001.90188701,348878.93643703,348878.93643703,28.97281189,32.30000000
2015-03-01,2015,1.04000000,0.87675293,10.67349800,11.04349800,1326298.08018507,971892.22665653,14765.15181111,9238.23471959,-41636.63870420,0.00000003,3480229.28844076,3125823.43491222,354405.85352854,354405.85352854,28.37306227,31.59000000
2015-04-01,2015,0.95000000,0.87675293,10.67349800,11.04349800,1334573.34598741,976050.53978023,12717.88203221,8600.92935357,-4442.61622987,0.00000000,3468109.36977669,3109586.56356951,358522.80620718,358522.80620718,28.99678722,32.34000000
2015-05-01,2015,0.99000000,0.87675293,10.67349800,11.04349800,1365980.31728165,1002868.11328512,13026.84871794,8437.45092859,18380.12257629,0.00000001,3538708.31250573,3175596.10850920,363112.20399653,363112.20399653,29.06641319,32.39000000
2015-06-01,2015,1.07000000,0.87675293,10.67349800,11.04349800,1345564.60633426,976655.98699553,14548.47663568,8752.06129348,-34964.18758308,0.00000001,3588440.40346149,3219531.78412276,368908.61933873,368908.61933873,29.81379908,33.23000000
2015-07-01,2015,1.18000000,0.87675293,10.67349800,11.04349800,1427188.49769591,1051832.53747049,13994.73238817,7547.39150148,67629.15897346,0.00000002,3684950.96245873,3309595.00223331,375355.96022542,375355.96022542,29.55772618,32.91000000
2015-08-01,2015,1.11000000,0.87675293,10.67349800,11.04349800,1431091.66457773,1049209.07082547,15618.78979576,9092.15626892,-11715.62291390,-0.00000004,3743680.98856208,3361798.39480982,381882.59375226,381882.59375226,29.14884474,32.46000000
2015-09-01,2015,1.11000000,0.87675293,10.67349800,11.04349800,1431655.99055277,1042632.06688599,16966.55459231,9825.22467779,-16402.22861728,0.00000001,3789051.79119533,3400027.86752855,389023.92366678,389023.92366678,28.73248990,32.02000000
2015-10-01,2015,1.11000000,0.87675293,10.67349800,11.04349800,1554888.40264718,1158570.85636560,17171.03165111,9877.40903631,106061.38044328,0.00000002,3813936.88492882,3417619.33864724,396317.54628159,396317.54628159,29.63359776,33.07000000
2015-11-01,2015,1.06000000,0.87675293,10.67349800,11.04349800,1528491.89726067,1125818.72622664,16564.20412426,10208.57937182,-42960.70951073,-0.00000004,3844680.87898271,3442007.70794868,402673.17103403,402673.17103403,30.34947892,33.90000000
2015-12-01,2015,1.16000000,0.87675293,10.67349800,11.04349800,1539457.14413662,1128937.74003052,17699.77196885,9853.53889678,-8254.82504699,1520.29995409,3927523.06280055,3517003.65869445,410519.40410610,410519.40410610,31.91477386,35.64000000
2016-01-01,2016,1.06000000,0.53859343,6.28805505,6.65805505,1692933.12290350,1272747.07997089,15407.76767188,5741.12884537,138068.21109502,-0.00000002,3992779.13589215,3572593.09295954,420186.04293261,420186.04293261,31.62094261,35.34000000
2016-02-01,2016,1.00000000,0.53859343,6.28805505,6.65805505,1675159.55646561,1245610.80814081,15733.37914273,6370.67375054,-33506.94558061,-0.00000001,4017298.54915941,3587749.80083461,429548.74832480,429548.74832480,32.40969987,36.29000000
2016-03-01,2016,1.16000000,0.53859343,6.28805505,6.65805505,1618952.50902511,1177589.51530975,18043.80561424,6229.56022368,-74250.85305473,-0.00000001,4005700.24519910,3564337.25148373,441362.99371536,441362.99371536,34.10665763,38.33000000
2016-04-01,2016,1.06000000,0.53859343,6.28805505,6.65805505,1754045.77584372,1301087.91944941,18392.44488858,6797.58220963,116700.82193001,0.00000002,4039289.28196122,3586331.42556691,452957.85639431,452957.85639431,34.51119560,38.87000000
2016-05-01,2016,1.11000000,0.53859343,6.28805505,6.65805505,1752568.13249577,1287361.55674177,19136.17775609,6887.45839640,-20613.82110408,0.00000004,4113898.57706968,3648692.00131568,465206.57575400,465206.57575400,34.66076782,39.08000000
2016-06-01,2016,1.16000000,0.53859343,6.28805505,6.65805505,1713991.27925251,1235459.78285306,20221.70040524,6896.77975980,-58798.55364845,-0.00000005,4130830.60132654,3652299.10492709,478531.49639945,478531.49639944,36.55985504,41.35000000
