ano,mes,mes_nome,periodo,volume_produzido_brasil_barris,volume_importado_barris,dispendio_importacao_usd,custo_medio_importado_usd_bbl,custo_producao_brasil_usd_bbl,volume_total_proxy_consumo_barris,custo_medio_ponderado_usd_bbl,lucro_bruto_adicional_usd
2011,8,Agosto,2011-08,59131749.900467016,20484597.490487963,2155523584.0,105.22655302360317,25.0,79616347.39095497,45.641598121399184,1643408646.737801
2011,9,Setembro,2011-09,59544188.18958333,20923663.076570004,2193799524.0,104.84777526630043,25.0,80467851.26615334,45.76242773725572,1670707947.0857499
2011,10,Outubro,2011-10,61772305.10673448,20519674.870079998,2171286712.0,105.81486918030953,25.0,82291979.97681448,45.15135424758548,1658294840.248
2011,11,Novembro,2011-11,57685674.08340362,17965219.49402,1874875710.0,104.36141404362364,25.0,75650893.57742362,43.84637649640378,1425745222.6495001
2011,12,Dezembro,2011-12,60654247.05239894,15072570.979315978,1526501805.0,101.2768032139183,25.0,75726818.03171492,40.18203934087926,1149687530.5171006
2012,1,Janeiro,2012-01,59720823.93583532,11196674.329847287,1085825117.0,96.97746714892705,25.0,70917498.26568261,36.36402550093622,805908258.7538179
2012,2,Fevereiro,2012-02,58325962.2465799,14819829.739877006,1514693759.0,102.20723082427065,25.0,73145791.9864569,40.642704582581125,1144198015.503075
2012,3,Março,2012-03,60918963.29880707,15510675.881201781,1785540775.0,115.11689037123085,25.0,76429639.18000886,43.288374679852744,1397773877.9699554
2012,4,Abril,2012-04,60459242.78780098,18480183.03058192,2222523025.0,120.26520631976744,25.0,78939425.8183829,47.30214409319245,1760518449.235452
2012,5,Maio,2012-05,61840816.74692254,17018010.845489312,1945677219.0,114.33047238395133,25.0,78858827.59241185,44.27782842169784,1520226947.8627672
2012,6,Junho,2012-06,61978511.122293994,16100913.570180546,1750777232.0,108.73775729362963,25.0,78079424.69247454,42.26772959785184,1348254392.7454863
2012,7,Julho,2012-07,61960203.014673196,10031042.881963575,873767161.0,87.10631300072363,25.0,71991245.89663677,33.65370617207245,622991088.9509107
2012,8,Agosto,2012-08,63794282.31081906,9452970.555049827,854344667.0,90.37843310996082,25.0,73247252.86586888,33.43745504361071,618020403.1237544
2012,9,Setembro,2012-09,62169499.08300329,10671675.249781221,1016770627.0,95.27750828257679,25.0,72841174.3327845,35.29608257452156,749978745.7554694
2012,10,Outubro,2012-10,61532655.56594991,14514184.270230733,1448550938.0,99.80243539907684,25.0,76046839.83618064,39.2766791306914,1085696331.2442317
2012,11,Novembro,2012-11,60738669.269320615,21700222.39715225,2486141755.0,114.56757029947582,25.0,82438891.66647287,48.57669002798654,1943636195.0711937
2012,12,Dezembro,2012-12,64314446.47447603,11445688.15186647,1166541548.0,101.91973890270371,25.0,75760134.6263425,36.620878824273035,880399344.2033383
2013,1,Janeiro,2013-01,66798448.542893395,20986094.446481258,2316230917.0,110.36979381308193,25.0,87784542.98937465,45.40881566194198,1791578555.8379686
2013,2,Fevereiro,2013-02,58561155.42917368,12894365.716019634,1372803134.0,106.46534806240714,25.0,71455521.14519331,39.70066937116126,1050443991.0995092
2013,3,Março,2013-03,66929207.3257437,15094404.377231508,1489093313.0,98.6520087699623,25.0,82023611.70297521,38.553819205072706,1111733203.5692122
2013,4,Abril,2013-04,64404850.83121986,20429804.474930674,2287863808.0,111.9865738709065,25.0,84834655.30615053,45.94802754503432,1777118696.126733
2013,5,Maio,2013-05,67616208.23669556,20612929.957879998,2179825131.0,105.75037781888388,25.0,88229138.19457555,43.86567086694423,1664501882.053
2013,6,Junho,2013-06,63615681.69213721,9450662.123523941,991489453.0,104.91216806196597,25.0,73066343.81566115,35.33612550557137,755222899.9119014
2013,7,Julho,2013-07,67310081.99097978,15608617.592437997,1369579588.0,87.74509208704868,25.0,82918699.58341777,36.81113733222252,979364148.1890502
2013,8,Agosto,2013-08,67823167.6818493,17799556.156090997,1589148662.0,89.28024092646795,25.0,85622723.8379403,38.36280495191086,1144159758.0977252
2013,9,Setembro,2013-09,61556052.5103791,13171485.445619483,1297823186.0,98.53278822333776,25.0,74727537.95599858,37.96089870416728,968536049.859513
2013,10,Outubro,2013-10,63397141.73049376,17553976.08400806,1727176461.0,98.39232164463776,25.0,80951117.81450182,40.91487670191262,1288327058.8997984
2013,11,Novembro,2013-11,66378705.17423259,14193032.274436703,1389466026.0,97.89775709187877,25.0,80571737.44866928,37.84123008763752,1034640219.1390824
2013,12,Dezembro,2013-12,64950360.870812535,14795151.931616792,1589885703.0,107.45991054018596,25.0,79745512.80242933,40.29875301864526,1220006904.7095802
2014,1,Janeiro,2014-01,64031356.43703923,17731659.681705527,1773723759.0,100.03145733898913,25.0,81763016.11874476,41.27181004459485,1330432266.9573617
2014,2,Fevereiro,2014-02,58840442.795607105,16968987.242453717,1806379994.0,106.45184466169692,25.0,75809430.03806081,43.23197077520216,1382155312.938657
2014,3,Março,2014-03,68863752.45757876,13167801.183318293,1334890866.0,101.37538131203821,25.0,82031553.64089705,37.2598657684773,1005695836.4170426
2014,4,Abril,2014-04,66299431.257578254,12641641.627999783,1326430897.0,104.92552597457818,25.0,78941072.88557804,37.79929217284044,1010389856.3000054
