titulo,numero,tipo,libera_captacao,libera_captacao_inicial,data_portaria,data_publicacao,edicao,secao,pagina,orgao,url,url_title,qtd_projetos,valor_total_anexo,lei_8313,texto_art1
"PORTARIA SEFIC/MINC Nº 1, DE 5 DE JANEIRO DE 2026",1,prorrogacao_prazo,True,False,2026-01-05,2026-01-06,3,,11,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-1-de-5-de-janeiro-de-2026-679335450,portaria-sefic/minc-n-1-de-5-de-janeiro-de-2026-679335450,5164,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 2, DE 6 DE JANEIRO DE 2026",2,prorrogacao_prazo,True,False,2026-01-06,2026-01-07,4,,82,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-2-de-6-de-janeiro-de-2026-679851527,portaria-sefic/minc-n-2-de-6-de-janeiro-de-2026-679851527,9962,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 3, DE 7 DE JANEIRO DE 2026",3,prorrogacao_prazo,True,False,2026-01-07,2026-01-08,5,,26,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-3-de-7-de-janeiro-de-2026-679873548,portaria-sefic/minc-n-3-de-7-de-janeiro-de-2026-679873548,4202,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 4, DE 8 DE JANEIRO DE 2026",4,homologacao_captacao,True,True,2026-01-08,2026-01-09,6,,19,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-4-de-8-de-janeiro-de-2026-680120625,portaria-sefic/minc-n-4-de-8-de-janeiro-de-2026-680120625,16,28985982.32,True,Homologar os projetos culturais relacionados nos
"PORTARIA SEFIC/MINC Nº 5, DE 8 DE JANEIRO DE 2026",5,complementacao_valor,True,False,2026-01-08,2026-01-09,6,,20,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-5-de-8-de-janeiro-de-2026-680123957,portaria-sefic/minc-n-5-de-8-de-janeiro-de-2026-680123957,18,3607586.7399999998,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 6, DE 8 DE JANEIRO DE 2026",6,prorrogacao_prazo,True,False,2026-01-08,2026-01-09,6,,20,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-6-de-8-de-janeiro-de-2026-680128333,portaria-sefic/minc-n-6-de-8-de-janeiro-de-2026-680128333,74,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 7, DE 8 DE JANEIRO DE 2026",7,reducao_valor,False,False,2026-01-08,2026-01-09,6,,23,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-7-de-8-de-janeiro-de-2026-680129152,portaria-sefic/minc-n-7-de-8-de-janeiro-de-2026-680129152,37,53832036.68,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 8, DE 8 DE JANEIRO DE 2026",8,alteracao_projeto,False,False,2026-01-08,2026-01-09,6,,24,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-8-de-8-de-janeiro-de-2026-680120488,portaria-sefic/minc-n-8-de-8-de-janeiro-de-2026-680120488,0,,False,"Homologar a(s) alteração(ões) do(s) resumo(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 221582 - Aquisição e Digitalização de Acervo Biográfico de Bibi Ferreira para o Museu da Imagem e do Som do Rio de Janeiro - RJ, publicado na portaria nº 0633/22 de 17/11/2022, no D.O.U. de 18/11/2022. Onde se lê: Aquisição e digitalização de significativo acervo biográfico sobre a grande artista Bibi Ferreira, oriundo de seu espólio, para integrar o acervo permanente do Museu da Imagem e do Som do Rio de Janeiro (MIS-RJ). Leia-se: Aquisição e digitalização de significativo acervo biográfico sobre a grande artista Bibi Ferreira, oriundo de seu espólio, para integrar o acervo permanente do Instituto Bibi Ferreira na Fundação Memorial da América Latina. PRONAC: 233264 - Programa Negocio Cultural - 2ª Edição, publicado na portaria nº 0518/23 de 05/09/2023, no D.O.U. de 06/09/2023. Onde se lê: O projeto realizará ações capacitação e orientações para o conhecimento e fomento em artes visuais através de plataforma virtual específica, onde os participantes terão acesso a mentorias e atividades que estimulam o desenvolvimento de habilidades criativas e técnicas. Leia-se: O projeto promoverá oficinas presenciais de artes visuais para alunos de escolas públicas em situação de vulnerabilidade, incentivando a formação artística e a inclusão cultural. As atividades serão complementadas por uma exposição virtual inspiradora, uma palestra virtual para alunos e professores e uma plataforma digital de apoio com conteúdos extras e trilhas de diferentes níveis de conhecimento, aumentando o alcance e o impacto educativo do projeto. PRONAC: 247514 - Plano Anual Museu A CASA do Objeto Brasileiro 2025 , publicado na portaria nº 0641/24 de 05/09/2024, no D.O.U. de 06/09/2024. Onde se lê: O Plano Anual de Atividades do Museu A CASA do Objeto Brasileiro tem como objetivo o exercício e fortalecimento do seu papel na sociedade e no campo cultural por meio da promoção de uma programação pública e gratuita, com múltiplas frentes, para o fomento do artesanato feito no país. O projeto compreende ações voltadas à programação de exposições, mostras e eventos públicos, manutenção do equipamento cultural e de sua equipe técnica, ações educativas e a preservação, manutenção e extroversão do acervo. Leia-se: O Plano Bianual de Atividades do Museu A CASA do Objeto Brasileiro tem como objetivo o exercício e fortalecimento do seu papel na sociedade e no campo cultural por meio da promoção de uma programação pública e gratuita, com múltiplas frentes, para o fomento do artesanato feito no país. O projeto compreende ações voltadas à programação de exposições, mostras e eventos públicos, manutenção do equipamento cultural e de sua equipe técnica, ações educativas e a preservação, manutenção e extroversão do acervo. PRONAC: 2412334 - ISABELL FILLARDIS CANTA: PRETAS BRASIL , publicado na portaria nº 0864/24 de 06/12/2024, no D.O.U. de 09/12/2024. Onde se lê: A turnê ""Isabel Fillardis Canta: Pretas Brasil"" celebra o legado de grandes cantoras negras na música brasileira. Com a presença marcante de Isabel Fillardis, o espetáculo reúne um repertório que destaca a importância cultural e artística dessas mulheres, reconhecendo suas contribuições ao cenário musical do país. A produção vai além da música, proporcionando ao público uma experiência imersiva, com projeções visuais e iluminação envolvente. O show conta também com participações especiais de vozes femininas icônicas, enriquecendo ainda mais a apresentação. Com 60 minutos de duração e classificação livre, o espetáculo é acessível a todos, incluindo intérprete de Libras para garantir a inclusão. A turnê passará por quatro cidades: São Paulo, Rio de Janeiro, Brasília e Salvador, levando a potência da música feminina negra para diferentes regiões do Brasil, em um show vibrante e memorável.. Leia-se: A turnêturnê ""Isabel Fillardis - Pretas do Brasil""celebra o legado de grandes cantoras negras na música brasileira. Com a presença marcante deIsabel Fillardis, o espetáculo reúne um repertório que destaca a importância cultural e artística dessas mulheres, reconhecendo suascontribuições ao cenário musical do país. A produção vai além da música, proporcionando ao público uma experiência imersiva, comprojeções visuais e iluminação envolvente. O show conta também com participações especiais de vozes femininas icônicas, enriquecendoainda mais a apresentação. Com 60 minutos de duração e classificação livre, o espetáculo é acessível a todos, incluindo intérprete de Libraspara garantir a inclusão. A turnê passará por quatro cidades: São Paulo, Rio de Janeiro, Brasília e Salvador, levando a potência da músicafeminina negra para diferentes regiões do Brasil, em um show vibrante e memorável. PRONAC: 2413129 - ATELIE DE ARTES - 2ª EDIÇÃO, publicado na portaria nº 0878/24 de 11/12/2024, no D.O.U. de 12/12/2024. Onde se lê: O projeto propõe uma experiência educativa e imersiva voltada para crianças e educadores, explorando as linguagens artísticas do desenho, da argila e do movimento, com o tema central 'Cidade Natureza'. A iniciativa abrangeráworkshopsformativos para educadores, a dinamização de um Ateliê centralde artes ea criação deMini-ateliêsem salas de aula, além da realização de uma Mostra Públicae de um Fórum Cultural. Também está prevista a produção de um Catálogo-guiaque apresenta diretrizes e políticas públicas voltadas para a primeira infância. Leia-se: O projeto propõe uma experiência educativa e imersiva voltada para crianças e educadores, explorando as linguagens artísticas do desenho, da argila e do movimento, com o tema central 'Cidade Natureza'. A iniciativa abrangerá workshops formativos para educadores, a dinamização de um Ateliê central de artes e a criação de Mini-ateliês em salas de aula, além da realização de uma Mostra Pública e Fórum Cultural e a exibição de uma Mostra-Ateliê. Também está prevista a produção de um Catálogo-guia que apresentará diretrizes e políticas públicas voltadas para a primeira infância. PRONAC: 254500 - Vital - O Musical dos Paralamas - Turnê Nacional, publicado na portaria nº 0535/25 de 31/07/2025, no D.O.U. de 01/08/2025. Onde se lê: A proposta consiste na turnê nacional do espetáculo musical ""Vital, o Musical dos Paralamas"", com texto de Patricia Andrade, direção de Pedro Brício e idealização de Gustavo Nunes e Marcelo Pires, nas cidades de Natal (RN), Fortaleza (CE), Teresina (PI), Vitória (ES), Belo Horizonte (MG), Goiânia (GO), São Luís do Maranhão (MA) e Aracaju (SE). Natal (RN) - 4 apresentações Fortaleza (CE) - 4 apresentações Teresina (PI) - 4 apresentações Vitória (ES) - 4 apresentações Belo Horizonte (MG) - 4 apresentações Goiânia (GO) - 3 apresentações São Luís (MA) - 4 apresentações Aracaju (SE) - 4 apresentações Leia-se: A proposta consiste na turne nacional do espetaculo musical ""Vital, o Musical dos Paralamas"" com texto de Patricia Andrade, direcao de Pedro Bricio e idealizaçao de Gustavo Nunes e Marcelo Pires nas cidades de Natal (RN), Fortaleza (CE), Teresina (PI), Vitoria (ES), Belo Horizonte (MG), Goiania (GO), Sao Luis do Maranhao (MA), Aracaju (SE) e Rio de Janeiro (RJ).Natal (RN) - 04 apresentacoes.Fortaleza (CE) - 04 apresentacoes.Teresina (PI) - 04 apresentacoes.Vitoria (ES) - 04 apresentacoes.Belo Horizonte (MG) - 04 apresentacoes.Goiania (GO) - 03 apresentacoes.Sao Luis (MA) - 04 apresentacoes.Aracaju (SE) - 04 apresentacoes.Rio de Janeiro (RJ) - 09 apresentações."
"PORTARIA SEFIC/MINC Nº 9, DE 9 DE JANEIRO DE 2026",9,complementacao_valor,True,False,2026-01-09,2026-01-12,7,,10,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-9-de-9-de-janeiro-de-2026-680397697,portaria-sefic/minc-n-9-de-9-de-janeiro-de-2026-680397697,3,330659.82,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 10, DE 9 DE JANEIRO DE 2026",10,prorrogacao_prazo,True,False,2026-01-09,2026-01-12,7,,10,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-10-de-9-de-janeiro-de-2026-680386459,portaria-sefic/minc-n-10-de-9-de-janeiro-de-2026-680386459,112,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 11, DE 9 DE JANEIRO DE 2026",11,reducao_valor,False,False,2026-01-09,2026-01-12,7,,14,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-11-de-9-de-janeiro-de-2026-680407628,portaria-sefic/minc-n-11-de-9-de-janeiro-de-2026-680407628,3,105295.5,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 12, DE 9 DE JANEIRO DE 2026",12,alteracao_projeto,False,False,2026-01-09,2026-01-12,7,,14,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-12-de-9-de-janeiro-de-2026-680398886,portaria-sefic/minc-n-12-de-9-de-janeiro-de-2026-680398886,0,,False,"Homologar a(s) alteração(ões) do(s) proponente(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 235187 - Tino Gomes - 50 Anos na Estrada - Turnê I, publicado na portaria nº 0646/23 de 01/11/2023, no D.O.U. de 03/11/2023. Onde se lê: TRI CICLO PRODUCOES LTDA CNPJ/CPF: 21.890.748/0001-87 Leia-se: 16632131000121 CNPJ/CPF: 21.890.748/0001-87"
"PORTARIA SEFIC/MINC Nº 13, DE 12 DE JANEIRO DE 2026",13,prorrogacao_prazo,True,False,2026-01-12,2026-01-13,8,,9,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-13-de-12-de-janeiro-de-2026-680675442,portaria-sefic/minc-n-13-de-12-de-janeiro-de-2026-680675442,122,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 14, DE 13 DE JANEIRO DE 2026",14,complementacao_valor,True,False,2026-01-13,2026-01-14,9,,34,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-14-de-13-de-janeiro-de-2026-681155869,portaria-sefic/minc-n-14-de-13-de-janeiro-de-2026-681155869,7,1031646.8200000001,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 15, DE 13 DE JANEIRO DE 2026",15,prorrogacao_prazo,True,False,2026-01-13,2026-01-14,9,,35,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-15-de-13-de-janeiro-de-2026-681152592,portaria-sefic/minc-n-15-de-13-de-janeiro-de-2026-681152592,23,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 16, DE 13 DE JANEIRO DE 2026",16,reducao_valor,False,False,2026-01-13,2026-01-14,9,,35,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-16-de-13-de-janeiro-de-2026-681150399,portaria-sefic/minc-n-16-de-13-de-janeiro-de-2026-681150399,7,1510676.6800000002,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 17, DE 13 DE JANEIRO DE 2026",17,alteracao_projeto,False,False,2026-01-13,2026-01-14,9,,36,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-17-de-13-de-janeiro-de-2026-681141583,portaria-sefic/minc-n-17-de-13-de-janeiro-de-2026-681141583,0,,False,"Homologar a(s) alteração(ões) do(s) nome(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 186068 - As Palavras e O Tempo, publicado na portaria nº 0801/18 de 21/12/2018, no D.O.U. de 24/12/2018, para Palavras. PRONAC: 239517 - Plano Bianual Talmud Thora, publicado na portaria nº 0727/23 de 04/12/2023, no D.O.U. de 05/12/2023, para Plano Trianual Talmud Thora."
"PORTARIA SEFIC/MINC Nº 18, DE 14 DE JANEIRO DE 2026",18,homologacao_captacao,True,True,2026-01-14,2026-01-15,10,,8,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-18-de-14-de-janeiro-de-2026-681159732,portaria-sefic/minc-n-18-de-14-de-janeiro-de-2026-681159732,21,39939979.73,True,Homologar os projetos culturais relacionados nos
"PORTARIA SEFIC/MINC Nº 20, DE 14 DE JANEIRO DE 2026",20,prorrogacao_prazo,True,False,2026-01-14,2026-01-15,10,,9,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-20-de-14-de-janeiro-de-2026-681160529,portaria-sefic/minc-n-20-de-14-de-janeiro-de-2026-681160529,34,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 21, DE 14 DE JANEIRO DE 2026",21,reducao_valor,False,False,2026-01-14,2026-01-15,10,,10,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-21-de-14-de-janeiro-de-2026-681171001,portaria-sefic/minc-n-21-de-14-de-janeiro-de-2026-681171001,24,9451876.62,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 22, DE 14 DE JANEIRO DE 2026",22,alteracao_projeto,False,False,2026-01-14,2026-01-15,10,,11,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-22-de-14-de-janeiro-de-2026-681176298,portaria-sefic/minc-n-22-de-14-de-janeiro-de-2026-681176298,0,,False,"Homologar a(s) alteração(ões) do(s) resumo(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 236613 - Projeto Ilha, Arte e Palhaçaria - Edição II, publicado na portaria nº 0720/23 de 30/11/2023, no D.O.U. de 01/12/2023. Onde se lê: O projeto, que está em sua segunda edição, tem como objetivo levar o espetáculo ""Ilha, Arte e Palhaçaria"" para as ilhas do litoral de Paranaguá e escolas do continente. Além de propor, também, intervenções artísticas com bolhas de sabão em escolas do campo. Leia-se: O projeto, que está em sua segunda edição, tem como objetivo levar o espetáculo ""Os Palhaçonautas"" para as ilhas do litoral de Paranaguá e escolas públicas do continente."
"PORTARIA SEFIC/MINC Nº 23, DE 15 DE JANEIRO DE 2026",23,prorrogacao_prazo,True,False,2026-01-15,2026-01-16,11,,8,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-23-de-15-de-janeiro-de-2026-681423883,portaria-sefic/minc-n-23-de-15-de-janeiro-de-2026-681423883,39,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 24, DE 15 DE JANEIRO DE 2026",24,reducao_valor,False,False,2026-01-15,2026-01-16,11,,9,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-24-de-15-de-janeiro-de-2026-681421406,portaria-sefic/minc-n-24-de-15-de-janeiro-de-2026-681421406,4,105496.98000000001,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC N° 25, DE 15 DE JANEIRO DE 2026",25,outra,False,False,2026-01-15,2026-01-16,11,,10,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-25-de-15-de-janeiro-de-2026-681437054,portaria-sefic/minc-n-25-de-15-de-janeiro-de-2026-681437054,0,,False,"Tornar público o descredenciamento do perito do Banco de Pareceristas da Secretaria de Fomento e Incentivo à Cultura, a pedido, conforme disposto no Art. 19 da Instrução Normativa MinC nº 9, de 17 de novembro de 2023, o qual foi habilitado por meio do Edital de Chamamento Público SEFIC/MinC nº 2/2023, nas áreas e segmentos constantes no"
"PORTARIA SEFIC/MINC Nº 26, DE 16 DE JANEIRO DE 2026",26,complementacao_valor,True,False,2026-01-16,2026-01-19,12,,11,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-26-de-16-de-janeiro-de-2026-681749456,portaria-sefic/minc-n-26-de-16-de-janeiro-de-2026-681749456,15,3358374.4299999997,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 27, DE 16 DE JANEIRO DE 2026",27,prorrogacao_prazo,True,False,2026-01-16,2026-01-19,12,,12,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-27-de-16-de-janeiro-de-2026-681738528,portaria-sefic/minc-n-27-de-16-de-janeiro-de-2026-681738528,41,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 28, DE 19 DE JANEIRO DE 2026",28,complementacao_valor,True,False,2026-01-19,2026-01-20,13,,11,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-28-de-19-de-janeiro-de-2026-682031097,portaria-sefic/minc-n-28-de-19-de-janeiro-de-2026-682031097,18,4302011.17,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 29, DE 19 DE JANEIRO DE 2026",29,prorrogacao_prazo,True,False,2026-01-19,2026-01-20,13,,11,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-29-de-19-de-janeiro-de-2026-682033323,portaria-sefic/minc-n-29-de-19-de-janeiro-de-2026-682033323,74,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 30, DE 19 DE JANEIRO DE 2026",30,reducao_valor,False,False,2026-01-19,2026-01-20,13,,14,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-30-de-19-de-janeiro-de-2026-682026847,portaria-sefic/minc-n-30-de-19-de-janeiro-de-2026-682026847,24,6434211.78,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 31, DE 19 DE JANEIRO DE 2026",31,alteracao_projeto,False,False,2026-01-19,2026-01-20,13,,15,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-31-de-19-de-janeiro-de-2026-682020886,portaria-sefic/minc-n-31-de-19-de-janeiro-de-2026-682020886,0,,False,"Homologar a(s) alteração(ões) do(s) nome(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 2310882 - Cosmologia Colérica - Thiago Martins, publicado na portaria nº 0736/23 de 06/12/2023, no D.O.U. de 07/12/2023, para Cosmogonia Colérica - Thiago Martins. PRONAC: 240821 - Verão Mais Cultura, publicado na portaria nº 0177/24 de 14/03/2024, no D.O.U. de 15/03/2024, para Festival do Balonismo - Parte Cultural. PRONAC: 247453 - Emergência Climática (título provisório), publicado na portaria nº 0641/24 de 05/09/2024, no D.O.U. de 06/09/2024, para Clima, o novo anormal. PRONAC: 2413799 - Banda Marcial Instrumental - Circulação, publicado na portaria nº 0881/24 de 12/12/2024, no D.O.U. de 13/12/2024, para Banda CM . PRONAC: 250555 - Edição do Livro Roteiros Extraordinários - Lugares e Histórias que encantam, publicado na portaria nº 0148/25 de 06/03/2025, no D.O.U. de 07/03/2025, para Edição do Livro Roteiros Extraordinários - O diário de bordo de um viajante sem filtro."
"PORTARIA SEFIC/MINC Nº 32, DE 20 DE JANEIRO DE 2026",32,prorrogacao_prazo,True,False,2026-01-20,2026-01-21,14,,13,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-32-de-20-de-janeiro-de-2026-682276204,portaria-sefic/minc-n-32-de-20-de-janeiro-de-2026-682276204,36,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 33, DE 21 DE JANEIRO DE 2026",33,complementacao_valor,True,False,2026-01-21,2026-01-22,15,,8,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-33-de-21-de-janeiro-de-2026-682736864,portaria-sefic/minc-n-33-de-21-de-janeiro-de-2026-682736864,1,0.01,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 34, DE 21 DE JANEIRO DE 2026",34,prorrogacao_prazo,True,False,2026-01-21,2026-01-22,15,,8,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-34-de-21-de-janeiro-de-2026-682693055,portaria-sefic/minc-n-34-de-21-de-janeiro-de-2026-682693055,60,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)ANEXO(s) desta Portaria, para o(s) qual(is) o(s) proponente(s) fica(m) autorizado(s) a captar recursos, mediante doações ou patrocínios, na forma prevista no § 1º do Artigo 18 e no Artigo 26 da Lei n.º 8.313, de 23 de dezembro de 1991, alterada pela Lei nº 9.874, de 23 de novembro de 1999."
"PORTARIA SEFIC/MINC Nº 35, DE 21 DE JANEIRO DE 2026",35,alteracao_projeto,False,False,2026-01-21,2026-01-22,15,,10,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-35-de-21-de-janeiro-de-2026-682746530,portaria-sefic/minc-n-35-de-21-de-janeiro-de-2026-682746530,0,,False,"Homologar a(s) alteração(ões) do(s) resumo(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 242397 - Projeto Pé de Moleque em Movimento - Ano 2, publicado na portaria nº 0288/24 de 25/04/2024, no D.O.U. de 26/04/2024. Onde se lê: Realizar um espetáculo de dança com a preparação de crianças e/ou adolescentes através de oficinas culturais gratuitas de Ballet. Leia-se: Realizar dois espetáculos de dança com a preparação de crianças e/ou adolescentes através de oficinas culturais gratuitas de Ballet."
"PORTARIA SEFIC/MINC Nº 36, DE 22 DE JANEIRO DE 2026",36,complementacao_valor,True,False,2026-01-22,2026-01-23,16,,14,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-36-de-22-de-janeiro-de-2026-682792478,portaria-sefic/minc-n-36-de-22-de-janeiro-de-2026-682792478,2,68301.14,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 37, DE 22 DE JANEIRO DE 2026",37,prorrogacao_prazo,True,False,2026-01-22,2026-01-23,16,,14,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-37-de-22-de-janeiro-de-2026-682788722,portaria-sefic/minc-n-37-de-22-de-janeiro-de-2026-682788722,41,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
