titulo,numero,tipo,libera_captacao,libera_captacao_inicial,data_portaria,data_publicacao,edicao,secao,pagina,orgao,url,url_title,qtd_projetos,valor_total_anexo,lei_8313,texto_art1
"PORTARIA SEFIC/MINC Nº 70, DE 4 DE FEVEREIRO DE 2026",70,prorrogacao_prazo,True,False,2026-02-04,2026-02-05,25,,24,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-70-de-4-de-fevereiro-de-2026-685384330,portaria-sefic/minc-n-70-de-4-de-fevereiro-de-2026-685384330,13,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 71, DE 4 DE FEVEREIRO DE 2026",71,alteracao_projeto,False,False,2026-02-04,2026-02-05,25,,25,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-71-de-4-de-fevereiro-de-2026-685376473,portaria-sefic/minc-n-71-de-4-de-fevereiro-de-2026-685376473,0,,False,"Homologar a(s) alteração(ões) do(s) nome(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 255292 - 2º Festival Essência 2025, publicado na portaria nº 0582/25 de 22/08/2025, no D.O.U. de 25/08/2025, para 2º Festival Essência."
"PORTARIA SEFIC/MINC Nº 72, DE 5 DE FEVEREIRO DE 2026",72,prorrogacao_prazo,True,False,2026-02-05,2026-02-06,26,,7,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-72-de-5-de-fevereiro-de-2026-685685545,portaria-sefic/minc-n-72-de-5-de-fevereiro-de-2026-685685545,22,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 73, DE 6 DE FEVEREIRO DE 2026",73,complementacao_valor,True,False,2026-02-06,2026-02-09,27,,23,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-73-de-6-de-fevereiro-de-2026-685979183,portaria-sefic/minc-n-73-de-6-de-fevereiro-de-2026-685979183,3,3015273.19,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 74, DE 6 DE FEVEREIRO DE 2026",74,prorrogacao_prazo,True,False,2026-02-06,2026-02-09,27,,24,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-74-de-6-de-fevereiro-de-2026-685901100,portaria-sefic/minc-n-74-de-6-de-fevereiro-de-2026-685901100,10,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 75, DE 6 DE FEVEREIRO DE 2026",75,reducao_valor,False,False,2026-02-06,2026-02-09,27,,24,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-75-de-6-de-fevereiro-de-2026-685980371,portaria-sefic/minc-n-75-de-6-de-fevereiro-de-2026-685980371,7,120525.21,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 76, DE 6 DE FEVEREIRO DE 2026",76,alteracao_projeto,False,False,2026-02-06,2026-02-09,27,,24,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-76-de-6-de-fevereiro-de-2026-685993980,portaria-sefic/minc-n-76-de-6-de-fevereiro-de-2026-685993980,0,,False,"Homologar a(s) alteração(ões) do(s) nome(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 202882 - Rio de Janeiro Patrimônio Mundial, publicado na portaria nº 0472/20 de 22/07/2020, no D.O.U. de 23/07/2020, para #RioPatrimônio. PRONAC: 222579 - São Viola, publicado na portaria nº 0723/22 de 15/12/2022, no D.O.U. de 16/12/2022, para Viva a Viola."
"PORTARIA SEFIC/MINC Nº 77, DE 9 DE FEVEREIRO DE 2026",77,prorrogacao_prazo,True,False,2026-02-09,2026-02-10,28,,7,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-77-de-9-de-fevereiro-de-2026-686254237,portaria-sefic/minc-n-77-de-9-de-fevereiro-de-2026-686254237,21,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 78, DE 10 DE FEVEREIRO DE 2026",78,homologacao_captacao,True,True,2026-02-10,2026-02-11,29,,12,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-78-de-10-de-fevereiro-de-2026-686531155,portaria-sefic/minc-n-78-de-10-de-fevereiro-de-2026-686531155,24,15787348.57,True,Homologar os projetos culturais relacionados nos
"PORTARIA SEFIC/MINC Nº 79, DE 10 DE FEVEREIRO DE 2026",79,complementacao_valor,True,False,2026-02-10,2026-02-11,29,,14,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-79-de-10-de-fevereiro-de-2026-686545532,portaria-sefic/minc-n-79-de-10-de-fevereiro-de-2026-686545532,5,2582271.7899999996,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 80, DE 10 DE FEVEREIRO DE 2026",80,prorrogacao_prazo,True,False,2026-02-10,2026-02-11,29,,14,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-80-de-10-de-fevereiro-de-2026-686547855,portaria-sefic/minc-n-80-de-10-de-fevereiro-de-2026-686547855,7,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 81, DE 10 DE FEVEREIRO DE 2026",81,reducao_valor,False,False,2026-02-10,2026-02-11,29,,15,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-81-de-10-de-fevereiro-de-2026-686533473,portaria-sefic/minc-n-81-de-10-de-fevereiro-de-2026-686533473,6,2021178.63,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 82, DE 10 DE FEVEREIRO DE 2026",82,alteracao_projeto,False,False,2026-02-10,2026-02-11,29,,15,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-82-de-10-de-fevereiro-de-2026-686530957,portaria-sefic/minc-n-82-de-10-de-fevereiro-de-2026-686530957,0,,False,"Homologar a(s) alteração(ões) do(s) resumo(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 179245 - ALLEGRO PIANO ‐ MISSAL, publicado na portaria nº 0769/17 de 18/12/2017, no D.O.U. de 19/12/2017. Onde se lê: Este projeto vem propor a compra de um piano de meia-cauda para a cidade de Missal, no Oeste do Estado do Paraná, visando condicionar a cidade, em parceria com a Unicultura, a promover uma programação efetiva de concertos, concertos didáticos, workshops e fomento musical erudito na cidade. Além da compra, propõe‐se também um concerto de estreia do novopiano na cidade. Leia-se: Este projeto vem propor a compra de um piano de meia-cauda para a cidade de Medianeira, no Oeste do Estado do Paraná, visando condicionar a cidade, em parceria com a Unicultura, a promover uma programação efetiva de concertos, concertos didáticos, workshops e fomento musical erudito na cidade. Além da compra, propõe se também um concerto de estreia do novo piano na cidade."
"PORTARIA SEFIC/MINC Nº 83, DE 11 DE FEVEREIRO DE 2026",83,complementacao_valor,True,False,2026-02-11,2026-02-12,30,,15,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-83-de-11-de-fevereiro-de-2026-686809242,portaria-sefic/minc-n-83-de-11-de-fevereiro-de-2026-686809242,1,51061.56,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 84, DE 11 DE FEVEREIRO DE 2026",84,prorrogacao_prazo,True,False,2026-02-11,2026-02-12,30,,16,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-84-de-11-de-fevereiro-de-2026-686811405,portaria-sefic/minc-n-84-de-11-de-fevereiro-de-2026-686811405,17,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 85, DE 11 DE FEVEREIRO DE 2026",85,reducao_valor,False,False,2026-02-11,2026-02-12,30,,16,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-85-de-11-de-fevereiro-de-2026-686823873,portaria-sefic/minc-n-85-de-11-de-fevereiro-de-2026-686823873,2,100697.72,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 86, DE 11 DE FEVEREIRO DE 2026",86,alteracao_projeto,False,False,2026-02-11,2026-02-12,30,,16,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-86-de-11-de-fevereiro-de-2026-686816433,portaria-sefic/minc-n-86-de-11-de-fevereiro-de-2026-686816433,0,,False,"Homologar a(s) alteração(ões) do(s) resumo(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 248319 - Mulheres Circulares - Plano Anual de Manutenção de Atividades Orientavida 2025, publicado na portaria nº 0703/24 de 27/09/2024, no D.O.U. de 30/09/2024. Onde se lê: Promover durante o ano de 2025 projeto de capacitação e formação em economia criativa, através de oficinas gratuitas culturais e artísticas de práticas de artesanato, moda upcycle e culinária tradicional e sem desperdício, para 800 mulheres em situação de vulnerabilidade social, em São Paulo, na região do Vale do Paraíba. Com dimensão empreendedora e criativa o projeto pretende difundir os saberes criativos e revelar talentos na comunidade de modo a encorajar as mulheres participantes a construir novos caminhos profissionais dentro da economia criativa. O projeto também realizará um evento, público e gratuito na sede em Potim, chamado ""Repair Jeans Café"" que oferecerá também uma área de ""reparos de roupas feitas em jeans"", gratuitos, mediante a previa inscrição via site. Esse é um modelo de evento conhecido mundialmente como ""Repair Café"" - Evento gratuito para os participantes realizarem o reparo de produtos ao invés de comprarem outro, e nesse caso, o evento será exclusivamente para reparar roupas produzidas em jeans, de modo a contribuir de maneira criativa com a economia circular, solidária bem como para o Desenvolvimento Sustentável. Leia-se: Promover durante o ano de 2025 projeto de capacitação e formação em economia criativa, através de oficinas gratuitas culturais e artísticas de práticas de artesanato, moda upcycle e culinária tradicional e sem desperdício, para 312 mulheres em situação de vulnerabilidade social, em São Paulo, na região do Vale do Paraíba. Com dimensão empreendedora e criativa o projeto pretende difundir os saberes criativos e revelar talentos na comunidade de modo a encorajar as mulheres participantes a construir novos caminhos profissionais dentro da economia criativa. O projeto também realizará um evento, público e gratuito na sede em Potim, chamado ""Repair Jeans Café"" que oferecerá também uma área de ""reparos de roupas feitas em jeans"", gratuitos, mediante a previa inscrição via site. Esse é um modelo de evento conhecido mundialmente como ""Repair Café"" - Evento gratuito para os participantes realizarem o reparo de produtos ao invés de comprarem outro, e nesse caso, o evento será exclusivamente para reparar roupas produzidas em jeans, de modo a contribuir de maneira criativa com a economia circular, solidária bem como para o Desenvolvimento Sustentável. PRONAC: 254194 - EXPOSHOW 2026, publicado na portaria nº 0503/25 de 16/07/2025, no D.O.U. de 17/07/2025. Onde se lê: O projeto cultural EXPOSHOW trata-se da realização mostra não competitiva de música regional gaúcha , dentro da programação da Expofeira de São Lourenço do Sul. Faremos uma palestra musical. Leia-se: O projeto cultural EXPOSHOW 2026 trata-se da realização mostra não competitiva de música regional gaúcha , dentro da programação da Expofeira de São Lourenço do Sul. Faremos uma palestra musical."
"PORTARIA SEFIC/MINC Nº 87, DE 12 DE FEVEREIRO DE 2026",87,homologacao_captacao,True,True,2026-02-12,2026-02-13,31,,94,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-87-de-12-de-fevereiro-de-2026-687381774,portaria-sefic/minc-n-87-de-12-de-fevereiro-de-2026-687381774,118,135423504.14,True,Homologar os projetos culturais relacionados nos
"PORTARIA SEFIC/MINC Nº 88, DE 12 DE FEVEREIRO DE 2026",88,complementacao_valor,True,False,2026-02-12,2026-02-13,31,,102,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-88-de-12-de-fevereiro-de-2026-687370788,portaria-sefic/minc-n-88-de-12-de-fevereiro-de-2026-687370788,17,1978151.8,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 89, DE 12 DE FEVEREIRO DE 2026",89,prorrogacao_prazo,True,False,2026-02-12,2026-02-13,31,,103,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-89-de-12-de-fevereiro-de-2026-687369966,portaria-sefic/minc-n-89-de-12-de-fevereiro-de-2026-687369966,19,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 90, DE 12 DE FEVEREIRO DE 2026",90,reducao_valor,False,False,2026-02-12,2026-02-13,31,,104,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-90-de-12-de-fevereiro-de-2026-687365167,portaria-sefic/minc-n-90-de-12-de-fevereiro-de-2026-687365167,68,22133224.81,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 91, DE 19 DE FEVEREIRO DE 2026",91,homologacao_captacao,True,True,2026-02-19,2026-02-20,34,,33,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-91-de-19-de-fevereiro-de-2026-687830348,portaria-sefic/minc-n-91-de-19-de-fevereiro-de-2026-687830348,36,34450782.97,True,Homologar os projetos culturais relacionados nos
"PORTARIA SEFIC/MINC Nº 92, DE 19 DE FEVEREIRO DE 2026",92,complementacao_valor,True,False,2026-02-19,2026-02-20,34,,35,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-92-de-19-de-fevereiro-de-2026-687826245,portaria-sefic/minc-n-92-de-19-de-fevereiro-de-2026-687826245,27,12693788.32,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 93, DE 19 DE FEVEREIRO DE 2026",93,prorrogacao_prazo,True,False,2026-02-19,2026-02-20,34,,36,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-93-de-19-de-fevereiro-de-2026-687831408,portaria-sefic/minc-n-93-de-19-de-fevereiro-de-2026-687831408,110,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 94, DE 19 DE FEVEREIRO DE 2026",94,reducao_valor,False,False,2026-02-19,2026-02-20,34,,40,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-94-de-19-de-fevereiro-de-2026-687828460,portaria-sefic/minc-n-94-de-19-de-fevereiro-de-2026-687828460,41,7091022.22,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 95, DE 19 DE FEVEREIRO DE 2026",95,outra,False,False,2026-02-19,2026-02-20,34,,41,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-95-de-19-de-fevereiro-de-2026-687818445,portaria-sefic/minc-n-95-de-19-de-fevereiro-de-2026-687818445,0,,False,"Tornar público os descredenciamentos dos peritos do Banco de Pareceristas da Secretaria de Fomento e Incentivo à Cultura, a pedido, conforme disposto no Art. 4º da Instrução Normativa MinC nº 31, de 31 de janeiro de 2026, o qual foi habilitado por meio do Edital de Chamamento Público SEFIC/MinC nº 2/2023, nas áreas e segmentos constantes no"
"PORTARIA SEFIC/MINC Nº 96, DE 20 DE FEVEREIRO DE 2026",96,homologacao_captacao,True,True,2026-02-20,2026-02-23,35,,89,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-96-de-20-de-fevereiro-de-2026-688118250,portaria-sefic/minc-n-96-de-20-de-fevereiro-de-2026-688118250,60,45789998.14,True,Homologar os projetos culturais relacionados nos
"PORTARIA SEFIC/MINC Nº 97, DE 20 DE FEVEREIRO DE 2026",97,prorrogacao_prazo,True,False,2026-02-20,2026-02-23,35,,93,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-97-de-20-de-fevereiro-de-2026-688124897,portaria-sefic/minc-n-97-de-20-de-fevereiro-de-2026-688124897,65,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 98, DE 20 DE FEVEREIRO DE 2026",98,reducao_valor,False,False,2026-02-20,2026-02-23,35,,96,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-98-de-20-de-fevereiro-de-2026-688113112,portaria-sefic/minc-n-98-de-20-de-fevereiro-de-2026-688113112,8,3604051.39,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 99, DE 23 DE FEVEREIRO DE 2026",99,complementacao_valor,True,False,2026-02-23,2026-02-24,36,,12,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-99-de-23-de-fevereiro-de-2026-688420098,portaria-sefic/minc-n-99-de-23-de-fevereiro-de-2026-688420098,6,12524566.7,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 100, DE 23 DE FEVEREIRO DE 2026",100,prorrogacao_prazo,True,False,2026-02-23,2026-02-24,36,,13,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-100-de-23-de-fevereiro-de-2026-688412058,portaria-sefic/minc-n-100-de-23-de-fevereiro-de-2026-688412058,49,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 101, DE 23 DE FEVEREIRO DE 2026",101,alteracao_projeto,False,False,2026-02-23,2026-02-24,36,,14,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-101-de-23-de-fevereiro-de-2026-688405711,portaria-sefic/minc-n-101-de-23-de-fevereiro-de-2026-688405711,0,,False,"Homologar a(s) alteração(ões) do(s) nome(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 233268 - MASP 2024-2025 (Plano Bianual), publicado na portaria nº 0518/23 de 05/09/2023, no D.O.U. de 06/09/2023, para MASP 2024-2025 Expandido (Plano Bianual). PRONAC: 249471 - Liessin Cultural 2025, publicado na portaria nº 0772/24 de 23/10/2024, no D.O.U. de 24/10/2024, para Liessin Cultural 2025 / 2026."
"PORTARIA SEFIC/MINC Nº 102, DE 24 DE FEVEREIRO DE 2026",102,complementacao_valor,True,False,2026-02-24,2026-02-25,37,,23,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-102-de-24-de-fevereiro-de-2026-688678807,portaria-sefic/minc-n-102-de-24-de-fevereiro-de-2026-688678807,9,839470.97,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 103, DE 24 DE FEVEREIRO DE 2026",103,prorrogacao_prazo,True,False,2026-02-24,2026-02-25,37,,23,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-103-de-24-de-fevereiro-de-2026-688679443,portaria-sefic/minc-n-103-de-24-de-fevereiro-de-2026-688679443,16,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 104, DE 24 DE FEVEREIRO DE 2026",104,reducao_valor,False,False,2026-02-24,2026-02-25,37,,24,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-104-de-24-de-fevereiro-de-2026-688672039,portaria-sefic/minc-n-104-de-24-de-fevereiro-de-2026-688672039,4,443063.35000000003,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 105, DE 25 DE FEVEREIRO DE 2026",105,homologacao_captacao,True,True,2026-02-25,2026-02-26,38,,4,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-105-de-25-de-fevereiro-de-2026-688965584,portaria-sefic/minc-n-105-de-25-de-fevereiro-de-2026-688965584,96,106026458.44,True,Homologar os projetos culturais relacionados nos
"PORTARIA SEFIC/MINC Nº 106, DE 25 DE FEVEREIRO DE 2026",106,prorrogacao_prazo,True,False,2026-02-25,2026-02-26,38,,11,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-106-de-25-de-fevereiro-de-2026-688955242,portaria-sefic/minc-n-106-de-25-de-fevereiro-de-2026-688955242,23,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 107, DE 25 DE FEVEREIRO DE 2026",107,reducao_valor,False,False,2026-02-25,2026-02-26,38,,11,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-107-de-25-de-fevereiro-de-2026-688965239,portaria-sefic/minc-n-107-de-25-de-fevereiro-de-2026-688965239,16,2529183.46,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 108, DE 25 DE FEVEREIRO DE 2026",108,alteracao_projeto,False,False,2026-02-25,2026-02-26,38,,12,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-108-de-25-de-fevereiro-de-2026-688963801,portaria-sefic/minc-n-108-de-25-de-fevereiro-de-2026-688963801,0,,False,"Homologar a(s) alteração(ões) do(s) nome(s) do(s) projeto(s) abaixo relacionado(s): PRONAC: 2411935 - Mostra Musical e Cultural de Raízes Afro-brasileiras na Praia do Cassino, publicado na portaria nº 0855/24 de 04/12/2024, no D.O.U. de 05/12/2024, para Mostra Musical e Cultural de Raízes Afro-brasileiras. PRONAC: 253418 - Tocando um Amanhã Ano III, publicado na portaria nº 0433/25 de 23/06/2025, no D.O.U. de 24/06/2025, para Tocando o Amanhã Ano III."
"PORTARIA SEFIC/MINC Nº 109, DE 26 DE FEVEREIRO DE 2026",109,prorrogacao_prazo,True,False,2026-02-26,2026-02-27,39,,16,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-109-de-26-de-fevereiro-de-2026-689251196,portaria-sefic/minc-n-109-de-26-de-fevereiro-de-2026-689251196,24,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 110, DE 26 DE FEVEREIRO DE 2026",110,reducao_valor,False,False,2026-02-26,2026-02-27,39,,17,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-110-de-26-de-fevereiro-de-2026-689260077,portaria-sefic/minc-n-110-de-26-de-fevereiro-de-2026-689260077,7,664907.88,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 112, DE 3 DE MARÇO DE 2026",112,homologacao_captacao,True,True,2026-03-03,2026-03-04,42,,17,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-112-de-3-de-marco-de-2026-690199228,portaria-sefic/minc-n-112-de-3-de-marco-de-2026-690199228,65,73220673.59,True,Homologar os projetos culturais relacionados nos
"PORTARIA SEFIC/MINC Nº 113, DE 3 DE MARÇO DE 2026",113,complementacao_valor,True,False,2026-03-03,2026-03-04,42,,22,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-113-de-3-de-marco-de-2026-690211328,portaria-sefic/minc-n-113-de-3-de-marco-de-2026-690211328,5,6329555.97,True,Homologar a complementação de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 114, DE 3 DE MARÇO DE 2026",114,prorrogacao_prazo,True,False,2026-03-03,2026-03-04,42,,22,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-114-de-3-de-marco-de-2026-690216765,portaria-sefic/minc-n-114-de-3-de-marco-de-2026-690216765,109,0.0,True,"Homologar a prorrogação do prazo de captação de recursos do(s) projeto(s) cultural(is), relacionado(s) no(s)"
"PORTARIA SEFIC/MINC Nº 115, DE 3 DE MARÇO DE 2026",115,reducao_valor,False,False,2026-03-03,2026-03-04,42,,26,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-115-de-3-de-marco-de-2026-690210534,portaria-sefic/minc-n-115-de-3-de-marco-de-2026-690210534,2,1689.52,True,Homologar a redução de valor em favor do(s) projeto(s) cultural(is) relacionado(s) no(s)
"PORTARIA SEFIC/MINC Nº 116, DE 4 DE MARÇO DE 2026",116,homologacao_captacao,True,True,2026-03-04,2026-03-05,43,,18,Ministério da Cultura/Secretaria de Fomento e Incentivo à Cultura,https://www.in.gov.br/web/dou/-/portaria-sefic/minc-n-116-de-4-de-marco-de-2026-690546088,portaria-sefic/minc-n-116-de-4-de-marco-de-2026-690546088,189,189105733.03,True,Homologar os projetos culturais relacionados nos
