Mês,Dívida bruta — abertura (R$ milhões),Dívida bruta — abertura (% PIB),Fatores condicionantes (R$ milhões),Fatores condicionantes (% PIB),Necessidade de financiamento da DBGG (R$ milhões),Necessidade de financiamento da DBGG (% PIB),Juros nominais (R$ milhões),Juros nominais (% PIB),Emissões líquidas (R$ milhões),Emissões líquidas (% PIB),Ajuste cambial (R$ milhões),Ajuste cambial (% PIB),Dívida interna indexada ao câmbio (R$ milhões),Dívida interna indexada ao câmbio (% PIB),Dívida externa — metodológico (R$ milhões),Dívida externa — metodológico (% PIB),Dívida externa — outros ajustes (R$ milhões),Dívida externa — outros ajustes (% PIB),Reconhecimento de dívidas (R$ milhões),Reconhecimento de dívidas (% PIB),Privatizações (R$ milhões),Privatizações (% PIB),Efeito do crescimento do PIB sobre a dívida (p.p. do PIB),Variação mensal da dívida bruta (R$ milhões),Variação mensal da dívida bruta (p.p. do PIB),Dívida bruta — fechamento (R$ milhões),Dívida bruta — fechamento (% PIB),PIB acumulado em 12 meses (R$ milhões),Publicação BCB
2008-11-30,1684285.474387,55.058106,3409.001940,0.110400,-10173.867069,-0.329479,16920.105036,0.547955,-27093.972105,-0.877434,14739.048509,0.477322,1248.259709,0.040425,13490.788800,0.436897,-1669.446950,-0.054065,513.267450,0.016622,0.000000,0.000000,-0.512768,3409.001940,-0.402368,1687694.476326,54.655738,3087863.294566,facdbp-201812
2008-12-31,1687694.476326,54.655738,53193.338232,1.710505,50963.099525,1.638789,17679.529982,0.568510,33283.569543,1.070279,231.963794,0.007459,22.076553,0.000710,209.887241,0.006749,476.329114,0.015317,1521.945800,0.048940,0.000000,0.000000,-0.385599,53193.338232,1.324906,1740887.814559,55.980645,3109803.089060,facdbp-201812
2009-01-31,1740887.814559,55.980645,34595.188142,1.107937,35119.554532,1.124730,16750.582430,0.536450,18368.972103,0.588280,-1406.723903,-0.045051,-119.544032,-0.003828,-1287.179871,-0.041223,644.937343,0.020655,237.420170,0.007604,0.000000,0.000000,-0.227399,34595.188142,0.880538,1775483.002701,56.861183,3122486.930536,facdbp-201812
2009-02-28,1775483.002701,56.861183,15588.985636,0.497443,10595.883173,0.338113,15372.692883,0.490541,-4776.809710,-0.152427,4267.115215,0.136163,361.202154,0.011526,3905.913061,0.124637,720.148197,0.022980,5.839050,0.000186,0.000000,0.000000,-0.205736,15588.985636,0.291707,1791071.988336,57.152890,3133825.783414,facdbp-201812
2009-03-31,1791071.988336,57.152890,21455.111331,0.680278,25368.166566,0.804349,17017.400467,0.539571,8350.766099,0.264778,-4334.676227,-0.137440,-366.953845,-0.011635,-3967.722382,-0.125805,421.203922,0.013355,0.417070,0.000013,0.000000,0.000000,-0.363320,21455.111331,0.316958,1812527.099668,57.469847,3153874.932677,facdbp-201812
2009-04-30,1812527.099668,57.469847,-15452.926156,-0.488300,-6801.609808,-0.214925,15421.090438,0.487294,-22222.700246,-0.702219,-9380.862663,-0.296428,-790.078813,-0.024966,-8590.783850,-0.271462,726.563975,0.022959,2.982340,0.000094,0.000000,0.000000,-0.195449,-15452.926156,-0.683749,1797074.173512,56.786098,3164637.541942,facdbp-201812
2009-05-31,1797074.173512,56.786098,16063.073711,0.505443,28708.270068,0.903338,15377.223019,0.483862,13331.047049,0.419477,-14134.794722,-0.444767,-1166.817307,-0.036715,-12967.977415,-0.408052,1312.492896,0.041299,177.105470,0.005573,0.000000,0.000000,-0.239118,16063.073711,0.266325,1813137.247223,57.052423,3178019.714626,facdbp-201812
2009-06-30,1813137.247223,57.052423,46664.302229,1.463782,48413.834496,1.518662,15850.272009,0.497197,32563.562487,1.021465,-1490.050778,-0.046740,-122.015764,-0.003827,-1368.035014,-0.042913,-359.847639,-0.011288,100.366150,0.003148,0.000000,0.000000,-0.177310,46664.302229,1.286472,1859801.549452,58.338895,3187927.268339,facdbp-201812
2009-07-31,1859801.549452,58.338895,48815.913457,1.527755,51715.784124,1.618510,16503.164681,0.516487,35212.619443,1.102023,-5500.033261,-0.172130,-452.736522,-0.014169,-5047.296739,-0.157961,1767.543044,0.055317,832.619550,0.026058,0.000000,0.000000,-0.134078,48815.913457,1.393677,1908617.462909,59.732572,3195270.843143,facdbp-201812
2009-08-31,1908617.462909,59.732572,43307.582245,1.349030,41473.370363,1.291894,14636.130319,0.455915,26837.240045,0.835979,989.362611,0.030819,80.280125,0.002501,909.082486,0.028318,825.913790,0.025727,18.935480,0.000590,0.000000,0.000000,-0.279194,43307.582245,1.069836,1951925.045153,60.802408,3210275.869587,facdbp-201812
2009-09-30,1951925.045153,60.802408,10927.293516,0.338498,17789.523816,0.551072,15754.218829,0.488024,2035.304987,0.063048,-7628.820265,-0.236320,-624.200503,-0.019336,-7004.619762,-0.216984,758.339115,0.023491,8.250850,0.000256,0.000000,0.000000,-0.336996,10927.293516,0.001502,1962852.338670,60.803910,3228167.939595,facdbp-201812
2009-10-31,1962852.338670,60.803910,21015.379878,0.646718,22962.302163,0.706632,15963.853305,0.491265,6998.448858,0.215367,-2404.865094,-0.074006,-197.242675,-0.006070,-2207.622419,-0.067936,316.420429,0.009737,141.522380,0.004355,0.000000,0.000000,-0.399934,21015.379878,0.246785,1983867.718548,61.050695,3249541.584716,facdbp-201812
2009-11-30,1983867.718548,61.050695,-3769.855126,-0.114798,-4472.952885,-0.136208,15519.371505,0.472589,-19992.324390,-0.608798,460.502729,0.014023,36.814189,0.001121,423.688540,0.012902,-12.940200,-0.000394,255.535230,0.007781,0.000000,0.000000,-0.638781,-3769.855126,-0.753579,1980097.863422,60.297116,3283901.444328,facdbp-201812
2009-12-31,1980097.863422,60.297116,-6674.179301,-0.200243,-5095.460052,-0.152877,17282.009112,0.518506,-22377.469164,-0.671383,-648.307577,-0.019451,-52.594895,-0.001578,-595.712682,-0.017873,-1051.107793,-0.031536,120.696120,0.003621,0.000000,0.000000,-0.888941,-6674.179301,-1.089184,1973423.684120,59.207932,3333039.355280,facdbp-201812
2010-01-31,1973423.684120,59.207932,42153.267584,1.250064,32592.890092,0.966549,15575.591202,0.461898,17017.298890,0.504652,9207.874668,0.273062,757.716088,0.022470,8450.158580,0.250591,326.805974,0.009692,25.696850,0.000762,0.000000,0.000000,-0.685621,42153.267584,0.564443,2015576.951705,59.772375,3372087.753114,facdbp-201812
2010-02-28,2015576.951705,59.772375,-609.712533,-0.017860,2470.648873,0.072372,16020.700624,0.469291,-13550.051752,-0.396919,-4362.470856,-0.127789,-362.358323,-0.010614,-4000.112533,-0.117175,1277.906500,0.037433,4.202950,0.000123,0.000000,0.000000,-0.730456,-609.712533,-0.748316,2014967.239171,59.024059,3413806.613932,facdbp-201812
2010-03-31,2014967.239171,59.024059,-67068.304786,-1.936538,-64780.228029,-1.870472,19436.337163,0.561207,-84216.565192,-2.431679,-2041.205244,-0.058938,-170.345731,-0.004919,-1870.859513,-0.054019,-246.871513,-0.007128,0.000000,0.000000,0.000000,0.000000,-0.843664,-67068.304786,-2.780202,1947898.934385,56.243858,3463309.625857,facdbp-201812
2010-04-30,1947898.934385,56.243858,20265.662770,0.577228,23530.788898,0.670229,16606.775574,0.473012,6924.013324,0.197217,-3410.152730,-0.097132,-282.527320,-0.008047,-3127.625410,-0.089084,145.026602,0.004131,0.000000,0.000000,0.000000,0.000000,-0.761735,20265.662770,-0.184507,1968164.597155,56.059350,3510858.741738,facdbp-201812
2010-05-31,1968164.597155,56.059350,23188.103699,0.651618,18257.141441,0.513051,18218.275114,0.511959,38.866327,0.001092,5830.284471,0.163839,478.095095,0.013435,5352.189376,0.150404,-1089.790393,-0.030625,190.468180,0.005352,0.000000,0.000000,-0.751204,23188.103699,-0.099586,1991352.700854,55.959764,3558543.788024,facdbp-201812
2010-06-30,1991352.700854,55.959764,18964.959277,0.526238,20050.962421,0.556372,17880.411910,0.496144,2170.550511,0.060228,-1031.275577,-0.028616,-84.469520,-0.002344,-946.806057,-0.026272,-121.164387,-0.003362,66.436820,0.001843,0.000000,0.000000,-0.703921,18964.959277,-0.177683,2010317.660132,55.782081,3603877.145293,facdbp-201812
2010-07-31,2010317.660132,55.782081,17297.358876,0.473782,18370.937783,0.503188,16854.132808,0.461642,1516.804975,0.041546,-3033.211313,-0.083081,-246.786204,-0.006760,-2786.425109,-0.076321,1853.033645,0.050755,106.598760,0.002920,0.000000,0.000000,-0.718604,17297.358876,-0.244822,2027615.019008,55.537259,3650909.430222,facdbp-201812
2010-08-31,2027615.019008,55.537259,7246.802667,0.195812,6820.826147,0.184302,17326.732811,0.468177,-10505.906665,-0.283875,-89.056637,-0.002406,-6.819910,-0.000184,-82.236727,-0.002222,477.504327,0.012902,37.528830,0.001014,0.000000,0.000000,-0.750092,7246.802667,-0.554279,2034861.821675,54.982979,3700894.059391,facdbp-201812
2010-09-30,2034861.821675,54.982979,23047.575403,0.614771,26733.654151,0.713094,17989.809372,0.479860,8743.844779,0.233233,-4372.101256,-0.116621,-346.924837,-0.009254,-4025.176419,-0.107368,665.174568,0.017743,20.847940,0.000556,0.000000,0.000000,-0.705070,23047.575403,-0.090299,2057909.397078,54.892681,3748968.642612,facdbp-201812
2010-10-31,2057909.397078,54.892681,29846.256564,0.787077,28756.472322,0.758338,18858.688327,0.497323,9897.783995,0.261015,500.569161,0.013201,38.425961,0.001013,462.143200,0.012187,173.318100,0.004571,415.896980,0.010968,0.000000,0.000000,-0.623468,29846.256564,0.163609,2087755.653642,55.056290,3792038.399706,facdbp-201812
2010-11-30,2087755.653642,55.056290,11393.363190,0.296420,10787.841324,0.280666,20245.686253,0.526730,-9457.844929,-0.246064,1034.340967,0.026910,80.828537,0.002103,953.512430,0.024807,-595.446681,-0.015492,166.627580,0.004335,0.000000,0.000000,-0.739371,11393.363190,-0.442951,2099149.016832,54.613339,3843656.242203,facdbp-201812
2010-12-31,2099149.016832,54.613339,-87627.354783,-2.255039,-87922.688796,-2.262639,21519.242683,0.553785,-109441.931478,-2.816424,-3521.027370,-0.090612,-274.594918,-0.007067,-3246.432452,-0.083545,135.409043,0.003485,3680.952340,0.094727,0.000000,0.000000,-0.592967,-87627.354783,-2.848006,2011521.662049,51.765334,3885847.000000,facdbp-201812
2011-01-31,2011521.662049,51.765334,47332.661235,1.204333,45186.121497,1.149716,20063.090458,0.510486,25123.031039,0.639231,515.143342,0.013107,39.615456,0.001008,475.527886,0.012099,1481.925966,0.037706,149.470430,0.003803,0.000000,0.000000,-0.584143,47332.661235,0.620190,2058854.323284,52.385523,3930197.110025,facdbp-201812
2011-02-28,2058854.323284,52.385523,24567.427181,0.617338,24188.174336,0.607808,20273.709495,0.509444,3914.464842,0.098364,-842.873093,-0.021180,-67.603963,-0.001699,-775.269130,-0.019481,-851.600652,-0.021399,2073.726590,0.052109,0.000000,0.000000,-0.649998,24567.427181,-0.032660,2083421.750465,52.352863,3979575.591010,facdbp-201812
2011-03-31,2083421.750465,52.352863,29469.335869,0.733802,31382.359483,0.781437,21571.060605,0.537131,9811.298878,0.244306,-2226.967024,-0.055453,-180.182324,-0.004487,-2046.784700,-0.050966,188.714540,0.004699,125.228870,0.003118,0.000000,0.000000,-0.474579,29469.335869,0.259222,2112891.086334,52.612085,4015980.503097,facdbp-201812
2011-04-30,2112891.086334,52.612085,22497.944862,0.554392,25270.308357,0.622708,20457.786167,0.504119,4812.522189,0.118590,-3798.052331,-0.093591,-305.734416,-0.007534,-3492.317916,-0.086057,619.512427,0.015266,406.176410,0.010009,0.000000,0.000000,-0.546433,22497.944862,0.007959,2135389.031196,52.620044,4058128.527221,facdbp-201812
2011-05-31,2135389.031196,52.620044,11336.926688,0.275936,10535.476246,0.256429,22840.839499,0.555936,-12305.363253,-0.299507,462.681092,0.011261,35.594046,0.000866,427.087045,0.010395,-512.674440,-0.012478,851.443790,0.020724,0.000000,0.000000,-0.645574,11336.926688,-0.369638,2146725.957884,52.250407,4108534.455281,facdbp-201812
2011-06-30,2146725.957884,52.250407,30364.453489,0.730170,31520.029485,0.757958,20317.763272,0.488578,11202.266213,0.269379,-1206.347920,-0.029009,-102.545235,-0.002466,-1103.802686,-0.026543,-53.139136,-0.001278,103.911060,0.002499,0.000000,0.000000,-0.628399,30364.453489,0.101771,2177090.411373,52.352178,4158547.958877,facdbp-201812
2011-07-31,2177090.411373,52.352178,27190.329634,0.647480,26021.877600,0.619656,19945.059683,0.474949,6076.817917,0.144707,-314.811831,-0.007497,-26.469964,-0.000630,-288.341867,-0.006866,1170.008864,0.027861,313.255000,0.007460,0.000000,0.000000,-0.509396,27190.329634,0.138084,2204280.741006,52.490261,4199408.968612,facdbp-201812
2011-08-31,2204280.741006,52.490261,12366.897404,0.291522,9236.005546,0.217718,22506.127292,0.530531,-13270.121746,-0.312813,2026.768417,0.047776,169.533986,0.003996,1857.234430,0.043780,-444.065259,-0.010468,1548.188700,0.036495,0.000000,0.000000,-0.529342,12366.897404,-0.237821,2216647.638410,52.252440,4242189.681539,facdbp-201812
2011-09-30,2216647.638410,52.252440,9839.548212,0.230275,-5229.980678,-0.122397,21292.922572,0.498319,-26522.903250,-0.620717,17280.071716,0.404406,1470.623173,0.034417,15809.448543,0.369989,-2531.643036,-0.059248,321.100210,0.007515,0.000000,0.000000,-0.376126,9839.548212,-0.145851,2226487.186622,52.106590,4272947.420802,facdbp-201812
2011-10-31,2226487.186622,52.106590,-231.694947,-0.005380,8641.648199,0.200650,21274.507520,0.493972,-12632.859321,-0.293322,-10411.445122,-0.241743,-904.825862,-0.021009,-9506.619260,-0.220734,844.827616,0.019616,693.274360,0.016097,0.000000,0.000000,-0.409862,-231.694947,-0.415242,2226255.491675,51.691348,4306824.228683,facdbp-201812
2011-11-30,2226255.491675,51.691348,19672.638157,0.453276,12889.426918,0.296985,20340.360502,0.468661,-7450.933585,-0.171677,7590.373624,0.174889,663.313274,0.015283,6927.060350,0.159606,-854.438585,-0.019687,47.276200,0.001089,0.000000,0.000000,-0.396309,19672.638157,0.056967,2245928.129832,51.748315,4340099.090863,facdbp-201812
2011-12-31,2245928.129832,51.748315,-2324.414708,-0.053113,-6003.627298,-0.137182,22904.344687,0.523363,-28907.971985,-0.660545,4104.436939,0.093786,353.009167,0.008066,3751.427773,0.085720,-1197.747330,-0.027368,772.522980,0.017652,0.000000,0.000000,-0.429025,-2324.414708,-0.482138,2243603.715123,51.266176,4376382.000000,facdbp-201812
2012-01-31,2243603.715123,51.266176,43480.719879,0.985778,49821.494483,1.129533,21375.680273,0.484621,28445.814210,0.644912,-8661.099150,-0.196361,-741.453000,-0.016810,-7919.646150,-0.179551,2220.702627,0.050347,99.621920,0.002259,0.000000,0.000000,-0.400076,43480.719879,0.585701,2287084.435003,51.851878,4410803.484179,facdbp-201812
2012-02-29,2287084.435003,51.851878,35731.563436,0.804124,35504.907192,0.799023,20995.443931,0.472494,14509.463261,0.326529,-1903.938206,-0.042847,-161.488232,-0.003634,-1742.449974,-0.039213,105.642111,0.002377,2024.952338,0.045571,0.000000,0.000000,-0.381988,35731.563436,0.422136,2322815.998438,52.274014,4443538.597732,facdbp-201812
2012-03-31,2322815.998438,52.274014,43851.457531,0.976794,37440.510099,0.833990,20531.087933,0.457331,16909.422167,0.376659,7174.637732,0.159816,612.310732,0.013639,6562.327000,0.146176,-1014.902850,-0.022607,251.212550,0.005596,0.000000,0.000000,-0.533126,43851.457531,0.443668,2366667.455970,52.717683,4489323.767196,facdbp-201812
2012-04-30,2366667.455970,52.717683,39306.388389,0.869101,35351.280168,0.781650,18644.916351,0.412256,16706.363817,0.369393,3930.650318,0.086910,-105.777407,-0.002339,4036.427725,0.089249,-95.492587,-0.002111,119.950490,0.002652,0.000000,0.000000,-0.388463,39306.388389,0.480638,2405973.844359,53.198320,4522650.011169,facdbp-201812
2012-05-31,2405973.844359,53.198320,19821.883385,0.434947,11637.751263,0.255364,21759.597606,0.477466,-10121.846343,-0.222101,8798.627931,0.193066,1174.133086,0.025764,7624.494845,0.167302,-616.065389,-0.013518,1.569580,0.000034,0.000000,0.000000,-0.404610,19821.883385,0.030337,2425795.727744,53.228657,4557311.535325,facdbp-201812
2012-06-30,2425795.727744,53.228657,23897.630455,0.521130,23979.588724,0.522917,18303.892954,0.399148,5675.695770,0.123768,-76.423735,-0.001667,-6.043255,-0.000132,-70.380480,-0.001535,-7.169995,-0.000156,1.635460,0.000036,0.000000,0.000000,-0.329932,23897.630455,0.191198,2449693.358199,53.419855,4585735.680436,facdbp-201812
2012-07-31,2449693.358199,53.419855,30534.469935,0.659807,27499.249467,0.594220,20727.579281,0.447894,6771.670186,0.146326,1859.325312,0.040177,154.007552,0.003328,1705.317760,0.036850,1070.323396,0.023128,105.571760,0.002281,0.000000,0.000000,-0.485413,30534.469935,0.174394,2480227.828133,53.594249,4627787.245025,facdbp-201812
2012-08-31,2480227.828133,53.594249,11104.395626,0.237705,12530.609779,0.268235,24398.514472,0.522283,-11867.904694,-0.254049,-829.948719,-0.017766,-68.638257,-0.001469,-761.310463,-0.016297,-674.724173,-0.014443,78.458740,0.001680,0.000000,0.000000,-0.501603,11104.395626,-0.263898,2491332.223760,53.330351,4671509.128836,facdbp-201812
2012-09-30,2491332.223760,53.330351,51100.469035,1.086354,51485.317520,1.094536,17720.734162,0.376728,33764.583357,0.717807,-424.608432,-0.009027,-35.414566,-0.000753,-389.193866,-0.008274,39.759948,0.000845,0.000000,0.000000,0.000000,0.000000,-0.366674,51100.469035,0.719680,2542432.692795,54.050031,4703850.544522,facdbp-201812
2012-10-31,2542432.692795,54.050031,48087.458977,1.012705,48216.893310,1.015431,19920.579649,0.419521,28296.313662,0.595911,51.933727,0.001094,4.135002,0.000087,47.798725,0.001007,-181.368060,-0.003820,0.000000,0.000000,0.000000,0.000000,-0.507280,48087.458977,0.505426,2590520.151772,54.555457,4748416.186493,facdbp-201812
2012-11-30,2590520.151772,54.555457,25311.397196,0.529199,21296.918384,0.445266,21229.574207,0.443858,67.344177,0.001408,4957.503759,0.103649,403.448177,0.008435,4554.055583,0.095214,-958.153367,-0.020033,15.128420,0.000316,0.000000,0.000000,-0.394022,25311.397196,0.135178,2615831.548968,54.690635,4782960.662041,facdbp-201812
2012-12-31,2615831.548968,54.690635,-31885.194535,-0.662239,-28161.337683,-0.584896,23319.136388,0.484326,-51480.474071,-1.069222,-4284.962649,-0.088996,-341.397753,-0.007091,-3943.564896,-0.081906,-216.652752,-0.004500,777.758549,0.016154,0.000000,0.000000,-0.361207,-31885.194535,-1.023446,2583946.354433,53.667189,4814760.000000,facdbp-201812
2013-01-31,2583946.354433,53.667189,39419.754012,0.810840,41500.484945,0.853640,25228.271165,0.518930,16272.213780,0.334710,-3784.914759,-0.077853,-296.133083,-0.006091,-3488.781676,-0.071762,1704.183826,0.035054,0.000000,0.000000,0.000000,0.000000,-0.516978,39419.754012,0.293862,2623366.108445,53.961052,4861591.890546,facdbp-201812
2013-02-28,2623366.108445,53.961052,18599.767363,0.380142,19653.942455,0.401687,22372.236926,0.457244,-2718.294471,-0.055557,-874.849055,-0.017880,-68.553695,-0.001401,-806.295360,-0.016479,-179.614116,-0.003671,0.288080,0.000006,0.000000,0.000000,-0.344682,18599.767363,0.035460,2641965.875808,53.996511,4892845.489084,facdbp-201812
2013-03-31,2641965.875808,53.996511,21242.957891,0.431162,19165.139883,0.388989,21098.783946,0.428236,-1933.644062,-0.039247,2668.162650,0.054155,208.076198,0.004223,2460.086453,0.049932,-590.921932,-0.011994,0.577290,0.000012,0.000000,0.000000,-0.373318,21242.957891,0.057844,2663208.833699,54.054356,4926908.852412,facdbp-201812
2013-04-30,2663208.833699,54.054356,19121.177110,0.383668,19940.435020,0.400107,21037.439902,0.422118,-1097.004882,-0.022012,-842.197440,-0.016899,-65.697275,-0.001318,-776.500165,-0.015581,13.310210,0.000267,9.629320,0.000193,0.000000,0.000000,-0.616802,19121.177110,-0.233134,2682330.010809,53.821222,4983777.648734,facdbp-201812
2013-05-31,2682330.010809,53.821222,28434.571688,0.566159,20452.681076,0.407232,23549.482693,0.468892,-3096.801617,-0.061660,9107.350437,0.181336,694.629243,0.013831,8412.721194,0.167505,-1132.042016,-0.022540,6.582190,0.000131,0.000000,0.000000,-0.413499,28434.571688,0.152661,2710764.582497,53.973882,5022363.546731,facdbp-201812
2013-06-30,2710764.582497,53.973882,5154.117422,0.101732,176.276593,0.003479,19784.057977,0.390498,-19607.781384,-0.387018,5711.497399,0.112734,447.175282,0.008826,5264.322117,0.103907,-733.656570,-0.014481,0.000000,0.000000,0.000000,0.000000,-0.468823,5154.117422,-0.367091,2715918.699919,53.606791,5066370.591441,facdbp-201812
2013-07-31,2715918.699919,53.606791,28104.183248,0.549923,21952.095263,0.429544,26580.801382,0.520115,-4628.706119,-0.090571,5008.151309,0.097996,398.678741,0.007801,4609.472568,0.090195,1143.936677,0.022384,0.000000,0.000000,0.000000,0.000000,-0.463558,28104.183248,0.086365,2744022.883167,53.693156,5110563.579166,facdbp-201812
2013-08-31,2744022.883167,53.693156,5255.829955,0.102173,428.245252,0.008325,21316.180205,0.414385,-20887.934953,-0.406059,5547.825444,0.107849,432.301599,0.008404,5115.523845,0.099445,-720.240741,-0.014001,0.000000,0.000000,0.000000,0.000000,-0.349614,5255.829955,-0.247441,2749278.713122,53.445715,5144058.216095,facdbp-201812
2013-09-30,2749278.713122,53.445715,-1379.130893,-0.026573,7679.385790,0.147964,21849.431656,0.420987,-14170.045866,-0.273023,-9651.554826,-0.185963,-735.001140,-0.014162,-8916.553686,-0.171801,593.038144,0.011426,0.000000,0.000000,0.000000,0.000000,-0.473649,-1379.130893,-0.500222,2747899.582229,52.945494,5190053.769196,facdbp-201812
2013-10-31,2747899.582229,52.945494,31461.892744,0.600972,33181.813044,0.633825,24052.264847,0.459436,9129.548197,0.174389,-1872.133724,-0.035761,-143.274142,-0.002737,-1728.859582,-0.033024,152.213424,0.002908,0.000000,0.000000,0.000000,0.000000,-0.456280,31461.892744,0.144692,2779361.474973,53.090185,5235170.028476,facdbp-201812
2013-11-30,2779361.474973,53.090185,3905.440136,0.073981,-3332.873087,-0.063135,24389.390441,0.462010,-27722.263528,-0.525145,8278.469857,0.156820,610.963806,0.011574,7667.506051,0.145246,-1040.156633,-0.019704,0.000000,0.000000,0.000000,0.000000,-0.440546,3905.440136,-0.366565,2783266.915110,52.723620,5278975.366568,facdbp-201812
2013-12-31,2783266.915110,52.723620,-35270.209582,-0.661529,-38466.488668,-0.721479,21948.350538,0.411664,-60414.839206,-1.133142,1215.434735,0.022797,87.165516,0.001635,1128.269219,0.021162,1212.588283,0.022743,768.256069,0.014409,0.000000,0.000000,-0.520585,-35270.209582,-1.182114,2747996.705527,51.541506,5331619.000000,facdbp-201812
2014-01-31,2747996.705527,51.541506,81602.435957,1.517455,74832.404093,1.391561,26742.531155,0.497296,48089.872939,0.894265,5754.393081,0.107007,411.860100,0.007659,5342.532981,0.099348,1015.638782,0.018887,0.000000,0.000000,0.000000,0.000000,-0.440579,81602.435957,1.076875,2829599.141484,52.618381,5377586.865531,facdbp-201812
2014-02-28,2829599.141484,52.618381,-12884.976306,-0.237092,-7109.229107,-0.130814,22923.259889,0.421803,-30032.488996,-0.552618,-6374.911525,-0.117303,-459.779226,-0.008460,-5915.132300,-0.108842,599.164326,0.011025,0.000000,0.000000,0.000000,0.000000,-0.551896,-12884.976306,-0.788988,2816714.165179,51.829393,5434588.375876,facdbp-201812
2014-03-31,2816714.165179,51.829393,19044.994493,0.347794,23867.974439,0.435870,25090.638111,0.458198,-1222.663672,-0.022328,-4828.711672,-0.088181,-348.517963,-0.006365,-4480.193709,-0.081816,5.731727,0.000105,0.000000,0.000000,0.000000,0.000000,-0.391384,19044.994493,-0.043589,2835759.159672,51.785803,5475939.290369,facdbp-201812
2014-04-30,2835759.159672,51.785803,29299.121837,0.531476,31281.002355,0.567427,26459.197290,0.479961,4821.805065,0.087466,-1850.925680,-0.033575,-134.295244,-0.002436,-1716.630437,-0.031139,-130.954838,-0.002375,0.000000,0.000000,0.000000,0.000000,-0.346104,29299.121837,0.185372,2865058.281509,51.971175,5512783.347649,facdbp-201812
2014-05-31,2865058.281509,51.971175,30761.133242,0.553877,30797.109752,0.554524,24613.611509,0.443186,6183.498243,0.111338,216.345618,0.003895,14.652387,0.000264,201.693231,0.003632,-252.322128,-0.004543,0.000000,0.000000,0.000000,0.000000,-0.383719,30761.133242,0.170157,2895819.414750,52.141332,5553788.685527,facdbp-201812
2014-06-30,2895819.414750,52.141332,45319.158214,0.812806,47994.148438,0.860783,23121.397090,0.414686,24872.751349,0.446097,-2584.536024,-0.046354,-177.264428,-0.003179,-2407.271596,-0.043175,-90.454201,-0.001622,0.000000,0.000000,0.000000,0.000000,-0.204354,45319.158214,0.608452,2941138.572964,52.749785,5575640.905344,facdbp-201812
2014-07-31,2941138.572964,52.749785,41969.754454,0.748614,36375.410955,0.648828,26686.798094,0.476012,9688.612861,0.172816,4571.092344,0.081535,317.718862,0.005667,4253.373482,0.075867,1023.251154,0.018252,0.000000,0.000000,0.000000,0.000000,-0.288739,41969.754454,0.459875,2983108.327418,53.209659,5606328.550602,facdbp-201812
