codigo,modalidade,segmento,origem,indicador,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
20725,PJ — capital de giro total,PJ,Livres,Taxa de crédito,33.2675,33.535000000000004,36.7125,30.298333333333332,32.16416666666667,28.120833333333334,23.695833333333336,25.449166666666667,23.790000000000003,21.924166666666665,22.97,18.029166666666665,18.210833333333333,21.855,25.5575,26.708333333333332,21.115833333333335,17.8425,16.283333333333335,12.58,16.650833333333335,22.62,22.735,21.230833333333333,24.52333333333333,23.78333333333333
20726,PJ — conta garantida,PJ,Livres,Taxa de crédito,,,,,,,,,,,39.872,38.44583333333333,37.50333333333334,40.395,46.75416666666666,51.27583333333333,46.2725,39.81666666666667,38.215833333333336,30.170833333333334,35.405833333333334,44.3475,48.455000000000005,53.6025,57.80416666666667,61.38333333333333
20727,PJ — cheque especial,PJ,Livres,Taxa de crédito,,,,,,,,,,,172.738,160.23166666666665,146.52583333333334,167.58416666666668,228.1575,318.8591666666667,338.89416666666665,337.15833333333336,333.39166666666665,301.36,315.7325,319.4316666666667,336.65416666666664,340.71166666666664,349.25499999999994,350.62166666666667
20728,PJ — aquisição de veículos,PJ,Livres,Taxa de crédito,,,,,,,,,,,20.386000000000003,17.239166666666666,17.171666666666667,19.480833333333333,21.274166666666666,22.12166666666667,18.892500000000002,15.637500000000001,13.414166666666667,11.825000000000001,13.991666666666667,18.7225,18.014166666666664,16.764166666666664,19.080833333333334,18.72
20740,Livres PF — total,PF,Livres,Taxa de crédito,,,,,,,,,,,48.166000000000004,43.88583333333333,40.895833333333336,47.524166666666666,58.01166666666666,70.35833333333333,63.468333333333334,52.79916666666667,50.55583333333333,41.056666666666665,40.41416666666667,51.280833333333334,56.56166666666667,52.60166666666667,58.453333333333326,62.461666666666666
20741,PF — cheque especial,PF,Livres,Taxa de crédito,153.2775,159.61833333333334,165.33416666666668,141.48666666666665,147.55833333333334,144.62,139.9466666666667,160.78416666666666,165.20000000000002,164.27,153.58,134.80666666666667,123.72416666666668,151.705,214.0975,273.2716666666667,277.81083333333333,264.94166666666666,263.95416666666665,119.145,125.46666666666665,130.42416666666668,132.08,132.41833333333332,137.80166666666668,140.1
20742,PF — crédito pessoal não consignado,PF,Livres,Taxa de crédito,,,,,,,,,,,77.319,70.80916666666667,76.27166666666666,98.64999999999999,114.90666666666668,130.76333333333332,130.56583333333333,120.58333333333333,114.46583333333332,84.62333333333333,82.40083333333332,84.51166666666667,90.67583333333333,96.12583333333333,105.73833333333333,119.98166666666667
20747,PF — crédito pessoal consignado total,PF,Livres,Taxa de crédito,,,,38.93333333333333,37.666666666666664,35.416666666666664,31.05,28.724999999999998,28.191666666666666,26.8,28.984166666666667,26.2375,24.459999999999997,25.588333333333335,27.602500000000003,29.563333333333333,27.65416666666667,25.16416666666667,22.633333333333336,19.690833333333334,19.3025,24.858333333333334,25.478333333333335,23.462500000000002,26.53916666666667,28.008333333333336
20748,PF — crédito pessoal total,PF,Livres,Taxa de crédito,77.91250000000001,85.31,91.40166666666666,73.5475,69.3975,62.26083333333333,50.9725,54.055,47.5325,42.88833333333333,44.68833333333333,39.91833333333333,39.14666666666667,45.04916666666667,49.53583333333333,53.685,49.935833333333335,45.21083333333333,42.695,33.7825,33.93,40.555,42.25416666666667,42.74333333333333,49.567499999999995,55.45666666666667
20749,PF — aquisição de veículos,PF,Livres,Taxa de crédito,39.17416666666667,46.21083333333333,44.76,35.70166666666667,36.1325,33.535000000000004,29.775000000000002,32.689166666666665,28.021666666666665,23.91916666666667,27.1875,22.238333333333333,20.550833333333333,22.996666666666666,25.023333333333337,26.3925,23.85083333333333,22.028333333333332,20.6025,19.2575,22.71166666666667,27.331666666666667,27.151666666666667,25.860833333333332,27.7775,26.831666666666667
20750,PF — aquisição de outros bens,PF,Livres,Taxa de crédito,,,,,,,,,,,74.765,71.62083333333334,69.49916666666667,78.15833333333333,85.23833333333333,94.39583333333333,89.93,82.06416666666667,71.18916666666667,61.59,56.189166666666665,80.99,82.24833333333333,88.09166666666665,93.175,95.31333333333333
20756,Recursos direcionados — total,Total,Direcionados,Taxa de crédito,,,,,,,,,,,9.629999999999999,8.466666666666667,7.2058333333333335,7.954166666666667,9.3475,10.9825,10.100833333333332,8.72,8.155,7.3675,7.8075,10.533333333333333,11.0225,10.239166666666668,11.716666666666667,12.086666666666666
20760,PJ — crédito rural total,PJ,Direcionados,Taxa de crédito,,,,,,,,,,,8.258,7.769166666666667,7.235,7.679166666666666,9.336666666666666,11.01,9.775833333333333,8.8675,8.049999999999999,5.9750000000000005,7.0441666666666665,12.205,12.3175,11.9525,14.184166666666668,12.695
20763,PJ — financiamento imobiliário total,PJ,Direcionados,Taxa de crédito,,,,,,,,,,,11.695,10.343333333333334,10.471666666666666,10.8975,11.833333333333334,12.705,11.429166666666667,10.985833333333332,10.321666666666667,8.566666666666666,7.947500000000001,10.7675,10.88,10.52,11.975833333333334,11.979999999999999
20768,Direcionados PF — total,PF,Direcionados,Taxa de crédito,,,,,,,,,,,9.209,7.703333333333333,7.180833333333333,8.198333333333332,9.3075,10.290833333333333,8.9725,7.923333333333333,7.726666666666667,7.189166666666666,7.239999999999999,10.243333333333334,10.904166666666667,9.94,11.135,11.133333333333333
20771,PF — crédito rural total,PF,Direcionados,Taxa de crédito,,,,,,,,,,,6.128,5.642500000000001,4.948333333333333,5.200833333333333,6.9383333333333335,8.4725,8.3375,7.251666666666666,6.966666666666666,6.214166666666666,6.293333333333333,9.9525,11.230833333333335,10.698333333333332,12.1875,10.558333333333334
20774,PF — financiamento imobiliário total,PF,Direcionados,Taxa de crédito,,,,,,,,,,,10.389,8.485833333333334,8.123333333333333,9.368333333333334,10.11,10.854999999999999,9.101666666666667,8.019166666666667,7.739166666666667,7.170833333333333,7.163333333333334,9.869166666666667,10.410833333333334,9.433333333333334,10.57,11.13
20782,PF — microcrédito total,PF,Direcionados,Taxa de crédito,,,,,,,,,,,24.699,13.816666666666668,10.348333333333334,13.200833333333334,24.864166666666666,29.27416666666667,29.325833333333332,31.265833333333333,35.22166666666667,34.73833333333334,38.07833333333333,47.90083333333333,48.59,46.43416666666667,51.80916666666667,52.785
22021,PJ — cartão de crédito total,PJ,Livres,Taxa de crédito,,,,,,,,,,,57.664,52.05583333333333,49.276666666666664,55.405833333333334,73.26083333333334,110.64083333333333,93.85916666666667,58.52,33.013333333333335,32.502500000000005,25.5575,36.659166666666664,46.05833333333334,40.612500000000004,45.48083333333333,49.81166666666667
22022,PF — cartão de crédito rotativo,PF,Livres,Taxa de crédito,,,,,,,,,,,287.80699999999996,290.3616666666667,261.02500000000003,292.26,377.5933333333333,474.05749999999995,409.1875,309.31916666666666,303.93666666666667,312.6741666666667,335.555,380.56916666666666,438.0325,430.08,452.2575,436.49666666666667
22023,PF — cartão de crédito parcelado,PF,Livres,Taxa de crédito,,,,,,,,,,,113.399,112.07499999999999,104.435,105.96083333333333,121.755,150.755,162.82416666666666,167.0025,174.205,151.59083333333334,166.26083333333335,178.48749999999998,194.50166666666667,183.22583333333333,186.38250000000002,192.07833333333335
22024,PF — cartão de crédito total,PF,Livres,Taxa de crédito,,,,,,,,,,,77.421,73.9175,61.20583333333334,66.62166666666667,87.4475,116.38916666666667,94.645,67.03,66.80333333333333,66.92583333333333,59.70083333333333,79.7175,96.5425,83.27416666666666,89.90833333333335,94.88166666666666
20757,Direcionados PJ — total,PJ,Direcionados,Taxa de crédito,,,,,,,,,,,9.892,9.061666666666666,7.2225,7.71,9.394166666666667,11.846666666666666,11.749166666666667,10.012500000000001,8.974166666666667,7.791666666666667,9.405833333333334,11.410833333333334,11.4225,11.256666666666666,13.669166666666667,14.703333333333333
20783,Total do SFN,Total,Livre e direcionado,Spread,,,,,,,,,,,17.983,16.51,13.839999999999998,14.8775,17.500833333333333,22.174166666666665,21.354166666666668,18.162499999999998,18.845,15.910000000000002,14.858333333333334,17.989166666666666,20.448333333333334,18.659166666666668,20.3475,21.900000000000002
20784,Total PJ,PJ,Livre e direcionado,Spread,,,,,,,,,,,10.401,9.2825,7.7058333333333335,8.218333333333334,9.544166666666667,11.686666666666667,11.179166666666667,9.133333333333333,8.996666666666666,7.519166666666667,7.309166666666666,8.710833333333333,9.296666666666667,8.1525,8.699166666666667,8.691666666666666
20785,Total PF,PF,Livre e direcionado,Spread,,,,,,,,,,,26.418,24.095,20.0825,21.465,24.984166666666667,31.135833333333334,29.019166666666667,24.480833333333333,25.12166666666667,21.299166666666668,19.423333333333336,23.215,26.186666666666667,23.764166666666668,25.781666666666666,28.099999999999998
20786,Recursos livres — total,Total,Livres,Spread,,,,,,,,,,,26.511000000000003,24.39833333333333,21.543333333333333,24.425,29.734166666666667,38.36666666666667,36.875,30.309166666666666,30.1925,23.78,21.893333333333334,26.690833333333334,31.035,28.85083333333333,31.724999999999998,35.29833333333334
20787,Livres PJ — total,PJ,Livres,Spread,,,,,,,,,,,15.524000000000001,13.329166666666666,11.689166666666667,12.790833333333333,14.835833333333333,17.712500000000002,16.295833333333334,13.019166666666665,12.369166666666667,9.459166666666667,8.946666666666667,10.579166666666667,11.550833333333335,10.224166666666667,10.886666666666665,11.71
20809,Livres PF — total,PF,Livres,Spread,,,,,,,,,,,36.376999999999995,34.79666666666667,31.035833333333333,35.740833333333335,44.2725,57.10333333333333,53.5925,43.95666666666667,43.67666666666667,35.66833333333333,32.439166666666665,38.986666666666665,44.65083333333334,41.089166666666664,44.395833333333336,48.54333333333333
20825,Recursos direcionados — total,Total,Direcionados,Spread,,,,,,,,,,,3.806,3.4425000000000003,2.589166666666667,2.8491666666666666,3.1999999999999997,4.1674999999999995,4.5525,4.133333333333334,4.006666666666667,4.409166666666667,3.845833333333333,3.8275,4.315,3.9625,4.246666666666667,4.12
20826,Direcionados PJ — total,PJ,Direcionados,Spread,,,,,,,,,,,3.848,3.470833333333333,2.2666666666666666,2.563333333333333,3.1,4.508333333333334,5.108333333333333,3.8725,3.3350000000000004,3.2741666666666664,2.9458333333333333,3.2675,3.1525,2.9066666666666667,3.686666666666667,3.2716666666666665
20837,Direcionados PF — total,PF,Direcionados,Spread,,,,,,,,,,,3.7359999999999998,3.39,2.9450000000000003,3.1374999999999997,3.2899999999999996,3.8974999999999995,4.17,4.274166666666667,4.338333333333334,4.888333333333334,4.171666666666667,4.005833333333333,4.666666666666667,4.270833333333333,4.420833333333333,4.43
20714,Total do SFN,Total,Livre e direcionado,Custo de captação,,,,,,,,,,,9.311,7.289166666666667,7.460833333333333,8.609166666666667,10.049166666666666,10.020833333333334,7.576666666666665,6.603333333333334,5.535833333333333,4.114166666666667,6.198333333333334,10.045,9.760833333333332,9.2675,11.183333333333332,11.19
20715,Total PJ,PJ,Livre e direcionado,Custo de captação,,,,,,,,,,,8.809999999999999,7.125833333333333,7.2725,8.365833333333333,9.9925,10.150833333333333,7.8741666666666665,7.043333333333333,6.016666666666667,4.375,6.998333333333334,10.894166666666665,10.668333333333335,10.294166666666666,12.3575,12.5
20716,Total PF,PF,Livre e direcionado,Custo de captação,,,,,,,,,,,9.866999999999999,7.460833333333333,7.654166666666668,8.8475,10.1025,9.9125,7.354166666666667,6.296666666666667,5.2299999999999995,3.9466666666666668,5.718333333333334,9.561666666666667,9.290833333333335,8.765,10.635,10.575000000000001
20717,Recursos livres — total,Total,Livres,Custo de captação,,,,,,,,,,,11.405000000000001,8.655833333333334,9.425833333333333,11.381666666666668,13.389166666666666,12.893333333333336,9.45,8.344166666666666,6.6049999999999995,4.8999999999999995,7.620833333333333,12.098333333333334,11.760833333333332,11.335833333333333,13.806666666666667,13.62
20718,Livres PJ — total,PJ,Livres,Custo de captação,,,,,,,,,,,10.975999999999999,8.1975,8.977500000000001,10.9675,13.030833333333334,12.501666666666667,8.920833333333333,7.709166666666667,6.245,4.3175,7.19,11.840833333333334,11.5525,11.065,13.391666666666666,13.086666666666668
20740,Livres PF — total,PF,Livres,Custo de captação,,,,,,,,,,,11.789,9.089166666666667,9.86,11.783333333333333,13.739166666666668,13.255,9.875833333333334,8.8425,6.879166666666666,5.388333333333333,7.974999999999999,12.29416666666667,11.910833333333334,11.512499999999998,14.057499999999997,13.918333333333331
20756,Recursos direcionados — total,Total,Direcionados,Custo de captação,,,,,,,,,,,5.824,5.024166666666667,4.616666666666666,5.1049999999999995,6.1475,6.815,5.548333333333333,4.586666666666667,4.148333333333333,2.9583333333333335,3.9616666666666664,6.7058333333333335,6.7075,6.276666666666666,7.47,7.966666666666666
20768,Direcionados PF — total,PF,Direcionados,Custo de captação,,,,,,,,,,,5.473000000000001,4.3133333333333335,4.235833333333333,5.060833333333333,6.017500000000001,6.3933333333333335,4.802499999999999,3.6491666666666664,3.388333333333333,2.3008333333333333,3.0683333333333334,6.2375,6.2375,5.6691666666666665,6.714166666666667,6.703333333333333
20757,Direcionados PJ — total,PJ,Direcionados,Custo de captação,,,,,,,,,,,6.044,5.590833333333333,4.9558333333333335,5.1466666666666665,6.2941666666666665,7.338333333333334,6.640833333333333,6.140000000000001,5.639166666666667,4.5175,6.46,8.143333333333333,8.27,8.35,9.9825,11.431666666666667
