mes,ano,selic_am,selic_cf_am,ipca_acum_ano_pct,selic_cf_acum_ano_pct,estoque_selic_act,estoque_selic_cf,juros_selic_act,juros_selic_cf,emissao_selic,residuo_selic,dbgg_act,dbgg_cf,delta_estoque_selic,delta_dbgg,dbgg_pib_cf,dbgg_pib_act
2003-10-01,2003,1.64000000,0.77217609,9.29994933,9.66994933,638403.42204579,566382.54819255,10573.10929074,4469.23773410,-16871.47326561,0.00000000,1078610.94188131,1006590.06802807,72020.87385323,72020.87385323,50.20767318,53.80000000
2003-11-01,2003,1.34000000,0.77217609,9.29994933,9.66994933,636425.42647074,560223.41739832,8554.60585541,4373.47063623,-10532.60143046,0.00000000,1099193.65206979,1022991.64299738,76202.00907241,76202.00907241,50.46117832,54.22000000
2003-12-01,2003,1.37000000,0.77217609,9.29994933,9.66994933,636472.16482671,555877.03871231,8719.02834265,4325.91130066,-8672.28998668,0.00000000,1112318.11456005,1031722.98844565,80595.12611440,80595.12611440,50.32848842,54.26000000
2004-01-01,2004,1.27000000,0.64112304,7.60064414,7.97064414,647091.01143089,561976.54459431,8083.19649330,3563.85577113,2535.65011088,0.00000000,1118810.66712620,1033696.20028963,85114.46683658,85114.46683658,49.93810058,54.05000000
2004-02-01,2004,1.08000000,0.64112304,7.60064414,7.97064414,635857.40595307,547357.31730172,6988.58292345,3602.96110868,-18222.18840128,0.00000000,1120233.39866764,1031733.31001629,88500.08865135,88500.08865135,49.54972075,53.80000000
2004-03-01,2004,1.38000000,0.64112304,7.60064414,7.97064414,630783.92479767,537018.23781836,8774.83220215,3509.23387419,-13848.31335755,0.00000000,1120558.13576591,1026792.44878660,93765.68697931,93765.68697931,48.73918506,53.19000000
2004-04-01,2004,1.18000000,0.64112304,7.60064414,7.97064414,630605.02239791,532839.03275945,7443.25031261,3442.94765346,-7622.15271237,0.00000000,1126094.96834967,1028328.97871121,97765.98963846,97765.98963846,48.31642783,52.91000000
2004-05-01,2004,1.23000000,0.64112304,7.60064414,7.97064414,627234.85420940,525128.57660238,7756.44177549,3416.15380693,-11126.60996400,0.00000000,1150379.16449583,1048272.88688881,102106.27760702,102106.27760702,48.70584198,53.45000000
2004-06-01,2004,1.23000000,0.64112304,7.60064414,7.97064414,626716.04944209,520261.50342429,7714.98870678,3366.72029599,-8233.79347408,0.00000000,1152568.23406483,1046113.68804703,106454.54601780,106454.54601780,47.95046793,52.83000000
2004-07-01,2004,1.29000000,0.64112304,7.60064414,7.97064414,647982.20356540,536778.53687824,8084.63703780,3335.51636846,13181.51708550,0.00000000,1150644.52737143,1039440.86068428,111203.66668715,111203.66668715,47.03771176,52.07000000
2004-08-01,2004,1.29000000,0.64112304,7.60064414,7.97064414,636720.71416417,520599.48792653,8358.97042599,3441.41087551,-19620.45982722,0.00000000,1151271.47941450,1035150.25317686,116121.22623763,116121.22623763,46.25158355,51.44000000
2004-09-01,2004,1.25000000,0.64112304,7.60064414,7.97064414,632102.26837484,511359.71647512,7959.00892705,3337.68326497,-12577.45471638,0.00000000,1149585.66068203,1028843.10878232,120742.55189971,120742.55189971,45.51810474,50.86000000
2004-10-01,2004,1.21000000,0.64112304,7.60064414,7.97064414,644862.43522733,519749.89084160,7648.43744734,3278.44496132,5111.72940516,0.00000000,1156814.66623081,1031702.12184508,125112.54438573,125112.54438573,45.26125421,50.75000000
2004-11-01,2004,1.25000000,0.64112304,7.60064414,7.97064414,635019.80141267,505178.71288891,8060.78044034,3332.23630231,-17903.41425500,0.00000000,1154742.50149357,1024901.41296982,129841.08852376,129841.08852376,44.42229818,50.05000000
2004-12-01,2004,1.48000000,0.64112304,7.60064414,7.97064414,632176.65057259,496176.08611114,9398.29306091,3238.81712321,-12241.44390099,0.00000000,1172501.19535417,1036500.63089271,136000.56446145,136000.56446145,44.36836983,50.19000000
