reuniao,data,titulo,url_pdf,link,ident,n_caracteres,selic_antes,selic,delta_selic,decisao,voto,trecho,inflacao,cambio,fiscal,atividade,credito,externo,expectativas,guidance,credibilidade,pandemia,ano
55,2001-01-17,55ª Reunião,,/publicacoes/atascopom/17012001,17012001,22756,15.75,15.25,-0.5,corte,—,Sumário Demanda e oferta agregadas Ambiente externo Preços Avaliação prospectiva das tendências da inflação Mercado monetário e operações de mercado aberto Diretrizes de política monetária Data: 16 e 17.01.2001 Local: Sala de reuniões do 8 o andar (no dia 16) e 20 o andar (no dia 17) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 16:00 h dia 16 e 17:20 h dia 17 Horário de término: 19:30 h dia…,27,4,3,11,1,8,9,1,0,0,2001
56,2001-02-14,56ª Reunião,,/publicacoes/atascopom/14022001,14022001,23511,15.25,15.25,0.0,manutenção,—,"o Copom decidiu manter a meta para a taxa Selic em 15,25% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 20 de março de 2001, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº 8.018, de 22.11.2000, do…",24,6,5,15,13,4,8,2,0,0,2001
57,2001-03-21,57ª Reunião,,/publicacoes/atascopom/21032001,21032001,18891,15.25,15.75,0.5,alta,—,"o Copom decidiu elevar a meta para a taxa Selic para 15,75% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 17 de abril de 2001, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº 8.018, de 22.11.2000, do…",22,12,3,5,7,7,4,1,0,0,2001
58,2001-04-18,58ª Reunião,,/publicacoes/atascopom/18042001,18042001,27868,15.75,16.25,0.5,alta,unânime,"o Copom decidiu por unanimidade elevar a meta para a taxa Selic para 16,25% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 22 de maio de 2001, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº 8.018, de…",38,13,3,13,10,5,8,1,0,0,2001
59,2001-05-23,59ª Reunião,,/publicacoes/atascopom/23052001,23052001,33550,16.25,16.75,0.5,alta,unânime,"o Copom decidiu por unanimidade elevar a meta da taxa Selic para 16,75% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 19 de junho de 2001, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº 8.018, de…",29,11,4,18,19,8,10,1,0,0,2001
60,2001-06-20,60ª Reunião,,/publicacoes/atascopom/20062001,20062001,37267,16.75,18.25,1.5,alta,unânime,"o Copom decidiu por unanimidade elevar a meta da taxa Selic para 18,25% ao ano, com viés de redução. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 17 de julho, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº…",35,12,4,17,10,7,11,1,0,0,2001
61,2001-07-18,61ª Reunião,,/publicacoes/atascopom/18072001,18072001,30255,18.25,19.0,0.75,alta,unânime,"o Copom decidiu por unanimidade elevar a meta da taxa Selic para 19,0 % ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 21 de agosto, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº 8.018, de…",29,10,5,15,23,10,12,1,0,0,2001
62,2001-08-22,62ª Reunião,,/publicacoes/atascopom/22082001,22082001,31113,19.0,19.0,0.0,manutenção,unânime,"o Copom decidiu por unanimidade manter a meta para a taxa de juros Selic em 19% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 18 de setembro, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº 8.018, de…",35,8,4,22,10,5,19,1,1,0,2001
63,2001-09-19,63ª Reunião,,/publicacoes/atascopom/19092001,19092001,30145,19.0,19.0,0.0,manutenção,unânime,"o Copom decidiu por unanimidade manter a meta para a taxa de juros Selic em 19% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 16 de outubro, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº 8.018, de…",36,9,8,17,3,10,10,1,0,0,2001
64,2001-10-17,64ª Reunião,,/publicacoes/atascopom/17102001,17102001,35157,19.0,19.0,0.0,manutenção,unânime,"o Copom avalia que o arrefecimento da demanda pela menor expansão do crédito e pela queda na confiança dos consumidores tem superado o efeito da crise de energia sobre a oferta agregada, gerando um hiato de produção que tem o efeito de conter as pressões inflacionárias. Além disso, o Copom tem como referência metodológica a taxa Selic constante no período da sua projeção enquanto a mediana da projeção dos analistas…",32,12,5,21,7,10,12,1,0,0,2001
65,2001-11-21,65ª Reunião,,/publicacoes/atascopom/21112001,21112001,31451,19.0,19.0,0.0,manutenção,unânime,"o Copom decidiu por unanimidade manter a meta para a taxa de juros Selic em 19% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 18 de dezembro de 2001, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº…",35,13,9,23,5,8,15,1,0,0,2001
66,2001-12-19,66ª Reunião,,/publicacoes/atascopom/19122001,19122001,35061,19.0,19.0,0.0,manutenção,unânime,"o Copom decidiu por unanimidade manter a meta para a taxa de juros Selic em 19% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 22 de janeiro de 2002, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº…",34,18,6,26,7,10,14,1,0,0,2001
67,2002-01-23,67ª Reunião,,/publicacoes/atascopom/23012002,23012002,32157,19.0,19.0,0.0,manutenção,unânime,"o Copom decidiu por unanimidade manter a meta para a taxa de juros Selic em 19% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 19 de fevereiro de 2002, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº…",39,9,5,11,9,10,6,1,0,0,2002
68,2002-02-20,68ª Reunião,,/publicacoes/atascopom/20022002,20022002,32338,19.0,18.75,-0.25,corte,—,"o Copom decidiu, por maioria de cinco a três, reduzir a meta para a taxa de juros Selic para 18,75% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 19 de março de 2002, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo…",49,10,5,20,8,8,9,1,0,0,2002
69,2002-03-20,69ª Reunião,,/publicacoes/atascopom/20032002,20032002,34862,18.75,18.5,-0.25,corte,unânime,"o Copom decidiu, por unanimidade, reduzir a meta para a taxa de juros Selic em 0,25 p.p. para 18,50% a.a.. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 16 de abril de 2002, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo…",38,12,5,24,16,6,7,1,0,0,2002
70,2002-04-17,70ª Reunião,,/publicacoes/atascopom/17042002,17042002,36115,18.5,18.5,0.0,manutenção,unânime,"o Copom decidiu, por unanimidade, manter a meta para a taxa de juros Selic em 18,5% a.a.. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 21 de maio de 2002, às 15:30h, para as apresentações técnicas e, no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo Comunicado nº…",41,13,7,17,11,9,10,1,0,0,2002
71,2002-05-22,71ª Reunião,,/publicacoes/atascopom/22052002,22052002,38638,18.5,18.5,0.0,manutenção,—,"o Copom decidiu, por maioria de cinco a três, manter a meta para a taxa de juros Selic em 18,5% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 18 de junho de 2002, às 15:30h, para as apresentações técnicas e no dia seguinte, às 16:30 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do Copom, divulgado pelo…",49,19,4,20,9,7,12,2,0,0,2002
72,2002-06-19,72ª Reunião,,/publicacoes/atascopom/19062002,19062002,40424,18.5,18.5,0.0,manutenção,unânime,"o Copom decidiu, por unanimidade, manter a meta para a taxa de juros Selic em 18,5% ao ano, com indicação de viés de baixa. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 16 de julho de 2002, às 15:00 h, para as apresentações técnicas e no dia seguinte, às 11:00 h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido no Calendário das Reuniões Ordinárias do…",50,17,6,18,10,7,9,3,0,0,2002
73,2002-07-17,73ª Reunião,,/publicacoes/atascopom/17072002,17072002,36600,18.5,18.0,-0.5,corte,—,"o Copom decidiu, por cinco votos contra dois, reduzir a meta para a taxa de juros Selic para 18,0% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 20 de agosto de 2002, às 15h, para as apresentações técnicas e no dia seguinte, às 11h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido pelo Comunicado 8.911, de 3/10/2001, e pelo Comunicado 9.586, de…",46,8,4,17,10,9,13,2,0,0,2002
74,2002-08-21,74ª Reunião,,/publicacoes/atascopom/21082002,21082002,37165,18.0,18.0,0.0,manutenção,unânime,"o Copom decidiu, por unanimidade, manter a meta para a taxa Selic em 18% ao ano e adotar um viés de baixa. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 17 de setembro de 2002, às 15h, para as apresentações técnicas e no dia seguinte, às 11h, para deliberar sobre as diretrizes de política monetária, conforme estabelecido pelo Comunicado 8.911, de 3/10/2001, e pelo Comunicado 9.586, de…",49,17,2,15,10,8,17,2,0,0,2002
75,2002-09-18,75ª Reunião,,/publicacoes/atascopom/18092002,18092002,31056,18.0,18.0,0.0,manutenção,unânime,"o Copom decidiu, por unanimidade, manter a meta para a taxa Selic em 18% ao ano. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 22 de outubro de 2002 para as apresentações técnicas e no dia seguinte para deliberar sobre as diretrizes de política monetária, conforme estabelecido pelo Comunicado 8.911, de 3.10.2001. Glossário a.a. ao ano a.m. ao mês ac.12m. acumulado em 12 meses ac.a.…",28,11,3,19,17,8,12,1,0,0,2002
76,2002-10-14,76ª Reunião,,/publicacoes/atascopom/01102002,1102002,6065,18.0,21.0,3.0,alta,unânime,"o Copom decidiu, por unanimidade, elevar a meta para a taxa Selic de 18,0% a.a. para 21,0% a.a. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 22 de outubro de 2002 para as apresentações técnicas e no dia seguinte para deliberar sobre as diretrizes de política monetária, conforme estabelecido pelo Comunicado 8.911, de 3.10.2001. Glossário a.a. ao ano a.m. ao mês Gerin Gerência Executiva de…",29,6,1,0,0,0,6,1,0,0,2002
77,2002-10-22,77ª Reunião,,/publicacoes/atascopom/23102002,23102002,33694,21.0,21.0,0.0,manutenção,unânime,"o Copom avalia o prazo necessário para eliminar a inércia inflacionária. Dado esse prazo, estima-se o montante da inércia a ser tolerado no ano em questão que, acrescido da estimativa do choque primário, é incorporado à meta para efeito de comparação com a projeção de inflação do Copom. Por exemplo, para o ano que vem, a soma de metade do impacto da inércia inflacionária e do choque primário de administrados…",40,10,5,13,9,5,9,1,1,0,2002
78,2002-11-20,78ª Reunião,,/publicacoes/atascopom/20112002,20112002,31556,21.0,22.0,1.0,alta,unânime,"o Copom decidiu, por unanimidade, elevar a meta para a taxa Selic para 22% a.a., sem adoção de viés. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 17 de dezembro de 2002 para as apresentações técnicas, e no dia seguinte para deliberar sobre as diretrizes de política monetária, conforme estabelecido pelo Comunicado 8.911, de 3.10.2001. Glossário a.a. ao ano a.m. ao mês ac.12m. acumulado em…",33,13,3,14,11,7,10,1,0,0,2002
79,2002-12-18,79ª Reunião,,/publicacoes/atascopom/18122002,18122002,29057,22.0,25.0,3.0,alta,unânime,"o Copom decidiu, por unanimidade, aumentar a meta para a taxa Selic para 25% a.a. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 21 de janeiro de 2003 para as apresentações técnicas e, no dia seguinte, para deliberar sobre as diretrizes de política monetária, conforme estabelecido pelo Comunicado 10.187, de 2.10.2002. Glossário a.a. ao ano a.m. ao mês ACSP Associação Comercial de São Paulo…",42,6,3,19,10,9,19,1,0,0,2002
80,2003-01-22,80ª Reunião,,/publicacoes/atascopom/22012003,22012003,25726,25.0,25.5,0.5,alta,unânime,"o Copom decidiu, por unanimidade, elevar a meta para a taxa Selic em 0,5 p.p., para 25,5% a.a. Ao final da reunião, foi registrado que o Comitê voltaria a reunir-se em 18 de fevereiro de 2003 para as apresentações técnicas e, no dia seguinte, para deliberar sobre as diretrizes de política monetária, conforme estabelecido pelo Comunicado 10.187, de 2.10.2002. Glossário a.a. ao ano a.m. ao mês ACSP Associação…",38,12,3,11,7,5,8,1,0,0,2003
81,2003-02-19,81ª Reunião,,/publicacoes/atascopom/19022003,19022003,28116,25.5,26.5,1.0,alta,unânime,"o Copom avalia ser apropriado um reforço adicional na política monetária. O Copom avalia que, além dos efeitos diretos da política monetária, também são importantes outras ações da política econômica do governo e a reação da sociedade contra a inflação, para propiciar um recuo mais significativo da variação dos preços com menores custos. Nesse sentido, as medidas recentemente adotadas pelo governo com vistas a…",53,5,3,15,8,10,5,1,0,0,2003
82,2003-03-19,82ª Reunião,,/publicacoes/atascopom/19032003,19032003,25617,26.5,26.5,0.0,manutenção,—,Implementação da Política Monetária Ambiente Externo Mercado de Trabalho Comércio Exterior Crédito e Inadimplência Mercado Monetário e Operações de Mercado Aberto Glossário Data: 18 e 19/3/2003 Local: Sala de reuniões do 8º andar (18/3) e 20º andar (19/3) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 16h (18/3) e 11h15 (19/3) Horário de término: 19h (18/3) e 15h (19/3) Presentes: Membros do…,56,6,5,13,11,6,9,2,0,0,2003
83,2003-04-23,83ª Reunião,,/publicacoes/atascopom/23042003,23042003,25478,26.5,26.5,0.0,manutenção,—,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior Mercado monetário e operações de mercado aberto Glossário Data: 22 e 23/4/2003 Local: Sala de reuniões do 8º andar (22/4) e 20º andar (23/4) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 15h30 (22/4) e 11h30 (23/4) Horário de término: 18h30 (22/4) e 13h30…,33,10,2,12,14,11,4,1,0,0,2003
84,2003-05-21,84ª Reunião,,/publicacoes/atascopom/21052003,21052003,29004,26.5,26.5,0.0,manutenção,unânime,Implementação da Política Monetária Atividade Econômica Mercado de Trabalho Crédito e Inadimplência Ambiente Externo Setor Externo Mercado Monetário e Operações de Mercado Aberto Glossário Data: 20 e 21/5/2003 Local: Sala de reuniões do 8º andar (20/5) e do 20º andar (21/5) do Edifício-Sede do Banco Central - Brasília - DF Horário de Início: 15h30 (20/5) e 10h30 (21/5) Horário de Término: 18h30 (20/5) e 13h30…,38,10,2,13,13,4,3,1,0,0,2003
85,2003-06-18,85ª Reunião,,/publicacoes/atascopom/18062003,18062003,33449,26.5,26.5,0.0,manutenção,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Setor externo Mercado monetário e operações de mercado aberto Glossário Data: 17 e 18/6/2003 Local: Sala de reuniões do 8º andar (17/6) e do 20º andar (18/6) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 15h30 (17/6) e 11h30 (18/6) Horário de término: 18h30 (17/6) e 13h30…,60,9,3,14,12,4,5,1,0,0,2003
86,2003-07-23,86ª Reunião,,/publicacoes/atascopom/23072003,23072003,36324,26.0,24.5,-1.5,corte,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Setor externo Mercado monetário e operações de mercado aberto Glossário Data: 22 e 23/7/2003 Local: Sala de reuniões do 8º andar (22/7) e do 20º andar (23/7) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 16h10 (22/7) e 11h30 (23/7) Horário de término: 18h30 (22/7) e 13h45…,64,12,3,19,12,9,7,1,0,0,2003
87,2003-08-20,87ª Reunião,,/publicacoes/atascopom/20082003,20082003,36424,24.5,22.0,-2.5,corte,unânime,"o Copom decidiu por unanimidade fixar a meta para a taxa Selic em 22% a.a. Ao final da reunião, foi registrado que o Comitê voltaria a se reunir em 16 de setembro de 2003 para as apresentações técnicas e, no dia seguinte, para deliberar sobre a política monetária, conforme estabelecido pelo comunicado 10.187, de 2.10.2002. SUMÁRIO DOS DADOS ANALISADOS PELO COPOM Atividade econômica O Índice do Volume de Vendas do…",59,12,3,23,10,7,10,1,0,0,2003
88,2003-09-17,88ª Reunião,,/publicacoes/atascopom/17092003,17092003,38115,22.0,20.0,-2.0,corte,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Setor externo Mercado monetário e operações de mercado aberto Data: 16 e 17/9/2003 Local: Sala de reuniões do 8º andar (16/9) e do 20º andar (17/9) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 16h10 (16/9) e 15h (17/9) Horário de término: 18h30 (16/9) e 18h (17/9) Presentes:…,50,15,3,21,13,9,11,1,0,0,2003
89,2003-10-22,89ª Reunião,,/publicacoes/atascopom/22102003,22102003,36324,20.0,19.0,-1.0,corte,—,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Setor externo Mercado monetário e operações de mercado aberto Data: 21 e 22/10/2003 Local: Sala de reuniões do 8º andar (21/10) e do 20º andar (22/10) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 15h30 (21/10) e 16h (22/10) Horário de término: 18h40 (21/10) e 19h (22/10) Presentes: Membros do…,51,12,2,15,21,7,7,1,0,0,2003
90,2003-11-19,90ª Reunião,,/publicacoes/atascopom/19112003,19112003,40216,19.0,17.5,-1.5,corte,7 a 2,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e alguns resultados do balanço de pagamentos Mercado monetário e operações de mercado aberto Data: 18 e 19/11/2003 Local: Sala de reuniões do 8º andar (18/11) e do 20º andar (19/11) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 15h30 (18/11) e 15h30 (19/11)…,53,13,2,27,20,9,11,2,0,0,2003
91,2003-12-17,91ª Reunião,,/publicacoes/atascopom/17122003,17122003,36241,17.5,16.5,-1.0,corte,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Setor externo Mercado monetário e operações de mercado aberto Data: 16 e 17/12/2003 Local: Sala de reuniões do 8º andar (16/12) e do 20º andar (17/12) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 15h30 (16/12) e 15h30 (17/12) Horário de término: 18h (16/12) e 18h (17/12)…,47,9,3,21,16,8,8,2,0,0,2003
92,2004-01-21,92ª Reunião,,/publicacoes/atascopom/21012004,21012004,44499,16.5,16.5,0.0,manutenção,—,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Setor externo Mercado monetário e operações de mercado aberto Data: 20 e 21/1/2004 Local: Sala de reuniões do 8º andar (20/1) e do 20º andar (21/1) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 15h30 (20/1) e 16h (21/1) Horário de término: 18h15 (20/1) e 18h45 (21/1) Presentes:…,75,20,4,20,16,11,13,1,0,0,2004
93,2004-02-17,93ª Reunião,,/publicacoes/atascopom/18022004,18022004,39118,16.5,16.5,0.0,manutenção,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Setor externo Mercado monetário e operações de mercado aberto Data: 17 e 18/2/2004 Local: Sala de reuniões do 8º andar (17/2) e do 20º andar (18/2) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 16h10 (17/2) e 15h30 (18/2) Horário de término: 18h15 (17/2) e 18h45 (18/2)…,68,13,2,16,13,10,12,2,0,0,2004
94,2004-03-17,94ª Reunião,,/publicacoes/atascopom/17032004,17032004,43082,16.5,16.25,-0.25,corte,—,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Setor externo Mercado monetário e operações de mercado aberto Data: 16 e 17/3/2004 Local: Sala de reuniões do 8º andar (16/3) e do 20º andar (17/3) do Edifício-Sede do Banco Central - Brasília - DF Horário de início: 15h45 (16/3) e 15h45 (17/3) Horário de término: 19h15 (16/3) e 19h15 (17/3) Presentes: Membros do…,82,17,2,16,15,8,25,1,0,0,2004
95,2004-04-14,95ª Reunião,,/publicacoes/atascopom/14042004,14042004,35243,16.25,16.0,-0.25,corte,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Ambiente externo Comércio exterior Mercado monetário e operações de mercado aberto Data: 13 e 14/4/2004 Local: Sala de reuniões do 8º andar (13/4) e do 20º andar (14/4) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h45 (13/4) e 15h30 (14/4) Horário de término: 19h30 (13/4) e 16h15 (14/4) Presentes: Membros do Copom…,62,17,3,11,2,7,16,1,0,0,2004
96,2004-05-19,96ª Reunião,,/publicacoes/atascopom/19052004,19052004,49402,16.0,16.0,0.0,manutenção,—,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e alguns resultados do balanço de pagamentos Mercado monetário e operações de mercado aberto Data: 18 e 19/5/2004 Local: Sala de reuniões do 8º andar (18/5) e do 20º andar (19/5) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h45 (18/5) e 15h30 (19/5) Horário…,60,22,7,16,16,13,16,1,1,0,2004
97,2004-06-16,97ª Reunião,,/publicacoes/atascopom/16062004,16062004,40239,16.0,16.0,0.0,manutenção,unânime,"Implementação da política monetária 13. A inflação medida pelo IPCA, de 0,51% em maio, foi superior à de abril, embora tenha se situado dentro do esperado pelos analistas. Como nos meses anteriores, a pressão maior foi dos preços livres, que aumentaram 0,57%, enquanto os monitorados aumentaram 0,35%. Entre os preços livres, maio foi o segundo mês em que os itens comercializáveis tiveram aumento maior do que os não…",45,15,4,21,14,9,12,1,0,0,2004
98,2004-07-21,98ª Reunião,,/publicacoes/atascopom/21072004,21072004,41002,16.0,16.0,0.0,manutenção,unânime,"o Copom avaliam que a manutenção da taxa de juros básica nos níveis atuais por um período prolongado de tempo deverá permitir a concretização de um cenário benigno para a inflação, com convergência das expectativas de inflação dos agentes privados e da inflação efetivamente ocorrida para a trajetória das metas estabelecidas pelo CMN. No entanto, a autoridade monetária reitera que estará pronta para adotar uma…",54,19,4,18,12,11,12,1,0,0,2004
99,2004-08-18,99ª Reunião,,/publicacoes/atascopom/18082004,18082004,44667,16.0,16.0,0.0,manutenção,unânime,"Implementação da política monetária 12. A aceleração observada em julho na inflação medida pelo IPCA foi fortemente influenciada pela variação de 1,89% nos preços monitorados, enquanto a inflação dos preços livres permaneceu elevada a despeito de haver recuado em relação ao mês anterior – 0,52%, contra 0,58% em junho. Os preços monitorados acumulam aumento de 4,69% no período janeiro-julho, superando, portanto, a…",48,12,2,19,14,7,12,1,0,0,2004
100,2004-09-15,100ª Reunião,,/publicacoes/atascopom/15092004,15092004,53196,16.0,16.25,0.25,alta,5 a 3,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e alguns resultados do balanço de pagamentos Mercado monetário e operações de mercado aberto Data: 14 e 15/9/2004 Local: Sala de reuniões do 8º andar (14/9) e do 20º andar (15/9) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h30 (14/9) e 15h55 (15/9) Horário…,79,21,3,22,10,6,12,2,0,0,2004
101,2004-10-19,101ª Reunião,,/publicacoes/atascopom/20102004,20102004,45371,16.25,16.25,0.0,manutenção,unânime,"o Copom decidiu, por unanimidade, aumentar a meta para a taxa Selic para 16,75% a.a., sem viés. 31. Embora trabalhe mantendo a hipótese de que o ajuste gradual do instrumento de política monetária terá prosseguimento na magnitude e no ritmo originalmente previstos, o Copom ressalva que o quadro atual contém dois potenciais agravantes em relação ao avaliado em sua reunião de setembro. Em primeiro lugar, a escalada…",57,15,6,16,12,9,17,2,0,0,2004
102,2004-11-17,102ª Reunião,,/publicacoes/atascopom/17112004,17112004,45885,16.75,17.25,0.5,alta,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 16 e 17/11/2004 Local: Sala de reuniões do 8º andar (16/11) e do 20º andar (17/11) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h20 (16/11) e 16h30 (17/11) Horário de término:…,50,20,2,18,13,11,10,2,0,0,2004
103,2004-12-15,103ª Reunião,,/publicacoes/atascopom/15122004,15122004,48219,17.25,17.75,0.5,alta,unânime,"Implementação da política monetária 14. A inflação do IPCA acelerou-se pelo segundo mês consecutivo em novembro, passando para 0,69%, ante 0,44% em outubro e 0,33% em setembro. A aceleração na inflação do IPCA deveu-se em grande medida ao aumento dos preços monitorados, principalmente dos preços dos combustíveis. Essa aceleração ocorreu apesar de ter havido queda nos preços dos alimentos, especialmente in natura ,…",55,23,3,30,12,9,10,3,0,0,2004
104,2005-01-19,104ª Reunião,,/publicacoes/atascopom/19012005,19012005,43765,17.75,18.25,0.5,alta,unânime,"Implementação da política monetária 13. O IPCA registrou aumento de 0,86% em dezembro, valor bem acima das expectativas dos analistas, o que representa uma aceleração da inflação mensal pelo terceiro mês consecutivo. Essa aceleração da inflação do IPCA foi observada nos seus três componentes: comercializáveis, não-comercializáveis e monitorados. A elevação dos preços monitorados, notadamente os dos combustíveis,…",62,14,2,19,16,10,11,2,0,0,2005
105,2005-02-16,105ª Reunião,,/publicacoes/atascopom/16022005,16022005,44421,18.25,18.75,0.5,alta,unânime,Implementação da política monetária Atividade econômica Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e itens do balanço de pagamentos Mercado monetário e operações de mercado aberto Data: 15 e 16/2/2005 Local: Sala de reuniões do 8º andar (15/02) e do 20º andar (16/02) do Edifício-Sede do Banco Central – Brasília – DF Horário de início: 16h44 (15/02) e 16h (16/02) Horário de…,55,18,5,17,15,7,12,2,0,0,2005
