reuniao,data,titulo,url_pdf,link,ident,n_caracteres,selic_antes,selic,delta_selic,decisao,voto,trecho,inflacao,cambio,fiscal,atividade,credito,externo,expectativas,guidance,credibilidade,pandemia,ano
174,2013-04-17,174ª Reunião,,/publicacoes/atascopom/17042013,17042013,58026,7.25,7.5,0.25,alta,—,"O Copom avalia que a política monetária deve contribuir para a consolidação de um ambiente macroeconômico favorável em horizontes mais longos. Nesse sentido, reitera que, no regime de metas para a inflação, orienta suas decisões de acordo com os valores projetados para a inflação pelo Banco Central e com base na análise de cenários alternativos para a evolução das principais variáveis que determinam a dinâmica dos…",50,15,8,31,23,10,16,1,0,0,2013
175,2013-05-29,175ª Reunião,,/publicacoes/atascopom/29052013,29052013,55306,7.5,8.0,0.5,alta,unânime,Implementação da política monetária Inflação Atividade econômica Expectativas e sondagens Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 28 e 29/5/2013 Local: Sala de reuniões do 8º andar (28/5) e do 20º andar (29/5) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h12…,48,16,10,34,15,16,13,2,0,0,2013
176,2013-07-10,176ª Reunião,,/publicacoes/atascopom/10072013,10072013,53612,8.0,8.5,0.5,alta,unânime,Implementação da política monetária Inflação Atividade econômica Expectativas e sondagens Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 9 e 10/7/2013 Local: Sala de reuniões do 8º andar (9/7) e do 20º andar (10/7) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h12 (9/7)…,43,21,8,25,19,16,12,1,0,0,2013
177,2013-08-28,177ª Reunião,,/publicacoes/atascopom/28082013,28082013,55563,8.5,9.0,0.5,alta,unânime,"O Copom avalia que os efeitos do comportamento dos preços no atacado sobre a inflação para os consumidores dependerão das condições atuais e prospectivas da demanda e das expectativas dos formadores de preços em relação à trajetória futura da inflação. 4. O Índice de Atividade Econômica do Banco Central (IBC-Br) incorpora estimativa para a produção mensal dos três setores da economia, bem como para impostos sobre…",44,17,9,25,14,16,15,2,0,0,2013
178,2013-10-09,178ª Reunião,,/publicacoes/atascopom/09102013,9102013,57699,9.0,9.5,0.5,alta,unânime,Implementação da política monetária Inflação Atividade econômica Expectativas e sondagens Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 8 e 9/10/2013 Local: Sala de reuniões do 8º andar (8/10) e do 20º andar (9/10) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h11…,49,16,10,23,21,17,14,1,0,0,2013
179,2013-11-27,179ª Reunião,,/publicacoes/atascopom/27112013,27112013,55812,9.5,10.0,0.5,alta,unânime,Implementação da política monetária Inflação Atividade econômica Expectativas e sondagens Mercado de trabalho Crédito e inadimplência Ambiente externo Comércio exterior e reservas internacionais Mercado monetário e operações de mercado aberto Data: 26 e 27/11/2013 Local: Sala de reuniões do 8º andar (26/11) e do 20º andar (27/11) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h11…,45,15,11,24,16,15,13,1,0,0,2013
180,2014-01-15,180ª Reunião,,/publicacoes/atascopom/15012014,15012014,57128,10.0,10.5,0.5,alta,unânime,"O Copom avalia que os efeitos do comportamento dos preços no atacado sobre a inflação para os consumidores dependerão das condições atuais e prospectivas da demanda e das expectativas dos formadores de preços em relação à trajetória futura da inflação. 4. O Índice de Atividade Econômica do Banco Central (IBC-Br) incorpora estimativa para a produção mensal dos três setores da economia, bem como para impostos sobre…",44,17,11,29,17,17,11,1,0,0,2014
181,2014-02-26,181ª Reunião,,/publicacoes/atascopom/26022014,26022014,27757,10.5,10.75,0.25,alta,unânime,Implementação da política monetária Data: 25 e 26/2/2014 Local: Sala de reuniões do 8º andar (25/2) e do 20º andar (26/2) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h10 (25/2) e 17h10 (26/2) Horário de término: 19h50 (25/2) e 20h32 (26/2) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente (presente somente em 26/2) Aldo Luiz Mendes Altamir Lopes Anthero de…,38,9,10,16,11,6,4,1,0,0,2014
182,2014-04-02,182ª Reunião,,/publicacoes/atascopom/02042014,2042014,27854,10.75,11.0,0.25,alta,unânime,Implementação da política monetária Data: 1º e 2/4/2014 Local: Sala de reuniões do 8º andar (1º/4) e do 20º andar (2/4) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h12 (1º/4) e 16h04 (2/4) Horário de término: 19h38 (1º/4) e 19h46 (2/4) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Carlos Hamilton…,37,8,10,16,6,6,3,1,0,0,2014
183,2014-05-28,183ª Reunião,,/publicacoes/atascopom/28052014,28052014,25318,11.0,11.0,0.0,manutenção,unânime,Implementação da política monetária Data: 27 e 28/5/2014 Local: Sala de reuniões do 8º andar (27/5) e do 20º andar (28/5) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h13 (27/5) e 16h50 (28/5) Horário de término: 20h27 (27/5) e 20h55 (28/5) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Carlos Hamilton…,39,7,9,14,4,6,3,1,0,0,2014
184,2014-07-16,184ª Reunião,,/publicacoes/atascopom/16072014,16072014,27079,11.0,11.0,0.0,manutenção,unânime,Implementação da política monetária Data: 15 e 16/7/2014 Local: Sala de reuniões do 8º andar (15/7) e do 20º andar (16/7) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h43 (15/7) e 17h10 (16/7) Horário de término: 19h22 (15/7) e 20h05 (16/7) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Carlos Hamilton…,40,5,9,14,6,6,3,1,0,0,2014
185,2014-09-03,185ª Reunião,,/publicacoes/atascopom/03092014,3092014,26592,11.0,11.0,0.0,manutenção,unânime,Implementação da política monetária Data: 2 e 3/9/2014 Local: Sala de reuniões do 8º andar (2/9) e do 20º andar (3/9) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h19 (2/9) e 16h43 (3/9) Horário de término: 19h28 (2/9) e 19h22 (3/9) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Carlos Hamilton…,40,5,9,14,6,5,3,1,0,0,2014
186,2014-10-29,186ª Reunião,,/publicacoes/atascopom/29102014,29102014,25805,11.0,11.25,0.25,alta,—,Implementação da política monetária Data: 28 e 29/10/2014 Local: Sala de reuniões do 8º andar (28/10) e do 20º andar (29/10) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h18 (28/10) e 16h44 (29/10) Horário de término: 19h28 (28/10) e 20h12 (29/10) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Carlos…,38,6,9,15,6,5,4,1,0,0,2014
187,2014-12-03,187ª Reunião,,/publicacoes/atascopom/03122014,3122014,26557,11.25,11.75,0.5,alta,unânime,Implementação da política monetária Data: 2 e 3/12/2014 Local: Sala de reuniões do 8º andar (2/12) e do 20º andar (3/12) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h12 (2/12) e 16h50 (3/12) Horário de término: 19h57 (2/12) e 20h14 (3/12) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Carlos Hamilton…,39,6,10,15,6,5,3,1,0,0,2014
188,2015-01-21,188ª Reunião,,/publicacoes/atascopom/21012015,21012015,25285,11.75,12.25,0.5,alta,unânime,Implementação da política monetária Data: 20 e 21/1/2015 Local: Sala de reuniões do 8º andar (20/1) e do 20º andar (21/1) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h12 (20/1) e 16h14 (21/1) Horário de término: 19h59 (20/1) e 19h19 (21/1) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Carlos Hamilton…,41,6,10,16,6,5,4,1,0,0,2015
189,2015-03-04,189ª Reunião,,/publicacoes/atascopom/04032015,4032015,25365,12.25,12.75,0.5,alta,unânime,Implementação da política monetária Data: 3 e 4/3/2015 Local: Sala de reuniões do 8º andar (3/3) e do 20º andar (4/3) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h10 (3/3) e 16h47 (4/3) Horário de término: 19h44 (3/3) e 19h56 (4/3) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Luiz Awazu Pereira da…,40,6,10,15,6,5,4,1,0,0,2015
190,2015-04-29,190ª Reunião,,/publicacoes/atascopom/29042015,29042015,25560,12.75,13.25,0.5,alta,unânime,"O Copom avalia que os efeitos do comportamento dos preços no atacado sobre a inflação ao consumidor dependerão das condições atuais e prospectivas da demanda e das expectativas dos formadores de preços em relação à trajetória da inflação. 4. O Índice de Atividade Econômica do Banco Central (IBC-Br) incorpora estimativas para a produção mensal dos três setores da economia, bem como para impostos sobre produtos, e…",40,6,10,14,6,5,4,1,0,0,2015
191,2015-06-03,191ª Reunião,,/publicacoes/atascopom/03062015,3062015,26198,13.25,13.75,0.5,alta,unânime,Implementação da política monetária Data: 2 e 3/6/2015 L ocal: Sala de reuniões do 8º andar (2/6) e do 20º andar (3/6) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h36 (2/6) e 16h58 (3/6) Horário de término: 20h05 (2/6) e 20h06 (3/6) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Luiz Awazu Pereira da…,40,5,10,15,5,5,4,1,0,0,2015
192,2015-07-29,192ª Reunião,,/publicacoes/atascopom/29072015,29072015,26467,13.75,14.25,0.5,alta,unânime,Implementação da política monetária Data: 28 e 29/7/2015 Local: Sala de reuniões do 8º andar (28/7) e do 20º andar (29/7) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h26 (28/7) e 17h15 (29/7) Horário de término: 19h31 (28/7) e 20h50 (29/7) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Luiz Awazu…,43,5,11,16,6,5,5,2,0,0,2015
193,2015-09-02,193ª Reunião,,/publicacoes/atascopom/02092015,2092015,27987,14.25,14.25,0.0,manutenção,unânime,Implementação da política monetária Data: 1º e 2/9/2015 Local: Sala de reuniões do 8º andar (1º/9) e do 20º andar (2/9) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h21 (1º/9) e 16h49 (2/9) Horário de término: 19h37 (1º/9) e 20h17 (2/9) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Luiz Awazu Pereira…,43,5,11,16,6,6,5,2,0,0,2015
194,2015-10-21,194ª Reunião,,/publicacoes/atascopom/21102015,21102015,26515,14.25,14.25,0.0,manutenção,unânime,Implementação da política monetária Data: 20 e 21/10/2015 Local: Sala de reuniões do 8º andar (20/10) e do 20º andar (21/10) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h12 (20/10) e 16h40 (21/10) Horário de término: 19h23 (20/10) e 20h19 (21/10) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Luiz…,39,5,12,17,6,5,3,1,0,0,2015
195,2015-11-25,195ª Reunião,,/publicacoes/atascopom/25112015,25112015,27280,14.25,14.25,0.0,manutenção,—,Implementação da política monetária Data: 24 e 25/11/2015 Local: Sala de reuniões do 8º andar (24/11) e do 20º andar (25/11) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h16 (24/11) e 16h48 (25/11) Horário de término: 20h08 (24/11) e 19h47 (25/11) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Luiz…,41,5,13,17,6,5,4,1,0,0,2015
196,2016-01-20,196ª Reunião,,/publicacoes/atascopom/20012016,20012016,28133,14.25,14.25,0.0,manutenção,—,Implementação da política monetária Data: 19 e 20/1/2016 Local: Sala de reuniões do 8º andar (19/1) e do 20º andar (20/1) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h10 (19/1) e 16h50 (20/1) Horário de término: 19h17 (19/1) e 20h16 (20/1) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Luiz Edson…,41,5,11,16,6,7,5,1,0,0,2016
197,2016-03-02,197ª Reunião,,/publicacoes/atascopom/02032016,2032016,27789,14.25,14.25,0.0,manutenção,—,Implementação da política monetária Data: 1º e 2/3/2016 Local: Sala de reuniões do 8º andar (1º/3) e do 20º andar (2/3) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h10 (1º/3) e 16h46 (2/3) Horário de término: 19h25 (1º/3) e 19h27 (2/3) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Luiz Edson Feltrim…,42,5,12,17,6,7,6,1,0,0,2016
198,2016-04-27,198ª Reunião,,/publicacoes/atascopom/27042016,27042016,26942,14.25,14.25,0.0,manutenção,unânime,Implementação da política monetária Data: 26 e 27/4/2016 Local: Sala de reuniões do 8º andar (26/4) e do 20º andar (27/4) do Edifício-Sede do Banco Central do Brasil – Brasília – DF Horário de início: 16h15 (26/4) e 16h11 (27/4) Horário de término: 19h21 (26/4) e 19h33 (27/4) Presentes: Membros do Copom Alexandre Antonio Tombini – Presidente Aldo Luiz Mendes Altamir Lopes Anthero de Moraes Meirelles Luiz Edson…,39,5,12,18,6,5,4,1,0,0,2016
199,2016-06-08,199ª Reunião,,/publicacoes/atascopom/08062016,8062016,27580,14.25,14.25,0.0,manutenção,unânime,"O Copom avalia que os efeitos do comportamento dos preços no atacado sobre a inflação ao consumidor dependerão das condições atuais e prospectivas da demanda e das expectativas dos formadores de preços em relação à trajetória da inflação. 4. O Índice de Atividade Econômica do Banco Central (IBC-Br) incorpora estimativas para a produção mensal dos três setores da economia, bem como para impostos sobre produtos, e…",39,5,12,20,7,5,5,1,0,0,2016
200,2016-07-20,200ª Reunião,/content/copom/atascopom/COPOM200-not20160720200.PDF,/publicacoes/atascopom/20072016,20072016,14322,14.25,14.25,0.0,manutenção,unânime,"Decisão de política monetária 19. O Copom concluiu que, tomados em conjunto, o cenário básico e o atual balanço de riscos indicam não haver espaço para flexibilização da política monetária. 20. Diante disso, o Copom decidiu, por unanimidade, manter a taxa Selic em 14,25% a.a., sem viés. Votaram por essa decisão os seguintes membros do Comitê: Ilan Goldfajn (Presidente), Anthero de Moraes Meirelles, Carlos Vi ana de…",44,3,1,7,0,2,10,1,0,0,2016
201,2016-08-31,201ª Reunião,/content/copom/atascopom/COPOM201-not20160831201.pdf,/publicacoes/atascopom/31082016,31082016,15405,14.25,14.25,0.0,manutenção,unânime,"Decisão de política monetária 19. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu por unanimidade pela manutenção da taxa básica de juros em 14,25% a.a., sem viés. 20. O Comitê avalia que uma flexibilização das condições monetár ias dependerá de fatores que permitam maior confiança no alcance das metas para a inflação nos horizontes relevantes para a…",40,4,2,10,0,2,11,0,0,0,2016
202,2016-10-19,202ª Reunião,/content/copom/atascopom/COPOM202-not20161019202.pdf,/publicacoes/atascopom/19102016,19102016,16318,14.25,14.0,-0.25,corte,unânime,"Decisão de política monetária 24. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros para 14,00% a.a., sem viés. 25. O Comitê entende que a convergência da inflação para a meta para 2017 e 2018 é compatível com uma flex ibilização moderada e gradual das condições monetárias. O Comitê avaliará o…",41,3,1,10,0,2,8,1,0,0,2016
203,2016-11-30,203ª Reunião,/content/copom/atascopom/COPOM203-not20161130203.pdf,/publicacoes/atascopom/30112016,30112016,15380,14.0,13.75,-0.25,corte,unânime,"Decisão de política monetária 22. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros para 13,75% a.a., sem viés. 23. O Comitê entende que a convergência da inflação para a meta de 4,5% no horizonte relevante para a condução da política monetária, que inclui os anos-calendário de 2017 e 2018, é…",36,3,0,17,0,7,10,1,0,0,2016
204,2017-01-11,204ª Reunião,/content/copom/atascopom/COPOM204-not20170111204.pdf,/publicacoes/atascopom/11012017,11012017,14670,13.75,13.0,-0.75,corte,unânime,"Decisão de política monetária 21. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros para 13,00% a.a., sem viés. O Comitê entende que a convergência da inflação para a meta de 4,5% no horizonte relevante para a condução da política monetária, que inclui os anos-calendário de 2017 e, com peso…",41,4,1,16,0,3,9,0,0,0,2017
205,2017-02-21,205ª Reunião,/content/copom/atascopom/COPOM205-not20170222205.pdf,/publicacoes/atascopom/22022017,22022017,14790,13.0,13.0,0.0,manutenção,unânime,"Decisão de política monetária 25. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros para 12,25% a.a., sem viés. O Comitê entende que a convergência da inflação para a meta de 4,5% no horizonte relevante para a condução da política monetária, que inclui os anos-calendário de 2017 e, com peso…",33,3,3,11,0,4,12,1,0,0,2017
206,2017-04-12,206ª Reunião,/content/copom/atascopom/COPOM206-not20170412206.pdf,/publicacoes/atascopom/12042017,12042017,14819,12.25,11.25,-1.0,corte,unânime,"Decisão de política monetária 26. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em um ponto percentual, para 11,25% a.a., sem viés. Essa intensificação moderada em relação ao ritmo das reuniões de janeiro e fevereiro mostra -se, no momento, adequada. O Comitê entende que a convergência da…",36,4,4,11,0,5,12,0,0,0,2017
207,2017-05-31,207ª Reunião,/content/copom/atascopom/COPOM207-not20170531207.pdf,/publicacoes/atascopom/31052017,31052017,16215,11.25,10.25,-1.0,corte,unânime,"Decisão de política monetária 26. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em um ponto percentual, para 10,25% a.a., sem viés. O Comitê entende que a convergência da inflação para a meta de 4,5% no horizonte relevante para a condução da política monetária, que inclui os anos -calendário de…",34,3,4,14,0,4,11,2,0,0,2017
208,2017-07-26,208ª Reunião,/content/copom/atascopom/COPOM208-not20170726208.pdf,/publicacoes/atascopom/26072017,26072017,15980,10.25,9.25,-1.0,corte,unânime,"Decisão de política monetária 28. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em um ponto percentual, para 9,25% a.a., sem viés. O Comitê entende que a convergência da inflação para a meta de 4,5% no horizonte relevante para a condução da política monetária, que inclui o ano -calendário de…",32,3,3,12,0,3,10,3,0,0,2017
209,2017-09-06,209ª Reunião,/content/copom/atascopom/COPOM209-not20170906209.pdf,/publicacoes/atascopom/06092017,6092017,16865,9.25,9.25,0.0,manutenção,unânime,"Decisão de política monetária 28. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em um ponto percentual, para 8,25% a.a. , sem viés. O Comitê entende que a convergência da inflação para a meta de 4,5% no horizonte relevante para a condução da política monetária, que inclui o ano -calendário de…",36,3,1,9,0,3,8,2,0,0,2017
210,2017-10-25,210ª Reunião,/content/copom/atascopom/COPOM210-not20171025210.pdf,/publicacoes/atascopom/25102017,25102017,14675,8.25,7.5,-0.75,corte,unânime,"Decisão de política monetária 28. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em 0,75 ponto percentual, para 7,50% a.a., sem viés. O Comitê entende que a convergência da inflação para a me ta no horizonte relevante para a condução da política monetária, que inclui os anos -calendário de 2018…",29,2,1,9,0,3,8,2,0,0,2017
211,2017-12-06,211ª Reunião,/content/copom/atascopom/COPOM211-not20171206211.pdf,/publicacoes/atascopom/06122017,6122017,15889,7.5,7.0,-0.5,corte,unânime,"Decisão de política monetária 29. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em 0,5 ponto percentual, para 7,0% a.a., sem viés. O Comitê entende que a convergência da inflação para a meta no horizonte relevante para a condução da política monetária, que inclui os anos-calendário de 2018 e…",34,2,1,8,0,4,10,1,0,0,2017
212,2018-02-07,212ª Reunião,/content/copom/atascopom/COPOM212-not20180207212.pdf,/publicacoes/atascopom/07022018,7022018,16015,7.0,6.75,-0.25,corte,unânime,"Decisão de política monetária 27. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em 0,25 ponto percentual, para 6,75% a.a. O Comitê entende que esse movimento é compatível com a convergência da inflação para a meta no horizonte relevante par a a condução da política monetária, que inclui os anos…",38,2,1,9,0,2,10,0,0,0,2018
213,2018-03-21,213ª Reunião,/content/copom/atascopom/COPOM213-not20180321213.pdf,/publicacoes/atascopom/21032018,21032018,17863,6.75,6.5,-0.25,corte,unânime,"Decisão de política monetária 26. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela redução da taxa básica de juros em 0,25 ponto percentual, para 6,50% a.a. O Comitê entende que esse movimento é compatível com a convergência da inflação para a meta no horizonte relevante para a condução da política monetária, que inclui os…",40,2,1,9,0,2,12,1,0,0,2018
214,2018-05-16,214ª Reunião,/content/copom/atascopom/COPOM214-not20180516214.pdf,/publicacoes/atascopom/16052018,16052018,18426,6.5,6.5,0.0,manutenção,unânime,"Decisão de política monetária 29. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela manutenção da taxa básica de juros em 6,50% a.a. O Comitê entende que essa decisão reflete a mudança recente no balanço de riscos para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizo nte relevante para a…",53,7,1,10,0,9,16,0,1,0,2018
215,2018-06-20,215ª Reunião,/content/copom/atascopom/COPOM215-not20180620215.pdf,/publicacoes/atascopom/20062018,20062018,17541,6.5,6.5,0.0,manutenção,unânime,"Decisão de política monetária 28. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela manutenção da taxa básica de juros em 6,50% a.a. O Comitê entende que essa decisão reflete seu cenário básico e balanço de riscos para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante para a…",43,4,1,12,0,3,20,1,0,0,2018
216,2018-08-01,216ª Reunião,/content/copom/atascopom/COPOM216-not20180801216.pdf,/publicacoes/atascopom/01082018,1082018,17898,6.5,6.5,0.0,manutenção,unânime,"Decisão de política monetária 29. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela manutenção da taxa básica de juros em 6,50% a.a. O Comitê entende que essa decisão reflete seu cenário básico e balanço de riscos para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante para a…",48,4,1,8,0,3,22,1,0,0,2018
217,2018-09-19,217ª Reunião,/content/copom/atascopom/COPOM217-not20180919217.pdf,/publicacoes/atascopom/19092018,19092018,17400,6.5,6.5,0.0,manutenção,unânime,"Decisão de política monetária 28. Considerando o cenário básico, o balanço de riscos e o amplo conjunto de informações disponíveis, o Copom decidiu, por unanimidade, pela manutenção da taxa básica de juros em 6,50% a.a. O Comitê entende que essa decisão reflete seu cenário básico e balanço de riscos para a inflação prospectiva e é compatível com a convergência da inflação para a meta no horizonte relevante para a…",47,5,1,8,0,2,24,1,0,0,2018
218,2018-10-31,218ª Reunião,/content/copom/atascopom/COPOM218-not20181031218.pdf,/publicacoes/atascopom/31102018,31102018,17600,6.5,6.5,0.0,manutenção,unânime,"decisão de política monetária adequada, tendo em vista a evolução do cenário básico e do balanço de riscos desde sua reunião em setembro (217ª reunião). Todos concluíram pela manutenção da taxa Selic em 6,50% a.a. 22. O Copom debateu, então, a conveniência de sinalização sobre a evolução futura da política monetária. Não obstante a redução do grau de Banco Central do Brasil 218ª Reunião do Copom 5 assimetria do…",46,5,1,7,0,2,21,2,0,0,2018
219,2018-12-12,219ª Reunião,/content/copom/atascopom/COPOM219-not20181212219.pdf,/publicacoes/atascopom/12122018,12122018,13662,6.5,6.5,0.0,manutenção,unânime,"decisão de política monetária adequada, tendo em vista a evolução do cenário básico e do balanço de riscos desde sua reunião em outubro (218ª reunião). Todos concluíram pela manutenção da taxa Selic em 6,50% a.a. 20. O Copom debateu, então, a conveniência de sinalização sobre a evolução futura da política monetária. Todos concordaram que a atual conjuntura recomenda manutenção de maior flexibilidade para condução…",31,4,1,6,0,2,13,1,0,0,2018
220,2019-02-06,220ª Reunião,/content/copom/atascopom/COPOM220-not20190206220.pdf,/publicacoes/atascopom/06022019,6022019,14791,6.5,6.5,0.0,manutenção,unânime,"decisão de política monetária adequada, tendo em vista a evolução do cenário básico e do balanço de riscos desde sua reunião em dezembro (219ª reunião). Todos concluíram pela manutenção da taxa Selic em 6,50% a.a. 22. O Copom debateu, então, a conveniência de sinalização sobre a evolução futura da política monetária. Todos concordaram que a atual conjuntura recomenda manutenção de maior flexibilidade para condução…",31,4,2,9,0,5,11,1,0,0,2019
221,2019-03-20,221ª Reunião,/content/copom/atascopom/COPOM221-not20190320221.pdf,/publicacoes/atascopom/20032019,20032019,16059,6.5,6.5,0.0,manutenção,unânime,"decisão de política monetária adequada, tendo em vista a evolução do cenário básico e do balanço de riscos desde sua reunião em fevereiro (220ª reunião). Todos concluíram pela manutenção da taxa Selic em 6,50% a.a. 22. Os membros do Comitê reafirmaram sua preferência por explicitar condicionalidades sobre a evolução da política monetária, o que melhor transmite a racionalidade econômica que guia suas decisões. Isso…",33,4,2,11,0,4,12,0,0,0,2019
222,2019-05-08,222ª Reunião,/content/copom/atascopom/COPOM222-not20190508222.pdf,/publicacoes/atascopom/08052019,8052019,17000,6.5,6.5,0.0,manutenção,unânime,"decisão de política monetária adequada, tendo em vista a evolução do cenário básico e do balanço de riscos desde sua reunião em março (221ª reunião). Todos concluíram pela manutenção da taxa Selic em 6,50% a.a. 25. Os membros do Comitê reafirmaram sua preferência por explicitar condicionalidades sobre a evolução da política monetária, o que melhor transmite a racionalidade econômica que guia suas decisões. Isso…",33,4,5,14,0,3,12,0,0,0,2019
